"","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"2021-12-28",214.559998,216.149994,213.729996,214.679993,1375400,211.317978
"2021-12-29",214.529999,216.339996,213.809998,214.600006,1154900,211.239243
"2021-12-30",214.720001,216,213.029999,213.899994,1207000,210.550186
"2021-12-31",213.139999,215.419998,211.740005,214.339996,1579900,210.983307
"2022-01-03",214.649994,215.649994,210.869995,213.5,2319600,210.156464
"2022-01-04",214.399994,218.660004,213.600006,217.289993,2741200,213.8871
"2022-01-05",216.800003,217.979996,214.220001,214.559998,2710800,211.19986
"2022-01-06",215.059998,217.130005,213.330002,216.639999,2102200,213.247284
"2022-01-07",217.350006,219.449997,215.179993,218.160004,3014000,214.743484
"2022-01-10",217.050003,217.229996,210.610001,211.729996,2853800,208.414185
"2022-01-11",211.5,211.5,208.039993,211.270004,1771700,207.96138
"2022-01-12",211.919998,213.460007,210.100006,211.220001,1865700,207.91217
"2022-01-13",211.559998,213.639999,209.929993,210.470001,1828500,207.173904
"2022-01-14",208.229996,209.160004,205.5,206.539993,1921600,203.30545
"2022-01-18",204.520004,206.039993,201.509995,205.589996,2339700,202.370331
"2022-01-19",205.050003,207.25,203.460007,203.759995,1701700,200.568985
"2022-01-20",205.710007,206.990005,202.110001,202.289993,1706800,199.122025
"2022-01-21",202.570007,204.539993,200.399994,201.949997,2570400,198.787338
"2022-01-24",199.009995,204.820007,196.289993,204.130005,3660900,200.933212
"2022-01-25",200.050003,203.539993,197.179993,201.940002,3817200,198.777512
"2022-01-26",203.320007,206.039993,197.220001,199,3074700,195.883545
"2022-01-27",200.600006,201.740005,193.919998,194.830002,3371000,191.778839
"2022-01-28",195.800003,198.350006,192.740005,198.25,3066200,195.145279
"2022-01-31",198.169998,202.490005,196.889999,202.210007,4626700,199.043274
"2022-02-01",225.009995,233.720001,222.009995,230.690002,19125300,227.077255
"2022-02-02",230.649994,232.309998,225.699997,232.110001,5474000,228.475021
"2022-02-03",229.839996,232.190002,227.229996,228.690002,3503300,225.108582
"2022-02-04",227.289993,227.820007,222.919998,224.789993,3623100,221.269653
"2022-02-07",225.490005,227.550003,221.539993,225.059998,3295900,221.535416
"2022-02-08",224.740005,226.539993,223.160004,225.199997,2759600,221.673233
"2022-02-09",227.869995,230.350006,224.600006,225.070007,2130300,221.545273
"2022-02-10",222.610001,224.100006,219.270004,220.679993,3379500,217.223999
"2022-02-11",220.259995,221.270004,212.110001,213.490005,3821000,210.146622
"2022-02-14",213.690002,214.929993,211.720001,213.990005,3641400,210.638794
"2022-02-15",215.970001,219.470001,215.699997,217.259995,3149000,213.857574
"2022-02-16",215.850006,217.990005,213.5,215.309998,2226700,211.938126
"2022-02-17",214.070007,214.339996,209.720001,210.710007,2815600,207.410172
"2022-02-18",208.199997,210.910004,207.550003,209.360001,2823900,207.578705
"2022-02-22",208.729996,210.550003,206.669998,208.970001,3558300,207.192032
"2022-02-23",209.470001,210.960007,204.169998,204.479996,2836000,202.740219
"2022-02-24",200.110001,207.419998,199.050003,207.190002,3347000,205.42717
"2022-02-25",207.240005,211.589996,206.869995,209.949997,2657100,208.163681
"2022-02-28",206.169998,210.929993,204.539993,210.419998,3536700,208.629684
"2022-03-01",209.470001,210.610001,203.789993,205.580002,2986100,203.830872
"2022-03-02",205.899994,213.369995,205.740005,211.460007,2854200,209.660843
"2022-03-03",213.880005,216.240005,211.820007,212.429993,3019500,210.622589
"2022-03-04",211.080002,211.199997,207.059998,210.389999,2442900,208.599945
"2022-03-07",207.449997,208.990005,200.139999,201.179993,4043100,199.468307
"2022-03-08",202.089996,208.460007,198.529999,203.410004,4001000,201.679337
"2022-03-09",209,209.279999,206.309998,206.779999,3097600,205.02066
"2022-03-10",204.5,207.369995,203.860001,207.179993,2284100,205.417252
"2022-03-11",207.919998,209.169998,203.710007,203.899994,2006600,202.165161
"2022-03-14",205.589996,208.910004,203.25,204.300003,2237200,202.561768
"2022-03-15",207.490005,211.229996,206.550003,210.529999,2865400,208.738754
"2022-03-16",212.600006,218.009995,212.509995,217.899994,3022000,216.046036
"2022-03-17",216,222.570007,214.759995,222.320007,3520200,220.428452
"2022-03-18",220.979996,221.199997,216.839996,219.779999,6278200,217.910049
"2022-03-21",218.190002,221.800003,216.949997,218.559998,2244600,216.700424
"2022-03-22",219.580002,220.399994,217.279999,218.419998,2182100,216.56163
"2022-03-23",217.479996,217.720001,214.220001,214.580002,1939300,212.754303
"2022-03-24",214.75,215.460007,213.320007,214.660004,1882500,212.833618
"2022-03-25",214.5,215.539993,212.070007,215.350006,1754200,213.517746
"2022-03-28",216.360001,219.839996,216.070007,219.550003,2353200,217.682007
"2022-03-29",221.960007,223.970001,220.490005,222.449997,3034800,220.557327
"2022-03-30",222,222.300003,218.570007,220.199997,2200200,218.326477
"2022-03-31",219.149994,220.830002,214.460007,214.460007,2858600,212.63533
"2022-04-01",214.899994,215.210007,203.720001,206.639999,3993600,204.881851
"2022-04-04",204.789993,206.270004,202.589996,205.210007,3204600,203.46402
"2022-04-05",200.25,202.199997,196.009995,197.210007,6270700,195.532089
"2022-04-06",195.580002,196.919998,193.25,194.389999,3911700,192.736084
"2022-04-07",194.440002,194.440002,189.520004,192.699997,3627900,191.060455
"2022-04-08",188.729996,191.850006,186.050003,190.970001,5465800,189.345184
"2022-04-11",189.75,194.199997,188.639999,190.839996,2787300,189.216278
"2022-04-12",190.979996,192.130005,186.800003,187.889999,3428800,186.291382
"2022-04-13",187.460007,190.039993,186.669998,188.869995,2296000,187.263046
"2022-04-14",191.119995,191.289993,187.839996,188.020004,2624300,186.420273
"2022-04-18",187.699997,188.800003,185.669998,187.160004,2552600,185.567596
"2022-04-19",188.25,191.5,187.660004,190.690002,2448800,189.067566
"2022-04-20",191.979996,192.729996,190.25,190.429993,2526000,188.809769
"2022-04-21",191.529999,191.529999,187.809998,188.800003,2618200,187.193649
"2022-04-22",188.259995,190.940002,186.940002,187.149994,3964200,185.557678
"2022-04-25",186.630005,190.339996,183.179993,189.639999,5354900,188.026489
"2022-04-26",186.690002,187.419998,180.830002,183.050003,7811800,181.492569
"2022-04-27",182.570007,187.339996,181.940002,186.399994,3978600,184.814056
"2022-04-28",188.240005,190.839996,186.119995,190.160004,3176700,188.542068
"2022-04-29",186.149994,188.539993,179.559998,179.979996,4853500,178.448685
"2022-05-02",180.279999,180.990005,175.220001,178.580002,5026600,177.060593
"2022-05-03",179.240005,179.960007,176.550003,178.119995,3266300,176.604507
"2022-05-04",178.059998,184.210007,177.009995,183.800003,3920500,182.236191
"2022-05-05",181.649994,183.339996,177.820007,179.789993,3249700,178.2603
"2022-05-06",179.139999,181.050003,175.660004,179.919998,2826600,178.389191
"2022-05-09",177.710007,183.610001,176.839996,181.429993,3925400,179.886337
"2022-05-10",183.199997,184.5,179.690002,182.009995,3510200,180.461411
"2022-05-11",181.279999,182.699997,176.910004,177.460007,4934100,175.950134
"2022-05-12",176.139999,178.759995,173.190002,178.649994,5352400,177.12999
"2022-05-13",176.860001,179.070007,175.75,178.039993,3598100,178.039993
"2022-05-16",177.820007,181.960007,176.839996,179.770004,3003600,179.770004
"2022-05-17",183,183.770004,180.350006,183.139999,2640900,183.139999
"2022-05-18",179.479996,180.139999,171.520004,172.229996,4275300,172.229996
"2022-05-19",170.160004,171.210007,165.339996,167.389999,4382900,167.389999
"2022-05-20",169.190002,171.210007,166.559998,171.039993,3483300,171.039993
"2022-05-23",172.690002,174.660004,171.449997,174.389999,2837700,174.389999
"2022-05-24",172.789993,174.729996,170.369995,174.110001,2865100,174.110001
"2022-05-25",171.869995,175.059998,171.110001,173.860001,3370100,173.860001
"2022-05-26",175.490005,180.029999,175.490005,178.380005,2628400,178.380005
"2022-05-27",178.649994,182.550003,178.580002,182.529999,2959800,182.529999
"2022-05-31",180.169998,184.610001,178.690002,182.25,8734300,182.25
"2022-06-01",182.240005,183.990005,179.350006,180.229996,3253800,180.229996
"2022-06-02",182.190002,184.089996,180.210007,184.070007,2317800,184.070007
"2022-06-03",182.369995,185.539993,182.070007,185.490005,3802200,185.490005
"2022-06-06",186.880005,188.880005,186.539993,187.110001,2649200,187.110001
"2022-06-07",184.850006,186.009995,182.210007,185.509995,2984000,185.509995
"2022-06-08",182.539993,183.25,177.990005,179.440002,3592200,179.440002
"2022-06-09",179,181.399994,176.490005,176.550003,2891600,176.550003
"2022-06-10",173.300003,175,171.839996,173.050003,3220600,173.050003
"2022-06-13",170.830002,174.880005,169.5,172.720001,4302900,172.720001
"2022-06-14",174.050003,177.970001,172.039993,174.160004,3925500,174.160004
"2022-06-15",175.100006,180.080002,173.440002,175.880005,3465100,175.880005
"2022-06-16",171.139999,173.289993,170.740005,172.190002,3355500,172.190002
"2022-06-17",171.460007,173.710007,169.460007,171.070007,7578300,171.070007
"2022-06-21",172.639999,175,172.419998,174.5,2845800,174.5
"2022-06-22",172.869995,176.809998,172.369995,176.149994,2671000,176.149994
"2022-06-23",177.369995,179.009995,175.240005,178.630005,2923600,178.630005
"2022-06-24",180.770004,184.619995,180.770004,183.300003,4826400,183.300003
"2022-06-27",184.850006,184.960007,181.050003,181.809998,1902300,181.809998
"2022-06-28",182.759995,185.279999,179.509995,179.919998,2380800,179.919998
"2022-06-29",180.330002,181.619995,177.669998,181.130005,2101000,181.130005
