"","SYF.Open","SYF.High","SYF.Low","SYF.Close","SYF.Volume","SYF.Adjusted"
"2021-12-09",46.950001,48.165001,46.560001,47.889999,3879100,47.041447
"2021-12-10",48.400002,48.400002,47.330002,47.869999,2987900,47.021805
"2021-12-13",47.490002,47.490002,46.029999,46.34,5015700,45.518917
"2021-12-14",46.25,47.400002,46.09,46.830002,4292700,46.000237
"2021-12-15",46.98,47.014999,45.02,46.720001,5700400,45.892181
"2021-12-16",47.66,48.244999,47.145,47.619999,9417900,46.776234
"2021-12-17",47.299999,47.360001,45.889999,46.650002,15153800,45.823421
"2021-12-20",45.509998,45.650002,43.705002,44.220001,7347600,43.436478
"2021-12-21",44.869999,46.169998,44.650002,46.130001,4899100,45.312634
"2021-12-22",45.939999,46.32,45.73,45.950001,3776100,45.13583
"2021-12-23",46.279999,46.689999,46,46.16,3581200,45.342102
"2021-12-27",46.220001,46.400002,45.529999,46.18,7679000,45.361748
"2021-12-28",45.950001,46.872002,45.939999,46.459999,4010600,45.636784
"2021-12-29",46.470001,46.709999,46.16,46.290001,2474800,45.469803
"2021-12-30",46.459999,47.110001,46.215,46.259998,2071500,45.440331
"2021-12-31",46.23,46.790001,46.145,46.389999,2258700,45.568027
"2022-01-03",46.48,47.459999,46.48,47,4963100,46.167217
"2022-01-04",47.68,48.880001,47.68,48.16,6169400,47.306667
"2022-01-05",48.290001,48.860001,46.880001,46.91,5829600,46.078815
"2022-01-06",47.369999,47.799999,46.529999,47.560001,4781200,46.7173
"2022-01-07",47.240002,48.900002,47.09,48.209999,5465900,47.355782
"2022-01-10",48.860001,48.860001,47.279999,48.299999,4986400,47.444183
