"","NSC.Open","NSC.High","NSC.Low","NSC.Close","NSC.Volume","NSC.Adjusted"
"2021-12-30",296.140015,296.869995,293.76001,294.730011,689800,292.050446
"2021-12-31",294.399994,299.200012,293.320007,297.709991,764600,295.003296
"2022-01-03",298.5,298.98999,289.369995,292.350006,768600,289.692047
"2022-01-04",290.339996,297.579987,290.209991,294.720001,1024500,292.040497
"2022-01-05",295.980011,298.559998,293.980011,294.709991,1224800,292.030579
"2022-01-06",296.649994,298.25,293.630005,296.640015,815300,293.943054
"2022-01-07",296.179993,298.75,293.059998,296.809998,897500,294.111481
"2022-01-10",296.859985,296.980011,286.970001,287.970001,1479200,285.351868
"2022-01-11",288.790009,289.399994,281.109985,286.420013,1230400,283.815979
"2022-01-12",287.160004,289.679993,287.130005,288.179993,982700,285.559937
"2022-01-13",288.700012,291.549988,288.190002,290.059998,971200,287.422882
"2022-01-14",288.049988,290.309998,286.440002,288.279999,1118000,285.659058
"2022-01-18",285.880005,287.369995,273.779999,275.809998,2099000,273.302429
"2022-01-19",277.380005,280.380005,275.26001,278.059998,1480900,275.531982
"2022-01-20",277.869995,285.309998,277.869995,279.209991,1014600,276.671509
"2022-01-21",279.359985,281,272.109985,276.420013,2021100,273.906891
"2022-01-24",270.649994,276.670013,267.690002,276.309998,1523700,273.797852
"2022-01-25",271.410004,276.75,266.709991,274.809998,1438500,272.311523
"2022-01-26",279,280,266.130005,269.029999,1969500,266.584076
"2022-01-27",272.730011,274.600006,267.350006,269.75,1310600,267.297546
"2022-01-28",270.279999,272.5,263.940002,271.98999,1053600,269.517151
"2022-01-31",270.950012,272.670013,268.75,271.98999,1054700,269.517151
"2022-02-01",272.709991,276.98999,271.380005,274.399994,1050000,271.905243
"2022-02-02",274.480011,280.309998,274.190002,280.079987,1349200,277.5336
"2022-02-03",276.98999,280.660004,275.459991,275.820007,961200,274.527771
"2022-02-04",273.779999,275.940002,269.700012,270.420013,1132000,269.153076
"2022-02-07",271.790009,271.790009,262.649994,264.040009,1457200,262.802948
"2022-02-08",265.299988,270.200012,264.75,270.019989,1041700,268.754913
"2022-02-09",272.600006,275.049988,271.540009,273.959991,768800,272.676453
"2022-02-10",270.73999,276.809998,269.630005,272.329987,2161300,271.054077
"2022-02-11",271.619995,274.100006,264.720001,267.209991,1039100,265.958099
"2022-02-14",268.089996,273.170013,266.600006,272.269989,1287200,270.994385
"2022-02-15",274.720001,277.869995,273.429993,275.130005,1043500,273.841003
"2022-02-16",274.51001,277.619995,272.059998,276.76001,1181500,275.463348
"2022-02-17",274.549988,276.029999,272.559998,273.230011,908400,271.94989
"2022-02-18",273.429993,276.290009,269.950012,270.220001,1141700,268.953979
"2022-02-22",270.809998,272.019989,257.940002,258.350006,3359700,257.139618
"2022-02-23",259.179993,259.790009,250.460007,253.660004,2816800,252.471573
"2022-02-24",251.139999,254.470001,247.860001,254.039993,1829600,252.849792
"2022-02-25",255.639999,262.420013,255.300003,260.429993,1330900,259.209839
"2022-02-28",256.48999,258.869995,253.660004,256.519989,2734500,255.318161
"2022-03-01",256.700012,259.329987,253.740005,255.070007,1848500,253.874985
"2022-03-02",257.48999,271.079987,256.459991,269.220001,2300000,267.958679
"2022-03-03",270.369995,277.160004,270.369995,272,1492300,270.725647
"2022-03-04",269.529999,284.730011,269.079987,284.570007,2168000,283.236755
"2022-03-07",284.429993,290.829987,278,278.309998,1958000,277.006073
"2022-03-08",279.410004,280.779999,265.100006,265.670013,1907500,264.425323
"2022-03-09",270.5,271.540009,261.720001,263.790009,1536700,262.554138
"2022-03-10",261,270.980011,260.029999,269.850006,1969600,268.585724
"2022-03-11",270.459991,273.779999,267.089996,267.339996,837900,266.087494
"2022-03-14",269.559998,270.059998,263.929993,266.089996,944500,264.843323
"2022-03-15",268.779999,269.640015,263.220001,268.059998,903200,266.804108
"2022-03-16",270.410004,273.940002,268.640015,273.320007,1353100,272.03949
"2022-03-17",272.51001,274.429993,269.290009,274.390015,1105700,273.104462
"2022-03-18",265.630005,275.170013,265.630005,274.829987,2460700,273.542389
"2022-03-21",275.700012,281.01001,274.940002,278.149994,1039200,276.846832
"2022-03-22",279.869995,280,274.730011,278.950012,1026600,277.643097
"2022-03-23",278.290009,280.869995,276.160004,277.230011,1149800,275.931152
"2022-03-24",277.600006,282.279999,277.600006,279.549988,924500,278.240265
"2022-03-25",280.339996,283.48999,279.019989,283.359985,912300,282.03241
"2022-03-28",283.660004,284.869995,280.549988,284.619995,759000,283.28653
"2022-03-29",285.559998,286.329987,279.290009,285.660004,1025800,284.321655
"2022-03-30",288.940002,289.570007,285.329987,289.149994,1653300,287.795288
"2022-03-31",287.98999,291.549988,285.220001,285.220001,1365600,283.883728
"2022-04-01",285.200012,285.570007,264.529999,265.839996,2387400,264.594513
"2022-04-04",265.170013,267.109985,261.790009,266.899994,1482400,265.649536
"2022-04-05",266.149994,272.75,261.850006,262.25,1816400,261.021332
"2022-04-06",261.230011,261.609985,254.050003,256.929993,2053100,255.726242
"2022-04-07",256.529999,260.26001,252.570007,258.660004,1399300,257.448151
"2022-04-08",255.800003,260.839996,254.100006,258.149994,1150800,256.940521
"2022-04-11",258.089996,259.869995,254.630005,255.809998,1200700,254.611496
"2022-04-12",256.359985,261.529999,256.170013,258.720001,1293700,257.507874
"2022-04-13",258.720001,262.049988,258.720001,260.929993,937100,259.70752
"2022-04-14",261.829987,264.73999,261.269989,263.059998,2129500,261.827545
"2022-04-18",261.98999,265.190002,260.570007,262.51001,1759100,261.280121
"2022-04-19",264.630005,265.720001,263.190002,264.859985,1394600,263.61908
"2022-04-20",265.790009,270.190002,265.790009,267.910004,1223000,266.654816
"2022-04-21",270.299988,276.649994,268.700012,269.820007,1571600,268.555878
"2022-04-22",268.040009,268.559998,258.459991,258.589996,1404000,257.378479
"2022-04-25",257.579987,260.220001,253.190002,259.73999,1165800,258.523071
"2022-04-26",258.51001,260.170013,254.639999,254.639999,1652600,253.446991
"2022-04-27",254.779999,264,253.009995,262.529999,2340800,261.300018
"2022-04-28",262.850006,269.049988,262.019989,265.850006,1470400,264.604462
"2022-04-29",263.940002,265.890015,257.01001,257.880005,1591100,256.671814
"2022-05-02",258.149994,260.640015,251.839996,256.609985,1397100,255.407745
"2022-05-03",255.899994,259.040009,254.710007,256.079987,1648400,254.880219
"2022-05-04",258.459991,265.320007,257.399994,264.670013,1781100,263.429993
"2022-05-05",261,262.529999,254.759995,256.869995,1159800,256.869995
"2022-05-06",256.339996,256.48999,249.839996,255.740005,1124500,255.740005
"2022-05-09",253.089996,254.389999,248.520004,249.5,1319600,249.5
"2022-05-10",252.020004,254.169998,242.229996,245.75,1453300,245.75
"2022-05-11",246.070007,251.539993,245.320007,246.539993,876400,246.539993
"2022-05-12",245.839996,248.539993,240.380005,246.059998,1352100,246.059998
"2022-05-13",247.979996,253.059998,246.820007,249.320007,1116400,249.320007
"2022-05-16",248.940002,250.369995,246.449997,247.100006,745100,247.100006
"2022-05-17",249.929993,252.789993,248.229996,251.699997,1189600,251.699997
"2022-05-18",250.679993,250.830002,237.179993,237.570007,1700100,237.570007
"2022-05-19",228.869995,233.770004,225.169998,228.029999,1698100,228.029999
"2022-05-20",228.630005,229.570007,222.539993,228.860001,1518600,228.860001
"2022-05-23",230.860001,233.580002,229.770004,232.789993,1160200,232.789993
"2022-05-24",231.080002,232.669998,227.210007,232.309998,1091800,232.309998
"2022-05-25",232.770004,234.610001,230.820007,232.610001,1147200,232.610001
"2022-05-26",234.710007,239.429993,234.520004,236.699997,950000,236.699997
"2022-05-27",238.360001,241.940002,237.580002,241.029999,1077800,241.029999
"2022-05-31",241.080002,242.139999,238.059998,239.660004,2465200,239.660004
"2022-06-01",241.839996,244.070007,239.860001,241.940002,1164200,241.940002
"2022-06-02",244.119995,247.119995,240.559998,246.809998,1004600,246.809998
"2022-06-03",245.320007,247.619995,243.220001,244.660004,803000,244.660004
"2022-06-06",245.639999,246,242.520004,244.679993,721700,244.679993
"2022-06-07",239.559998,250.050003,238.410004,249.399994,1088100,249.399994
"2022-06-08",247.070007,248.110001,241.940002,242.809998,939900,242.809998
"2022-06-09",241.740005,243.630005,237.190002,237.449997,846200,237.449997
"2022-06-10",232.550003,234.059998,228.050003,229.360001,1341400,229.360001
"2022-06-13",224.669998,227.050003,221.720001,223.070007,1425700,223.070007
"2022-06-14",225.320007,228.630005,221.440002,222.809998,1215200,222.809998
"2022-06-15",225.009995,228.919998,220.850006,224.5,1134200,224.5
"2022-06-16",219.509995,224.610001,219.309998,222.789993,1582600,222.789993
"2022-06-17",220.070007,223.330002,220.050003,221.470001,2192800,221.470001
"2022-06-21",225.240005,226.820007,223.179993,224.199997,1057200,224.199997
"2022-06-22",221.229996,226.160004,221.229996,224.139999,1118600,224.139999
"2022-06-23",224.839996,225.910004,220.080002,221.690002,1106000,221.690002
"2022-06-24",222.5,231.080002,222.5,230.429993,1486600,230.429993
"2022-06-27",230.699997,231.039993,226.630005,227.729996,973000,227.729996
"2022-06-28",231.149994,233.880005,226,226.389999,945000,226.389999
"2022-06-29",227.190002,228.449997,223.220001,227.130005,751700,227.130005
