"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2020-11-10",235.16098,237.453659,233.775604,234.439026,2220253,228.939835
"2020-11-11",237.668289,237.970734,234.936584,237.229263,1597463,231.664642
"2020-11-12",236.975616,237.746338,233.297562,234.351227,1338548,228.85408
"2020-11-13",235.58049,238.263412,234.20488,236.887802,1920030,231.331161
"2020-11-16",240.399994,240.487808,235.863419,236.653656,1614580,231.102524
"2020-11-17",235.853653,239.239029,234.604874,236.497559,1157123,230.950089
"2020-11-18",236.273178,236.351227,227.619507,227.775604,1906705,222.432724
"2020-11-19",228.536591,229.746338,226.224396,227.219513,1475488,221.889664
"2020-11-20",226.946335,229.004883,225.424393,226.21463,1287298,220.908356
"2020-11-23",226.126831,227.717072,222.136581,222.907318,1533810,217.678604
"2020-11-24",223.414627,224.156097,221.336578,223.697556,2372260,218.450302
"2020-11-25",224.858536,225.356094,221.239029,221.921951,1668803,216.71637
"2020-11-27",222.731705,223.902435,220.63414,223.37561,870328,218.135941
"2020-11-30",224.468292,229.16098,224.360977,229.112198,4278965,223.737961
"2020-12-01",230.360977,232.907318,229.834152,232.829269,1723640,227.367844
"2020-12-02",232.829269,240.487808,232.614639,235.970734,2291183,230.435608
"2020-12-03",235.37561,235.443909,231.697556,232.692688,2406598,227.234451
"2020-12-04",232.673172,236.878052,232.575607,236.83902,2419923,231.283524
"2020-12-07",236.517075,237.639023,230.107315,230.682922,1330758,225.271835
"2020-12-08",229.37561,234.497559,228.887802,234.380493,1224670,228.882675
"2020-12-09",234.185364,234.907318,231.804871,234.107315,1348695,229.408478
"2020-12-10",234.565857,237.37561,234.175613,236.41951,1384980,231.674255
"2020-12-11",235.36586,237.014633,234.195129,236.770737,1305850,232.018448
"2020-12-14",237.521957,240.721954,234.029266,234.146347,1267515,229.446716
"2020-12-15",234.575607,239.600006,233.99025,238.175613,1293243,233.395142
"2020-12-16",238.975616,241.0439,236.341461,239.307312,1240968,234.504105
"2020-12-17",240.439026,243.541458,240.00975,242.63414,1201813,237.764175
"2020-12-18",242.390244,247.053665,240.975616,245.941467,2819468,241.005112
"2020-12-21",243.278046,244.292679,239.287811,241.814636,962065,236.961105
"2020-12-22",241.37561,242.41951,239.248779,239.902435,964628,235.08728
"2020-12-23",241.053665,241.199997,238.224396,238.292679,942488,233.509842
"2020-12-24",238.926834,243.170731,238.926834,241.941467,451000,237.085388
"2020-12-28",242.731705,243.775604,241.25853,242.097565,660613,237.238358
"2020-12-29",243.326828,244.63414,241.248779,242.292679,837425,237.429565
"2020-12-30",242.546341,243.25853,240.575607,240.663422,683983,235.832993
"2020-12-31",241.199997,244.663422,240.74147,244.117065,715040,239.217331
"2021-01-04",244.878052,245.570724,240.731705,244.585373,1148000,239.676224
"2021-01-05",245.121948,246.536591,241.385361,244.907318,1210423,239.991714
"2021-01-06",244.185364,248.40976,243.902435,247.453659,1509928,242.486938
"2021-01-07",248.253662,249.629272,245.082932,247.317078,1257983,242.353088
"2021-01-08",248.351227,250.40976,247.443909,248.83902,1493630,243.844498
"2021-01-11",249.395126,251.512192,248.780487,250.83902,891853,245.804352
"2021-01-12",255.356094,260.848785,253.268295,256.663422,2225275,251.511856
"2021-01-13",256.039032,259.697571,255.609756,256.595123,1119095,251.444931
"2021-01-14",256.204865,256.575623,251.141464,251.482925,1403738,246.435333
"2021-01-15",251.570724,255.678055,251.297562,255.356094,1498448,250.230743
"2021-01-19",257.541473,258.760986,252.975616,254.40976,1252038,249.303436
"2021-01-20",253.814636,257.151215,252.682922,256.878052,1218828,251.722168
"2021-01-21",255.892685,257.560974,253.824387,255.512192,1305953,250.383728
"2021-01-22",255.199997,255.960983,252.380493,252.439026,1629443,247.372238
"2021-01-25",252.195129,254.868286,251.063416,253.892685,864690,248.796753
"2021-01-26",253.658539,253.882935,249.239029,252.048782,1218315,246.989838
"2021-01-27",250,251.385361,244.390244,244.770737,1356178,239.85788
"2021-01-28",246.507324,252.673172,245.687805,249.960983,1623600,244.943924
"2021-01-29",250.195129,258.136597,248.702438,255.404877,2074395,250.278564
"2021-02-01",256.048767,258.556091,254.487808,254.995117,1143080,249.877029
"2021-02-02",256.039032,257.619507,251.804871,251.941467,1594388,246.884689
"2021-02-03",252.185364,257.200012,250.800003,254.565857,1694018,249.456406
"2021-02-04",253.570724,255.531708,246.331711,248.673172,2595198,243.681976
"2021-02-05",249.063416,251.892685,245.99025,248.468292,1558308,243.481201
"2021-02-08",248.809753,252.068298,248.809753,250.556091,1375038,245.5271
"2021-02-09",250.175613,250.965851,246.868286,247.970734,1269770,242.993637
"2021-02-10",249.980484,250.536591,245.931702,246.731705,965345,241.779449
"2021-02-11",248.058533,248.058533,244.604874,247.209763,1261570,242.247955
"2021-02-12",247.570724,250.751221,246.224396,250.068298,1165118,245.049088
"2021-02-16",250.185364,251.521957,248.848785,251.063416,1052470,246.024261
"2021-02-17",250.448776,251.034149,248.078049,250.556091,1123913,245.5271
"2021-02-18",250.448776,251.687805,247.804871,249.58049,1452733,244.571075
"2021-02-19",249.668289,249.814636,241.736588,241.882935,2115908,237.02803
"2021-02-22",242.078049,242.20488,235.951218,240.019516,1363660,235.202011
"2021-02-23",240.848785,242.790237,237.326828,241.658539,1754595,236.808151
"2021-02-24",241.36586,242.087799,238.712189,240.692688,1605560,235.861679
"2021-02-25",240.721954,244.097565,239.414627,241.121948,1254498,236.282333
"2021-02-26",240.107315,241.463409,235.131714,235.268295,1579423,230.546173
"2021-03-01",236.790237,240.136581,235.951218,240.058533,1349310,235.24025
"2021-03-02",241.092682,241.092682,237.434143,238.760971,850545,233.968735
"2021-03-03",238.039017,238.565857,235.346344,235.765854,1407633,231.033707
"2021-03-04",235.921951,237.931702,232.643906,235.004883,1429363,230.288025
"2021-03-05",235.941467,241.570724,235.073166,240.439026,1133240,235.613113
"2021-03-08",239.814636,243.551224,238.068298,240.097565,1001528,235.278503
"2021-03-09",241.073166,242.039017,236.790237,236.926834,1249168,232.957108
"2021-03-10",239.190247,239.190247,231.0439,232.087799,2164083,228.199142
"2021-03-11",232.195129,233.882935,230.273178,232.390244,2541693,228.496506
"2021-03-12",233.531708,234.263412,230.546341,232.429276,1231230,228.534882
"2021-03-15",232.575607,235.121948,232.117065,234.887802,1126475,230.952209
"2021-03-16",235.356094,235.629272,232.83902,233.707321,948945,229.791504
"2021-03-17",233.414627,235.092682,232.809753,233.521957,1191973,229.609238
"2021-03-18",232.800003,235.112198,232.224396,233.36586,883653,229.45578
"2021-03-19",234.087799,235.443909,232.068298,233.190247,2628203,229.283081
"2021-03-22",232.682922,235.79512,232.195129,235.726822,1031458,231.777161
"2021-03-23",236.058533,236.087799,233.619507,234.399994,930495,230.47258
"2021-03-24",233.492676,236.40976,232.946335,235.873169,989330,231.921051
"2021-03-25",237.707321,237.707321,232.74147,235.834152,1232665,231.882706
"2021-03-26",236.282928,239.356094,233.434143,239.141464,1151383,235.134598
"2021-03-29",239.678055,242.351227,237.600006,241.112198,918195,237.072327
"2021-03-30",240.126831,242.312195,238.165848,239.209763,923320,235.201752
"2021-03-31",239.190247,239.79512,236.429276,237.219513,1205708,233.244873
"2021-04-01",237.609756,238.614639,234.702438,235.687805,982053,231.738815
"2021-04-05",236.468292,241.092682,236.468292,239.112198,1254293,235.105835
"2021-04-06",239.16098,241.190247,237.443909,238.653656,934800,234.654968
"2021-04-07",238.721954,239.131714,236.439026,238.068298,791813,234.079422
"2021-04-08",238.068298,238.517075,236.517075,236.946335,1378728,232.976242
"2021-04-09",237.151215,241.941467,237.151215,241.882935,1256753,237.830139
"2021-04-12",241.326828,241.678055,239.882935,241.37561,1038530,237.331299
"2021-04-13",240.74147,245.326828,240.487808,244.585373,999170,240.487289
"2021-04-14",244.556091,244.878052,242.478043,243.726822,1131600,239.643127
"2021-04-15",244.702438,252.63414,244.653656,251.560974,2120520,247.346024
"2021-04-16",252.673172,255.619507,251.668289,254.575607,1951908,250.31015
"2021-04-19",253.941467,254.468292,251.004883,252.643906,1477743,248.410812
"2021-04-20",252.40976,254.243896,249.931702,250.185364,1533195,245.993454
"2021-04-21",251.268295,253.356094,250.897568,251.843903,1413168,247.624222
"2021-04-22",250.760971,252.175613,249.843903,250.858536,1000913,246.65535
"2021-04-23",251.268295,251.268295,245.980484,249.609756,1570300,245.42749
"2021-04-26",249.746338,252.058533,249.609756,251.170731,1093880,246.962296
"2021-04-27",250.868286,253.112198,247.102432,251.912201,1080043,247.69136
"2021-04-28",252.224396,253.560974,250.458542,251.229263,854850,247.019867
"2021-04-29",251.863419,251.970734,244.9561,245.287811,1208988,241.177963
"2021-04-30",244.234146,245.570724,241.317078,242.74147,1766383,238.674301
"2021-05-03",243.619507,247.570724,243.004883,246.946335,1003373,242.808701
"2021-05-04",246.546341,246.614639,243.239029,245.385361,1021618,241.27388
"2021-05-05",245.531708,245.853653,240.039017,243.678055,1759208,239.5952
"2021-05-06",236.087799,238.917068,232.390244,234.936584,2884145,231.000168
"2021-05-07",233.551224,238.975616,233.112198,233.551224,2612008,229.638031
"2021-05-10",233.58049,242.780487,233.287811,240.614639,1907013,236.583084
"2021-05-11",241.287811,242.565857,234.712189,235.317078,1621653,231.374313
"2021-05-12",234.185364,237.619507,234.185364,235.746338,1677823,231.796371
"2021-05-13",236.439026,239.931702,235.765854,238.126831,1837518,234.136963
"2021-05-14",238.712189,240.487808,236.243896,236.468292,1378420,232.506226
"2021-05-17",236.936584,239.307312,235.16098,235.209763,1003783,231.268784
"2021-05-18",234.029266,237.36586,233.36586,236.273178,1726305,232.314392
"2021-05-19",235.902435,236.965851,234.62439,236.721954,1085988,232.75563
"2021-05-20",235.746338,239.297562,235.560974,238.819519,1141030,234.818069
"2021-05-21",239.834152,243.0439,238.146347,238.517075,1047038,234.520691
"2021-05-24",239.053665,240.117065,236.390244,237.775604,1319483,233.791626
"2021-05-25",237.502441,238.487808,235.121948,236.575607,1626880,232.611755
"2021-05-26",234.439026,237.317078,233.521957,236.117065,1657733,232.160873
"2021-05-27",236.097565,237.0439,234.40976,235.063416,3317208,231.124878
"2021-05-28",237.053665,238.341461,235.726822,235.99025,1572555,232.036194
"2021-06-01",235.248779,235.658539,232.487808,232.653656,1963695,228.755493
"2021-06-02",232.614639,233.668289,232.341461,232.858536,1615195,228.95694
"2021-06-03",232.595123,235.356094,232.312195,234.848785,1437870,230.913834
"2021-06-04",236.097565,236.497559,234.234146,234.790237,906100,230.856262
"2021-06-07",235.317078,236.21463,233.463409,233.717072,1216983,229.801086
"2021-06-08",234.058533,235.78537,231.551224,233.414627,1538935,230.301651
"2021-06-09",233.717072,237.658539,233.717072,237.414627,1270180,234.248291
"2021-06-10",236.995117,239.541458,236.9561,239.424393,1143285,236.231262
"2021-06-11",240.712189,240.721954,236.156097,236.721954,1159583,233.56485
"2021-06-14",236.858536,237.560974,233.775604,236.800003,1282480,233.641876
"2021-06-15",236.848785,237.482925,234.995117,235.551224,2041698,232.40976
"2021-06-16",236.663422,236.721954,233.600006,234.41951,2042210,231.293137
"2021-06-17",233.951218,235.717072,233.951218,234.390244,1709598,231.264236
"2021-06-18",233.502441,236.692688,232.965851,234.673172,2625640,231.543411
"2021-06-21",234.848785,235.736588,233.658539,234.9561,1602588,231.822571
"2021-06-22",235.239029,235.239029,233.112198,234.458542,1465750,231.331635
"2021-06-23",233.941467,235.59024,233.024384,234.360977,1434180,231.235367
"2021-06-24",234.195129,235.560974,233.863419,233.970734,791813,230.850357
"2021-06-25",234.00975,235.912201,233.960983,235.317078,1754083,232.178726
"2021-06-28",235.882935,238.41951,235.726822,237.756104,1227950,234.58522
"2021-06-29",238.312195,241.619507,238.029266,240.868286,1799695,237.655899
"2021-06-30",241.014633,241.346344,235.531708,237.25853,1335985,234.094284
"2021-07-01",237.082932,241.014633,236.770737,240.751221,1243838,237.540405
"2021-07-02",241.551224,242.868286,240.468292,242.390244,1013930,239.157562
"2021-07-06",241.951218,243.414627,240.458542,243.268295,1078813,240.023895
"2021-07-07",243.902435,245.902435,241.736588,245.834152,1248143,242.555542
"2021-07-08",244.195129,245.560974,242.985367,244.878052,917785,241.612198
"2021-07-09",245.512192,245.892685,241.746338,243.707321,1353308,240.457077
"2021-07-12",244.263412,244.985367,243.063416,243.492676,914198,240.2453
"2021-07-13",242.653656,243.951218,241.921951,242.556091,537510,239.321198
"2021-07-14",242.312195,242.985367,239.073166,240,1421880,236.799194
"2021-07-15",238.380493,241.112198,237.073166,240.604874,983078,237.395996
"2021-07-16",241.229263,243.219513,240.048782,242.019516,1205810,238.791763
"2021-07-19",241.356094,243.063416,239.707321,241.219513,1252960,238.002441
"2021-07-20",242.526825,244.078049,240.468292,240.975616,971290,237.76181
"2021-07-21",241.37561,241.697556,238.048782,240.341461,1107308,237.136108
"2021-07-22",241.190247,243.600006,239.687805,243.268295,1378933,240.023895
"2021-07-23",243.902435,245.443909,243.502441,244.9561,1239123,241.689209
"2021-07-26",243.951218,245.229263,242.585373,243.346344,711863,240.100906
"2021-07-27",243.658539,250.20488,243.600006,248.478043,937363,245.164154
"2021-07-28",247.648773,248.780487,246.429276,247.297562,673835,243.999435
"2021-07-29",248.575607,249.843903,247.170731,249.082932,948433,245.761002
"2021-07-30",248.995117,250.556091,247.658539,249.512192,1021003,246.184525
"2021-08-02",250.107315,251.639023,248.439026,249.882935,771415,246.550323
"2021-08-03",250.575607,251.492676,248.770737,249.531708,622483,246.203766
"2021-08-04",248.692688,250.234146,247.395126,248.526825,1063848,245.212311
"2021-08-05",234.41951,239.063416,234.136581,237.151215,2559118,233.988388
"2021-08-06",236.390244,236.858536,234.00975,235.16098,1435410,232.024704
"2021-08-09",235.25853,236.390244,231.746338,232.721954,1526328,229.61821
"2021-08-10",232.614639,234.156097,231.78537,232.809753,1757158,229.704834
"2021-08-11",233.034149,236.390244,232.965851,234.790237,1193408,231.658905
"2021-08-12",235.668289,241.346344,235.239029,240.097565,3927698,236.895447
"2021-08-13",240.097565,241.356094,239.024384,240.770737,1175163,237.559662
"2021-08-16",241.921951,243.746338,240.682922,243.521957,1282993,240.27417
"2021-08-17",243.609756,247.941467,242.887802,247.297562,2447290,243.999435
"2021-08-18",247.482925,248.234146,242.20488,242.253662,1558923,239.022797
"2021-08-19",242.809753,244.097565,241.112198,241.834152,1320405,238.608871
"2021-08-20",241.463409,243.756104,240.175613,243.219513,1214010,239.975769
"2021-08-23",243.902435,244.829269,242.995117,243.756104,1318458,240.505203
"2021-08-24",243.560974,243.697556,241.629272,241.824387,916043,238.599258
"2021-08-25",240.751221,241.873169,238.604874,240.975616,1147590,237.76181
"2021-08-26",240.439026,242.370728,240.126831,241.492676,1163375,238.271957
"2021-08-27",242.136581,243.921951,241.414627,242.439026,1158148,239.205673
"2021-08-30",242.878052,245.882935,242.21463,244.360977,1022130,241.102005
"2021-08-31",244.263412,246.058533,243.287811,245.560974,1478153,242.285995
"2021-09-01",245.834152,246.917068,243.317078,246.312195,1199250,243.027191
"2021-09-02",247.395126,249.16098,246.468292,248.907318,1236150,245.587708
"2021-09-03",249.268295,252.478043,248.292679,251.541458,1416345,248.186722
"2021-09-07",251.541458,252.526825,248.692688,251.541458,1641025,248.186722
"2021-09-08",251.453659,257.560974,251.112198,256.468292,1910805,253.865097
"2021-09-09",255.102432,256.848785,253.531708,253.804871,1495065,251.228714
"2021-09-10",254.282928,254.975616,250.653656,252.029266,1238200,249.47113
"2021-09-13",253.141464,254.195129,251.941467,252.292679,1261468,249.731873
"2021-09-14",252.380493,254.897568,252.175613,254.097565,1330860,251.518433
"2021-09-15",254.819519,257.307312,253.404877,255.297562,1976918,252.706253
"2021-09-16",256.751221,257.05365,253.775604,256.263428,1194228,253.662308
"2021-09-17",255.609756,256.517059,254.058533,255.560974,2959893,252.96698
"2021-09-20",253.073166,255.521957,251.395126,252.946335,1428440,250.378876
"2021-09-21",253.658539,255.824387,252.673172,252.682922,1145950,250.118134
"2021-09-22",253.346344,254.019516,249.804871,250.536591,1633645,247.993591
"2021-09-23",251.102432,252.058533,247.278046,247.629272,1637130,245.115799
"2021-09-24",247.0439,248.399994,246.282928,247.004883,951508,244.497742
"2021-09-27",246.019516,246.41951,243.473175,245.297562,1131498,242.807755
"2021-09-28",244.575607,244.936584,241.697556,243.639023,1430080,241.166046
"2021-09-29",243.824387,246.273178,243.824387,245.648773,864178,243.155411
"2021-09-30",245.717072,246.614639,239.79512,239.824387,2096330,237.390121
"2021-10-01",240.41951,240.41951,235.0439,238.712189,1740348,236.28923
"2021-10-04",237.668289,241.25853,234.253662,234.682922,2299178,232.300842
"2021-10-05",234.682922,239.151215,234.682922,237.131714,1576553,234.724792
"2021-10-06",236.126831,239.356094,235.570724,239.268295,1272025,236.839676
"2021-10-07",240.156097,242.156097,235.229263,235.853653,1349105,233.459702
"2021-10-08",236.078049,236.673172,232.692688,232.760971,1601563,230.398392
"2021-10-11",232.585373,232.770737,229.921951,230.078049,905690,227.742706
"2021-10-12",230.078049,232.770737,229.395126,232.575607,1619910,230.21492
"2021-10-13",232.731705,235.775604,232.029266,233.99025,1201198,231.615204
"2021-10-14",234.887802,237.463409,234.887802,236.760971,1033508,234.357803
"2021-10-15",236.985367,238.029266,234.331711,235.278046,1313128,232.889938
"2021-10-18",234.965851,235.053665,232.370728,232.63414,893390,230.272858
"2021-10-19",233.658539,237.034149,233.326828,236.809753,857413,234.406097
"2021-10-20",238.507324,242.019516,237.37561,240.878052,1044885,238.43309
"2021-10-21",241.902435,242.41951,239.424393,240.458542,634578,238.017853
"2021-10-22",240.585373,241.326828,239.658539,241.063416,1067948,238.616577
"2021-10-25",241.092682,241.326828,239.209763,240.399994,830045,237.959885
"2021-10-26",240.780487,241.268295,239.863419,240.341461,1278483,237.901962
"2021-10-27",241.37561,241.560974,238.975616,239.024384,1208373,236.598236
"2021-10-28",239.024384,240.917068,232.292679,232.83902,1506955,230.475662
"2021-10-29",232.360977,234.468292,231.268295,233.746338,1882105,231.373764
"2021-11-01",234.078049,237.619507,233.453659,237.121948,987485,234.715118
"2021-11-02",237.112198,237.560974,235.336578,236.975616,1808715,234.570267
"2021-11-03",236.643906,241.317078,236.390244,241.004883,1661935,238.55864
"2021-11-04",243.902435,246.136581,236.478043,238.126831,2127695,235.709793
"2021-11-05",235.034149,239.356094,233.570724,237.765854,2040263,235.352478
"2021-11-08",236.565857,239.619507,235.453659,239.287811,1047448,236.858994
"2021-11-09",238.321945,239.434143,236.887802,237.717072,1576245,235.304199
"2021-11-10",238.048782,240.663422,235.492676,239.882935,1088448,237.448074
"2021-11-11",239.639023,240.712189,236.00975,239.024384,1313025,236.598236
"2021-11-12",239.209763,239.79512,236.848785,238.048782,1549390,235.632538
"2021-11-15",238.731705,239.024384,236.926834,237.736588,1393693,235.323517
"2021-11-16",238.263412,239.892685,237.248779,238.156097,1352078,235.73877
"2021-11-17",239.073166,244.00975,238.048782,243.765854,1941453,241.29158
"2021-11-18",244.526825,245.414627,241.268295,243.278046,1651378,240.808731
"2021-11-19",244.848785,246.253662,242.507324,242.546341,1337010,240.084457
"2021-11-22",241.336578,241.551224,238.253662,239.307312,1299495,236.878296
"2021-11-23",238.790237,241.112198,238.048782,240.565857,1287093,238.124084
"2021-11-24",240.263412,241.317078,238.468292,238.497559,934390,236.076767
"2021-11-26",239.053665,242.712189,238.360977,239.112198,1257778,236.685165
"2021-11-29",239.170731,240.858536,237.317078,237.668289,1302365,235.25592
"2021-11-30",238.9561,238.9561,230.243896,231.356094,4358813,229.007782
"2021-12-01",231.863419,237.59024,230.848785,235.775604,2424125,233.382431
"2021-12-02",235.882935,240.019516,235.073166,236.039017,1801848,233.643173
"2021-12-03",237.775604,238.292679,234.692688,238.165848,1307695,235.748413
"2021-12-06",239.326828,243.199997,238.819519,240.136581,1482355,237.699158
"2021-12-07",241.180481,246.517075,241.0439,244.253662,1787088,241.774445
"2021-12-08",236.682922,241.834152,234.234146,240.439026,1482560,237.99852
"2021-12-09",240.107315,241.131714,238.692688,239.131714,1214728,237.543045
"2021-12-10",239.687805,240.819519,237.931702,238.995117,975390,237.407364
"2021-12-13",239.502441,247.804871,239.209763,246.643906,1564765,245.005325
"2021-12-14",245.912201,246.165848,241.648773,241.892685,1226925,240.285675
"2021-12-15",243.346344,244.604874,240.878052,243.336578,1390105,241.719971
"2021-12-16",242.887802,251.180481,241.58049,250.936584,1833418,249.269485
"2021-12-17",250.712189,253.073166,248.985367,250.63414,2600118,248.969055
"2021-12-20",250.029266,250.029266,245.775604,246.253662,1709803,244.617676
"2021-12-21",247.668289,249.219513,244.019516,245.687805,1153740,244.055588
"2021-12-22",245.931702,246.126831,240,241.79512,1239328,240.188766
"2021-12-23",241.951218,243.502441,240.117065,242.83902,989023,241.225723
"2021-12-27",243.902435,245.287811,242.263412,245.190247,622073,243.561325
"2021-12-28",244.985367,245.229263,242.673172,244.107315,575845,242.485596
