"","WDC.Open","WDC.High","WDC.Low","WDC.Close","WDC.Volume","WDC.Adjusted"
"2020-08-20",33.799999,34.369999,33.599998,34.099998,4880400,34.099998
"2020-08-21",33.709999,33.93,33.529999,33.709999,5072800,33.709999
"2020-08-24",33.959999,34.630001,33.73,34.540001,5653500,34.540001
"2020-08-25",34.799999,35.439999,34.209999,34.310001,4871400,34.310001
"2020-08-26",34.610001,34.610001,34.040001,34.299999,4202300,34.299999
"2020-08-27",34.59,35.34,33.880001,35.240002,6727900,35.240002
"2020-08-28",35.459999,37.860001,35.360001,37.84,11744300,37.84
"2020-08-31",37.68,38.529999,37.16,38.419998,9257800,38.419998
"2020-09-01",38.049999,38.34,36.830002,37.34,5958300,37.34
"2020-09-02",37.689999,39.259998,37.68,38.860001,7418200,38.860001
"2020-09-03",38.560001,38.810001,36.700001,37.709999,7364700,37.709999
"2020-09-04",37.689999,38.380001,37.09,38.16,7504900,38.16
"2020-09-08",37.029999,37.52,36.41,36.450001,5720300,36.450001
"2020-09-09",36.68,36.849998,35.630001,36.549999,5987500,36.549999
"2020-09-10",36.799999,37.189999,36.040001,36.25,5181000,36.25
"2020-09-11",36.5,37.810001,36.259998,37.369999,6350200,37.369999
"2020-09-14",38,39,38,38.939999,6047200,38.939999
"2020-09-15",39.09,39.09,37.580002,37.779999,4986500,37.779999
"2020-09-16",38.09,39.389999,38.009998,38.779999,6009800,38.779999
"2020-09-17",37.790001,38.709999,37.400002,38.279999,4082400,38.279999
"2020-09-18",38.34,38.389999,36.689999,37.209999,6720200,37.209999
"2020-09-21",36.419998,36.470001,35.57,36.09,4837600,36.09
"2020-09-22",36.389999,36.619999,35.990002,36.470001,3351400,36.470001
"2020-09-23",38.669998,41.119999,38.560001,38.919998,13628600,38.919998
"2020-09-24",38.450001,38.639999,37.41,37.529999,5382000,37.529999
"2020-09-25",37.380001,38.509998,36.950001,38.470001,3851600,38.470001
