"","WM.Open","WM.High","WM.Low","WM.Close","WM.Volume","WM.Adjusted"
"2022-01-03",166.470001,166.630005,161,162.740005,2704000,161.393829
"2022-01-04",163,166.039993,162.970001,164.300003,2111400,162.940918
"2022-01-05",164.350006,165.029999,161.479996,161.839996,1761300,160.501266
"2022-01-06",161.360001,164.009995,161,162.850006,1171700,161.502914
"2022-01-07",162.649994,163.880005,160.690002,161.759995,1560300,160.421921
"2022-01-10",160,160.75,158.300003,159.410004,2299900,158.091385
"2022-01-11",159.800003,159.940002,157.830002,159.460007,2161900,158.140961
"2022-01-12",159.990005,160.919998,158.630005,159.429993,1569300,158.111191
"2022-01-13",159.860001,160.160004,157.149994,157.449997,1392700,156.147583
"2022-01-14",155.699997,157.419998,155.119995,156.649994,2086300,155.354187
"2022-01-18",155.410004,156.190002,153.759995,155.350006,1955900,154.064957
"2022-01-19",155.509995,157.289993,154.919998,155.080002,1490300,153.79718
"2022-01-20",155.759995,156.970001,152.850006,153.229996,2424700,151.962479
"2022-01-21",152.919998,154.149994,151.149994,151.399994,2526500,150.147629
"2022-01-24",149.720001,150.509995,146.940002,149.789993,4117100,148.550949
"2022-01-25",148.75,149.100006,145.520004,148.009995,3642900,146.78566
"2022-01-26",148.100006,150.759995,146.600006,147.960007,2401000,146.736099
"2022-01-27",148.25,150.080002,145.279999,146.25,2856800,145.040222
"2022-01-28",146.360001,147.929993,144.050003,147.899994,3214500,146.676575
"2022-01-31",147.509995,150.639999,147.380005,150.440002,2040100,149.195572
"2022-02-01",150.5,151.25,147.910004,149.759995,3067400,148.521194
"2022-02-02",142.979996,148.570007,142.979996,148.119995,4096900,146.89476
"2022-02-03",146.770004,148.369995,146.259995,146.429993,2224500,145.218735
"2022-02-04",145,146.710007,144.25,145.029999,1627700,143.830322
"2022-02-07",145.679993,146.509995,144.779999,145.089996,1670900,143.889832
"2022-02-08",145.199997,145.830002,144.309998,145.149994,1762500,143.949326
"2022-02-09",145.779999,147.490005,145.710007,146.639999,1559600,145.427002
"2022-02-10",145.270004,146.600006,143.279999,143.820007,1924300,142.630325
"2022-02-11",143.899994,144.559998,141.479996,142.639999,2289200,141.460083
"2022-02-14",142.5,143.149994,140.570007,141.770004,2143300,140.59729
"2022-02-15",143.009995,143.389999,141.850006,142.679993,2092400,141.499741
"2022-02-16",142.220001,143.149994,141.309998,142.570007,2023300,141.390686
"2022-02-17",141.910004,143.529999,141.520004,143.059998,1915300,141.876617
"2022-02-18",142.770004,143.990005,142.070007,142.330002,1746100,141.152664
"2022-02-22",142.25,142.529999,140.779999,141.529999,2407800,140.359268
"2022-02-23",141.960007,142.529999,140.529999,140.600006,2201100,139.436966
"2022-02-24",139.199997,142.419998,138.580002,141.910004,3067700,140.736145
"2022-02-25",142.210007,145.529999,142,145.160004,1605500,143.959259
"2022-02-28",143.869995,145.360001,143.160004,144.399994,2230100,143.205521
"2022-03-01",144.309998,147.279999,144.059998,146.580002,3224800,145.367508
"2022-03-02",147.330002,151,147.059998,150.160004,2150500,148.917892
"2022-03-03",151.25,154.429993,151.149994,152.809998,2215700,151.545959
"2022-03-04",151.75,158,151.130005,157.820007,2631200,156.514526
"2022-03-07",157.210007,158.440002,155.440002,155.850006,2972700,154.560822
"2022-03-08",155,156.270004,147.860001,147.960007,3031000,146.736099
"2022-03-09",149.860001,151.080002,148.259995,149.979996,1959800,148.739365
"2022-03-10",148.929993,151.820007,148.929993,151.449997,1920500,150.19722
"2022-03-11",152.199997,153.580002,151.389999,151.470001,1415500,150.217041
"2022-03-14",152.220001,154.649994,151.130005,154.449997,1839000,153.172394
"2022-03-15",155.589996,156.039993,153.850006,155.169998,1965300,153.886444
"2022-03-16",154.919998,155.669998,152.199997,154.5,2051600,153.866531
"2022-03-17",154.5,155.720001,154.220001,155.630005,1339900,154.991898
"2022-03-18",155.660004,156.449997,154.110001,155.669998,2834700,155.031723
"2022-03-21",156.039993,157.330002,155.479996,156.029999,1509600,155.390259
"2022-03-22",156.25,157.059998,154.220001,154.830002,1304900,154.195175
"2022-03-23",154.699997,154.990005,153.419998,153.550003,1318200,152.920425
"2022-03-24",153.960007,155.089996,153.339996,155.039993,1322100,154.404312
"2022-03-25",155.350006,156.350006,154.729996,156.279999,1106900,155.639221
"2022-03-28",156.570007,158.169998,156.300003,158.160004,1439100,157.51152
"2022-03-29",159.039993,159.220001,156.009995,157.75,1278900,157.103195
"2022-03-30",158.130005,159.479996,157.800003,159.449997,1166000,158.796234
"2022-03-31",159.800003,161.179993,158.5,158.5,1625900,157.850128
"2022-04-01",158.429993,160,157.800003,159.809998,1605600,159.154755
"2022-04-04",159.649994,160,158.210007,159.389999,962900,158.736481
"2022-04-05",159.320007,162.279999,159.25,160.589996,1291400,159.931549
"2022-04-06",160.130005,162.169998,159.779999,161.100006,1799900,160.439468
"2022-04-07",161.410004,164.509995,160.610001,163.779999,1968500,163.108475
"2022-04-08",164.110001,165.789993,163.289993,165.149994,1536100,164.472855
"2022-04-11",165,165.850006,163.660004,164.160004,1381200,163.486923
"2022-04-12",163.289993,164.550003,161.570007,161.850006,1666800,161.186401
"2022-04-13",161.649994,162.399994,158.389999,159.740005,1802000,159.085052
"2022-04-14",160.089996,161.149994,159.039993,159.160004,1282700,158.507431
"2022-04-18",158.639999,160.029999,157.080002,158.009995,1098500,157.362137
"2022-04-19",158.360001,159.740005,158.309998,159.080002,1343100,158.42775
"2022-04-20",159.699997,161.229996,159.470001,160.589996,1546000,159.931549
"2022-04-21",161.5,162.660004,160.740005,161.160004,1352000,160.499222
"2022-04-22",161.210007,161.509995,157.309998,157.509995,1599900,156.864182
"2022-04-25",157.440002,157.639999,153.149994,155.960007,2538400,155.320541
"2022-04-26",165.649994,167.75,162.039993,164.149994,3388400,163.476959
"2022-04-27",165,168.380005,164.550003,167.449997,3318300,166.763428
"2022-04-28",166.970001,170.179993,165.410004,169.649994,2162900,168.954407
"2022-04-29",168.990005,169.619995,164.110001,164.440002,2238000,163.765778
"2022-05-02",163.600006,164.899994,157.050003,159.039993,2388500,158.387909
"2022-05-03",159.160004,162.220001,158.470001,159.330002,1706500,158.676727
"2022-05-04",159.020004,162.550003,158.410004,162.330002,1698600,161.664429
"2022-05-05",161.779999,162.029999,157.399994,158.639999,1938400,157.989548
"2022-05-06",157.869995,162.339996,156.789993,161.779999,1933700,161.116684
"2022-05-09",160.75,160.979996,158.529999,159.240005,2040700,158.587097
"2022-05-10",160.309998,160.880005,155.100006,156.949997,2149500,156.306473
"2022-05-11",157.100006,159.369995,157.050003,157.779999,1423700,157.133072
"2022-05-12",158.210007,159.470001,154.039993,155.479996,2337100,154.842499
"2022-05-13",157.490005,158.699997,156.119995,157.899994,2052500,157.252579
"2022-05-16",158.050003,158.839996,156.639999,157.429993,1810000,156.7845
"2022-05-17",158.949997,158.949997,155.160004,157.229996,1796600,156.585327
"2022-05-18",157,157.429993,152.649994,153.059998,1954500,152.432434
"2022-05-19",151.850006,154.100006,150.289993,152.770004,1850200,152.143631
"2022-05-20",153.139999,154.929993,151.279999,154.5,2706000,153.866531
"2022-05-23",155.050003,156.399994,153.360001,156.080002,1781700,155.440048
"2022-05-24",156.279999,158.169998,154.720001,157.600006,1661000,156.953827
"2022-05-25",157.759995,158.289993,155.619995,156.009995,1604700,155.370331
"2022-05-26",157.330002,158.600006,156.720001,157.990005,1585000,157.342224
"2022-05-27",158.270004,161.009995,158.270004,161,1518500,160.339874
"2022-05-31",159.820007,160,157.850006,158.509995,4298000,157.860077
"2022-06-01",159.070007,159.470001,157.800003,158.529999,1302400,157.880005
"2022-06-02",158.350006,159.550003,156.399994,159.380005,1064600,159.380005
"2022-06-03",158.399994,159.470001,157.639999,159.119995,1007800,159.119995
"2022-06-06",160,160.190002,157.770004,157.940002,1230700,157.940002
"2022-06-07",157.300003,159.839996,156.889999,159.800003,1287500,159.800003
"2022-06-08",158.729996,159.460007,156.910004,157.059998,1075400,157.059998
"2022-06-09",156.720001,157.289993,153.279999,153.350006,1046800,153.350006
"2022-06-10",151.850006,153.059998,150.440002,151.410004,1372800,151.410004
"2022-06-13",149,150.399994,147.100006,147.860001,1683800,147.860001
"2022-06-14",147.259995,148.660004,145.179993,145.619995,1394600,145.619995
"2022-06-15",146.479996,147.539993,143.229996,145.410004,1291900,145.410004
"2022-06-16",143.75,144.419998,141.619995,142.339996,1834300,142.339996
"2022-06-17",141.440002,141.960007,138.889999,140.649994,3307700,140.649994
"2022-06-21",141.990005,144.570007,141.169998,143.990005,1529000,143.990005
"2022-06-22",143.210007,146.240005,142.589996,144.910004,1400400,144.910004
"2022-06-23",145.580002,147.539993,145.089996,147.190002,1357800,147.190002
"2022-06-24",148.130005,150.619995,147.550003,150.309998,4927000,150.309998
"2022-06-27",149.809998,150.570007,149.100006,149.529999,1096000,149.529999
"2022-06-28",150.089996,150.869995,148.559998,148.880005,1153800,148.880005
"2022-06-29",149.789993,151.669998,148.580002,151.25,1282000,151.25
