"","PCAR.Open","PCAR.High","PCAR.Low","PCAR.Close","PCAR.Volume","PCAR.Adjusted"
"2021-12-31",87.230003,88.650002,87.169998,88.260002,887300,87.592232
"2022-01-03",88.260002,89.260002,87.940002,88.480003,1412100,87.810562
"2022-01-04",88.940002,93,88.43,92.739998,2444000,92.03833
"2022-01-05",93.080002,94.779999,92.800003,93.080002,2489500,92.375755
"2022-01-06",93.580002,94.800003,92.610001,94.010002,1855000,93.298721
"2022-01-07",93.699997,94.360001,93.129997,93.419998,1671900,92.713181
"2022-01-10",93.019997,94.089996,91.790001,92.360001,1860400,91.661209
"2022-01-11",92.32,92.580002,90.739998,92.379997,1461900,91.681046
"2022-01-12",92.419998,92.720001,91.330002,92.540001,1151200,91.839844
"2022-01-13",92.889999,95.769997,92.860001,95.32,1935300,94.598808
"2022-01-14",94.889999,96.589996,94.190002,96.5,2157000,95.769882
"2022-01-18",95.760002,96.629997,94.730003,95.970001,1809500,95.243889
"2022-01-19",96.290001,96.290001,93.970001,94.160004,1440400,93.447586
"2022-01-20",94.279999,94.57,92.120003,92.300003,1381700,91.601662
"2022-01-21",92.529999,93.230003,91.370003,91.559998,1822700,90.867256
"2022-01-24",90.540001,91.709999,88.699997,91.150002,3580200,90.460358
"2022-01-25",91.540001,96,87.639999,93.949997,4805200,93.239166
"2022-01-26",95.139999,97.559998,92.739998,93.879997,2766500,93.169701
"2022-01-27",94.209999,95.690002,92.410004,93.220001,1856600,92.514694
"2022-01-28",92.849998,93.709999,91.300003,93.660004,1850800,92.95137
"2022-01-31",92.970001,93.199997,91.559998,92.989998,1930900,92.286438
"2022-02-01",92.82,95.459999,92.129997,95.330002,1962000,94.608734
"2022-02-02",94.650002,96.300003,93.959999,96.089996,1985300,95.362976
"2022-02-03",96.010002,96.589996,94.580002,94.839996,2010800,94.122437
"2022-02-04",94.370003,95.269997,92.82,94.529999,1349800,93.814789
"2022-02-07",94.529999,94.940002,93.510002,94.300003,1243300,93.924347
"2022-02-08",95,95.190002,93,93.660004,1787500,93.286896
"2022-02-09",94.580002,94.989998,93.82,94.68,1381200,94.302834
"2022-02-10",93.889999,95,92.480003,92.989998,1485800,92.61956
"2022-02-11",93.080002,94.690002,92.309998,92.809998,1326800,92.440277
"2022-02-14",93,93.580002,91.970001,92.980003,1211300,92.609604
"2022-02-15",93.779999,95.279999,93.379997,94.32,1640200,93.944267
"2022-02-16",94.190002,95.349998,93.220001,94.980003,1423400,94.601639
"2022-02-17",94.510002,95.389999,93.419998,93.639999,1611500,93.266975
"2022-02-18",93.400002,94.839996,93.169998,93.809998,1502000,93.436295
"2022-02-22",93.93,94.830002,92.989998,93.610001,1493800,93.237091
"2022-02-23",93.860001,94.019997,91.18,91.279999,1577300,90.916374
"2022-02-24",90.769997,92.25,89.43,91.949997,2270300,91.583702
"2022-02-25",92.449997,93.150002,91.120003,91.709999,2019600,91.344658
"2022-02-28",90.459999,92.129997,90.199997,91.809998,1653800,91.44426
"2022-03-01",91.489998,91.919998,88.480003,89.290001,1936600,88.934303
"2022-03-02",89.82,92.169998,89.529999,91.639999,2322100,91.27494
"2022-03-03",91.949997,92.699997,90.650002,91.660004,1556500,91.294868
"2022-03-04",90.940002,90.940002,87.040001,87.949997,2729600,87.59964
"2022-03-07",87.790001,87.93,82.970001,83.190002,2468000,82.858604
"2022-03-08",83.809998,86.43,83.279999,83.510002,2582500,83.17733
"2022-03-09",85.120003,88.290001,84.82,87.32,2786400,86.972153
"2022-03-10",85.730003,86.550003,84.769997,86.150002,1738700,85.806816
"2022-03-11",86.690002,87.650002,85.379997,85.559998,1367500,85.219162
"2022-03-14",86.559998,87.849998,86.260002,87.160004,2121300,86.81279
"2022-03-15",87.779999,88.379997,86.629997,87.669998,1514400,87.320755
"2022-03-16",88.339996,90.989998,88.099998,90.309998,1960400,89.950233
"2022-03-17",88.959999,91.379997,88.550003,90.269997,1862800,89.910393
"2022-03-18",89.510002,89.68,87.300003,88.669998,3201200,88.316772
"2022-03-21",88.760002,89.629997,87.519997,88.720001,1486300,88.366577
"2022-03-22",89.260002,90.139999,88.68,89.160004,1297000,88.804825
"2022-03-23",88.709999,89.07,87.720001,87.93,1446000,87.57972
"2022-03-24",88,90,87.470001,88.949997,1438900,88.595657
"2022-03-25",88.889999,89.540001,88.209999,88.970001,756200,88.615578
"2022-03-28",88.660004,89.419998,87.470001,89.300003,1176400,88.944267
"2022-03-29",89.32,91.25,89.32,90.949997,1508100,90.587685
"2022-03-30",90.93,90.93,88.82,89.400002,1255600,89.043869
"2022-03-31",89.629997,89.660004,88.029999,88.07,1997500,87.719162
"2022-04-01",88.589996,89.160004,84.449997,85.220001,1980100,84.880516
"2022-04-04",84.540001,85.18,81.989998,84.510002,2329200,84.173347
"2022-04-05",82.809998,83.730003,81.830002,82.839996,2729100,82.509995
"2022-04-06",82.459999,83.709999,81.800003,83.480003,1990400,83.147453
"2022-04-07",83.080002,83.860001,82.290001,83.269997,1732100,82.938278
"2022-04-08",83.400002,83.779999,82.690002,83.050003,1657700,82.719162
"2022-04-11",82.919998,85.019997,82.5,82.580002,1577000,82.251038
"2022-04-12",82.209999,83.739998,82.029999,82.410004,1790500,82.081711
"2022-04-13",82.32,83.370003,82.199997,83.239998,1397800,82.908401
"2022-04-14",83.339996,84.300003,83.199997,83.709999,4479200,83.376534
"2022-04-18",83.199997,84.379997,83.139999,83.839996,1359900,83.506012
"2022-04-19",84,86.129997,83.730003,85.900002,1238600,85.557808
"2022-04-20",86.75,87.910004,86.75,87.599998,1324600,87.25103
"2022-04-21",88.080002,89.089996,87.669998,88.099998,1410600,87.749039
"2022-04-22",87.160004,87.589996,85.550003,85.690002,1639500,85.348648
"2022-04-25",85.360001,86.629997,83.43,86.349998,2752200,86.006012
"2022-04-26",86,88.139999,82.279999,83.82,2955300,83.486092
"2022-04-27",84.449997,85.650002,83.529999,84.339996,2000600,84.004021
"2022-04-28",84.910004,85.610001,83.529999,85.059998,1997400,84.721153
"2022-04-29",84.5,85.839996,82.839996,83.050003,1874700,82.719162
"2022-05-02",83.470001,84.800003,82.489998,84.010002,1771600,83.675339
"2022-05-03",84.370003,86.279999,84.239998,85.080002,1541100,84.741074
"2022-05-04",85.300003,88.25,84.769997,88.010002,1800800,87.659401
"2022-05-05",87,87.25,84.239998,85.199997,1854700,84.860596
"2022-05-06",85.010002,85.279999,82.879997,84.5,1405400,84.163383
"2022-05-09",83.800003,85.949997,83.529999,85.349998,2228400,85.009995
"2022-05-10",86.669998,86.68,83.269997,83.75,1691000,83.75
"2022-05-11",83.349998,84.599998,82.330002,82.610001,1712900,82.610001
"2022-05-12",82.43,83.720001,81.970001,83.489998,1168000,83.489998
"2022-05-13",83.800003,84.779999,83.260002,83.75,1457200,83.75
"2022-05-16",84.040001,84.040001,81.93,83.279999,1558800,83.279999
"2022-05-17",84.510002,85.309998,83.800003,85.099998,1572200,85.099998
"2022-05-18",84.730003,84.900002,81.010002,81.169998,2467700,81.169998
"2022-05-19",80.440002,82.470001,79.68,81.419998,1590600,81.419998
"2022-05-20",81.43,81.839996,78.18,79.809998,1663300,79.809998
"2022-05-23",80.949997,82.800003,80.860001,81.860001,1884400,81.860001
"2022-05-24",81.580002,82.389999,80.559998,82.239998,1631400,82.239998
"2022-05-25",82.279999,83.860001,81.959999,83.519997,1738300,83.519997
"2022-05-26",84,85.050003,83.790001,84.139999,2069800,84.139999
"2022-05-27",85.07,85.870003,84.919998,85.669998,2347300,85.669998
"2022-05-31",85.470001,87.599998,84.360001,86.839996,3783300,86.839996
"2022-06-01",87.059998,88.879997,85.5,88.540001,2661900,88.540001
"2022-06-02",89.029999,89.599998,87.68,88.949997,1690900,88.949997
"2022-06-03",88.510002,88.760002,87.760002,88.290001,1903300,88.290001
"2022-06-06",89,89.290001,88.480003,88.639999,1674500,88.639999
"2022-06-07",88.339996,89.389999,86.870003,88.980003,2783400,88.980003
"2022-06-08",88.599998,89.839996,88.129997,89.379997,2977200,89.379997
"2022-06-09",89.110001,89.879997,88,88.029999,1491100,88.029999
"2022-06-10",86.919998,86.949997,84.919998,85.099998,1739600,85.099998
"2022-06-13",83.650002,84.540001,82.550003,82.980003,1917400,82.980003
"2022-06-14",83.580002,84.779999,83.029999,84.160004,1700800,84.160004
"2022-06-15",84.989998,86.949997,84.580002,85.849998,2539600,85.849998
"2022-06-16",84.589996,84.760002,81,81.57,1793500,81.57
"2022-06-17",81.519997,82.419998,80.559998,81.919998,2863100,81.919998
"2022-06-21",83.959999,84.699997,82.669998,84.510002,1359700,84.510002
"2022-06-22",83.480003,84.209999,82.830002,83.57,1425100,83.57
"2022-06-23",83.760002,84.120003,80.790001,81.580002,1969800,81.580002
"2022-06-24",82.18,84.529999,82.029999,84.209999,2220700,84.209999
"2022-06-27",84.739998,85.019997,83.199997,83.82,1468000,83.82
"2022-06-28",84.050003,85.5,83.129997,83.209999,1259300,83.209999
"2022-06-29",83.379997,83.57,82.169998,83.129997,1245700,83.129997
