"","TER.Open","TER.High","TER.Low","TER.Close","TER.Volume","TER.Adjusted"
"2022-01-03",164.860001,167.139999,162.809998,166.110001,1724800,165.77916
"2022-01-04",166.149994,167.289993,160.429993,166.380005,1357400,166.04863
"2022-01-05",164.210007,166.75,160.240005,160.25,1904500,159.930832
"2022-01-06",159.789993,164.710007,158.710007,163.479996,1540900,163.154404
"2022-01-07",162.570007,163.940002,156.860001,158.270004,1473500,157.954788
"2022-01-10",155.800003,156.759995,150.479996,156.610001,1635400,156.298096
"2022-01-11",155.660004,160.860001,153.869995,160.539993,1329800,160.220261
"2022-01-12",162.240005,164.5,161.220001,162.899994,817600,162.575546
"2022-01-13",165.610001,167.690002,157.429993,158.25,1172300,157.934814
"2022-01-14",157.199997,164.710007,156.710007,164.570007,1367200,164.242233
"2022-01-18",160.940002,161.589996,155.240005,155.559998,1878000,155.250168
"2022-01-19",156.25,158.470001,148.149994,148.320007,1696000,148.024612
"2022-01-20",150.360001,152.839996,145.289993,145.479996,1377700,145.190247
"2022-01-21",145,148.660004,142.479996,143.389999,1785600,143.104416
"2022-01-24",138.729996,147.619995,137.580002,147.440002,2218200,147.146347
"2022-01-25",142.679993,143.809998,138.039993,138.289993,2198200,138.014572
"2022-01-26",143.559998,147.940002,139.910004,143.369995,2512400,143.084457
"2022-01-27",110.519997,112.400002,102.510002,111.239998,17003100,111.018448
"2022-01-28",107.900002,112.199997,105.5,112.120003,6017200,111.896698
"2022-01-31",111.970001,117.940002,111.610001,117.43,3923900,117.196121
"2022-02-01",118.339996,119.169998,114.120003,116.879997,2107200,116.647209
"2022-02-02",117.419998,120.580002,114.660004,117.220001,2579800,116.986542
"2022-02-03",113.970001,116.669998,111.720001,111.860001,2293300,111.637215
"2022-02-04",111.459999,115.239998,110.169998,114.010002,1720900,113.782928
"2022-02-07",114.150002,116.300003,113.589996,114.230003,1878500,114.002502
"2022-02-08",113.25,116.910004,112.860001,116.389999,1669700,116.158188
"2022-02-09",117.870003,121.889999,117.029999,121.370003,1709800,121.128273
"2022-02-10",118.089996,122.199997,116.839996,117.330002,2215300,117.096321
"2022-02-11",117.339996,118.669998,111.830002,113.089996,1703100,112.864754
"2022-02-14",113,116.889999,111.089996,112.309998,1496300,112.086319
"2022-02-15",114.160004,118.510002,114.059998,118.099998,2002800,117.864784
"2022-02-16",116.82,119.989998,115.800003,119.110001,1151400,118.87278
"2022-02-17",117.169998,118.339996,115.82,116,1614400,115.875984
"2022-02-18",116.18,116.400002,112.830002,114.830002,1517400,114.707237
"2022-02-22",113.629997,117.220001,112.519997,113.809998,1496700,113.688316
"2022-02-23",114.5,116,111.239998,111.519997,1528200,111.400764
"2022-02-24",107.110001,117.519997,107.110001,117.389999,2008000,117.264496
"2022-02-25",117.089996,120.139999,114.879997,120.040001,1738300,119.911659
"2022-02-28",119.419998,119.550003,115.290001,117.919998,1887000,117.79393
"2022-03-01",117.739998,118.290001,113.290001,114.559998,1715500,114.437515
"2022-03-02",115.220001,118.139999,114.82,117.300003,1323700,117.174591
"2022-03-03",116.480003,117.279999,112.25,114.169998,1333500,114.047935
"2022-03-04",112.779999,113.760002,110.040001,111.75,1320300,111.630524
"2022-03-07",112.860001,113.889999,106.330002,106.419998,2315200,106.306221
"2022-03-08",107.410004,111.730003,105.360001,107.550003,1877100,107.43502
"2022-03-09",111.120003,113.029999,109.419998,111.75,2146600,111.630524
"2022-03-10",109.599998,110.709999,107.57,109.959999,1356700,109.842438
"2022-03-11",112.010002,112.239998,106.779999,106.879997,2030700,106.765732
"2022-03-14",107.68,111.940002,104.32,105.57,2014300,105.45713
"2022-03-15",106.540001,111.010002,106.269997,110.510002,1523200,110.391853
"2022-03-16",112.209999,116.980003,111.970001,116.75,2341300,116.625175
"2022-03-17",115.410004,120.660004,114.68,120.599998,2140800,120.471062
"2022-03-18",118.980003,123.809998,118.620003,122.949997,4074600,122.81855
"2022-03-21",121.779999,123.440002,119.18,120.940002,1256400,120.810699
"2022-03-22",121.370003,122.650002,120.160004,121,1070900,120.870636
"2022-03-23",119.800003,120.800003,116.18,116.510002,1289500,116.385437
"2022-03-24",118.029999,122.699997,117.169998,122.690002,1533100,122.55883
"2022-03-25",122.879997,124.190002,120.690002,124.040001,1260400,123.907387
"2022-03-28",120.93,123.279999,120.050003,122.959999,2021700,122.828537
"2022-03-29",125.25,127.290001,122.540001,125.370003,1427200,125.23597
"2022-03-30",124.470001,124.860001,120.5,121.029999,1536600,120.900604
"2022-03-31",121.290001,122.639999,118.190002,118.230003,1659200,118.1036
"2022-04-01",119.57,119.830002,114.760002,116.370003,1402900,116.24559
"2022-04-04",116.93,120.199997,116.93,118.940002,1077400,118.812843
"2022-04-05",117.989998,118.169998,111.400002,111.910004,1951400,111.790359
"2022-04-06",110,112.970001,109.07,111.199997,1665600,111.081108
"2022-04-07",110.769997,113.629997,109.5,111.419998,1284900,111.300873
"2022-04-08",110.709999,110.970001,108.510002,108.660004,1238000,108.543831
"2022-04-11",107.339996,108.830002,106.709999,107.239998,1428400,107.125343
"2022-04-12",109.290001,111.339996,107.160004,108.18,1457100,108.064339
"2022-04-13",109.169998,111.279999,107.57,109.610001,2537200,109.492813
"2022-04-14",110.169998,110.449997,106,106.019997,1193100,105.906647
"2022-04-18",105.839996,108.800003,105.389999,108.139999,1426200,108.024384
"2022-04-19",108.620003,112.970001,107.309998,112.610001,1620700,112.489609
"2022-04-20",114.599998,117.419998,112.860001,112.900002,1727800,112.779297
"2022-04-21",114.830002,116.57,110.919998,111.199997,1275700,111.081108
"2022-04-22",110.849998,112.459999,108.989998,109.199997,1613600,109.083244
"2022-04-25",108.599998,112.699997,108,112.57,1989900,112.449646
"2022-04-26",111.029999,111.120003,107.639999,107.690002,2395600,107.574867
"2022-04-27",110.470001,115.480003,105.580002,106.32,3966200,106.206329
"2022-04-28",108.690002,113.639999,105.940002,111.68,2679300,111.5606
"2022-04-29",109.650002,112.059998,105.239998,105.459999,1907100,105.347252
"2022-05-02",105.620003,109.110001,104.129997,108.57,1731200,108.453926
"2022-05-03",108.07,110.870003,106.849998,109.339996,1192800,109.223099
"2022-05-04",109.5,114.190002,107.139999,114.169998,1992700,114.047935
"2022-05-05",111.800003,113.720001,106.860001,108.510002,2141900,108.39399
"2022-05-06",107.160004,108.599998,104.529999,105.919998,1325700,105.806755
"2022-05-09",104.290001,105.220001,99.82,100.220001,2099000,100.112854
"2022-05-10",103.470001,104.440002,99.860001,102.459999,1718500,102.350456
"2022-05-11",101.120003,104.620003,100.300003,100.419998,1661300,100.312637
"2022-05-12",99.190002,102.239998,98.639999,101.860001,1823300,101.751099
"2022-05-13",103.870003,108.419998,103.190002,107.349998,1570100,107.235229
"2022-05-16",105.970001,106.5,103.370003,103.519997,1212300,103.409317
"2022-05-17",106.220001,108.860001,104.940002,108.510002,1492900,108.39399
"2022-05-18",106.43,108.339996,102.5,102.800003,1555500,102.690094
"2022-05-19",102.400002,105.540001,102.010002,102.18,1482600,102.070755
"2022-05-20",104.610001,105.07,97.629997,102.370003,2132100,102.260559
"2022-05-23",102.470001,104.360001,101.610001,102.889999,1290200,102.779999
"2022-05-24",101.510002,102.010002,97.980003,99.190002,1736400,99.190002
"2022-05-25",98.129997,101.510002,97.959999,100.230003,1560500,100.230003
"2022-05-26",100.169998,105.459999,99.160004,104.940002,1539000,104.940002
"2022-05-27",106.269997,109.43,106.269997,109.400002,1688700,109.400002
"2022-05-31",109,110.07,107.120003,109.260002,1948400,109.260002
"2022-06-01",109.419998,110.379997,105.339996,106.639999,1453900,106.639999
"2022-06-02",106.43,110.620003,105.730003,110.580002,1091300,110.580002
"2022-06-03",108.419998,108.669998,106.879997,107.43,1099000,107.43
"2022-06-06",109.080002,109.720001,106.580002,106.809998,808100,106.809998
"2022-06-07",105.269997,108.730003,104.519997,108.519997,1046800,108.519997
"2022-06-08",107.919998,108.169998,104.739998,105.110001,1610600,105.110001
"2022-06-09",103.75,105.32,101.099998,101.190002,1436400,101.190002
"2022-06-10",99.559998,100.290001,96.830002,96.970001,2152900,96.970001
"2022-06-13",93.599998,94.589996,90.459999,91.239998,2939400,91.239998
"2022-06-14",92.059998,92.690002,89.68,90.910004,1742200,90.910004
"2022-06-15",92.379997,94.389999,90.459999,92.440002,1756000,92.440002
"2022-06-16",89.970001,90.059998,85.660004,86.949997,2837100,86.949997
"2022-06-17",87.330002,89.699997,86.610001,89.059998,4165300,89.059998
"2022-06-21",90.93,93.239998,90.769997,91.379997,1699000,91.379997
"2022-06-22",89.550003,92.400002,89.290001,91.339996,1541000,91.339996
"2022-06-23",91.730003,92.68,90.82,91.940002,1268200,91.940002
"2022-06-24",93.650002,97.25,93.059998,97.120003,2756800,97.120003
"2022-06-27",98.099998,98.989998,96.400002,97.959999,1542300,97.959999
"2022-06-28",98.010002,99.25,94.900002,95.230003,2352400,95.230003
"2022-06-29",93.25,93.470001,88.519997,90.25,2642700,90.25
