"","TPR.Open","TPR.High","TPR.Low","TPR.Close","TPR.Volume","TPR.Adjusted"
"2022-01-19",37.849998,38.290001,37.459999,37.459999,2607400,36.960865
"2022-01-20",37.419998,38.380001,36.66,36.759998,2392100,36.270191
"2022-01-21",36.720001,37.669998,36.32,36.549999,3371200,36.062992
"2022-01-24",35.860001,38.189999,35.369999,38.189999,4949500,37.681141
"2022-01-25",37.099998,37.860001,36.549999,37.459999,2572600,36.960865
"2022-01-26",38.110001,38.470001,36.290001,36.779999,2661600,36.289925
"2022-01-27",37.43,38.25,36.77,37.060001,2715800,36.566196
"2022-01-28",37.299999,37.709999,36.400002,37.630001,2785700,37.128605
"2022-01-31",37.209999,38.040001,37.09,37.950001,2751300,37.444336
"2022-02-01",38.299999,38.860001,37.959999,38.75,2448400,38.233681
"2022-02-02",40.450001,40.549999,38.48,39.110001,4217700,38.588879
"2022-02-03",38.639999,39.900002,38.150002,38.330002,3132500,37.819275
"2022-02-04",38.029999,38.759998,37.549999,38.470001,2818000,37.957409
"2022-02-07",38.75,38.93,38.110001,38.650002,3322300,38.13501
"2022-02-08",38.830002,39.880001,38.549999,39.59,4908900,39.062485
"2022-02-09",39.970001,40.779999,39.610001,40.709999,3959000,40.167561
"2022-02-10",40.68,42.119999,40.200001,40.720001,5325300,40.177429
"2022-02-11",40.700001,40.740002,38.939999,39.18,4801100,38.657948
"2022-02-14",39.439999,39.68,38.73,39.049999,3788700,38.529682
"2022-02-15",39.610001,40.959999,39.57,40.720001,3265400,40.177429
"2022-02-16",40.490002,41.220001,40.360001,40.93,3414200,40.384632
"2022-02-17",40.529999,41.060001,39.689999,39.849998,2936200,39.319019
"2022-02-18",39.84,40.560001,39.419998,39.470001,3195900,38.944084
"2022-02-22",39,40.23,38.880001,39.560001,4307400,39.032887
"2022-02-23",39.950001,40.200001,39.060001,39.16,3797900,38.638214
"2022-02-24",37.919998,39.259998,37.599998,39.16,4223300,38.638214
"2022-02-25",39.23,40.880001,39.139999,40.759998,3799400,40.216892
"2022-02-28",39.959999,41.169998,39.740002,40.900002,3498600,40.35503
"2022-03-01",40.630001,41,38.580002,38.810001,4548500,38.292877
"2022-03-02",39.290001,41.68,39.290001,41.349998,6778400,40.799034
"2022-03-03",41.110001,41.400002,39.41,39.799999,4024700,39.508553
"2022-03-04",39.16,39.360001,36.34,36.450001,6026500,36.183086
"2022-03-07",36.169998,36.450001,31.780001,32.119999,9428900,31.88479
"2022-03-08",32.41,33.880001,31.709999,32.43,6013300,32.192524
"2022-03-09",34.040001,36.130001,34.040001,35.880001,6329700,35.61726
"2022-03-10",35.060001,36.279999,34.75,35.57,4439000,35.309528
"2022-03-11",35.93,36,34.279999,34.349998,4689900,34.098461
"2022-03-14",34.43,34.73,33.380001,33.740002,5388000,33.492931
"2022-03-15",34.57,35.889999,34.09,35.150002,5855300,34.892605
"2022-03-16",35.939999,37.860001,35.68,37.060001,4666600,36.78862
"2022-03-17",36.630001,37.43,36.419998,37.43,4046300,37.155907
"2022-03-18",36.799999,38.450001,36.700001,38.41,9841000,38.128731
"2022-03-21",38.549999,38.700001,37.279999,37.880001,3662200,37.602615
"2022-03-22",38.380001,39.130001,37.580002,37.849998,5512700,37.57283
"2022-03-23",37.439999,37.75,37.220001,37.529999,5276300,37.255173
"2022-03-24",37.900002,37.900002,37.27,37.650002,4547900,37.374298
"2022-03-25",37.91,38.599998,37.759998,38.450001,2529300,38.168438
"2022-03-28",38.150002,38.459999,37.830002,38.400002,2278200,38.118805
"2022-03-29",39.419998,40.349998,39.34,40.16,3028200,39.865917
"2022-03-30",39.84,40.09,38.959999,39.169998,3088800,38.883163
"2022-03-31",38.759998,38.919998,36.990002,37.150002,4266400,36.87796
"2022-04-01",37.400002,37.470001,35.82,36.110001,3410400,35.845573
"2022-04-04",36.02,36.580002,35.599998,36.209999,3251200,35.944839
"2022-04-05",35.66,35.919998,34.349998,34.459999,3746000,34.207657
"2022-04-06",34.07,34.240002,32.98,33.59,4599600,33.344028
"2022-04-07",33.529999,33.790001,32.310001,33.299999,4137400,33.056149
"2022-04-08",33.23,34.169998,32.689999,33.25,3800500,33.006516
"2022-04-11",32.91,34.77,32.639999,33.549999,4123100,33.304321
"2022-04-12",34.200001,35,33.959999,34.060001,3592000,33.810589
"2022-04-13",34.099998,34.84,34.099998,34.43,3145400,34.177876
"2022-04-14",34.57,35,33.459999,33.740002,4329400,33.492931
"2022-04-18",33.889999,34.330002,33.5,33.91,3940500,33.661686
"2022-04-19",34.220001,35.720001,34.119999,35.32,3236900,35.061359
"2022-04-20",35.639999,35.900002,34.93,34.959999,2080800,34.703995
"2022-04-21",35.459999,35.849998,34.209999,34.540001,2949700,34.287071
"2022-04-22",33.98,34.119999,32.869999,32.959999,2804900,32.718639
"2022-04-25",32.669998,33.200001,32.189999,33.169998,4596500,32.927101
"2022-04-26",32.959999,33.040001,32.009998,32.439999,2514200,32.202446
"2022-04-27",32.27,33.5,32.07,32.720001,5718700,32.4804
"2022-04-28",33,33.669998,32.279999,33.400002,3512800,33.155422
"2022-04-29",33.43,33.900002,32.77,32.919998,2599300,32.678932
"2022-05-02",33.009998,33.630001,32.52,33.599998,2307900,33.353954
"2022-05-03",33.48,33.740002,32.279999,32.740002,4188000,32.500252
"2022-05-04",32.799999,33.330002,31.48,33.25,3419000,33.006516
"2022-05-05",32.790001,32.869999,30.99,31.48,4078700,31.249477
"2022-05-06",30.98,31.190001,29.6,30.34,4126600,30.117826
"2022-05-09",29.799999,30.450001,28.68,28.84,8051400,28.628811
"2022-05-10",29.25,29.4,27.690001,28.290001,7173000,28.08284
"2022-05-11",28.41,28.530001,26.389999,26.52,8022400,26.3258
"2022-05-12",28.27,31.57,28.1,30.629999,11917900,30.405703
"2022-05-13",30.42,32.18,30.33,31.51,6160900,31.279259
"2022-05-16",31.26,32.639999,31.25,32.029999,6263200,31.79545
"2022-05-17",32.790001,33.400002,31.950001,33.029999,6204800,32.788128
"2022-05-18",31.5,33.02,31.1,31.85,5085900,31.61677
"2022-05-19",31.25,31.950001,30.940001,30.969999,4035600,30.743212
"2022-05-20",31.66,31.809999,30.530001,31.41,5084200,31.179991
"2022-05-23",31.92,32.07,30.84,31.299999,4137300,31.070795
"2022-05-24",30.82,30.82,29.780001,30.040001,6116000,29.820024
"2022-05-25",29.58,31.83,29.549999,31.52,4174900,31.289186
"2022-05-26",32.110001,33.709999,32.110001,33.400002,3272500,33.155422
"2022-05-27",33.330002,34.34,33.330002,34.34,3029800,34.088535
"2022-05-31",34.439999,34.970001,33.720001,34.5,5689200,34.247364
"2022-06-01",35.029999,35.52,33.700001,34.139999,3834600,33.889999
"2022-06-02",34.439999,35.23,34.380001,35.16,2904000,35.16
"2022-06-03",34.610001,35.299999,34.439999,34.880001,2200700,34.880001
"2022-06-06",34.950001,35.189999,34.310001,34.619999,3975700,34.619999
"2022-06-07",33.860001,35.200001,33.48,34.889999,3134900,34.889999
"2022-06-08",34.5,35.189999,34.279999,34.810001,3369000,34.810001
"2022-06-09",34.490002,34.84,34.209999,34.34,2572200,34.34
"2022-06-10",33.549999,33.830002,32.669998,32.700001,4034300,32.700001
"2022-06-13",31.620001,31.93,30.370001,30.93,4770900,30.93
"2022-06-14",31.02,32.099998,30.969999,31.6,3997800,31.6
"2022-06-15",32.639999,33.279999,32.18,32.700001,5095300,32.700001
"2022-06-16",31.700001,31.83,30.129999,30.52,4776800,30.52
"2022-06-17",30.450001,32.369999,30.450001,32.099998,8644700,32.099998
"2022-06-21",32.860001,33.119999,31.76,32.150002,3584600,32.150002
"2022-06-22",31.610001,32.09,30.969999,31.110001,4194500,31.110001
"2022-06-23",31.4,32.169998,31.190001,32.09,3508800,32.09
"2022-06-24",32.68,33.619999,32.560001,33.330002,4001700,33.330002
"2022-06-27",33.490002,33.68,32.299999,32.549999,2924500,32.549999
"2022-06-28",33.209999,33.720001,32.16,32.220001,3027500,32.220001
"2022-06-29",32.150002,32.220001,30.879999,31.209999,3506200,31.209999
