"","HOLX.Open","HOLX.High","HOLX.Low","HOLX.Close","HOLX.Volume","HOLX.Adjusted"
"2022-01-04",72.879997,72.989998,69.550003,70.43,2621200,70.43
"2022-01-05",70.18,71.589996,70.050003,70.760002,1960400,70.760002
"2022-01-06",70.300003,71.809998,69.800003,70.699997,2046300,70.699997
"2022-01-07",70.629997,71.459999,69.959999,70.309998,1281000,70.309998
"2022-01-10",70.150002,73.5,69.830002,73.449997,1960300,73.449997
"2022-01-11",73.449997,74.360001,71.410004,72.330002,1640200,72.330002
"2022-01-12",71.720001,72.489998,71.540001,72.139999,1003800,72.139999
"2022-01-13",72,72,69.870003,69.959999,1369700,69.959999
"2022-01-14",69.730003,70.260002,68.959999,69.589996,1694400,69.589996
"2022-01-18",68.940002,69.959999,68.290001,69.410004,1540700,69.410004
"2022-01-19",69.169998,70.769997,69.010002,70.419998,1319000,70.419998
"2022-01-20",70.870003,71.699997,69.760002,69.849998,1315000,69.849998
"2022-01-21",70.269997,71.190002,70.139999,70.629997,2331400,70.629997
"2022-01-24",70.629997,71.019997,68.559998,70.889999,2791900,70.889999
"2022-01-25",70.519997,70.989998,69.769997,70.029999,2576600,70.029999
"2022-01-26",69.459999,70.510002,67.879997,68.220001,2405700,68.220001
"2022-01-27",68.769997,69.440002,67.779999,68.080002,2342700,68.080002
"2022-01-28",68.459999,70.07,67.489998,70.019997,1351600,70.019997
"2022-01-31",70.099998,71.330002,69.580002,70.239998,1677900,70.239998
"2022-02-01",70.470001,70.660004,69.470001,70.529999,1526100,70.529999
"2022-02-02",70.489998,72.480003,70.489998,72.160004,2290500,72.160004
"2022-02-03",70.5,74.470001,69.839996,73.360001,3945200,73.360001
"2022-02-04",73.5,74.970001,72.860001,74.739998,1950600,74.739998
"2022-02-07",74.760002,74.760002,73.029999,73.18,1332800,73.18
"2022-02-08",73.18,74.25,72.769997,74.040001,1562000,74.040001
"2022-02-09",74.589996,75.589996,73.629997,74.260002,1433400,74.260002
"2022-02-10",73.480003,74.400002,72.93,73.169998,1459400,73.169998
"2022-02-11",73.059998,73.709999,71.720001,71.989998,1379800,71.989998
"2022-02-14",71.709999,71.919998,69.889999,70.309998,1690600,70.309998
"2022-02-15",70.82,71.669998,70.010002,70.620003,1679200,70.620003
"2022-02-16",70.57,71.360001,70.050003,71.040001,1260500,71.040001
"2022-02-17",70.839996,71.349998,69.769997,69.879997,873400,69.879997
"2022-02-18",70.160004,70.75,69.660004,70.050003,1448800,70.050003
"2022-02-22",70.25,70.800003,69.900002,70.529999,1136400,70.529999
"2022-02-23",70.629997,71.790001,70.550003,70.870003,1142300,70.870003
"2022-02-24",68.709999,71.239998,68.709999,71.110001,1301800,71.110001
"2022-02-25",71.529999,72.690002,70.449997,72.389999,2182500,72.389999
"2022-02-28",72.239998,72.349998,69.93,71.169998,3155900,71.169998
"2022-03-01",71.120003,72.059998,70.269997,70.879997,1312500,70.879997
"2022-03-02",70.720001,71.75,70.449997,71,1431300,71
"2022-03-03",71.489998,71.940002,70.660004,70.900002,1788300,70.900002
"2022-03-04",70.690002,72.519997,70.260002,72.220001,1378200,72.220001
"2022-03-07",72.410004,72.720001,70.889999,71.650002,1623900,71.650002
"2022-03-08",71.32,71.760002,69.5,69.699997,1825800,69.699997
"2022-03-09",70.43,71.459999,69.860001,71.160004,1233200,71.160004
"2022-03-10",70.220001,70.440002,69.550003,70.279999,839900,70.279999
"2022-03-11",70.760002,71.339996,69.379997,69.440002,1283200,69.440002
"2022-03-14",69.68,71.400002,69.32,69.589996,1630800,69.589996
"2022-03-15",70.040001,70.970001,69.290001,70.959999,1241500,70.959999
"2022-03-16",71.129997,72.400002,70.779999,72.379997,1132300,72.379997
"2022-03-17",72.370003,74.07,71.019997,73.900002,1407800,73.900002
"2022-03-18",74.080002,75,73.559998,74.910004,2800100,74.910004
"2022-03-21",74.68,76.120003,74.68,75.790001,1680800,75.790001
"2022-03-22",75.660004,76.279999,75.660004,76.160004,1248000,76.160004
"2022-03-23",75.949997,76.160004,74.389999,75.040001,1650300,75.040001
"2022-03-24",75.339996,75.629997,74.050003,75.190002,1261400,75.190002
"2022-03-25",75.650002,76.050003,75.120003,76.050003,916500,76.050003
"2022-03-28",76.160004,76.290001,75.169998,76,1036500,76
"2022-03-29",76.559998,76.970001,75.760002,75.919998,1219800,75.919998
"2022-03-30",75.919998,76.690002,75.599998,76.669998,1987700,76.669998
"2022-03-31",76.529999,78.139999,75.779999,76.82,1937000,76.82
"2022-04-01",76.910004,77.07,75.139999,76.93,2030900,76.93
"2022-04-04",74.980003,76.389999,74.510002,76.099998,1746300,76.099998
"2022-04-05",75.949997,77.870003,75.82,77.660004,1841400,77.660004
"2022-04-06",77.309998,78.510002,76.959999,78.339996,1559400,78.339996
"2022-04-07",77.940002,79.989998,77.639999,79.470001,2080700,79.470001
"2022-04-08",79.75,80.489998,78.879997,79.989998,1659100,79.989998
"2022-04-11",79.760002,79.910004,76.360001,76.519997,1424300,76.519997
"2022-04-12",76.480003,78.269997,76.300003,76.5,2089100,76.5
"2022-04-13",76.029999,77.040001,75.459999,76.889999,1942900,76.889999
"2022-04-14",77.18,78.139999,75.599998,76.330002,4911800,76.330002
"2022-04-18",76.110001,76.400002,74.370003,75.18,1205400,75.18
"2022-04-19",75.150002,76.790001,74.790001,76.279999,1447300,76.279999
"2022-04-20",76.459999,78.209999,76.029999,78.18,1505400,78.18
"2022-04-21",78.07,79,76.809998,77.07,1756200,77.07
"2022-04-22",76.559998,76.580002,73.830002,73.93,2075900,73.93
"2022-04-25",72.970001,73.25,71.870003,72.730003,1827900,72.730003
"2022-04-26",72.059998,72.230003,70.360001,70.540001,1918200,70.540001
"2022-04-27",70.489998,71.279999,70.019997,70.839996,2329300,70.839996
"2022-04-28",68.029999,71.870003,67.610001,71.400002,4400400,71.400002
"2022-04-29",71.330002,73.769997,70.82,71.989998,3171500,71.989998
"2022-05-02",72.029999,73.660004,71.690002,72.910004,2797200,72.910004
"2022-05-03",73.150002,74.720001,72.870003,73.129997,1971500,73.129997
"2022-05-04",73.309998,75.900002,73.220001,75.699997,1737300,75.699997
"2022-05-05",75.019997,75.889999,73.790001,74.769997,2220700,74.769997
"2022-05-06",74.559998,74.949997,73.230003,74.110001,1889900,74.110001
"2022-05-09",73.440002,73.769997,72.220001,72.760002,1799000,72.760002
"2022-05-10",73.080002,73.75,72.139999,73.32,1665200,73.32
"2022-05-11",73.279999,75.139999,72.699997,73.489998,2230000,73.489998
"2022-05-12",73.379997,74.589996,73.25,74.269997,1939900,74.269997
"2022-05-13",74.550003,76.639999,74.080002,76.279999,1700400,76.279999
"2022-05-16",76.339996,78,75.629997,77.220001,2106200,77.220001
"2022-05-17",78.080002,79.68,77.989998,79.080002,2709000,79.080002
"2022-05-18",78.940002,79.019997,77.25,77.550003,2246500,77.550003
"2022-05-19",77.360001,78.529999,76.970001,78.120003,2117500,78.120003
"2022-05-20",78.779999,78.860001,76.580002,77.75,1729500,77.75
"2022-05-23",78.239998,79.139999,77.93,78.809998,1565500,78.809998
"2022-05-24",78.720001,79.449997,77.769997,78.389999,1666700,78.389999
"2022-05-25",78.419998,78.440002,75.459999,76,3025100,76
"2022-05-26",76.529999,76.730003,75.800003,76.190002,3896900,76.190002
"2022-05-27",76.919998,78,76.830002,77.459999,3294100,77.459999
"2022-05-31",77.32,77.32,75.059998,75.269997,5810600,75.269997
"2022-06-01",75.57,76.010002,73.330002,74.650002,2019100,74.650002
"2022-06-02",74.720001,76.110001,74.029999,75.989998,1493200,75.989998
"2022-06-03",75.610001,75.779999,74.650002,75.300003,1348600,75.300003
"2022-06-06",75.839996,76,75.07,75.129997,921400,75.129997
"2022-06-07",74.989998,76.720001,74.989998,76.620003,1564000,76.620003
"2022-06-08",76.510002,76.68,75.57,75.650002,1159400,75.650002
"2022-06-09",75.230003,75.440002,73.660004,73.68,1622900,73.68
"2022-06-10",72.790001,73.169998,71.709999,71.730003,1468600,71.730003
"2022-06-13",70.059998,70.75,68.43,68.550003,2194300,68.550003
"2022-06-14",68.550003,68.879997,67.220001,67.870003,2118000,67.870003
"2022-06-15",68.610001,69.220001,67.379997,68.32,1867000,68.32
"2022-06-16",67.010002,67.970001,66.580002,67.120003,2126100,67.120003
"2022-06-17",67.370003,68.279999,67.290001,67.879997,3339100,67.879997
"2022-06-21",69.029999,69.339996,68.099998,68.199997,1419400,68.199997
"2022-06-22",67.940002,68.830002,67.779999,68.080002,1515100,68.080002
"2022-06-23",68.669998,70.800003,68.519997,70.550003,1697800,70.550003
"2022-06-24",71,71.589996,70.779999,70.93,2753700,70.93
"2022-06-27",71.019997,71.57,70.489998,71.459999,1438400,71.459999
"2022-06-28",71.989998,72.269997,69.699997,69.779999,1279800,69.779999
"2022-06-29",69.779999,70.599998,68.57,70.349998,1051900,70.349998
