"","MCO.Open","MCO.High","MCO.Low","MCO.Close","MCO.Volume","MCO.Adjusted"
"2022-01-10",368.390015,370.01001,357.579987,361.790009,952600,360.095276
"2022-01-11",361.709991,367.890015,357.130005,367.859985,865200,366.136841
"2022-01-12",369.649994,373.369995,368,372.899994,608000,371.153229
"2022-01-13",373.850006,376.429993,362.190002,362.589996,569700,360.89151
"2022-01-14",359.470001,360,348.299988,353.549988,897000,351.89386
"2022-01-18",347.76001,349.179993,342.51001,344.420013,1144900,342.806671
"2022-01-19",347.309998,354.450012,346.190002,346.630005,583200,345.006287
"2022-01-20",349.109985,354.690002,344.540009,345.269989,771300,343.652649
"2022-01-21",345.459991,349.190002,340.959991,341.869995,782600,340.268585
"2022-01-24",335.600006,344.559998,328.660004,344.079987,963500,342.468201
"2022-01-25",337.059998,339.630005,324.26001,325.029999,1659800,323.507477
"2022-01-26",330.079987,335.730011,322.649994,324.540009,1066900,323.019775
"2022-01-27",328.98999,333.959991,324.890015,325.920013,1105500,324.393311
"2022-01-28",326.630005,336.769989,322.070007,336.51001,769400,334.933685
"2022-01-31",336.75,343.089996,334.519989,343,728900,341.393311
"2022-02-01",343.980011,344.279999,336.029999,343.899994,925100,342.289063
"2022-02-02",339,347.670013,337.970001,347.049988,937200,345.424316
"2022-02-03",337.329987,344.679993,333.570007,340.359985,931100,338.765656
"2022-02-04",338.440002,350.959991,338.019989,346.880005,1080400,345.255127
"2022-02-07",346.279999,348.329987,335.299988,336.51001,838700,334.933685
"2022-02-08",335,338.899994,329.799988,338.209991,1075700,336.625702
"2022-02-09",349,349,341.950012,343.26001,1059800,341.6521
"2022-02-10",344.230011,354.809998,336.329987,350.140015,2323000,348.499847
"2022-02-11",349.529999,349.98999,330.570007,332.290009,1816100,330.733459
"2022-02-14",330.910004,332.200012,321.369995,323.470001,1508000,321.954773
"2022-02-15",329.440002,330.390015,327.640015,329.820007,674100,328.275024
"2022-02-16",327.73999,332.619995,326.649994,330.619995,797300,329.071289
"2022-02-17",329.630005,330.429993,321.549988,323.140015,1299200,321.626343
"2022-02-18",323.549988,325.980011,321.160004,323.579987,1335800,322.06424
"2022-02-22",320.929993,326.119995,319.820007,323.049988,773800,321.536743
"2022-02-23",325.079987,329.350006,318.089996,318.890015,814300,317.396271
"2022-02-24",310.880005,323.269989,310.26001,322,1086700,321.196716
"2022-02-25",322.480011,326.040009,319.049988,323.700012,1468300,322.892487
"2022-02-28",320.940002,326.799988,318.589996,322.029999,1560900,321.226654
"2022-03-01",321.290009,327.529999,320.230011,322.350006,1299700,321.545868
"2022-03-02",325.23999,329.420013,322.350006,325.98999,978600,325.176758
"2022-03-03",327.980011,328.649994,323.140015,324.899994,875600,324.089478
"2022-03-04",321.73999,328.019989,320.339996,325.839996,1160800,325.02713
"2022-03-07",325.839996,328.200012,314.519989,314.690002,1156000,313.904968
"2022-03-08",315.940002,322.029999,311.73999,314,1021500,313.216675
"2022-03-09",321.559998,326.140015,319.920013,323.309998,1049800,322.503448
"2022-03-10",306.26001,316.040009,302.040009,314,1967200,313.216675
"2022-03-11",314,315.540009,304.359985,304.470001,1271100,303.710449
"2022-03-14",306.089996,308.380005,299.690002,301.309998,871900,300.55835
"2022-03-15",306.299988,307.950012,302.589996,306.709991,936200,305.944855
"2022-03-16",310.579987,315.089996,308.679993,314.859985,1814600,314.074524
"2022-03-17",314.899994,321.829987,314.350006,321.829987,630800,321.02713
"2022-03-18",323.76001,331.839996,321.730011,331.230011,1493900,330.403717
"2022-03-21",328.48999,331.869995,322.920013,326.809998,831600,325.99472
"2022-03-22",326.660004,332.350006,326.660004,330.980011,637400,330.154327
"2022-03-23",328.059998,329.48999,325.579987,326.119995,690100,325.306458
"2022-03-24",327.339996,329.529999,325.390015,329.5,948600,328.678009
"2022-03-25",330.980011,331.679993,327.970001,330.51001,507600,329.685516
"2022-03-28",331.200012,335.980011,330.959991,335.76001,644200,334.922424
"2022-03-29",340.429993,342.790009,337.130005,339.619995,514900,338.772766
"2022-03-30",340.320007,341.029999,337.160004,338.320007,689200,337.476013
"2022-03-31",341.079987,345.209991,337.410004,337.410004,1032300,336.568298
"2022-04-01",337.359985,341.149994,335.970001,340.329987,657300,339.480988
"2022-04-04",340.51001,344.450012,340.25,342.380005,765100,341.525879
"2022-04-05",341.640015,344.880005,340.730011,342.459991,664000,341.605682
"2022-04-06",339.929993,343.75,338.220001,341.109985,855300,340.259033
"2022-04-07",340.480011,344.940002,338.160004,343.380005,616500,342.523407
"2022-04-08",342.160004,346.220001,341.160004,342.690002,655300,341.835114
"2022-04-11",339.630005,340.309998,332.459991,334.369995,1167300,333.535858
"2022-04-12",334.73999,337.410004,330.600006,332.140015,619900,331.311432
"2022-04-13",330.679993,333.779999,326.350006,333.660004,806400,332.827637
"2022-04-14",334,335.380005,327.859985,328.399994,968700,327.58075
"2022-04-18",327.51001,330.589996,326.359985,328.230011,643900,327.411194
"2022-04-19",327.25,334.140015,326.649994,333.540009,946800,332.707947
"2022-04-20",335.670013,339.279999,333.950012,335.040009,537500,334.204193
"2022-04-21",336.720001,338.570007,329.420013,329.920013,776200,329.096985
"2022-04-22",326,329.899994,322.079987,322.420013,1059500,321.615692
"2022-04-25",320,325.73999,317.359985,325.51001,1376900,324.697968
"2022-04-26",323.119995,325.519989,318.230011,319,973300,318.204224
"2022-04-27",317.149994,324.630005,317.149994,319.48999,976500,318.692993
"2022-04-28",323.51001,328.290009,317.850006,326.600006,771800,325.785248
"2022-04-29",323.839996,325.959991,315.579987,316.480011,1283500,315.690521
"2022-05-02",288.029999,305.76001,287.01001,301.130005,2997500,300.378784
"2022-05-03",299.410004,310.399994,299.049988,309.420013,1623800,308.648132
"2022-05-04",311.190002,318.609985,302.630005,317.410004,1338000,316.618195
"2022-05-05",313.679993,315,301.149994,304.01001,1247700,303.251617
"2022-05-06",299.73999,302.559998,295.380005,300.440002,1061700,299.690521
"2022-05-09",295.959991,297.790009,284.459991,285.630005,1261700,284.91745
"2022-05-10",286.670013,289.290009,281.51001,285.040009,1180300,284.328949
"2022-05-11",283.320007,288.070007,280.48999,282.179993,950000,281.476044
"2022-05-12",278,286.769989,276.790009,285.589996,925300,284.877563
"2022-05-13",290.320007,293.359985,285.980011,288.959991,1239500,288.239136
"2022-05-16",287.26001,290.089996,282.23999,287.76001,961400,287.042145
"2022-05-17",292.480011,294,289.089996,292.859985,880200,292.129395
"2022-05-18",288.859985,288.98999,279.730011,280.600006,831000,279.900024
"2022-05-19",277.929993,284.029999,277.079987,282.76001,1631300,282.76001
"2022-05-20",287.019989,289.329987,281.790009,289.269989,1505900,289.269989
"2022-05-23",292,296.220001,288.429993,295.149994,716300,295.149994
"2022-05-24",294.019989,295.519989,289.079987,292.880005,762600,292.880005
"2022-05-25",290.470001,294.950012,289.390015,291.98999,805900,291.98999
"2022-05-26",293.880005,300.869995,293.269989,299.440002,666600,299.440002
"2022-05-27",302.420013,307.559998,301.880005,307.48999,572200,307.48999
"2022-05-31",305.130005,306.220001,300.019989,301.570007,2883300,301.570007
"2022-06-01",271.640015,301,269.470001,282.380005,3024000,282.380005
"2022-06-02",282.5,293.899994,280.779999,293.570007,810300,293.570007
"2022-06-03",286.459991,289.079987,282.429993,285.279999,947400,285.279999
"2022-06-06",286.709991,290.089996,284.470001,284.529999,565900,284.529999
"2022-06-07",282,289.829987,282,289.390015,721100,289.390015
"2022-06-08",287,289.98999,283.579987,283.880005,566400,283.880005
"2022-06-09",282.369995,285.420013,279.200012,279.440002,617300,279.440002
"2022-06-10",273.529999,276.589996,270.929993,273.230011,915800,273.230011
"2022-06-13",267.799988,269.799988,264.230011,265.350006,936100,265.350006
"2022-06-14",265.959991,266.359985,256.839996,257.679993,1084000,257.679993
"2022-06-15",260.420013,266.700012,258.98999,262.299988,861300,262.299988
"2022-06-16",254.330002,256.720001,251.509995,253.639999,1213600,253.639999
"2022-06-17",251.929993,259.049988,251.009995,255.869995,1675900,255.869995
"2022-06-21",260.399994,263.040009,258.059998,260.059998,822900,260.059998
"2022-06-22",258.089996,265.5,257.339996,263.170013,841500,263.170013
"2022-06-23",264.619995,270.25,264.619995,270,759800,270
"2022-06-24",272.01001,277.799988,271.429993,277.5,1205300,277.5
"2022-06-27",278.130005,279.279999,275.059998,277.799988,760000,277.799988
"2022-06-28",276.959991,279.660004,270.059998,270.600006,756000,270.600006
"2022-06-29",270.910004,273.959991,269.200012,271.940002,534900,271.940002
