"","CMA.Open","CMA.High","CMA.Low","CMA.Close","CMA.Volume","CMA.Adjusted"
"2022-01-10",98.169998,98.529999,95.82,97.120003,1341900,95.494133
"2022-01-11",97.599998,97.949997,95.830002,97.349998,932800,95.720276
"2022-01-12",97.75,98.790001,97.279999,98.360001,1040400,96.713379
"2022-01-13",98.690002,99.809998,98.43,98.779999,1354300,97.126335
"2022-01-14",97.019997,101.379997,97.019997,101.239998,1680600,99.545158
"2022-01-18",101,102,98.940002,99.510002,1664200,97.844116
"2022-01-19",98.639999,99.93,96.57,96.669998,1937900,95.051659
"2022-01-20",97.410004,97.660004,93.129997,93.540001,2015400,91.97406
"2022-01-21",93.129997,93.129997,89.050003,89.699997,1745600,88.198349
"2022-01-24",87.489998,90.970001,85.610001,90.529999,2254600,89.01445
"2022-01-25",89.660004,93.379997,88.010002,92.580002,1656600,91.030136
"2022-01-26",93.139999,94.440002,91.110001,92.519997,1897200,90.971138
"2022-01-27",93.830002,95.529999,91.370003,92.059998,1169800,90.518837
"2022-01-28",91.580002,93.260002,90.440002,93.190002,1362300,91.629921
"2022-01-31",91.900002,93.190002,90.519997,92.779999,1535400,91.226791
"2022-02-01",93,95.269997,92.330002,95.040001,1066400,93.448959
"2022-02-02",94.629997,95.57,93.709999,95.349998,1120000,93.753761
"2022-02-03",96.080002,97.519997,94.660004,95.019997,1041300,93.429283
"2022-02-04",95.449997,98.099998,95.300003,97.029999,1229300,95.40564
"2022-02-07",97.25,98.230003,96.300003,97.639999,788100,96.005424
"2022-02-08",99.25,100.709999,98.769997,100.510002,1159300,98.827385
"2022-02-09",100.459999,100.529999,99.040001,99.349998,920600,97.686798
"2022-02-10",99.519997,102.089996,99.480003,100.18,1129100,98.502907
"2022-02-11",99.089996,101.68,97.639999,98.610001,1254300,96.959183
"2022-02-14",100.239998,100.739998,96.919998,97.900002,1291800,96.26107
"2022-02-15",98.910004,100.669998,98.910004,100.169998,658800,98.493065
"2022-02-16",100.139999,101.760002,99.480003,100.489998,756500,98.807709
"2022-02-17",99.220001,99.650002,96.400002,96.790001,940000,95.169655
"2022-02-18",96.400002,97.769997,95.279999,95.860001,1255500,94.255219
"2022-02-22",95.849998,96.849998,94.639999,95.669998,820500,94.068405
"2022-02-23",96.300003,97.080002,93.050003,93.449997,929500,91.885567
"2022-02-24",89.349998,91.309998,87.349998,90.980003,1899000,89.456924
"2022-02-25",92.010002,96,91.769997,95.540001,1329200,93.940582
"2022-02-28",92.5,95.57,92.489998,95.489998,1455700,93.891418
"2022-03-01",94.309998,94.730003,87.139999,87.589996,2603800,86.123672
"2022-03-02",89.269997,94.82,89.07,93.669998,2110600,92.101891
"2022-03-03",93.779999,94.919998,92.339996,93.370003,1449800,91.806908
"2022-03-04",90.610001,91.120003,88.57,90.220001,2019000,88.709641
"2022-03-07",89.089996,90.220001,84.440002,84.5,2113300,83.085403
"2022-03-08",85.790001,87.959999,83.440002,84.489998,1766100,83.075562
"2022-03-09",87.93,89.650002,87.489998,88.230003,1194000,86.75296
"2022-03-10",87,89.230003,86.419998,88.220001,1162400,86.743126
"2022-03-11",89.169998,90.910004,87.959999,88.040001,1559300,86.566139
"2022-03-14",88.589996,92.239998,88.589996,90.800003,1567000,89.974876
"2022-03-15",91.690002,92.370003,89.720001,91.800003,1675300,90.96579
"2022-03-16",93.760002,96.370003,93.550003,95.910004,1503300,95.038445
"2022-03-17",94.010002,94.919998,92.949997,94.68,1360900,93.819618
"2022-03-18",94.43,95.269997,91.639999,94.949997,4129600,94.087158
"2022-03-21",95.959999,96.580002,93.400002,94.360001,1140100,93.502525
"2022-03-22",95.599998,97.519997,95.279999,96.029999,896800,95.157349
"2022-03-23",95.099998,95.959999,93.089996,93.370003,1197500,92.521523
"2022-03-24",94.389999,95,93.150002,94.040001,1228400,93.185432
"2022-03-25",94.339996,97.419998,94.160004,97.040001,1650600,96.158173
"2022-03-28",96,96.510002,93.110001,95.129997,1330200,94.265526
"2022-03-29",97.18,97.519997,94.669998,95.349998,1300500,94.483528
"2022-03-30",95.379997,95.599998,91.660004,92.82,1582700,91.976517
"2022-03-31",92.580002,93.809998,90.330002,90.43,1566700,89.608238
"2022-04-01",93.839996,93.959999,89.57,90.040001,2125000,89.221786
"2022-04-04",89.860001,90.290001,87.800003,89.269997,1154200,88.458778
"2022-04-05",88.849998,90.260002,88.389999,88.769997,1012100,87.963318
"2022-04-06",88.440002,88.68,87.209999,87.650002,1140400,86.8535
"2022-04-07",87.809998,88.580002,86.190002,88.209999,1531800,87.408409
"2022-04-08",88.519997,89.419998,87.669998,88.57,1337000,87.765144
"2022-04-11",88.580002,91.330002,88.449997,89.089996,1078900,88.280411
"2022-04-12",88.970001,90.540001,87.459999,87.989998,1284600,87.190407
"2022-04-13",86.980003,89.32,86.620003,89.129997,1488000,88.320053
"2022-04-14",89.010002,89.849998,87.919998,88.370003,1268200,87.566963
"2022-04-18",88.300003,89.18,87.779999,88.260002,1043400,87.457962
"2022-04-19",88.690002,90.339996,88.68,90.059998,1800100,89.2416
"2022-04-20",87.050003,88.330002,86.25,87.099998,3015600,86.308495
"2022-04-21",87.370003,87.949997,81.910004,82.730003,3355600,81.97821
"2022-04-22",82.629997,83.059998,80.839996,80.970001,2175200,80.234207
"2022-04-25",80.220001,83.889999,78.57,83.790001,2595900,83.02858
"2022-04-26",82.660004,84.839996,81.769997,82.089996,2058700,81.344025
"2022-04-27",82.190002,84.040001,81.769997,82.5,1650300,81.750298
"2022-04-28",84.110001,85.029999,81.690002,84.660004,2127300,83.890678
"2022-04-29",84.690002,85.309998,81.660004,81.900002,1495000,81.155754
"2022-05-02",84.120003,84.839996,80.349998,82.309998,1637000,81.562027
"2022-05-03",82.870003,84.050003,81.830002,83.139999,1425200,82.384483
"2022-05-04",82.68,85.989998,82.230003,85.889999,1521700,85.109497
"2022-05-05",84.93,85,80.870003,82.93,1356000,82.176392
"2022-05-06",82.400002,82.650002,79.879997,81.419998,1182500,80.680115
"2022-05-09",79.919998,80.379997,77.589996,78.739998,1708400,78.024467
"2022-05-10",78.639999,79.660004,75.760002,77.660004,1173600,76.954285
"2022-05-11",77.93,79.970001,75.989998,76,1460600,75.309364
"2022-05-12",75.809998,76.300003,73.519997,76.040001,1778200,75.349007
"2022-05-13",77.379997,77.699997,75.529999,76.260002,1331000,75.567009
"2022-05-16",76.129997,76.540001,74.629997,75.370003,908600,74.685097
"2022-05-17",76.889999,78.910004,76.889999,78.459999,1213100,77.747009
"2022-05-18",77.629997,78.300003,74.639999,75.239998,1043900,74.556274
"2022-05-19",74.080002,75.309998,72.150002,72.800003,2118200,72.138451
"2022-05-20",73.980003,74.57,70.790001,73.080002,1658600,72.415901
"2022-05-23",74.790001,77.620003,74.279999,77.089996,1607100,76.389458
"2022-05-24",76.68,77.449997,75.129997,76.769997,1325300,76.072365
"2022-05-25",76.220001,79.769997,76.220001,79.160004,1399800,78.440659
"2022-05-26",79.830002,82.830002,79.830002,81.639999,1756300,80.898117
"2022-05-27",81.779999,83.190002,81.730003,82.830002,863800,82.077301
"2022-05-31",81.519997,83.519997,80.889999,83.209999,1842700,82.45385
"2022-06-01",83.529999,83.529999,80.120003,80.769997,959000,80.036018
"2022-06-02",80.849998,82.68,80.419998,82.629997,1014000,81.87912
"2022-06-03",82.190002,82.690002,81.529999,81.959999,734300,81.21521
"2022-06-06",82.800003,83.480003,81.68,81.779999,871900,81.036842
"2022-06-07",80.610001,81.959999,80.400002,81.839996,1429200,81.096298
"2022-06-08",81.019997,81.349998,79.860001,81.25,845800,80.511658
"2022-06-09",81.260002,81.260002,78.910004,78.940002,1162300,78.222656
"2022-06-10",76.849998,77.5,75.099998,75.25,1592500,74.566185
"2022-06-13",74.169998,76.199997,73.019997,74.830002,2403200,74.150002
"2022-06-14",74.519997,76.650002,74.239998,74.839996,1457100,74.839996
"2022-06-15",75.489998,77.779999,75.150002,76.339996,1700000,76.339996
"2022-06-16",74.690002,74.690002,72.849998,73.75,1016700,73.75
"2022-06-17",74.330002,75.730003,73.470001,74.620003,1807500,74.620003
"2022-06-21",76.790001,77.120003,75.279999,75.93,1059900,75.93
"2022-06-22",74.989998,76.139999,74.610001,75.769997,908200,75.769997
"2022-06-23",75.360001,75.360001,72.07,72.919998,1079300,72.919998
"2022-06-24",73.43,77.019997,73.309998,76.519997,1457100,76.519997
"2022-06-27",77.150002,77.309998,75.220001,75.980003,785800,75.980003
"2022-06-28",76.989998,78.169998,76.379997,76.690002,838000,76.690002
"2022-06-29",77.139999,77.139999,75.099998,75.989998,770000,75.989998
