"","IR.Open","IR.High","IR.Low","IR.Close","IR.Volume","IR.Adjusted"
"2022-01-10",58.48,59.09,57.959999,58.990002,2101600,58.936695
"2022-01-11",59.32,60.09,58.380001,59.970001,1543500,59.915813
"2022-01-12",60.220001,60.66,59.799999,59.98,1085800,59.925797
"2022-01-13",59.849998,60.450001,59.305,59.52,1370600,59.466217
"2022-01-14",58.759998,59.5,58.290001,59.360001,1947700,59.306362
"2022-01-18",58.540001,59.119999,58.16,58.610001,1756300,58.557037
"2022-01-19",59.009998,59.43,58.259998,58.380001,1429600,58.327244
"2022-01-20",58.25,59.380001,57.509998,57.650002,1650700,57.597904
"2022-01-21",57.150002,57.900002,56.610001,57.27,1983700,57.21825
"2022-01-24",56.240002,57.259998,54.419998,57.16,2971100,57.108349
"2022-01-25",56.209999,56.630001,54.5,55.580002,2617300,55.529778
"2022-01-26",56.119999,57.334999,55.330002,55.939999,2665300,55.88945
"2022-01-27",56.689999,57.220001,54.610001,54.830002,2858800,54.780457
"2022-01-28",54.599998,55.139999,53.334999,55.119999,2409000,55.07019
"2022-01-31",55.080002,56.360001,54.73,56.209999,1855500,56.159206
"2022-02-01",56.240002,57.07,55.605,56.810001,1465200,56.758667
"2022-02-02",56.970001,57.240002,56.43,56.75,1425000,56.698719
"2022-02-03",56.290001,56.540001,54.919998,55.099998,2492900,55.050205
"2022-02-04",54.619999,55.084999,53.43,54.619999,2240500,54.570641
"2022-02-07",54.689999,55.049999,54.41,54.57,1796400,54.520687
"2022-02-08",54.740002,55.584999,54.264,55.200001,2988500,55.15012
"2022-02-09",56.02,56.564999,55.93,56.32,2468300,56.269108
"2022-02-10",55.360001,56.630001,55.009998,55.34,1872800,55.289993
"2022-02-11",55.509998,55.580002,52.959999,53.32,3235600,53.271816
"2022-02-14",53.290001,54.189999,53.200001,53.799999,3217800,53.751385
"2022-02-15",54.700001,55.330002,54.5,55.110001,2739800,55.0602
"2022-02-16",54.82,55.18,54.185001,54.919998,1769000,54.870369
"2022-02-17",54.439999,54.5,53.279999,53.310001,1578400,53.261826
"2022-02-18",53.16,53.959999,52.779999,53.07,1827600,53.022041
"2022-02-22",53.130001,53.82,52.700001,53.09,2016000,53.042027
"2022-02-23",53.419998,53.419998,51.810001,52,2683700,51.953011
"2022-02-24",50.470001,51.240002,49,50.330002,4031900,50.284519
"2022-02-25",50.290001,51.599998,49.619999,51.43,2025700,51.383526
"2022-02-28",50.450001,51.400002,49.915001,50.52,3193000,50.47435
"2022-03-01",50.240002,50.32,48.849998,49.25,3589300,49.205494
"2022-03-02",49.790001,50.91,49.619999,50.439999,2231700,50.394417
"2022-03-03",50.59,50.889999,49.549999,49.689999,1859600,49.645096
"2022-03-04",48.759998,49.029999,46.244999,46.330002,5095000,46.288136
"2022-03-07",46.610001,47.02,44.849998,44.900002,4854400,44.859428
"2022-03-08",45.330002,47.580002,45.27,45.939999,6545800,45.918938
"2022-03-09",47.439999,49.474998,47.07,48.57,6328200,48.547733
"2022-03-10",47.599998,48.830002,47.52,48.57,5216500,48.547733
"2022-03-11",49.130001,49.419998,47.540001,47.59,2740400,47.568184
"2022-03-14",48.27,48.27,47.400002,47.66,2372500,47.638153
"2022-03-15",48.060001,48.639999,47.790001,48.400002,2128400,48.377815
"2022-03-16",48.98,50.91,48.98,50.200001,3148400,50.176987
"2022-03-17",49.389999,50.860001,49.389999,50.82,2438200,50.796703
"2022-03-18",50.810001,51.549999,49.959999,51.400002,3274000,51.376438
"2022-03-21",51.279999,51.759998,50.27,50.889999,2068800,50.866669
"2022-03-22",51.119999,51.5,50.459999,50.77,2210200,50.746727
"2022-03-23",50.360001,50.599998,49.294998,49.32,2444000,49.29739
"2022-03-24",49.619999,49.735001,49.060001,49.389999,2124700,49.367359
"2022-03-25",49.360001,50.040001,48.869999,49.98,2214700,49.957088
"2022-03-28",49.900002,50.139999,49.32,49.799999,2354700,49.777168
"2022-03-29",50.700001,51.470001,50.48,50.759998,1424700,50.736729
"2022-03-30",50.43,51.02,50.34,50.799999,2749200,50.776711
"2022-03-31",50.43,50.91,50.169998,50.349998,3593000,50.326916
"2022-04-01",50.98,51.389999,50.18,50.25,3672300,50.226963
"2022-04-04",49.580002,49.915001,48.810001,48.959999,3118200,48.937553
"2022-04-05",48.77,49.32,48.189999,48.450001,3241600,48.427792
"2022-04-06",47.150002,47.93,46.700001,47.860001,3498400,47.838062
"2022-04-07",47.68,47.98,47.07,47.75,2376500,47.728111
"2022-04-08",47.799999,47.93,46.689999,46.830002,2521000,46.808533
"2022-04-11",46.630001,47.025002,46.25,46.419998,3263600,46.39872
"2022-04-12",46.709999,47.349998,45.959999,46.25,1938200,46.228798
"2022-04-13",46.080002,47.404999,46.080002,47.330002,1955000,47.308304
"2022-04-14",47.310001,47.549999,46.41,46.439999,1583600,46.418709
"2022-04-18",46.080002,47.169998,45.938999,46.619999,1568900,46.598629
"2022-04-19",46.52,48.154999,46.52,47.950001,1670800,47.92802
"2022-04-20",48.310001,49.764999,48.049999,49.360001,2400000,49.337372
"2022-04-21",49.849998,50.099998,47.619999,47.77,1974300,47.7481
"2022-04-22",47.209999,47.459999,45.799999,45.939999,2305800,45.918938
"2022-04-25",45.5,45.689999,44.465,45.669998,2258800,45.649063
"2022-04-26",45.259998,45.610001,43.715,43.810001,2311000,43.789917
"2022-04-27",43.880001,44.93,43.73,44.259998,1771000,44.239708
"2022-04-28",44.669998,45.34,43.549999,45.080002,2746000,45.059338
"2022-04-29",44.970001,45.68,43.82,43.959999,2136100,43.939846
"2022-05-02",43.77,44.799999,43.294998,44.549999,2782400,44.529575
"2022-05-03",44.43,45.474998,44.154999,45.209999,2554100,45.189274
"2022-05-04",45.450001,47.290001,45.044998,46.990002,3178700,46.96846
"2022-05-05",46.799999,48.799999,44.93,45.529999,3485800,45.509129
"2022-05-06",45.25,45.349998,43.09,43.799999,2856800,43.779919
"2022-05-09",43.130001,43.869999,42.91,43.25,2607100,43.230175
"2022-05-10",43.779999,44.110001,41.599998,42.360001,3823600,42.340584
"2022-05-11",42.27,44.209999,41.869999,42.68,3639500,42.660435
"2022-05-12",42.389999,43.830002,42,42.93,3328800,42.91032
"2022-05-13",43.290001,44.395,43.139999,43.650002,2592900,43.62999
"2022-05-16",43.27,43.805,42.900002,43.43,2260000,43.410091
"2022-05-17",44.48,44.889999,43.810001,44.84,1678500,44.819443
"2022-05-18",44.330002,44.93,43.349998,43.630001,2440400,43.610001
"2022-05-19",43.279999,44.810001,43.16,44.279999,2516900,44.279999
"2022-05-20",44.709999,45.119999,43.560001,44.950001,3338000,44.950001
"2022-05-23",45.5,45.75,44.970001,45.34,3879000,45.34
"2022-05-24",45.139999,45.27,44.23,45.040001,3615600,45.040001
"2022-05-25",44.740002,46.029999,44.540001,45.880001,4066800,45.880001
"2022-05-26",46.400002,47.759998,46.07,47.34,3769100,47.34
"2022-05-27",47.93,48.529999,47.509998,48.490002,2672400,48.490002
"2022-05-31",47.700001,48.080002,46.84,47.150002,9592400,47.150002
"2022-06-01",47.009998,47.68,46.34,47.25,1625000,47.25
"2022-06-02",47.700001,48.669998,47.349998,48.57,1343000,48.57
"2022-06-03",47.98,48.915001,47.73,48.849998,2275200,48.849998
"2022-06-06",49.189999,49.630001,48.950001,49.330002,2907700,49.330002
"2022-06-07",48.959999,50.584999,48.700001,50.400002,3085000,50.400002
"2022-06-08",49.82,50.689999,49.630001,50.279999,3557400,50.279999
"2022-06-09",50.02,50.130001,48.57,48.599998,3393500,48.599998
"2022-06-10",47.630001,47.630001,46.240002,46.439999,2464500,46.439999
"2022-06-13",45.195,45.279999,43.799999,44.18,3599400,44.18
"2022-06-14",44.330002,44.689999,43.294998,43.77,3001800,43.77
"2022-06-15",44.189999,45.220001,43.790001,44.560001,2754600,44.560001
"2022-06-16",43.540001,43.549999,41.834999,42.080002,3153200,42.080002
"2022-06-17",42.040001,42.435001,41.154999,41.240002,5401600,41.240002
"2022-06-21",41.91,42.450001,41.299999,41.860001,1922300,41.860001
"2022-06-22",41.080002,42.02,41,41.759998,1634900,41.759998
"2022-06-23",41.59,41.73,40.400002,40.959999,2629400,40.959999
"2022-06-24",41.5,43.459999,41.400002,43.330002,3161400,43.330002
"2022-06-27",43.630001,43.77,42.880001,43.389999,1800200,43.389999
"2022-06-28",43.77,44.040001,42.759998,42.810001,1871100,42.810001
"2022-06-29",42.82,42.82,41.540001,42.279999,1714900,42.279999
