"","ZION.Open","ZION.High","ZION.Low","ZION.Close","ZION.Volume","ZION.Adjusted"
"2022-01-11",70.120003,70.290001,68.629997,70.220001,851600,69.377365
"2022-01-12",70.529999,71,69.760002,70.209999,1014400,69.367485
"2022-01-13",70.449997,71.18,69.879997,70.059998,1474800,69.219276
"2022-01-14",69.660004,70.760002,68.699997,70.650002,1546600,69.802208
"2022-01-18",70.709999,70.830002,69.120003,69.43,1018100,68.59684
"2022-01-19",69.699997,69.699997,65.989998,66.169998,1939400,65.375961
"2022-01-20",66.360001,66.900002,64.080002,64.230003,1186500,63.459248
"2022-01-21",63.560001,63.709999,61.279999,61.75,1996000,61.009003
"2022-01-24",60.540001,63.049999,59.490002,62.77,2327900,62.016762
"2022-01-25",63.25,67.440002,62.919998,66.480003,3832600,65.682243
"2022-01-26",67.360001,68.43,66.07,67.199997,2315800,66.3936
"2022-01-27",67.949997,69.099998,66.300003,66.989998,1781200,66.186119
"2022-01-28",66.790001,68.18,66.25,68.150002,2186800,67.332199
"2022-01-31",67.660004,68.550003,66.639999,67.82,1503400,67.006165
"2022-02-01",67.620003,69.120003,67.230003,69.050003,1158000,68.221405
"2022-02-02",68.900002,69.519997,68.169998,69.300003,948100,68.468407
"2022-02-03",69.190002,70.830002,68.519997,68.900002,1243100,68.073204
"2022-02-04",69.300003,71.839996,69.059998,71.169998,1207400,70.315956
"2022-02-07",71.339996,72.059998,70.699997,71.650002,809400,70.790199
"2022-02-08",72.43,74.339996,71.800003,73.970001,1998800,73.082359
"2022-02-09",73.860001,73.940002,72.599998,72.940002,1351700,72.064728
"2022-02-10",73.300003,75.440002,73.099998,74.120003,2554400,73.230568
"2022-02-11",73.459999,75.160004,72.620003,73.220001,1226200,72.341362
"2022-02-14",74.279999,75.290001,71.489998,72.360001,2020800,71.491684
"2022-02-15",73.370003,74.860001,72.889999,74.309998,1631400,73.418282
"2022-02-16",73.43,74.849998,73.199997,73.910004,1230700,73.398422
"2022-02-17",73.290001,73.349998,71.019997,71.220001,1110000,70.727043
"2022-02-18",70.889999,71.919998,70.489998,70.720001,1701600,70.230499
"2022-02-22",70.489998,71.849998,70.239998,70.889999,1223400,70.399323
"2022-02-23",71.489998,71.959999,69.25,69.709999,1148800,69.227493
"2022-02-24",66.559998,67.139999,63.91,66.970001,2880200,66.506462
"2022-02-25",67.32,71.440002,67.32,70.989998,1941000,70.498627
"2022-02-28",68.779999,70.989998,68.599998,70.889999,1732500,70.399323
"2022-03-01",70.269997,70.269997,64.239998,64.940002,3224100,64.490509
"2022-03-02",65.860001,69.75,65.610001,68.379997,1935100,67.906693
"2022-03-03",68.589996,69.599998,67.379997,68,1874000,67.529327
"2022-03-04",66.610001,66.610001,64.480003,65.389999,1760600,64.937393
"2022-03-07",64.510002,65.290001,62.200001,62.23,1815500,61.799267
"2022-03-08",63.099998,64.559998,61.75,62.450001,1698600,62.017742
"2022-03-09",64.989998,65.989998,64.099998,65.129997,1409100,64.679192
"2022-03-10",64.489998,65.870003,63.709999,64.519997,1230600,64.07341
"2022-03-11",65.07,66.419998,64.120003,64.209999,1138200,63.76556
"2022-03-14",65.540001,66.800003,64.550003,65,1525200,64.550095
"2022-03-15",65.279999,65.959999,64.139999,65.360001,1117400,64.9076
"2022-03-16",66.449997,68.989998,65.949997,68.860001,1999400,68.383377
"2022-03-17",67.050003,68.459999,66.089996,68.339996,1884600,67.866974
"2022-03-18",68.169998,68.309998,65.709999,67.849998,4135800,67.380363
"2022-03-21",68.330002,69.260002,66.739998,67.760002,1779800,67.290993
"2022-03-22",68.910004,70.040001,68.449997,69.529999,1805000,69.048737
"2022-03-23",68.739998,69.040001,67.540001,67.699997,1498600,67.2314
"2022-03-24",68.160004,68.699997,67.559998,68.580002,1329500,68.105316
"2022-03-25",68.660004,71.169998,68.559998,71.080002,1996200,70.588013
"2022-03-28",70.610001,70.720001,68.620003,69.730003,1344300,69.24736
"2022-03-29",70.970001,71.25,69.290001,69.739998,1257700,69.257278
"2022-03-30",69.870003,69.980003,66.260002,67.370003,1257100,66.903694
"2022-03-31",67.230003,67.769997,65.529999,65.559998,1578300,65.106216
"2022-04-01",66.610001,67.25,64.269997,64.300003,2479500,63.854942
"2022-04-04",64.290001,64.959999,62.77,64.099998,1220400,63.656322
"2022-04-05",64.059998,64.93,63.790001,64.400002,1384200,63.954247
"2022-04-06",64.010002,64.400002,63.169998,63.669998,1568200,63.229298
"2022-04-07",63.57,63.950001,62.009998,63.18,1093500,62.742691
"2022-04-08",63.68,64.330002,63.02,63.889999,889300,63.447777
"2022-04-11",63.959999,65.629997,63.84,64.230003,939800,63.785427
"2022-04-12",63.73,65.139999,62.560001,63.220001,816600,62.782413
"2022-04-13",62.560001,64.040001,62.169998,64.019997,964100,63.576874
"2022-04-14",63.709999,64.32,62.650002,62.919998,1138300,62.484489
"2022-04-18",63.07,64.07,62.84,63.68,1167400,63.239231
"2022-04-19",64.010002,65.650002,63.84,65.529999,1079600,65.076424
"2022-04-20",65.68,66.900002,65.18,65.220001,1826700,64.76857
"2022-04-21",66.059998,66.150002,61.77,62.23,1966800,61.799267
"2022-04-22",62.189999,62.52,60.560001,60.740002,1967400,60.31958
"2022-04-25",59.369999,61.240002,58.77,61.09,2811400,60.667156
"2022-04-26",56.84,58.419998,55.049999,55.830002,4341400,55.443565
"2022-04-27",55.279999,56.77,55.060001,56.009998,1986800,55.622318
"2022-04-28",56.66,58.330002,55.919998,57.990002,1902800,57.588615
"2022-04-29",57.849998,58.41,56.27,56.509998,1745100,56.118855
"2022-05-02",57.099998,57.610001,55.619999,57.009998,1416800,56.615395
"2022-05-03",57.380001,58.259998,56.98,57.470001,1497200,57.072212
"2022-05-04",57.790001,59.509998,57.360001,59.48,1752600,59.068298
"2022-05-05",58.73,58.790001,55.990002,57.41,1375200,57.012627
"2022-05-06",57.18,57.330002,55.27,55.91,1168500,55.52301
"2022-05-09",55.09,55.689999,54.23,55.16,1887500,54.778202
"2022-05-10",55.48,56.119999,52.889999,53.889999,1485700,53.516991
"2022-05-11",54.029999,55.639999,53.380001,53.450001,1291100,53.08004
"2022-05-12",53.209999,53.990002,52.18,53.48,1603300,53.109829
"2022-05-13",53.919998,54.439999,52.849998,53.560001,1486000,53.189278
"2022-05-16",53.529999,53.650002,52.34,52.93,1105100,52.563637
"2022-05-17",53.990002,55.110001,53.77,54.900002,1055600,54.520004
"2022-05-18",54.040001,54.060001,52.59,53,1058800,53
"2022-05-19",52.27,53.200001,51.490002,52.060001,2119000,52.060001
"2022-05-20",52.599998,53.139999,50.619999,51.990002,1504600,51.990002
"2022-05-23",52.82,54.610001,52.799999,54.299999,1488000,54.299999
"2022-05-24",54.080002,54.18,52.560001,53.540001,1221200,53.540001
"2022-05-25",53.5,55.310001,53.32,54.959999,1853800,54.959999
"2022-05-26",55.380001,56.68,55.220001,56.389999,1057900,56.389999
"2022-05-27",56.43,57.09,56.060001,57.040001,1071100,57.040001
"2022-05-31",56.490002,57.52,55.59,57.040001,1720600,57.040001
"2022-06-01",56.93,57.009998,55.150002,56,1096200,56
"2022-06-02",55.98,57.139999,55.720001,57.099998,885400,57.099998
"2022-06-03",56.84,56.939999,56.189999,56.540001,848000,56.540001
"2022-06-06",57.189999,57.790001,56.48,56.889999,823300,56.889999
"2022-06-07",56.450001,57.470001,56,57.389999,1136700,57.389999
"2022-06-08",56.790001,56.959999,56.139999,56.529999,746300,56.529999
"2022-06-09",56.529999,56.529999,54.759998,54.77,1178100,54.77
"2022-06-10",53.25,54.220001,52.439999,52.790001,1965300,52.790001
"2022-06-13",51.450001,52.119999,50.73,51.09,2080400,51.09
"2022-06-14",51.400002,53.110001,51.369999,51.82,2056500,51.82
"2022-06-15",52.240002,53.869999,52.139999,53.119999,2872800,53.119999
"2022-06-16",51.66,52.439999,50.869999,51.689999,2035800,51.689999
"2022-06-17",52.080002,53.32,52,52.259998,2780200,52.259998
"2022-06-21",53.41,53.970001,52.73,53.02,1913500,53.02
"2022-06-22",52.299999,53.169998,52.189999,52.560001,1641700,52.560001
"2022-06-23",52.290001,52.349998,50.02,50.84,1362900,50.84
"2022-06-24",51.330002,53.330002,51.049999,53.330002,1935100,53.330002
"2022-06-27",53.689999,53.689999,52.240002,52.610001,1233500,52.610001
"2022-06-28",53.32,53.93,52.610001,52.689999,726600,52.689999
"2022-06-29",52.82,52.82,51.57,51.970001,752400,51.970001
