"","TT.Open","TT.High","TT.Low","TT.Close","TT.Volume","TT.Adjusted"
"2022-01-05",195.429993,196.649994,192.350006,192.669998,1355500,190.89563
"2022-01-06",193,196.820007,192.710007,195.029999,1360000,193.233887
"2022-01-07",194.759995,195.320007,189.160004,189.270004,1112000,187.526947
"2022-01-10",186.919998,190.320007,184.220001,190.139999,1906700,188.388931
"2022-01-11",191.009995,194.639999,190.190002,193.479996,1444000,191.698166
"2022-01-12",195,195.949997,192.029999,195.240005,1364500,193.441956
"2022-01-13",194.940002,197.089996,187.589996,188,1507900,186.268631
"2022-01-14",185.330002,186.059998,179.5,180,2406700,178.3423
"2022-01-18",177.669998,181.080002,175.979996,178.429993,2341800,176.786758
"2022-01-19",179.210007,180.869995,175.649994,175.699997,1922400,174.081909
"2022-01-20",177.259995,180.639999,173.690002,173.75,2500200,172.149872
"2022-01-21",174.860001,177.529999,172.990005,174.979996,3535600,173.36853
"2022-01-24",170.970001,176.639999,168.860001,176.25,1981000,174.626846
"2022-01-25",173.460007,174.839996,169.039993,172.940002,1415400,171.347336
"2022-01-26",173.779999,177.039993,170.789993,172.539993,1515600,170.951004
"2022-01-27",173.919998,175.820007,168.279999,169.199997,1590000,167.641754
"2022-01-28",169.130005,172.210007,166.350006,172.169998,1797000,170.584412
"2022-01-31",171.339996,174.089996,166.759995,173.100006,1834300,171.505859
"2022-02-01",173.889999,173.889999,165.270004,167.179993,2740700,165.640366
"2022-02-02",168.110001,170,164.160004,164.949997,2756000,163.430908
"2022-02-03",165.490005,166.669998,161.320007,161.580002,1864900,160.091934
"2022-02-04",160.779999,161.669998,156.660004,158.740005,2151600,157.278107
"2022-02-07",158.559998,159.610001,156.199997,156.970001,1891500,155.524399
"2022-02-08",158.649994,160.630005,157.139999,159.059998,1757500,157.595154
"2022-02-09",161.529999,164.580002,161.080002,162.179993,2167700,160.686417
"2022-02-10",158.5,162.029999,155.419998,156.160004,1855600,154.721863
"2022-02-11",157.029999,157.820007,151.100006,152.179993,1643300,150.778503
"2022-02-14",151.699997,153.080002,149.610001,151.449997,1538800,150.055237
"2022-02-15",154.020004,155.130005,152.649994,154,1395000,152.581757
"2022-02-16",153.100006,154.389999,152.190002,152.630005,1117400,151.22438
"2022-02-17",152.220001,153.929993,150.75,151.429993,1667600,150.035416
"2022-02-18",150.610001,153.889999,150.610001,152.330002,2044500,150.927124
"2022-02-22",151.589996,153.639999,149.75,150.740005,1533600,149.351776
"2022-02-23",151.800003,151.800003,148.5,148.970001,1474900,147.598083
"2022-02-24",146,151.550003,145.240005,151.229996,1841800,149.837265
"2022-02-25",151.490005,154.839996,150.460007,154.729996,1771300,153.305023
"2022-02-28",152.669998,154.979996,152.059998,153.929993,1865700,152.51239
"2022-03-01",154.389999,154.559998,149.869995,152.059998,1223900,150.659607
"2022-03-02",153.320007,155.850006,153.080002,155.220001,1576700,153.790527
"2022-03-03",156.210007,156.679993,153.75,155.110001,1631200,154.347763
"2022-03-04",153.210007,154.559998,150.320007,151.309998,1200000,150.566437
"2022-03-07",151.279999,151.789993,144.460007,144.539993,2013500,143.829697
"2022-03-08",144.550003,148.979996,142.529999,142.779999,2018500,142.078354
"2022-03-09",146.440002,152.279999,145.970001,150.970001,2189900,150.228104
"2022-03-10",148.639999,149.529999,147.070007,148.850006,1092400,148.11853
"2022-03-11",151.020004,152.520004,148.720001,148.830002,1208000,148.098633
"2022-03-14",149.710007,152.039993,148.309998,151.179993,2352000,150.437073
"2022-03-15",151.970001,153,150.279999,152.289993,1443800,151.541611
"2022-03-16",153.809998,158.240005,152.860001,156.5,1588000,155.730927
"2022-03-17",155,158.100006,154.619995,157.429993,1189000,156.656357
"2022-03-18",156.419998,159.139999,155.139999,158.720001,2002700,157.940018
"2022-03-21",158,158.699997,155.059998,156.330002,1062800,155.561768
"2022-03-22",156.929993,158.139999,156.169998,157.229996,878700,156.457336
"2022-03-23",155.410004,155.550003,152.550003,152.889999,1180400,152.138672
"2022-03-24",153.679993,154.789993,152.729996,154.729996,925400,153.96962
"2022-03-25",154.839996,156.979996,154.039993,155.580002,1237900,154.81546
"2022-03-28",154.820007,157.320007,154.619995,156.779999,1364300,156.009552
"2022-03-29",159.570007,160.809998,157.300003,158.25,1348200,157.472336
"2022-03-30",156.960007,159.119995,156.589996,158.589996,2165500,157.810654
"2022-03-31",157.839996,158.520004,152.679993,152.699997,1822200,151.9496
"2022-04-01",154.729996,155.899994,152.679993,154.850006,1336300,154.08905
"2022-04-04",153.350006,154.389999,152.059998,153.949997,786600,153.193466
"2022-04-05",152.720001,154.970001,151.470001,154.75,2070100,153.989532
"2022-04-06",153.419998,154.710007,150.779999,151.990005,1378100,151.243103
"2022-04-07",150.059998,153.75,150,152.369995,1411600,151.621231
"2022-04-08",151.830002,152.479996,149.009995,149.800003,1014200,149.063858
"2022-04-11",148.830002,149.880005,147.259995,147.860001,1775900,147.133392
"2022-04-12",147.559998,151.470001,145.940002,146.910004,1422100,146.188065
"2022-04-13",147,149.740005,147,148.990005,1064000,148.257843
"2022-04-14",149.179993,150.270004,147.520004,148.050003,3455200,147.322464
"2022-04-18",148.050003,148.899994,145.259995,145.960007,724700,145.242737
"2022-04-19",146.559998,149.860001,146.369995,149.729996,951700,148.994202
"2022-04-20",151.229996,155.839996,150.880005,154.539993,1569900,153.780563
"2022-04-21",157.850006,158.580002,152.570007,152.809998,1754500,152.059067
"2022-04-22",152.089996,152.110001,148.570007,148.889999,1196300,148.158325
"2022-04-25",147.399994,149.570007,144.399994,149.440002,924000,148.705627
"2022-04-26",147.550003,148.240005,144.190002,144.710007,1063500,143.998871
"2022-04-27",143.830002,147.059998,143.669998,144.669998,1140500,143.959061
"2022-04-28",143.5,146.830002,140.5,145.669998,1568800,144.954147
"2022-04-29",144.589996,145.910004,139.339996,139.889999,1880400,139.20256
"2022-05-02",139.919998,142.759995,137.720001,140.529999,1548800,139.839417
"2022-05-03",140.5,141.880005,138.729996,139.5,2827200,138.814468
"2022-05-04",138.360001,141.580002,133.809998,141.210007,2391000,140.516083
"2022-05-05",140.229996,141.610001,135.520004,136.690002,1656900,136.01828
"2022-05-06",135.729996,136.009995,131.479996,134.220001,1496900,133.560425
"2022-05-09",132.570007,136.479996,131,134.529999,1446500,133.868896
"2022-05-10",136.300003,136.600006,131.729996,133.309998,1417700,132.654892
"2022-05-11",133.259995,135.259995,131.039993,131.169998,1374700,130.525406
"2022-05-12",130.389999,135.410004,130.009995,134.429993,1780800,133.769379
"2022-05-13",135.369995,138.320007,135.369995,137.979996,1355400,137.301941
"2022-05-16",137,137.779999,134.039993,135.410004,911900,134.744583
"2022-05-17",137.289993,137.949997,134.460007,136.809998,1408500,136.137695
"2022-05-18",133.839996,135.479996,129.740005,130.110001,1509900,129.470612
"2022-05-19",129.419998,132.710007,128.679993,130.860001,992100,130.216934
"2022-05-20",132.220001,132.820007,128.130005,130.720001,1407200,130.077621
"2022-05-23",132.679993,132.679993,128.559998,131.509995,1194500,130.863739
"2022-05-24",131.100006,132.199997,128.169998,131.729996,1024100,131.082657
"2022-05-25",131.089996,134.729996,130.600006,133.899994,1500300,133.241989
"2022-05-26",135.600006,137.350006,135.529999,136.809998,1025500,136.137695
"2022-05-27",138.220001,140.570007,137.740005,140.5,989400,139.809555
"2022-05-31",138.639999,139.059998,136.520004,138.059998,2507900,137.381546
"2022-06-01",138.429993,138.850006,135.199997,136.339996,1280200,135.669998
"2022-06-02",136.919998,139.550003,136.119995,139.350006,950400,139.350006
"2022-06-03",138.050003,139.029999,137.5,138.440002,689300,138.440002
"2022-06-06",138.860001,139.729996,137.850006,138.240005,1123400,138.240005
"2022-06-07",137.119995,139.940002,136.399994,139.75,873900,139.75
"2022-06-08",138.639999,139.720001,137.460007,137.869995,746900,137.869995
"2022-06-09",137.059998,137.990005,134.080002,134.289993,1305400,134.289993
"2022-06-10",131.850006,132.009995,129.070007,130.210007,923400,130.210007
"2022-06-13",127.660004,129.529999,126.709999,127.610001,1342500,127.610001
"2022-06-14",127.550003,129.380005,125.519997,126.68,1186400,126.68
"2022-06-15",127.790001,129.869995,126.150002,127.82,1084600,127.82
"2022-06-16",125.07,125.349998,121.089996,121.93,1224200,121.93
"2022-06-17",121.360001,123.339996,120.639999,120.970001,2309900,120.970001
"2022-06-21",122.57,124.769997,122.010002,124.150002,1604600,124.150002
"2022-06-22",122.370003,125.709999,122.080002,124.959999,1591300,124.959999
"2022-06-23",124.589996,127.620003,124.010002,127.519997,1457200,127.519997
"2022-06-24",128.619995,131.649994,127.779999,131.490005,1883800,131.490005
"2022-06-27",131.940002,132.190002,129.740005,131.479996,962200,131.479996
"2022-06-28",131.690002,132.690002,128.759995,128.910004,984900,128.910004
"2022-06-29",128.690002,130.429993,126.57,130.080002,1113600,130.080002
