"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"2022-01-06",236.970001,236.970001,229.589996,233.75,511700,229.318085
"2022-01-07",233.940002,234.320007,226.830002,227.039993,586600,222.735291
"2022-01-10",224.660004,225.740005,219.960007,222.449997,686100,218.23233
"2022-01-11",223.330002,227.399994,219,227.300003,520600,222.990387
"2022-01-12",226.990005,229.699997,223.179993,225.259995,548400,220.989059
"2022-01-13",226.75,230.740005,225.350006,226.770004,550100,222.470428
"2022-01-14",223.210007,223.210007,214.009995,217.020004,1010800,212.905289
"2022-01-18",214.330002,214.330002,207.070007,209.75,886500,205.773132
"2022-01-19",211.100006,211.740005,206.75,206.869995,905400,202.947723
"2022-01-20",207.550003,209.800003,200.960007,201.399994,864400,197.581436
"2022-01-21",201.869995,205.779999,200.820007,201.520004,917900,197.699173
"2022-01-24",197,208.149994,196.350006,207.199997,1105900,203.271469
"2022-01-25",201.539993,211.350006,201.279999,208.110001,1013600,204.16423
"2022-01-26",211.220001,213.119995,204.380005,207.649994,1682500,203.712936
"2022-01-27",211.520004,214.100006,197.419998,199.830002,1654400,196.041214
"2022-01-28",199.610001,205.330002,197.929993,205.190002,936300,201.299576
"2022-01-31",203.830002,210.289993,203.830002,210.190002,799200,206.204788
"2022-02-01",209.899994,211.190002,205.089996,208.479996,818200,204.527206
"2022-02-02",209.449997,211.289993,204.630005,211.279999,641400,207.274109
"2022-02-03",209.190002,209.839996,205.100006,205.619995,477000,201.72142
"2022-02-04",204.240005,205.389999,200.089996,202,581000,198.170059
"2022-02-07",202.520004,204.179993,199.350006,200.160004,453600,196.36496
"2022-02-08",201.070007,203.320007,198.899994,200.529999,713400,196.727936
"2022-02-09",202.800003,207.619995,202.029999,206.210007,672000,202.300247
"2022-02-10",203.559998,206.639999,199.270004,199.580002,630500,195.795959
"2022-02-11",200,201.729996,193.470001,195.669998,887600,191.960083
"2022-02-14",196.020004,198.949997,194.479996,196.619995,573800,192.892059
"2022-02-15",201.580002,205.229996,201.050003,204.380005,728000,200.504944
"2022-02-16",202.990005,207.110001,202.419998,206.369995,753400,202.457199
"2022-02-17",205.380005,207.929993,203.330002,204.929993,602600,201.04451
"2022-02-18",204.5,207.130005,203.259995,204.539993,571900,200.661896
"2022-02-22",203.110001,205.350006,194.75,197.809998,1127900,194.059509
"2022-02-23",199.830002,201.949997,193.729996,194.169998,988100,190.48851
"2022-02-24",188.110001,198.649994,187.369995,198.179993,1044100,196.190689
"2022-02-25",196.479996,205.5,196.479996,204.449997,923800,202.397766
"2022-02-28",201.179993,203,198.199997,201.270004,888800,199.249695
"2022-03-01",200.720001,202.440002,197.110001,201.229996,771900,199.210083
"2022-03-02",203.5,209.360001,201.199997,206.539993,1026900,204.466782
"2022-03-03",208.559998,210.990005,205.119995,209.429993,870300,207.327774
"2022-03-04",206.539993,209.869995,200.399994,203.889999,1328700,201.843384
"2022-03-07",201.570007,203.330002,189.520004,189.839996,1926000,187.934418
"2022-03-08",189.119995,199.949997,188.330002,192.490005,1481500,190.557816
"2022-03-09",196.399994,199.470001,193.669998,196.399994,1072100,194.428558
"2022-03-10",193.630005,193.929993,187.309998,188.110001,1429800,186.221786
"2022-03-11",190.919998,192.460007,185,185.399994,1070800,183.538971
"2022-03-14",188.020004,188.949997,183.25,186.179993,1171600,184.311142
"2022-03-15",188.860001,192,187.169998,190.089996,769200,188.1819
"2022-03-16",191.100006,196.220001,188.389999,193.580002,759300,191.636871
"2022-03-17",191.600006,195.929993,190.429993,195.460007,576900,193.498016
"2022-03-18",190.619995,195.289993,186.449997,194.720001,2281500,192.765427
"2022-03-21",194.300003,194.929993,185.380005,186.800003,1267600,184.924942
"2022-03-22",188.369995,191.589996,187.619995,188.839996,797300,186.944458
"2022-03-23",187.630005,188.490005,182.720001,182.809998,820100,180.974976
"2022-03-24",183.399994,183.820007,181,182.789993,1031400,180.95517
"2022-03-25",183.050003,184.100006,180.550003,181.380005,801400,179.559341
"2022-03-28",181.110001,183.699997,180.259995,182.5,1359300,180.668091
"2022-03-29",186.110001,191.360001,185.199997,187.110001,2259000,185.231827
"2022-03-30",186.720001,186.970001,180.300003,180.320007,1173500,178.509979
"2022-03-31",180.050003,180.050003,172.630005,172.779999,1610900,171.045654
"2022-04-01",174.75,175.050003,169.25,172.440002,1235100,170.709076
"2022-04-04",173.039993,176.899994,172.559998,175.089996,1124300,173.332474
"2022-04-05",174.199997,176.5,171.589996,172.779999,924500,171.045654
"2022-04-06",170.009995,171.470001,167.399994,167.929993,1166600,166.244339
"2022-04-07",167.529999,169.550003,164.520004,168.639999,1173200,166.94722
"2022-04-08",168.5,173.630005,165.5,172.080002,1327600,170.352692
"2022-04-11",171.800003,179.570007,171.800003,176.429993,1328800,174.659012
"2022-04-12",177.770004,181.690002,174.399994,174.600006,1050500,172.847397
"2022-04-13",174,177.699997,173.089996,177.160004,798800,175.381699
"2022-04-14",176.089996,178.119995,170.449997,170.550003,1451800,168.838043
"2022-04-18",170.089996,172.220001,168.130005,170.779999,997500,169.065735
"2022-04-19",171.910004,177.100006,171.910004,176.550003,932200,174.777817
"2022-04-20",177.850006,180.199997,175.5,178.089996,1060500,176.302353
"2022-04-21",180.889999,182.479996,176.330002,178.100006,886600,176.312271
"2022-04-22",177.25,177.25,172.699997,173.820007,1114200,172.075226
"2022-04-25",173.5,179,169.809998,178.869995,2564400,177.074524
"2022-04-26",186.949997,194.869995,184.240005,187.160004,4429100,185.281326
"2022-04-27",184.25,191.860001,181.580002,183.020004,1992500,181.182877
"2022-04-28",184.919998,189.009995,181.600006,185.279999,953300,183.420181
"2022-04-29",184.889999,187.910004,180.979996,181.520004,1236900,179.697937
"2022-05-02",181.199997,185.839996,179.610001,185.270004,1019400,183.410294
"2022-05-03",186.009995,191.619995,184.710007,190.429993,1033300,188.518494
"2022-05-04",189.490005,199.070007,188.570007,198.190002,1415100,196.200607
"2022-05-05",193.919998,195.910004,187.910004,190.029999,925100,188.122513
"2022-05-06",188.130005,192.399994,184.270004,191.089996,818600,189.17186
"2022-05-09",188.220001,195.550003,188.220001,193.339996,1304600,191.399277
"2022-05-10",195.800003,196.300003,185.149994,188.589996,831900,186.69696
"2022-05-11",187.610001,188.789993,175.910004,176.529999,1064700,174.758026
"2022-05-12",176.5,185.190002,175.679993,182.460007,1155600,180.62851
"2022-05-13",183.820007,187.360001,180.869995,182.960007,693600,181.123489
"2022-05-16",180.610001,182.839996,175.279999,180.929993,772600,179.113846
"2022-05-17",184.490005,187.020004,180.850006,186.630005,668900,184.756638
"2022-05-18",179.050003,180.190002,171.039993,174.339996,1744600,172.589996
"2022-05-19",171.360001,175,169.809998,171.820007,1042000,171.820007
"2022-05-20",174.160004,174.160004,167.289993,173.809998,1278300,173.809998
"2022-05-23",174.779999,175.75,171.199997,173.880005,806300,173.880005
"2022-05-24",172.229996,172.259995,165.850006,167.910004,1138400,167.910004
"2022-05-25",166.970001,175.589996,166.970001,173.869995,929400,173.869995
"2022-05-26",175,181.630005,175,178.960007,1338400,178.960007
"2022-05-27",179.729996,182.830002,179.419998,182.809998,864800,182.809998
"2022-05-31",180.860001,186.110001,179.570007,184.240005,1395700,184.240005
"2022-06-01",184.25,185,180.520004,180.529999,916100,180.529999
"2022-06-02",181.539993,181.839996,178.169998,180.529999,862900,180.529999
"2022-06-03",178.929993,179.570007,175.259995,176.039993,860200,176.039993
"2022-06-06",176.580002,177.990005,175.190002,175.779999,710800,175.779999
"2022-06-07",169.550003,173.279999,166.820007,173.149994,1252900,173.149994
"2022-06-08",171.440002,172.690002,169.139999,170.320007,634400,170.320007
"2022-06-09",170.080002,174.160004,169.5,170.610001,622800,170.610001
"2022-06-10",168.190002,169.570007,164.190002,164.350006,707700,164.350006
"2022-06-13",163.229996,163.229996,156.589996,157.979996,975600,157.979996
"2022-06-14",157.919998,159.399994,153.009995,155.360001,869600,155.360001
"2022-06-15",156.830002,160.529999,154.699997,155.520004,1125200,155.520004
"2022-06-16",151.25,152,145.929993,147.449997,1742500,147.449997
"2022-06-17",147.550003,152.289993,145.960007,151.25,2112200,151.25
"2022-06-21",154.580002,155.850006,152.009995,153.020004,855300,153.020004
"2022-06-22",149.639999,153.360001,148.360001,152.800003,827100,152.800003
"2022-06-23",153.190002,163.770004,153.190002,163.580002,1658300,163.580002
"2022-06-24",164.919998,167.720001,161.830002,166.350006,1530000,166.350006
"2022-06-27",167,167.479996,162.809998,163.880005,849700,163.880005
"2022-06-28",164.630005,165.990005,160.800003,161.029999,756200,161.029999
"2022-06-29",160.690002,161.660004,157.160004,157.740005,723000,157.740005
