"","SNA.Open","SNA.High","SNA.Low","SNA.Close","SNA.Volume","SNA.Adjusted"
"2022-01-04",215.320007,221.600006,215.139999,220.889999,329300,217.99437
"2022-01-05",221.600006,224.440002,218.679993,219.130005,271100,216.257446
"2022-01-06",221.190002,222.690002,218.729996,219.740005,198500,216.859451
"2022-01-07",219.309998,221.169998,218.419998,219.039993,249800,216.16861
"2022-01-10",217.850006,219.380005,216.110001,217.690002,246900,214.836319
"2022-01-11",218.630005,219.199997,212.889999,216.449997,301500,213.612579
"2022-01-12",217.720001,219.339996,216.5,218.860001,197900,215.990982
"2022-01-13",220.520004,221.800003,218.729996,220.460007,328100,217.570023
"2022-01-14",217.660004,220.270004,215.919998,220.130005,403600,217.244339
"2022-01-18",218.529999,218.75,212.970001,214.550003,329000,211.737473
"2022-01-19",215.160004,216.320007,212.199997,212.610001,333200,209.822906
"2022-01-20",213.270004,215.149994,209.570007,209.720001,245600,206.970795
"2022-01-21",209.570007,210.589996,205.080002,205.860001,329600,203.161392
"2022-01-24",203.179993,211.100006,201.770004,210.779999,380500,208.016891
"2022-01-25",207.449997,210.990005,204.100006,208.940002,340300,206.201019
"2022-01-26",210.639999,214.360001,206.869995,208.710007,287700,205.97403
"2022-01-27",210.199997,212.520004,202.919998,205.080002,311400,202.391617
"2022-01-28",203.839996,206.720001,200.110001,206.539993,265600,203.832474
"2022-01-31",204.929993,208.660004,204.169998,208.25,288500,205.520065
"2022-02-01",207.660004,210.419998,205.990005,210.199997,385700,207.444504
"2022-02-02",210.729996,212.470001,209.110001,211.059998,486000,208.293228
"2022-02-03",211.570007,219.5,210,216.729996,666600,213.888901
"2022-02-04",216.830002,216.830002,209.380005,213.699997,399100,210.898605
"2022-02-07",214.279999,214.279999,209.869995,210.309998,373400,207.553055
"2022-02-08",210.889999,213.190002,209.149994,211.990005,360400,209.211044
"2022-02-09",213.270004,217.320007,212.660004,214.729996,244800,211.9151
"2022-02-10",212.729996,215.690002,210.630005,211.669998,224100,208.895233
"2022-02-11",212.050003,214.029999,207.169998,208.919998,425500,206.18129
"2022-02-14",209.529999,211.300003,206.830002,210.710007,247100,207.94783
"2022-02-15",213.5,217.929993,213.5,216.220001,381300,213.38559
"2022-02-16",214.479996,219.710007,214.479996,218.360001,473600,215.497543
"2022-02-17",216.710007,219.190002,214.520004,216.339996,338500,213.504013
"2022-02-18",215.770004,218.25,214.929993,215.470001,375500,212.645416
"2022-02-22",214.490005,215.369995,207.919998,208.809998,328400,207.439804
"2022-02-23",209.479996,210.139999,203.059998,203.490005,445600,202.154724
"2022-02-24",199.5,205.369995,197.75,204.949997,350000,203.605133
"2022-02-25",205.300003,212.369995,205.029999,212.100006,361600,210.708221
"2022-02-28",209.350006,212.380005,208.059998,210.179993,499300,208.800812
"2022-03-01",209.130005,210.339996,200.190002,202,379300,200.674484
"2022-03-02",204.580002,211.070007,203.929993,209.25,331000,207.876923
"2022-03-03",210.759995,212.339996,208.5,210.649994,309400,209.267715
"2022-03-04",207.050003,207.710007,204.039993,207.5,319100,206.138397
"2022-03-07",207.5,207.5,201.350006,204.149994,478300,202.810379
"2022-03-08",206.589996,214.080002,205.369995,206.350006,503900,204.995956
"2022-03-09",210.729996,212.270004,207.389999,207.690002,297800,206.327148
"2022-03-10",204.380005,207.339996,204.380005,207.020004,213300,205.66156
"2022-03-11",207.949997,209.429993,205.529999,205.699997,223000,204.350204
"2022-03-14",205,206.520004,202.179993,204.720001,724400,203.376648
"2022-03-15",206.600006,206.600006,200.449997,202.589996,576900,201.26062
"2022-03-16",203.669998,206.770004,202.240005,206.220001,468000,204.866806
"2022-03-17",205,210.360001,204.509995,210.350006,408900,208.969696
"2022-03-18",210.279999,214.809998,207.910004,213.990005,1199600,212.585815
"2022-03-21",214.169998,216.350006,211.990005,212.789993,424200,211.393677
"2022-03-22",214.690002,214.690002,211.089996,212.570007,224300,211.17514
"2022-03-23",212.070007,212.089996,205.639999,207.160004,313100,205.800629
"2022-03-24",208.050003,208.660004,205.139999,206.910004,290000,205.552277
"2022-03-25",207.589996,209.559998,206.059998,208.820007,270700,207.449738
"2022-03-28",208.520004,208.520004,203.119995,205.860001,488300,204.509155
"2022-03-29",207.130005,211.380005,206.660004,210.729996,555300,209.347198
"2022-03-30",209.759995,212.539993,208.539993,209,234500,207.628555
"2022-03-31",208.100006,211.190002,205.410004,205.479996,346500,204.131653
"2022-04-01",206.779999,207.5,201.759995,203.699997,335300,202.363327
"2022-04-04",203.039993,208.610001,201,208.600006,347400,207.231186
"2022-04-05",208.160004,209.820007,205.800003,206.259995,275500,204.906525
"2022-04-06",204.869995,208.5,203.509995,207.369995,317600,206.009247
"2022-04-07",207.199997,207.869995,203.490005,205.289993,347900,203.942886
"2022-04-08",206.440002,211.490005,205.229996,208.399994,465200,207.032486
"2022-04-11",208.949997,212.830002,208.949997,210.779999,330400,209.396881
"2022-04-12",211.220001,214.639999,210.479996,210.559998,344500,209.178314
"2022-04-13",209.039993,211.899994,208.789993,210.639999,314900,209.257797
"2022-04-14",211.520004,212.25,209.589996,211.160004,256000,209.774384
"2022-04-18",209.979996,217.389999,209.979996,216.300003,537400,214.880661
"2022-04-19",217.649994,227.470001,217.429993,226.869995,911300,225.381287
"2022-04-20",228.449997,231.139999,225.820007,226.320007,702900,224.834915
"2022-04-21",232.990005,235.360001,225.5,226.190002,1076400,224.705765
"2022-04-22",226.839996,226.839996,221.740005,222.380005,576700,220.920761
"2022-04-25",221.020004,224.470001,214.660004,223.259995,578600,221.794983
"2022-04-26",221.979996,223.259995,219.070007,219.610001,342100,218.16893
"2022-04-27",220.960007,223.399994,219.100006,220.419998,392800,218.973618
"2022-04-28",221.509995,221.509995,216.009995,220.240005,574400,218.7948
"2022-04-29",219.830002,220.210007,211.830002,212.490005,480600,211.095657
"2022-05-02",213.350006,216.419998,209.600006,214.220001,369500,212.814301
"2022-05-03",215.089996,220.080002,215.089996,219.779999,384900,218.337814
"2022-05-04",220.550003,228.559998,219.229996,227.949997,360900,226.454208
"2022-05-05",225.570007,226.960007,219.839996,221.970001,345700,220.513443
"2022-05-06",222.119995,222.119995,215.520004,218.130005,351300,216.698654
"2022-05-09",215.330002,220.110001,215.330002,217.960007,320100,216.52977
"2022-05-10",219.380005,220,211.720001,214,387400,212.595749
"2022-05-11",215,217.929993,210.330002,210.910004,284200,209.526031
"2022-05-12",209.839996,214.830002,209.110001,214.75,317700,213.34082
"2022-05-13",215.949997,217.770004,214.740005,216.490005,174400,215.069412
"2022-05-16",215.929993,218.270004,211.690002,216.839996,247600,215.417099
"2022-05-17",219.889999,223.410004,219.410004,223.369995,365000,221.904251
"2022-05-18",222,222.729996,215.880005,216.399994,357100,214.979996
"2022-05-19",213.190002,218.809998,211.910004,215.029999,440800,215.029999
"2022-05-20",216.740005,218.440002,206.350006,209.960007,387900,209.960007
"2022-05-23",211.970001,214.149994,210.460007,212.320007,291200,212.320007
"2022-05-24",212.259995,212.929993,207.270004,211.919998,313800,211.919998
"2022-05-25",210.320007,215.539993,209.25,215.210007,300400,215.210007
"2022-05-26",217.080002,220.100006,216.820007,219.270004,326000,219.270004
"2022-05-27",220.779999,223.029999,220.119995,222.899994,232900,222.899994
"2022-05-31",220.610001,222.990005,219.020004,221.880005,406900,221.880005
"2022-06-01",223.190002,223.240005,214.800003,216.960007,290300,216.960007
"2022-06-02",218.020004,220.800003,217.279999,220.490005,150900,220.490005
"2022-06-03",219.070007,220.419998,218.050003,220.190002,164400,220.190002
"2022-06-06",220.889999,222.289993,220.199997,221.559998,202100,221.559998
"2022-06-07",220.460007,224.729996,219.119995,224.679993,242000,224.679993
"2022-06-08",222.75,224,221.020004,221.240005,229600,221.240005
"2022-06-09",220.479996,222.669998,218.380005,218.669998,159100,218.669998
"2022-06-10",214.740005,215.070007,209.130005,209.360001,263500,209.360001
"2022-06-13",205.949997,208.419998,202.770004,205.940002,303500,205.940002
"2022-06-14",206.050003,208.389999,203.380005,205.570007,260900,205.570007
"2022-06-15",206.259995,207.380005,202.800003,203.839996,307100,203.839996
"2022-06-16",200.190002,200.190002,190.429993,191.820007,531000,191.820007
"2022-06-17",191.509995,197.690002,190.080002,195.729996,1240400,195.729996
"2022-06-21",198.639999,199.050003,196.190002,197.539993,277300,197.539993
"2022-06-22",194.75,197.699997,194.119995,196.600006,274100,196.600006
"2022-06-23",196.449997,198.5,192.940002,195.820007,230800,195.820007
"2022-06-24",197,202.720001,196.429993,201.869995,391100,201.869995
"2022-06-27",203,205.220001,200.880005,204.070007,221000,204.070007
"2022-06-28",205.960007,206.610001,201,201.110001,291100,201.110001
"2022-06-29",201.600006,201.600006,198.210007,198.869995,199900,198.869995
