"","AEE.Open","AEE.High","AEE.Low","AEE.Close","AEE.Volume","AEE.Adjusted"
"2022-01-05",88.110001,89.089996,87.790001,88.330002,1135800,87.192383
"2022-01-06",88.199997,88.849998,87.669998,87.900002,865500,86.767921
"2022-01-07",87.629997,88.709999,87.269997,88.239998,822800,87.103539
"2022-01-10",88.300003,88.5,86.889999,87.510002,1321100,86.38295
"2022-01-11",87.5,87.980003,86.349998,86.970001,1591700,85.849899
"2022-01-12",86.839996,87.970001,86.370003,87.709999,1057100,86.580368
"2022-01-13",87.790001,89.5,87.459999,88.860001,1739500,87.715553
"2022-01-14",88.589996,89,87.830002,88.089996,1952300,86.955467
"2022-01-18",87.68,87.980003,86.449997,87.620003,1202700,86.491524
"2022-01-19",87.839996,88.330002,87.230003,87.639999,929900,86.511269
"2022-01-20",87.860001,89.059998,87.669998,87.879997,956200,86.748169
"2022-01-21",88.589996,88.959999,87.459999,87.720001,1157900,86.590233
"2022-01-24",87.459999,88.129997,84.290001,86.400002,1937900,85.287239
"2022-01-25",85.639999,86.959999,85.32,85.980003,1211000,84.87265
"2022-01-26",86.089996,86.970001,84.779999,85.580002,1481500,84.477798
"2022-01-27",86.290001,87.190002,85.769997,86.32,1865300,85.208275
"2022-01-28",86.160004,87.650002,85.419998,87.650002,2766500,86.521133
"2022-01-31",87.099998,88.830002,86.800003,88.739998,2207800,87.597092
"2022-02-01",88.620003,89.110001,86.959999,87.589996,2278300,86.461906
"2022-02-02",87.550003,88.790001,87.459999,88.559998,1292700,87.419418
"2022-02-03",88.779999,89.190002,87.889999,88.010002,917200,86.876511
"2022-02-04",87.290001,87.93,86.279999,86.879997,807100,85.761055
"2022-02-07",86.669998,87.629997,86.400002,87.360001,1277200,86.234871
"2022-02-08",87.699997,87.900002,87.160004,87.389999,855300,86.264488
"2022-02-09",87.919998,88.239998,87.360001,87.709999,975800,86.580368
"2022-02-10",86.970001,87.419998,85.370003,85.559998,1110000,84.458054
"2022-02-11",85.790001,86.309998,85.279999,85.720001,1349800,84.615997
"2022-02-14",86.209999,86.459999,84.139999,85.129997,1324600,84.033585
"2022-02-15",85.639999,86.050003,83.959999,84.379997,958400,83.293251
"2022-02-16",84.410004,84.879997,83.540001,84.470001,803300,83.382095
"2022-02-17",84.349998,85.040001,83.550003,84.510002,1055200,83.421577
"2022-02-18",83.540001,85.43,83.5,84.669998,1379500,83.579514
"2022-02-22",85.290001,85.809998,83.980003,84.919998,970400,83.826302
"2022-02-23",84.910004,85.209999,83.650002,83.760002,876000,82.681244
"2022-02-24",83.290001,83.68,81.769997,83.25,1259700,82.177803
"2022-02-25",84.099998,86.059998,83.989998,86.029999,1334000,84.921997
"2022-02-28",85.32,86.18,85.019997,85.949997,1519200,84.843033
"2022-03-01",85.900002,86.379997,84.010002,84.790001,1213800,83.697975
"2022-03-02",84.849998,86.25,84.730003,85.989998,1297000,84.882523
"2022-03-03",86.139999,87.650002,86.139999,87.300003,908700,86.175652
"2022-03-04",87.029999,89.599998,86.82,89.519997,1158200,88.36705
"2022-03-07",89.580002,89.849998,88.379997,89.57,1787800,88.416405
"2022-03-08",89.470001,89.620003,87.730003,87.75,1616500,87.194199
"2022-03-09",88.580002,88.580002,86.620003,86.739998,1930900,86.190598
"2022-03-10",86.419998,87.709999,86.230003,87.550003,983000,86.995468
"2022-03-11",87.370003,88.529999,87.260002,87.489998,933100,86.935844
"2022-03-14",88.150002,88.599998,86.949997,87.379997,791700,86.826546
"2022-03-15",88.25,88.5,87.540001,88.459999,1262100,87.899704
"2022-03-16",88.370003,88.650002,86.870003,87.93,1189400,87.373062
"2022-03-17",88.169998,89.139999,87.879997,88.610001,1319700,88.048752
"2022-03-18",88.57,89.019997,87.650002,87.849998,2223300,87.293564
"2022-03-21",88.07,89.639999,88.07,89.459999,1362200,88.893372
"2022-03-22",89.830002,89.830002,88.400002,88.580002,1149500,88.018944
"2022-03-23",88.779999,89.589996,88.25,89.129997,1530000,88.56546
"2022-03-24",89.040001,90.019997,88.839996,89.550003,893100,88.982803
"2022-03-25",89.989998,91.18,89.559998,90.779999,1675500,90.205009
"2022-03-28",90.790001,92,89.980003,91.800003,1838000,91.218552
"2022-03-29",92.019997,92.459999,91.419998,92.400002,1533700,91.814751
"2022-03-30",92.57,93.870003,92.169998,93.82,1752900,93.225754
"2022-03-31",93.669998,94.730003,93.669998,93.760002,1512800,93.166138
"2022-04-01",93.720001,94.849998,93.110001,94.790001,1246300,94.189613
"2022-04-04",94.220001,94.82,93.209999,94.389999,1019400,93.792145
"2022-04-05",94.559998,95.82,94.449997,94.940002,1409200,94.338661
"2022-04-06",95.220001,97.5,95.080002,97.129997,1735800,96.514786
"2022-04-07",97,97.120003,95.93,96.800003,1314100,96.186882
"2022-04-08",97.239998,97.519997,96.410004,97.07,1352300,96.45517
"2022-04-11",97.199997,97.610001,96.230003,96.480003,1097100,95.868912
"2022-04-12",96.25,97.220001,95.800003,96.75,847600,96.137199
"2022-04-13",96.75,97.029999,95.790001,96.25,1132300,95.640366
"2022-04-14",96.599998,96.93,96.160004,96.25,795300,95.640366
"2022-04-18",96.559998,97,95.620003,96.080002,758600,95.471443
"2022-04-19",96.540001,96.82,96.209999,96.620003,1111300,96.008026
"2022-04-20",97.519997,98.629997,97.199997,98.510002,1253300,97.886047
"2022-04-21",98.489998,99.199997,97.660004,97.809998,1182900,97.190483
"2022-04-22",97.690002,97.989998,96.68,96.879997,1111100,96.266373
"2022-04-25",97.120003,97.459999,94.839996,95.919998,1397900,95.312454
"2022-04-26",95.75,96.699997,94.900002,94.919998,884300,94.318787
"2022-04-27",94.940002,95.690002,93.769997,94.330002,1038400,93.732529
"2022-04-28",94.639999,95.639999,94.010002,95.449997,1155400,94.845428
"2022-04-29",94.940002,95,92.779999,92.900002,1537500,92.311584
"2022-05-02",93.419998,94.019997,90.910004,92,1254500,91.417282
"2022-05-03",92.620003,93.82,91.900002,92.419998,1174000,91.834618
"2022-05-04",92.699997,94.050003,92.480003,93.860001,1136300,93.265503
"2022-05-05",93.440002,93.970001,92.550003,93.25,1272300,92.659363
"2022-05-06",92.610001,93.400002,91.720001,92.650002,1800600,92.063164
"2022-05-09",92.190002,93.379997,91.169998,92.68,1699100,92.092972
"2022-05-10",92.68,93.93,90.870003,92.889999,2522800,92.301643
"2022-05-11",92.769997,94.860001,92.669998,93.419998,1635800,92.828285
"2022-05-12",93.540001,93.760002,91.18,92.610001,1439100,92.023422
"2022-05-13",93.089996,93.300003,91.599998,93.110001,1413500,92.520256
"2022-05-16",93.370003,93.480003,92.120003,92.980003,1196600,92.391075
"2022-05-17",93.449997,93.919998,92.050003,93.5,1389200,92.907784
"2022-05-18",93.879997,93.900002,92.300003,92.800003,1414800,92.212219
"2022-05-19",92.519997,92.800003,91.379997,92.480003,1392400,91.894249
"2022-05-20",92.849998,92.970001,91.800003,92.639999,2045300,92.05323
"2022-05-23",93.620003,93.879997,92.360001,93.230003,1176300,92.639496
"2022-05-24",93.449997,95.809998,92.959999,95.510002,1415500,94.905052
"2022-05-25",95.709999,95.709999,94.940002,95.489998,1278700,94.885178
"2022-05-26",96.32,96.690002,95.839996,95.870003,1164800,95.262772
"2022-05-27",95.620003,96.730003,95.279999,96.550003,1116300,95.938469
"2022-05-31",95.5,96.029999,94.550003,95.190002,1581300,94.587082
"2022-06-01",95.32,95.32,94.080002,94.370003,1312100,93.77227
"2022-06-02",94.75,94.919998,92.870003,94.110001,2610500,93.513916
"2022-06-03",94.120003,94.589996,93.25,93.309998,1615100,92.718979
"2022-06-06",93.629997,94.029999,92.879997,93.150002,1713800,92.559998
"2022-06-07",92.129997,94.099998,91.949997,93.720001,2733600,93.720001
"2022-06-08",93.440002,93.440002,92.050003,92.339996,2412400,92.339996
"2022-06-09",92.389999,92.709999,89.879997,89.940002,1094200,89.940002
"2022-06-10",89.029999,89.989998,88.650002,89.239998,970700,89.239998
"2022-06-13",88.230003,88.5,85.129997,85.580002,1563200,85.580002
"2022-06-14",85.559998,85.970001,82.580002,83.300003,1544000,83.300003
"2022-06-15",83.849998,84.589996,82.330002,83.260002,1263900,83.260002
"2022-06-16",82.160004,82.43,81.199997,82,1332500,82
"2022-06-17",82.209999,82.639999,80.589996,81.389999,2183300,81.389999
"2022-06-21",81.650002,82.949997,81.459999,82.449997,1576300,82.449997
"2022-06-22",82.099998,83.830002,82.099998,83.279999,1554700,83.279999
"2022-06-23",83.440002,85.379997,83.339996,85.309998,1682600,85.309998
"2022-06-24",85.690002,88.510002,85.309998,87.910004,3015300,87.910004
"2022-06-27",87.589996,89.239998,87.370003,88.970001,1748500,88.970001
"2022-06-28",89.360001,90.400002,89.059998,89.599998,1628100,89.599998
"2022-06-29",89.790001,90.260002,88.940002,89.639999,1302400,89.639999
