"","KEYS.Open","KEYS.High","KEYS.Low","KEYS.Close","KEYS.Volume","KEYS.Adjusted"
"2022-01-07",191.979996,193.059998,186.850006,188,1001700,188
"2022-01-10",185.789993,186.949997,182.173004,186.779999,1415400,186.779999
"2022-01-11",188,191.850006,185.850006,191.699997,984900,191.699997
"2022-01-12",192.75,193.919998,189.880005,190.399994,745100,190.399994
"2022-01-13",190.399994,191.779999,186.220001,186.610001,1198100,186.610001
"2022-01-14",185,187.259003,184.440002,187.139999,1001900,187.139999
"2022-01-18",183.660004,185.169998,180.955002,181.419998,1137900,181.419998
"2022-01-19",181.660004,185,179.800003,180.449997,1144400,180.449997
"2022-01-20",181.839996,183.929993,176.949997,177.479996,1314000,177.479996
"2022-01-21",175.529999,177.050003,173.039993,173.419998,3302700,173.419998
"2022-01-24",171.690002,176.020004,166.791,175.360001,1525700,175.360001
"2022-01-25",171.380005,172.210007,167.380997,168.770004,1500100,168.770004
"2022-01-26",171.5,174.539993,166.880005,168.490005,1567500,168.490005
"2022-01-27",169.919998,170.630005,160.789993,161.119995,2284100,161.119995
"2022-01-28",161.970001,164.080002,156.630005,164.020004,2530000,164.020004
"2022-01-31",164.759995,169.070007,164.5,168.820007,1811500,168.820007
"2022-02-01",170.130005,170.619995,165.453003,169.059998,1459200,169.059998
"2022-02-02",170.270004,173,170.050003,171.259995,1069200,171.259995
"2022-02-03",168.119995,169.113998,165.5,165.880005,1306600,165.880005
"2022-02-04",164.820007,167.809998,164.100006,166.210007,1075700,166.210007
"2022-02-07",166.210007,168.160004,165.570007,166.080002,1410100,166.080002
"2022-02-08",165.160004,168.660004,164.559998,168.419998,1672400,168.419998
"2022-02-09",171.059998,172.354996,169.570007,172.149994,775200,172.149994
"2022-02-10",168.440002,173.097,167.5,169.229996,1545900,169.229996
"2022-02-11",170.429993,171.979996,164.139999,165.039993,1356900,165.039993
"2022-02-14",164.850006,167.145004,163.839996,165.929993,1519000,165.929993
"2022-02-15",168.440002,169.789993,167.050003,169.770004,1076700,169.770004
"2022-02-16",168.380005,170.419998,166.130005,170.130005,1055300,170.130005
"2022-02-17",167.979996,168.880005,165.199997,165.5,1258300,165.5
"2022-02-18",161.479996,163.919998,156.460007,160.589996,1904700,160.589996
"2022-02-22",160.009995,162.130005,157.160004,158.589996,1452200,158.589996
"2022-02-23",159.619995,160.190002,153.25,153.350006,1389100,153.350006
"2022-02-24",148,159.039993,147.770004,158.5,1227400,158.5
"2022-02-25",157.990005,160.440002,156.960007,159.979996,958600,159.979996
"2022-02-28",158.279999,158.929993,155.330002,157.369995,1330200,157.369995
"2022-03-01",157.080002,158.380005,151.899994,153.289993,1499700,153.289993
"2022-03-02",154.669998,158.839996,154.410004,157.860001,971000,157.860001
"2022-03-03",158.360001,159.460007,154.550003,155.399994,1000400,155.399994
"2022-03-04",154,154.960007,150.5,151.669998,958700,151.669998
"2022-03-07",151.699997,152.979996,146.820007,146.869995,1267600,146.869995
"2022-03-08",146.860001,150.490005,145.179993,146.289993,1133300,146.289993
"2022-03-09",150.460007,152.358002,149.360001,151.050003,940400,151.050003
"2022-03-10",147.690002,149.074997,145.580002,146.490005,858400,146.490005
"2022-03-11",149.160004,149.679993,145.729996,145.869995,870800,145.869995
"2022-03-14",145.940002,148.990005,143.679993,143.979996,1168000,143.979996
"2022-03-15",145.470001,149.940002,145.190002,149.660004,1182300,149.660004
"2022-03-16",151.660004,156.160995,150.320007,154.410004,1329400,154.410004
"2022-03-17",153.149994,156.865005,152.690002,156.75,1138800,156.75
"2022-03-18",156.740005,161.690002,156.145004,161.410004,1682300,161.410004
"2022-03-21",161,162.160004,158.184998,160.279999,1123400,160.279999
"2022-03-22",161.179993,162.75,158.649994,158.860001,1384100,158.860001
"2022-03-23",158.039993,159.289993,155.070007,156.350006,792300,156.350006
"2022-03-24",157.130005,159.289993,156.809998,159.080002,915800,159.080002
"2022-03-25",160,160.279999,156.839996,160.110001,869400,160.110001
"2022-03-28",160.460007,161.945007,158.809998,160.039993,946400,160.039993
"2022-03-29",164.169998,166.520004,162.690002,165.070007,907300,165.070007
"2022-03-30",163.589996,163.994995,159.899994,160.809998,688300,160.809998
"2022-03-31",161.059998,162.095001,157.970001,157.970001,1287300,157.970001
"2022-04-01",158.990005,159.990005,156.550003,158.399994,997400,158.399994
"2022-04-04",158.119995,160.759995,158.119995,159.589996,841400,159.589996
"2022-04-05",159.449997,159.455002,154.259995,154.949997,890900,154.949997
"2022-04-06",152.779999,153.029999,150.429993,151.539993,1167500,151.539993
"2022-04-07",151.520004,153.160004,150.134995,151.320007,1161500,151.320007
"2022-04-08",150.509995,151.589996,148.850006,149.789993,886400,149.789993
"2022-04-11",148.740005,149.589996,146.820007,147.399994,571300,147.399994
"2022-04-12",149.300003,150.550003,146.279999,146.660004,943900,146.660004
"2022-04-13",147.050003,148.119995,146.160004,147.259995,652700,147.259995
"2022-04-14",148.160004,148.160004,143.789993,143.929993,852900,143.929993
"2022-04-18",143.789993,146.119995,143.494995,145.270004,701300,145.270004
"2022-04-19",145.179993,148.5,145.179993,148.360001,996900,148.360001
"2022-04-20",149.919998,152.414993,149.360001,151.220001,1000400,151.220001
"2022-04-21",152.919998,153.860001,148.889999,149.350006,932100,149.350006
"2022-04-22",148.740005,149.809998,145.054993,145.279999,700400,145.279999
"2022-04-25",144.570007,147,143.229996,146.960007,743300,146.960007
"2022-04-26",145.830002,146.080002,141.360001,141.380005,1108700,141.380005
"2022-04-27",141.440002,143.830002,140.729996,141.309998,1056700,141.309998
"2022-04-28",143.339996,146.039993,141.570007,145.179993,876200,145.179993
"2022-04-29",144.690002,145.5,140,140.270004,1111000,140.270004
"2022-05-02",140.169998,142.080002,138.029999,141.869995,1111800,141.869995
"2022-05-03",141.679993,144.100006,141.330002,142.929993,951500,142.929993
"2022-05-04",143.570007,146.789993,140.649994,146.600006,948600,146.600006
"2022-05-05",144.710007,145.229996,139.464996,140.910004,781300,140.910004
"2022-05-06",139.380005,140.220001,136.199997,138.779999,987100,138.779999
"2022-05-09",136,136.994995,131.429993,132.199997,1879800,132.199997
"2022-05-10",134.690002,136.815002,131.339996,135.089996,1049400,135.089996
"2022-05-11",134.320007,135.990005,130.744995,131.029999,785200,131.029999
"2022-05-12",130.410004,132.020004,127.93,130.610001,1234300,130.610001
"2022-05-13",132.580002,137.729996,131.759995,136.669998,961000,136.669998
"2022-05-16",135.399994,136.679993,134.210007,135.179993,868300,135.179993
"2022-05-17",138.220001,140.559998,136.559998,140.369995,1616700,140.369995
"2022-05-18",137,141.154999,134.410004,136,2151100,136
"2022-05-19",135.839996,139.914993,135.179993,137.100006,1163800,137.100006
"2022-05-20",138.699997,139.369995,133.440002,137.800003,1414500,137.800003
"2022-05-23",138.949997,140.705002,138.320007,140.160004,1015600,140.160004
"2022-05-24",138.919998,139.789993,136.880005,138.850006,1117700,138.850006
"2022-05-25",137.970001,139.360001,136.270004,137.449997,1038100,137.449997
"2022-05-26",138.199997,141.940002,137.399994,141.259995,865100,141.259995
"2022-05-27",143.149994,145.25,142.679993,145.229996,865600,145.229996
"2022-05-31",145.220001,147.850006,143.720001,145.600006,1908200,145.600006
"2022-06-01",146.179993,147.309998,142.399994,143.550003,828300,143.550003
"2022-06-02",143.020004,148.869995,142.399994,148.779999,679900,148.779999
"2022-06-03",146.610001,147.509995,145.619995,146.729996,482500,146.729996
"2022-06-06",148.660004,150,145.929993,146.630005,580400,146.630005
"2022-06-07",145.369995,148.860001,145.240005,148.449997,831500,148.449997
"2022-06-08",147.610001,148.800003,144.445007,144.869995,652000,144.869995
"2022-06-09",143.979996,145.929993,143.839996,143.860001,1087200,143.860001
"2022-06-10",141.399994,142.360001,139.350006,140.529999,986000,140.529999
"2022-06-13",137.220001,138.024994,133.100006,133.550003,1012700,133.550003
"2022-06-14",134.419998,135.630005,132.5,135.169998,953300,135.169998
"2022-06-15",136.720001,140.490005,136.009995,138.470001,829600,138.470001
"2022-06-16",135.029999,135.610001,130.070007,131.050003,968800,131.050003
"2022-06-17",132.619995,135.190002,131.770004,133.800003,1689500,133.800003
"2022-06-21",135.979996,137.929993,135.850006,136.539993,982000,136.539993
"2022-06-22",134.759995,137.339996,134.580002,135.880005,736700,135.880005
"2022-06-23",136.350006,138.039993,135.389999,136.919998,733000,136.919998
"2022-06-24",138.919998,140.809998,138.149994,140.479996,2124000,140.479996
"2022-06-27",141.449997,142.990005,139.570007,141.970001,935600,141.970001
"2022-06-28",142.300003,143,138.710007,138.919998,697300,138.919998
"2022-06-29",138.759995,139.210007,136.139999,138.679993,864500,138.679993
