"","POOL.Open","POOL.High","POOL.Low","POOL.Close","POOL.Volume","POOL.Adjusted"
"2022-01-12",505,520.599976,505,512.809998,469200,510.603424
"2022-01-13",513.469971,514.77002,502.570007,507.230011,434900,505.047455
"2022-01-14",501.119995,503.829987,483,494.100006,332100,491.973969
"2022-01-18",484.48999,497.579987,477.130005,493.910004,353900,491.78479
"2022-01-19",497.359985,504.350006,490.380005,490.660004,244300,488.548767
"2022-01-20",493.799988,502.700012,475.929993,476.429993,277400,474.380005
"2022-01-21",476.459991,484.25,469.019989,470.880005,337100,468.853882
"2022-01-24",465,479.799988,449.559998,477.619995,632600,475.56485
"2022-01-25",468.5,474.73999,455.380005,459.98999,409600,458.010712
"2022-01-26",465.459991,473.140015,447.779999,451.26001,319000,449.318329
"2022-01-27",458.609985,462.779999,449.950012,451.75,322800,449.806183
"2022-01-28",452.820007,459.76001,441.149994,459.720001,285600,457.741882
"2022-01-31",458.970001,477.100006,458.049988,476.25,303000,474.200775
"2022-02-01",475.779999,482.75,465.470001,473.730011,348900,471.69162
"2022-02-02",474.799988,479.559998,469.26001,471.269989,253700,469.242188
"2022-02-03",463.619995,469.290009,457.100006,458.049988,314500,456.079071
"2022-02-04",455.929993,457.709991,447.470001,448.619995,370200,446.689636
"2022-02-07",451.769989,455.600006,445.23999,449.100006,356800,447.167603
"2022-02-08",448.420013,456.019989,441.75,452.170013,313200,450.224396
"2022-02-09",461.130005,470.549988,459.149994,465.040009,246000,463.039001
"2022-02-10",455.019989,465.029999,450.700012,453.679993,207500,451.727875
"2022-02-11",454.600006,458.839996,440.549988,446.549988,246800,444.62854
"2022-02-14",445.73999,453.369995,444.709991,450.940002,366400,448.999695
"2022-02-15",456.040009,467.049988,451.640015,459.570007,299700,457.592529
"2022-02-16",459.5,460.769989,454.690002,460.179993,464900,458.19989
"2022-02-17",465,467.519989,444.769989,445.920013,820800,444.001282
"2022-02-18",447.820007,469.790009,446.980011,454.829987,678400,452.872894
"2022-02-22",452.5,456.940002,427.390015,430.119995,579200,428.269257
"2022-02-23",430.920013,433.440002,413.570007,415.420013,442600,413.632507
"2022-02-24",401.98999,436.660004,401.51001,436.070007,498700,434.193665
"2022-02-25",436.070007,452.309998,433.109985,449.390015,443300,447.45636
"2022-02-28",441.200012,460.350006,441.200012,458.579987,610900,456.606781
"2022-03-01",456.640015,465.540009,456.640015,462.51001,447200,460.519897
"2022-03-02",463.25,480.929993,462.920013,475.480011,447600,473.434113
"2022-03-03",477.609985,483.429993,465.140015,469.450012,387600,467.430023
"2022-03-04",469,469.450012,451.549988,465.809998,387200,463.805695
"2022-03-07",465.959991,465.959991,450.01001,451.549988,393700,449.607025
"2022-03-08",451.48999,462.290009,436.160004,437,377000,435.119659
"2022-03-09",445.73999,462.920013,441.48999,456.73999,360700,455.608765
"2022-03-10",449.899994,455.980011,442.579987,452.079987,212800,450.960297
"2022-03-11",457.869995,457.869995,441.600006,442.100006,220500,441.005035
"2022-03-14",444.040009,447.850006,436.589996,441.079987,230800,439.987549
"2022-03-15",445.660004,454.640015,440.269989,452.809998,185000,451.688507
"2022-03-16",456.320007,469.279999,455.209991,467.709991,348400,466.551575
"2022-03-17",468,475.420013,464.040009,475.149994,216200,473.973175
"2022-03-18",471.730011,488.75,467.850006,487.410004,471000,486.20282
"2022-03-21",485.329987,488.470001,470.839996,475.820007,234400,474.64151
"2022-03-22",476.600006,482.190002,471.350006,476.880005,285300,475.698883
"2022-03-23",472.429993,475,456.709991,460.130005,307300,458.990387
"2022-03-24",461,461.880005,445.670013,450.519989,326600,449.404175
"2022-03-25",451.26001,453.109985,428.059998,431.23999,425200,430.171906
"2022-03-28",433.399994,440.649994,426.230011,440.25,375400,439.159607
"2022-03-29",449.48999,466.420013,445.809998,454.48999,341600,453.364319
"2022-03-30",453.769989,454.290009,443.649994,449.440002,273600,448.326843
"2022-03-31",452.309998,458.230011,420.600006,422.850006,673000,421.802704
"2022-04-01",425.929993,430.029999,422.01001,425.029999,418400,423.977295
"2022-04-04",426.170013,435.390015,422.049988,430.73999,366700,429.673157
"2022-04-05",431.690002,443.660004,429.070007,433.540009,408000,432.466248
"2022-04-06",426.450012,429.140015,406.290009,419.910004,552400,418.869995
"2022-04-07",416.380005,431.440002,414.640015,425.679993,375000,424.625702
"2022-04-08",425.049988,429.959991,420.51001,422.089996,305400,421.044586
"2022-04-11",419.48999,419.48999,408.540009,415.040009,549700,414.012054
"2022-04-12",419.589996,428.790009,410.350006,410.970001,216300,409.952118
"2022-04-13",410.970001,422.619995,409.429993,421.440002,300200,420.39621
"2022-04-14",425.190002,431.179993,413.73999,414.059998,224300,413.034485
"2022-04-18",411.190002,416.559998,404.549988,410.48999,282800,409.473297
"2022-04-19",415.640015,430.910004,413.980011,429.790009,273000,428.725525
"2022-04-20",435.51001,437.720001,431.619995,431.820007,472200,430.750488
"2022-04-21",452.5,473.980011,426.440002,427.190002,966100,426.131958
"2022-04-22",422.700012,428.859985,415.700012,415.73999,504900,414.710297
"2022-04-25",415.5,429.529999,405.980011,427.640015,529400,426.580872
"2022-04-26",426.119995,428.809998,415.149994,415.480011,362900,414.450958
"2022-04-27",415.890015,427.290009,404.910004,404.950012,419800,403.947052
"2022-04-28",409.109985,420,401.700012,417.660004,391000,416.625549
"2022-04-29",413.350006,421.5,404.290009,405.220001,318200,404.21637
"2022-05-02",406.470001,414.029999,399.369995,412.079987,445000,411.059357
"2022-05-03",413.820007,416.320007,401.959991,406.160004,477700,405.154053
"2022-05-04",405,418.309998,392.619995,416.920013,392500,415.887421
"2022-05-05",412.600006,414.309998,394.920013,400.559998,508500,399.567902
"2022-05-06",394.619995,400.690002,380.390015,394.299988,447400,393.323395
"2022-05-09",390,402.25,387.470001,399.839996,426600,398.849701
"2022-05-10",406.98999,411.320007,382.5,395.940002,539200,394.959351
"2022-05-11",393.440002,400.089996,380.100006,381.410004,498600,380.465332
"2022-05-12",377.519989,403.929993,377.519989,403.75,500500,402.75
"2022-05-13",405.48999,413.179993,405.369995,411.160004,338800,411.160004
"2022-05-16",408.570007,408.570007,396.630005,401.179993,300600,401.179993
"2022-05-17",405.25,409.790009,394.470001,405.209991,315700,405.209991
"2022-05-18",398.700012,399.950012,385.040009,387.309998,397400,387.309998
"2022-05-19",382.929993,403.51001,382.290009,393.459991,461300,393.459991
"2022-05-20",396.320007,408.170013,394.859985,405.579987,826800,405.579987
"2022-05-23",404.76001,409.519989,399.929993,404.76001,592300,404.76001
"2022-05-24",403.369995,404.950012,382.519989,389.200012,440500,389.200012
"2022-05-25",386.420013,397.809998,379.089996,393.48999,563000,393.48999
"2022-05-26",398.769989,403.480011,394.429993,400.859985,702800,400.859985
"2022-05-27",402.459991,409.070007,397.589996,406,534000,406
"2022-05-31",406.640015,406.640015,395.380005,398.619995,770500,398.619995
"2022-06-01",399.959991,403.23999,387.649994,393.040009,339500,393.040009
"2022-06-02",393.630005,415.01001,393.630005,414.51001,225000,414.51001
"2022-06-03",407.859985,414.98999,405.359985,407.269989,331300,407.269989
"2022-06-06",410,413.339996,404.399994,411.609985,318700,411.609985
"2022-06-07",408.730011,412.149994,402.01001,410.799988,350600,410.799988
"2022-06-08",408.950012,412.269989,405.339996,406.869995,197100,406.869995
"2022-06-09",401.470001,421.910004,401.470001,416.390015,477600,416.390015
"2022-06-10",407.529999,409.309998,383.059998,385.029999,519100,385.029999
"2022-06-13",373.73999,380.769989,366.679993,368.869995,584300,368.869995
"2022-06-14",367.480011,368.700012,337.290009,349.440002,931100,349.440002
"2022-06-15",351.190002,361.679993,346.079987,353.820007,524900,353.820007
"2022-06-16",345.859985,345.859985,329.649994,332.179993,490600,332.179993
"2022-06-17",334.049988,339.559998,331.320007,332.929993,538000,332.929993
"2022-06-21",336,340.390015,331.690002,332.76001,342300,332.76001
"2022-06-22",330.059998,337.220001,324.140015,335.779999,419700,335.779999
"2022-06-23",336.480011,353.559998,335.790009,353.029999,385300,353.029999
"2022-06-24",355.339996,365.019989,354.450012,356.940002,583900,356.940002
"2022-06-27",357.609985,359.880005,353.26001,356.420013,300100,356.420013
"2022-06-28",355.26001,359.399994,350.559998,353.079987,587200,353.079987
"2022-06-29",353.48999,353.880005,344.100006,349.980011,424000,349.980011
