"","BMY.Open","BMY.High","BMY.Low","BMY.Close","BMY.Volume","BMY.Adjusted"
"2020-09-02",60.790001,61.82,60.459999,61.599998,13287300,57.915188
"2020-09-03",61.619999,62.02,59.529999,60.049999,16483900,56.457901
"2020-09-04",60.18,60.529999,59.25,59.950001,16405800,56.363888
"2020-09-08",59.869999,60,58.139999,58.529999,11735900,55.028831
"2020-09-09",58.93,59.599998,58.759998,59.080002,7173700,55.545929
"2020-09-10",58.990002,59.299999,58.18,58.290001,11995300,54.803188
"2020-09-11",58.459999,59.27,58.43,58.990002,8573500,55.461311
"2020-09-14",59.189999,60.09,59.07,59.700001,6242400,56.128845
"2020-09-15",59.970001,60.110001,59.389999,59.529999,8259100,55.969013
"2020-09-16",59.669998,59.970001,59.240002,59.450001,6159800,55.893795
"2020-09-17",59,59.43,58.259998,59.400002,6624800,55.846786
"2020-09-18",59.09,59.720001,58.830002,59.27,13944500,55.724564
"2020-09-21",58.919998,58.959999,56.900002,57.77,16199700,54.314293
"2020-09-22",57.77,58.849998,57.630001,58.759998,12466800,55.245064
"2020-09-23",59.049999,59.5,58.619999,58.990002,11436600,55.461311
"2020-09-24",58.48,58.82,57.700001,58.25,10358800,54.765572
"2020-09-25",58.259998,59.84,58.16,59.490002,9835900,55.9314
"2020-09-28",59.369999,60.209999,58.959999,59.709999,9616600,56.138241
"2020-09-29",59.84,60.939999,59.68,59.900002,8084100,56.316875
"2020-09-30",60.139999,60.639999,59.790001,60.290001,10322300,56.683552
"2020-10-01",60.380001,60.57,59.630001,59.82,8747600,56.6646
"2020-10-02",59.389999,60.009998,58.68,58.720001,12574300,55.622631
"2020-10-05",58.549999,59.279999,57.950001,59.200001,10992300,56.077305
"2020-10-06",59.34,59.459999,57.610001,57.740002,13113300,54.694321
"2020-10-07",58.150002,60.98,57.959999,60.419998,14632600,57.232952
"2020-10-08",60.849998,62.09,60.459999,61.619999,11787300,58.369656
"2020-10-09",61.799999,62.299999,61.610001,61.82,9408400,58.559105
"2020-10-12",61.98,62.25,61.48,61.830002,11531800,58.568581
"2020-10-13",61.560001,62.009998,60.98,61.130001,8374300,57.905506
"2020-10-14",61.110001,61.630001,60.720001,61,8822600,57.782368
"2020-10-15",60.59,60.900002,60.310001,60.419998,13104700,57.232952
"2020-10-16",60.669998,61.740002,60.650002,61.240002,9385400,58.009705
"2020-10-19",61.799999,62.419998,60.509998,60.77,10999100,57.564491
"2020-10-20",61.09,61.27,60.529999,60.639999,6635100,57.441345
"2020-10-21",60.389999,60.75,59.950001,60.029999,8004800,56.863522
"2020-10-22",59.98,61.009998,59.950001,60.759998,7034900,57.555019
"2020-10-23",60.830002,61.220001,60.07,60.130001,7336800,56.958248
"2020-10-26",59.82,60.139999,59.040001,59.669998,7484100,56.522522
"2020-10-27",59.259998,59.84,58.560001,58.740002,10008000,55.641567
"2020-10-28",58,58.540001,57.400002,57.759998,11931200,54.713261
"2020-10-29",57.810001,58.43,56.75,57.919998,8838600,54.864826
"2020-10-30",57.709999,58.48,57.59,58.450001,11155300,55.366867
"2020-11-02",59.189999,59.639999,58.84,59.490002,10318500,56.352009
"2020-11-03",61.009998,62.240002,60.209999,61.240002,14236000,58.009705
"2020-11-04",63.959999,66.230003,63.75,65.43,24699700,61.978687
"2020-11-05",64.989998,65.379997,63.540001,63.75,17676100,60.387306
"2020-11-06",63.610001,64.919998,63.380001,63.799999,9680100,60.434658
"2020-11-09",65.120003,66.080002,63.990002,64.080002,15533300,60.699902
"2020-11-10",64.209999,64.800003,63.709999,64.519997,11210000,61.116684
"2020-11-11",65.07,65.120003,63.029999,63.419998,8269700,60.074711
"2020-11-12",63.139999,63.139999,62.200001,62.75,7602900,59.440056
"2020-11-13",62.790001,64.040001,62.77,63.619999,9433500,60.26416
"2020-11-16",64.120003,64.93,63.849998,64.5,7199600,61.09774
"2020-11-17",64.470001,64.699997,63.880001,64.32,8610200,60.927231
"2020-11-18",64.669998,64.699997,62,62.009998,12455300,58.739082
"2020-11-19",62.200001,62.400002,61.150002,62.09,9025500,58.814865
"2020-11-20",61.849998,62.330002,61.400002,61.610001,8299700,58.360184
"2020-11-23",61.740002,62.009998,61.080002,61.919998,9591100,58.653831
"2020-11-24",61.950001,63.509998,61.880001,63.220001,13510100,59.885258
"2020-11-25",63.419998,63.5,62.200001,62.84,9520600,59.525303
"2020-11-27",63.279999,63.689999,62.880001,63.049999,4178800,59.724224
"2020-11-30",63.049999,63.27,61.990002,62.400002,14996600,59.108513
"2020-12-01",63.150002,63.740002,62.34,62.41,9870500,59.117985
"2020-12-02",62.41,62.830002,61.900002,62.18,8077200,58.900116
"2020-12-03",62,62.290001,61.580002,61.779999,10944900,58.521217
"2020-12-04",61.790001,62.310001,61.650002,62.310001,8159000,59.023262
"2020-12-07",62.189999,62.59,60.970001,61.200001,8974000,57.971809
"2020-12-08",61.169998,61.779999,60.849998,61.119999,10830600,57.89603
"2020-12-09",61.5,61.560001,60.330002,60.919998,10244500,57.706581
"2020-12-10",60.91,61.040001,59.959999,60.200001,9428600,57.024555
"2020-12-11",60.330002,61.470001,60.200001,60.720001,10021600,57.517128
"2020-12-14",61.009998,61.099998,59.919998,59.970001,11400400,56.806694
"2020-12-15",61.259998,62.639999,60.849998,62.57,14940600,59.269547
"2020-12-16",62.5,63.279999,62.290001,62.34,9498000,59.051674
"2020-12-17",62.57,62.82,61.990002,62.540001,10642400,59.241135
"2020-12-18",62.650002,63.450001,62.439999,63.119999,21177800,59.790539
"2020-12-21",62,62.119999,61.34,62.009998,13055700,58.739082
"2020-12-22",61.77,61.970001,61.130001,61.43,8113400,58.189682
"2020-12-23",61.369999,61.630001,61,61,6235000,57.782368
"2020-12-24",61.119999,61.360001,60.939999,61.150002,3099700,57.924454
"2020-12-28",61.419998,61.740002,60.810001,61.119999,6855700,57.89603
"2020-12-29",61.700001,61.939999,61.34,61.419998,6653400,58.180206
"2020-12-30",61.619999,62.16,61.48,61.919998,6624100,58.653831
"2020-12-31",61.439999,62.110001,60.970001,62.029999,8649300,59.226711
"2021-01-04",61.740002,62.150002,60.5,61.380001,12429600,58.606091
"2021-01-05",61.110001,61.709999,60.470001,61.549999,11584600,58.768406
"2021-01-06",60.549999,62.049999,60.52,61.700001,12426200,58.911625
"2021-01-07",61.34,62.630001,61,62.360001,10931900,59.541805
"2021-01-08",62.189999,63.18,62.150002,62.490002,10010500,59.665924
"2021-01-11",63.400002,65.25,63.240002,64.970001,18185700,62.033855
"2021-01-12",65.360001,66.300003,64.910004,65.43,15757500,62.473061
"2021-01-13",65.5,65.959999,64.639999,64.730003,10292400,61.804695
"2021-01-14",64.910004,66.370003,64.779999,66.019997,12479800,63.036388
"2021-01-15",66.019997,66.860001,65.540001,66.540001,11296500,63.532902
"2021-01-19",66.849998,67.160004,66.330002,66.739998,10847800,63.723858
"2021-01-20",66.57,66.82,66,66.25,9609600,63.256001
"2021-01-21",65.650002,66.199997,63.98,64.18,14064300,61.279552
"2021-01-22",63.889999,65.029999,63.759998,64.559998,9071900,61.642376
"2021-01-25",64.639999,65.139999,63.959999,64.830002,9171000,61.900177
"2021-01-26",64.5,65.650002,64.379997,64.440002,11284100,61.527802
"2021-01-27",63.889999,63.889999,61.900002,62.02,13847700,59.217167
"2021-01-28",62.830002,63.380001,62.200001,62.290001,17514700,59.474968
"2021-01-29",62.299999,62.799999,61.029999,61.43,16092000,58.653831
"2021-02-01",61.91,62.869999,61.66,62.209999,11240900,59.398579
"2021-02-02",63,64.639999,62.889999,62.939999,16059700,60.095592
"2021-02-03",62.869999,63.209999,62.009998,62.029999,15115000,59.226711
"2021-02-04",62,62.889999,61.240002,61.560001,15997000,58.777958
"2021-02-05",61.060001,61.77,60.509998,60.919998,16249200,58.166878
"2021-02-08",61.349998,61.369999,59.669998,60.23,18864300,57.50806
"2021-02-09",60.23,60.34,59.68,59.759998,14226100,57.059299
"2021-02-10",60.099998,60.529999,59.610001,60,13071000,57.288456
"2021-02-11",60,60.220001,59.700001,59.990002,8256800,57.278912
"2021-02-12",59.860001,60.279999,59.650002,59.990002,9493600,57.278912
"2021-02-16",60.099998,60.369999,59.369999,59.400002,12386400,56.715572
"2021-02-17",59.490002,60.93,59.419998,60.59,11673500,57.851791
"2021-02-18",60.310001,61.720001,60.299999,61.02,14076600,58.26236
"2021-02-19",61.139999,61.5,60.52,60.599998,16997100,57.86134
"2021-02-22",60.419998,61.240002,59.709999,60.990002,9916600,58.233715
"2021-02-23",61.200001,61.380001,60.029999,60.720001,13742000,57.975918
"2021-02-24",60.900002,62.919998,60.869999,62.59,16517900,59.76141
"2021-02-25",62.43,63.169998,61.810001,62.099998,17077100,59.293549
"2021-02-26",62.029999,62.700001,61.259998,61.330002,13229500,58.558353
"2021-03-01",61.900002,62.07,61.52,61.630001,7321400,58.844791
"2021-03-02",61.950001,62.18,61.209999,61.27,9584900,58.50106
"2021-03-03",61.049999,61.349998,59.970001,60.75,13599900,58.004566
"2021-03-04",60.540001,60.959999,58.630001,59.34,17309800,56.658283
"2021-03-05",59.509998,60.59,59.330002,60.43,14980100,57.699024
"2021-03-08",60.599998,61.720001,60.130001,60.450001,10617300,57.718121
"2021-03-09",60.790001,61.860001,60.560001,60.57,12662500,57.832695
"2021-03-10",61.139999,61.279999,60.459999,60.93,10240200,58.17643
"2021-03-11",61,61.189999,60.349998,60.349998,10099500,57.622643
"2021-03-12",60.43,60.939999,60.200001,60.639999,8030000,57.899532
"2021-03-15",60.66,61.439999,60.290001,61.389999,10949800,58.615635
"2021-03-16",61.34,62.139999,61.34,61.900002,10163000,59.102589
"2021-03-17",62.09,62.540001,61.450001,62.18,9548100,59.369934
"2021-03-18",61.98,63.240002,61.860001,62.330002,12145600,59.513161
"2021-03-19",62.07,62.75,61.369999,62.700001,32082200,59.866436
"2021-03-22",62.200001,63.52,62.110001,63.380001,16103400,60.515709
"2021-03-23",63.380001,63.529999,62.59,62.619999,11014500,59.790051
"2021-03-24",62.459999,62.889999,62.27,62.299999,9626300,59.484512
"2021-03-25",63,63,61.98,62.790001,11157300,59.952374
"2021-03-26",62.950001,63.98,62.830002,63.939999,12537800,61.050396
"2021-03-29",63.860001,64.419998,63.66,64.07,9703200,61.174519
"2021-03-30",64,64.080002,63.169998,63.310001,12232700,60.448864
"2021-03-31",62.900002,63.77,62.779999,63.130001,12679000,60.747169
"2021-04-01",63.18,63.34,62.540001,62.93,9725600,60.554718
"2021-04-05",62.900002,63.599998,62.880001,63.16,8868100,60.776035
"2021-04-06",63.209999,63.299999,61.889999,61.98,14002200,59.640579
"2021-04-07",62.009998,62.540001,61.93,62.060001,11799700,59.717556
"2021-04-08",62.200001,62.419998,61.759998,61.91,7846900,59.573215
"2021-04-09",61.799999,62.639999,61.68,62.610001,7868000,60.246799
"2021-04-12",62.529999,62.779999,62.27,62.689999,11163000,60.323776
"2021-04-13",62.91,63.740002,62.75,63.580002,9451100,61.180187
"2021-04-14",63.75,63.959999,63.580002,63.810001,7639900,61.401501
"2021-04-15",64,64.730003,63.919998,64.440002,9834000,62.007725
"2021-04-16",64.93,65.639999,64.739998,65.459999,14589500,62.989227
"2021-04-19",65.419998,65.93,65.209999,65.599998,11851000,63.123932
"2021-04-20",65.449997,66.529999,65.419998,66.080002,9685400,63.585823
"2021-04-21",66.519997,66.889999,66.080002,66.32,9532100,63.816765
"2021-04-22",66.150002,66.559998,65.82,66.32,12914200,63.816765
"2021-04-23",66.300003,66.93,65.860001,66.010002,14715700,63.518459
"2021-04-26",65.959999,66,65.080002,65.889999,11768800,63.402992
"2021-04-27",66,66.279999,65.599998,65.959999,7472400,63.470352
"2021-04-28",66.099998,66.389999,65.75,66.029999,7645600,63.537701
"2021-04-29",65,65.260002,62.41,62.889999,21473300,60.516228
"2021-04-30",62,62.77,61.509998,62.419998,17026200,60.063969
"2021-05-03",62.700001,63.59,62.650002,63.48,10740400,61.083958
"2021-05-04",63.380001,64.209999,63.34,63.950001,10563200,61.536217
"2021-05-05",63.900002,64.849998,63.860001,64.68,12772600,62.238663
"2021-05-06",64.599998,64.720001,64.050003,64.459999,11097800,62.026966
"2021-05-07",64.699997,65.389999,64.190002,64.440002,7847000,62.007725
"2021-05-10",64.639999,65.290001,64.589996,64.699997,10312300,62.257908
"2021-05-11",64.43,64.900002,64.050003,64.260002,9508800,61.834522
"2021-05-12",64.43,65.230003,64.25,64.529999,10640900,62.09433
"2021-05-13",64.440002,65.339996,64.440002,65.040001,8611400,62.585075
"2021-05-14",65.199997,65.290001,64.610001,64.879997,7555500,62.431114
"2021-05-17",64.839996,65.839996,64.839996,65.459999,9173400,62.989227
"2021-05-18",65.419998,65.800003,65.129997,65.599998,6668200,63.123932
"2021-05-19",65.32,65.580002,64.589996,65.550003,7623000,63.075832
"2021-05-20",65.32,67.230003,65.260002,67,13165000,64.471092
"2021-05-21",67.239998,67.919998,66.970001,67.050003,9442100,64.519211
"2021-05-24",67.269997,67.959999,67.209999,67.290001,8441800,64.75016
"2021-05-25",67.339996,67.559998,66.669998,66.760002,9349700,64.240158
"2021-05-26",66.720001,66.800003,65.989998,66.129997,8503900,63.633934
"2021-05-27",66.300003,66.650002,65.580002,65.709999,12255400,63.229786
"2021-05-28",65.660004,66.209999,65.599998,65.720001,6356800,63.239414
"2021-06-01",66.400002,66.400002,65.029999,65.099998,8796600,62.642818
"2021-06-02",65.239998,65.419998,64.540001,64.690002,7517300,62.248291
"2021-06-03",64.470001,65.080002,64.290001,64.800003,7819400,62.354137
"2021-06-04",64.980003,65.230003,64.860001,64.940002,8046000,62.48885
"2021-06-07",65.029999,65.410004,64.730003,64.769997,7974100,62.325264
"2021-06-08",64.809998,64.889999,63.220001,63.700001,14421200,61.295654
"2021-06-09",64.019997,65.550003,63.919998,65.400002,13693600,62.931488
"2021-06-10",65.550003,67.699997,65.419998,67.389999,15019300,64.846382
"2021-06-11",67.889999,67.940002,66.779999,67.339996,9541600,64.798264
"2021-06-14",67.32,67.449997,66.650002,67.290001,5426600,64.75016
"2021-06-15",67.5,67.57,66.919998,67.419998,6247700,64.875244
"2021-06-16",67.419998,67.860001,66.839996,66.919998,10795500,64.394112
"2021-06-17",67.029999,67.169998,66.230003,66.769997,8841500,64.249771
"2021-06-18",66.400002,66.730003,65.779999,66.470001,15038300,63.961105
"2021-06-21",66.610001,67.160004,66.480003,66.830002,10195400,64.30751
"2021-06-22",66.75,66.790001,65.709999,65.940002,9458700,63.451103
"2021-06-23",66.150002,66.220001,65.239998,65.260002,7473100,62.796776
"2021-06-24",65.459999,66.209999,65.410004,65.849998,6742200,63.364502
"2021-06-25",65.93,67.089996,65.709999,66.739998,22602400,64.220909
"2021-06-28",66.720001,66.989998,66.120003,66.400002,8769900,63.893742
"2021-06-29",66.400002,66.610001,66.089996,66.269997,5328300,63.768646
"2021-06-30",66.309998,67.160004,66.190002,66.82,10119900,64.297882
"2021-07-01",66.419998,66.739998,66.25,66.559998,8425600,64.520851
"2021-07-02",66.760002,66.980003,66.330002,66.949997,6884400,64.898895
"2021-07-06",66.68,66.809998,66.050003,66.650002,9573200,64.608086
"2021-07-07",66.769997,67.190002,66.220001,67.139999,7936400,65.083076
"2021-07-08",66.650002,66.800003,66.07,66.690002,11434800,64.646866
"2021-07-09",66.699997,67.57,66.699997,67.160004,8895300,65.10247
"2021-07-12",67.059998,67.860001,67,67.5,7978900,65.432045
"2021-07-13",67.220001,67.610001,67.010002,67.440002,5535600,65.373886
"2021-07-14",67.529999,67.989998,67.199997,67.879997,7132800,65.8004
"2021-07-15",67.650002,67.940002,67.120003,67.43,7473000,65.364189
"2021-07-16",67.440002,67.580002,66.82,67.300003,6381400,65.238182
"2021-07-19",66.800003,67.260002,65.779999,66.360001,11138100,64.326981
"2021-07-20",66.5,67.669998,66.440002,66.720001,8710000,64.675949
"2021-07-21",67.110001,67.239998,66.559998,67.160004,5796400,65.10247
"2021-07-22",67.139999,68,66.93,67.959999,11068400,65.877945
"2021-07-23",68,68.529999,67.800003,68.339996,7092300,66.246315
"2021-07-26",68.220001,68.339996,67.489998,67.690002,8306000,65.616226
"2021-07-27",67.260002,67.720001,67.050003,67.489998,11190400,65.422363
"2021-07-28",67.599998,68.989998,67.010002,68.730003,11625900,66.624374
"2021-07-29",69,69.269997,68.050003,68.150002,8963700,66.062141
"2021-07-30",68.150002,68.519997,67.489998,67.870003,10008000,65.790718
"2021-08-02",68.199997,68.699997,67.959999,68.019997,6562100,65.936111
"2021-08-03",68.300003,69.330002,68,69.309998,8780200,67.186592
"2021-08-04",68.93,69.339996,68.449997,68.489998,5857300,66.391716
"2021-08-05",68.669998,68.760002,67.970001,68.419998,5484300,66.323868
"2021-08-06",68.389999,68.400002,67.760002,68.120003,6632900,66.033058
"2021-08-09",68.199997,68.330002,67.220001,67.379997,8154100,65.315712
"2021-08-10",67.440002,67.57,66.769997,67.379997,7415300,65.315712
"2021-08-11",67.529999,67.730003,66.75,66.870003,5768900,64.821358
"2021-08-12",66.769997,67.220001,66.599998,66.949997,5722900,64.898895
"2021-08-13",67.010002,67.830002,66.980003,67.510002,4901100,65.44175
"2021-08-16",67.510002,68.699997,67.5,68.68,6753600,66.575897
"2021-08-17",68.68,69.160004,68.209999,68.959999,7560300,66.847321
"2021-08-18",68.989998,69.07,67.860001,67.93,6863800,65.848877
"2021-08-19",67.650002,69.110001,67.559998,68.510002,11707400,66.411102
"2021-08-20",68.709999,69.349998,68.300003,69.199997,9053400,67.079964
"2021-08-23",69.260002,69.75,68.879997,68.940002,7988800,66.827942
"2021-08-24",68.839996,68.849998,68.190002,68.519997,5125100,66.420799
"2021-08-25",68.260002,68.309998,67.300003,67.599998,7639700,65.528984
"2021-08-26",67.43,67.760002,66.949997,66.989998,4697700,64.937675
"2021-08-27",67.080002,67.220001,66.580002,66.599998,6863400,64.559624
"2021-08-30",66.709999,67.480003,66.510002,67.209999,4257400,65.150932
"2021-08-31",67.050003,67.650002,66.769997,66.860001,8502700,64.811653
"2021-09-01",67.290001,67.290001,65.440002,65.809998,10320400,63.793823
"2021-09-02",65.970001,66.120003,65.5,66.120003,7064400,64.09433
"2021-09-03",65.970001,65.970001,65.290001,65.610001,7770800,63.599953
"2021-09-07",65.440002,65.559998,64.650002,65.190002,8789000,63.192822
"2021-09-08",64.610001,65.139999,64.019997,64.919998,12231600,62.931084
"2021-09-09",64.440002,64.760002,63.450001,63.580002,11246000,61.632141
"2021-09-10",63.720001,63.869999,62.959999,63.130001,10017200,61.19593
"2021-09-13",63.470001,63.509998,62.560001,62.84,9031500,60.91481
"2021-09-14",63.060001,63.09,61.970001,62.110001,8009700,60.20718
"2021-09-15",61.98,62.470001,61.810001,62,7981400,60.100548
"2021-09-16",61.860001,62.049999,60.66,61.23,13621900,59.354141
"2021-09-17",60.509998,61.419998,60.360001,61.310001,20447900,59.431686
"2021-09-20",60.639999,61.380001,60.16,60.5,15426800,58.646503
"2021-09-21",60.540001,61.130001,60.310001,60.330002,10157700,58.481712
"2021-09-22",60.5,60.66,60.049999,60.150002,9661300,58.307232
"2021-09-23",60.400002,61.34,60.220001,60.630001,9393700,58.772522
"2021-09-24",60.5,61.099998,60.169998,60.23,9541700,58.384769
"2021-09-27",60.110001,60.720001,59.790001,59.84,8231800,58.006725
"2021-09-28",59.880001,60.23,59.380001,59.84,10812500,58.006725
"2021-09-29",59.900002,60.939999,59.900002,60.619999,9043300,58.762825
"2021-09-30",60.18,60.57,59.150002,59.169998,11995500,57.824654
"2021-10-01",59.369999,59.759998,58.650002,59.509998,11188000,58.156925
"2021-10-04",59.400002,60.029999,58.849998,58.93,12532800,57.590111
"2021-10-05",58.860001,59.68,58.830002,59.150002,11406200,57.805111
"2021-10-06",59.110001,59.23,58.599998,59.189999,9283400,57.844196
"2021-10-07",58.75,59.349998,58.369999,59.009998,13798200,57.668289
"2021-10-08",58.869999,58.990002,56.810001,57.259998,27249600,55.95808
"2021-10-11",57.32,57.77,57.009998,57.419998,10741400,56.114445
"2021-10-12",57.52,58.84,56.82,57.060001,11736300,55.76263
"2021-10-13",57.060001,57.389999,56.66,57.07,9876200,55.772404
"2021-10-14",57.07,58.169998,57.009998,57.700001,9027700,56.388077
"2021-10-15",58.110001,58.689999,57.91,58.360001,9445300,57.033073
"2021-10-18",58.009998,58.150002,56.919998,56.939999,13320600,55.645359
"2021-10-19",57.18,57.639999,57.02,57.59,9390200,56.280579
"2021-10-20",57.91,58.599998,57.900002,58.07,9010300,56.749668
"2021-10-21",58.09,58.099998,57.369999,57.810001,7159000,56.495579
"2021-10-22",57.810001,59,57.43,57.599998,6884500,56.290348
"2021-10-25",57.720001,58.16,57.52,57.810001,9716100,56.495579
"2021-10-26",57.900002,58.349998,57.619999,58.240002,9984600,56.915802
"2021-10-27",58.349998,58.419998,56.110001,56.490002,18773700,55.205593
"2021-10-28",56.529999,57.75,56.349998,57.130001,16380800,55.831039
"2021-10-29",57.25,58.57,57.139999,58.400002,17067000,57.072163
"2021-11-01",58.299999,59.220001,58.290001,58.68,13216600,57.345795
"2021-11-02",58.779999,59.630001,58.290001,58.630001,13462700,57.296936
"2021-11-03",58.549999,59.470001,58.41,59.360001,12305800,58.010338
"2021-11-04",59.439999,59.689999,58.610001,59.25,9831000,57.90284
"2021-11-05",59.080002,59.860001,58.77,59.450001,10625200,58.098293
"2021-11-08",59.799999,60.200001,59.060001,59.41,10294200,58.059196
"2021-11-09",59.41,59.650002,59.200001,59.459999,9128800,58.108063
"2021-11-10",59.299999,59.950001,59.299999,59.389999,11005200,58.03965
"2021-11-11",59.400002,59.689999,59.139999,59.189999,8148700,57.844196
"2021-11-12",58.82,59.700001,58.759998,59.43,9278300,58.078739
"2021-11-15",59.799999,60.060001,59.490002,59.619999,10543300,58.26442
"2021-11-16",59.5,59.939999,58.849998,59.099998,9320300,57.756245
"2021-11-17",59,59.75,58.349998,59.439999,12324500,58.088512
"2021-11-18",59.450001,59.700001,58.740002,59.040001,9815900,57.697613
"2021-11-19",59.130001,59.419998,57.799999,57.830002,13880200,56.515129
"2021-11-22",57.810001,58.32,57.02,57.040001,14185500,55.743088
"2021-11-23",57.290001,57.959999,57.200001,57.450001,14464200,56.143764
"2021-11-24",57.419998,57.720001,56.560001,56.810001,17685200,55.518314
"2021-11-26",56.310001,56.73,55.82,56.529999,15832300,55.244678
"2021-11-29",55.84,56.299999,54.599998,54.639999,22025000,53.397652
"2021-11-30",54.16,54.349998,53.220001,53.630001,25407200,52.410622
"2021-12-01",53.939999,55.959999,53.91,54.950001,20198400,53.700607
"2021-12-02",54.990002,55.880001,54.669998,55.41,17193700,54.15015
"2021-12-03",55.759998,56.689999,55.759998,56.32,18445600,55.039455
"2021-12-06",56.52,57.540001,56.450001,56.830002,18988000,55.537865
"2021-12-07",57.049999,57.759998,56.939999,57.130001,13037800,55.831039
"2021-12-08",57.389999,57.880001,57.150002,57.599998,11391700,56.290348
"2021-12-09",57.240002,57.799999,56.91,57.540001,13622700,56.23172
"2021-12-10",57.610001,57.799999,56.110001,56.360001,14467200,55.078545
"2021-12-13",57.259998,59.369999,57.110001,59.049999,18908400,57.707386
"2021-12-14",58.799999,60.43,58.599998,59.509998,21215300,58.156925
"2021-12-15",59.619999,60.880001,59.599998,60.610001,18498200,59.231911
"2021-12-16",61,62.669998,60.790001,62.169998,17947200,60.756443
"2021-12-17",62.299999,62.57,61.360001,61.560001,24453700,60.160316
"2021-12-20",61.439999,62.040001,60.880001,61.720001,10894300,60.316677
"2021-12-21",62,62.240002,61.25,61.450001,8669700,60.052814
"2021-12-22",61.360001,62.279999,60.93,62.099998,15119700,60.68803
"2021-12-23",62.41,62.560001,61.849998,62.049999,8077000,60.639168
"2021-12-27",62.09,62.349998,61.77,62.290001,9542600,60.873718
"2021-12-28",62.32,62.639999,62.110001,62.349998,6002200,60.93235
"2021-12-29",62.189999,62.490002,62.029999,62.290001,4875400,60.873718
"2021-12-30",62.5,63.169998,62.360001,62.52,6248000,61.098488
"2021-12-31",62.610001,62.990002,62.349998,62.349998,6446200,60.93235
"2022-01-03",62.07,62.240002,61.34,61.880001,12359400,60.473038
"2022-01-04",61.5,62.310001,61.07,62.130001,11415200,60.717358
"2022-01-05",62.439999,63.27,62.119999,62.16,11074100,60.746674
"2022-01-06",61.720001,61.790001,60.860001,61.48,8048900,60.608654
"2022-01-07",61.490002,63.009998,61.209999,62.830002,16670000,61.939526
"2022-01-10",62.799999,65.32,62.759998,65.099998,27534100,64.177345
"2022-01-11",64.709999,65.849998,64.309998,65.480003,12999500,64.551971
