"","ECL.Open","ECL.High","ECL.Low","ECL.Close","ECL.Volume","ECL.Adjusted"
"2022-01-07",230.020004,231.139999,227.520004,229.869995,668200,228.329544
"2022-01-10",228.410004,229.289993,223.520004,225.839996,1122000,224.326553
"2022-01-11",226.649994,227.119995,222.440002,226.619995,981900,225.101334
"2022-01-12",228.149994,228.149994,224.649994,226.490005,990600,224.972214
"2022-01-13",227.020004,227.649994,222.649994,223.279999,784800,221.783707
"2022-01-14",220.619995,221.570007,215.25,216.029999,1776300,214.582291
"2022-01-18",213.050003,215.130005,211.029999,213.399994,1856200,211.969925
"2022-01-19",214.940002,217.940002,213.729996,214.800003,1297100,213.36055
"2022-01-20",215.520004,218.539993,213.110001,213.169998,1361100,211.74147
"2022-01-21",202.5,203.490005,194.020004,195.089996,4800500,193.782623
"2022-01-24",190.369995,192.910004,184.839996,192.610001,2482400,191.31926
"2022-01-25",189.220001,191.419998,185.470001,188.889999,1389600,187.624176
"2022-01-26",190.5,190.899994,183.539993,185.25,1692400,184.008575
"2022-01-27",188.360001,190.190002,181.539993,183.520004,2194700,182.290176
"2022-01-28",183.25,186.229996,180.369995,186.089996,2232400,184.842941
"2022-01-31",186,190.330002,185,189.449997,2391200,188.18042
"2022-02-01",190.630005,192.199997,188.550003,191.660004,1693700,190.375626
"2022-02-02",191.5,193.419998,190.979996,192.479996,1347300,191.190109
"2022-02-03",190.369995,192.149994,188.929993,189.240005,1126700,187.971832
"2022-02-04",187.009995,189.380005,185.509995,187.479996,1576100,186.223618
"2022-02-07",187.429993,188.919998,186.440002,186.690002,968500,185.438919
"2022-02-08",186.639999,187.339996,184.820007,186.580002,2143500,185.329651
"2022-02-09",188.160004,191.440002,188.149994,191.339996,1131000,190.057755
"2022-02-10",189.190002,192.380005,186.270004,187.350006,1032900,186.094513
"2022-02-11",187.460007,189.839996,183.539993,184.419998,1376300,183.184128
"2022-02-14",184.320007,185.149994,181.710007,182.910004,1371300,181.684265
"2022-02-15",182.479996,186.130005,181.380005,183.25,2145300,182.021973
"2022-02-16",183.690002,184.550003,180.600006,182.809998,1620300,181.58493
"2022-02-17",180.5,182.660004,178.369995,178.380005,1186600,177.184601
"2022-02-18",178.679993,180.369995,177.009995,178.639999,1294300,177.442871
"2022-02-22",178.389999,179.119995,174.860001,176.710007,1304700,175.525818
"2022-02-23",177.990005,178.399994,172.779999,173.059998,902600,171.900253
"2022-02-24",170.339996,176.470001,169.059998,175.940002,1567800,174.760956
"2022-02-25",176.770004,180.910004,175.679993,180.300003,1107600,179.091751
"2022-02-28",176.979996,177.940002,173.699997,176.259995,2077000,175.078812
"2022-03-01",175.479996,176.039993,169.550003,170.509995,1637800,169.367355
"2022-03-02",170.899994,173.220001,169.589996,172.850006,2175500,171.691681
"2022-03-03",174.639999,174.899994,170.300003,171.119995,791500,169.973267
"2022-03-04",168.779999,170.039993,166.429993,168.110001,1159600,166.983429
"2022-03-07",166.919998,167.910004,158.440002,158.529999,1932800,157.467621
"2022-03-08",158.690002,160.820007,154.850006,156.729996,2143800,155.679688
"2022-03-09",161.429993,166.559998,160.309998,165.020004,2048900,163.914154
"2022-03-10",162.259995,163.360001,158.929993,162.479996,1172200,161.391159
"2022-03-11",161.619995,163.660004,158.610001,158.850006,1302000,157.785492
"2022-03-14",163.059998,166.190002,161.229996,165.029999,1713900,164.452057
"2022-03-15",166.070007,171,165.440002,167.820007,2501900,167.2323
"2022-03-16",169.399994,172.449997,166.160004,170.759995,2641300,170.161987
"2022-03-17",170.389999,172.25,169.649994,171.669998,2657600,171.068802
"2022-03-18",168.800003,173.550003,167.630005,171.139999,5293200,170.540665
"2022-03-21",171.990005,172.639999,168.699997,170.720001,1826800,170.122131
"2022-03-22",175.389999,178.759995,173.850006,176.350006,3364200,175.732422
"2022-03-23",174.779999,175.779999,173.360001,173.740005,1934000,173.131561
"2022-03-24",174.649994,177.100006,174.580002,176.259995,1584700,175.642731
"2022-03-25",176.919998,178.679993,175.770004,177.589996,1475900,176.968079
"2022-03-28",177.809998,179,176.169998,178.300003,892600,177.675598
"2022-03-29",180.639999,184.389999,180,182.699997,1888800,182.060181
"2022-03-30",180.960007,181.710007,178.979996,180.399994,1187000,179.768234
"2022-03-31",179.479996,180,176.429993,176.559998,2268300,175.941681
"2022-04-01",177.960007,180.470001,175.770004,180.369995,1175200,179.738342
"2022-04-04",179.509995,180.860001,178.259995,180.070007,1105000,179.439407
"2022-04-05",180.399994,181.649994,179.539993,180.190002,1301100,179.558975
"2022-04-06",178.050003,181.479996,176.919998,181.270004,1589600,180.635193
"2022-04-07",181,184.410004,179.770004,183.619995,1445800,182.976959
"2022-04-08",184.330002,185.059998,182.449997,182.949997,1288300,182.309311
"2022-04-11",181.630005,183.470001,180.320007,180.539993,956800,179.907745
"2022-04-12",181.570007,183.149994,178.320007,179.330002,978800,178.701981
"2022-04-13",178.809998,180.779999,178.330002,180.169998,909600,179.539047
"2022-04-14",181.139999,182.100006,176.539993,176.600006,1102600,175.981552
"2022-04-18",176.039993,177.570007,173.899994,175.039993,942700,174.427002
"2022-04-19",175.929993,181.639999,175.080002,180.759995,1663400,180.126968
"2022-04-20",181.610001,183.639999,181.149994,182.259995,1165600,181.621719
"2022-04-21",184.770004,185.5,179.050003,180.020004,1522900,179.389572
"2022-04-22",178.729996,179.860001,175.020004,175.199997,1049400,174.586441
"2022-04-25",175.990005,175.990005,171.5,175.610001,1283900,174.99501
"2022-04-26",176,177.490005,168.360001,168.470001,1748500,167.88002
"2022-04-27",168.770004,173.279999,168.770004,170.539993,1656000,169.942764
"2022-04-28",171.470001,176.080002,169.199997,175.309998,1970700,174.69606
"2022-04-29",173.820007,175.050003,168.729996,169.339996,1540200,168.746964
"2022-05-02",169.630005,170.289993,162.470001,165.619995,1909900,165.039993
"2022-05-03",166.169998,168.100006,165,166.380005,1439300,165.797333
"2022-05-04",167.580002,174.210007,166.779999,173.869995,1085300,173.261093
"2022-05-05",171.639999,172.669998,164.820007,166.690002,1601200,166.106247
"2022-05-06",165.649994,165.949997,160.029999,165.199997,1402100,164.62146
"2022-05-09",163.830002,166.759995,162.649994,163.809998,1085300,163.236328
"2022-05-10",165.75,167.039993,159.130005,160.360001,1142600,159.798416
"2022-05-11",160.149994,163.960007,159.339996,160.25,957200,159.688797
"2022-05-12",159.190002,161.440002,156.639999,159.729996,1451800,159.170624
"2022-05-13",160.5,163.630005,160.320007,161.990005,817200,161.422714
"2022-05-16",160.600006,161.990005,158.470001,159.339996,767700,158.781982
"2022-05-17",162.690002,163.550003,159.350006,162.940002,868400,162.369385
"2022-05-18",160.380005,160.940002,155.429993,156.210007,1166300,155.662964
"2022-05-19",154.619995,159.559998,154.309998,157.649994,952300,157.0979
"2022-05-20",159.679993,159.789993,155.210007,159.490005,1010800,158.931473
"2022-05-23",161.789993,162.449997,158.789993,161.029999,1043100,160.466064
"2022-05-24",160.199997,160.820007,156.539993,158.399994,1028800,157.845276
"2022-05-25",156.570007,159.070007,155.529999,157.820007,1359500,157.267319
"2022-05-26",160.119995,165.330002,159.369995,164.199997,1142000,163.624969
"2022-05-27",165.309998,167.020004,164.449997,166.029999,996500,165.448563
"2022-05-31",164.410004,165.240005,161.690002,163.910004,2008700,163.335983
"2022-06-01",164.720001,164.910004,161.550003,162.869995,1004500,162.299622
"2022-06-02",167.5,173.210007,167.309998,173.130005,1482400,172.523697
"2022-06-03",171.309998,174.619995,170.070007,170.460007,1007300,169.863052
"2022-06-06",171.529999,173,169.580002,169.820007,960400,169.225296
"2022-06-07",167.589996,171.589996,166.979996,170.710007,1182600,170.112183
"2022-06-08",168.550003,169.639999,164.449997,164.990005,1143400,164.412216
"2022-06-09",164.100006,166.910004,163.919998,164.710007,1205500,164.133194
"2022-06-10",160.479996,161.830002,158.460007,158.740005,1114200,158.184097
"2022-06-13",155.259995,156.449997,152.169998,152.789993,1141000,152.254929
"2022-06-14",151.960007,153.199997,148.679993,150.279999,1113400,149.753723
"2022-06-15",152.119995,153.779999,148.160004,150.039993,1023700,149.514557
"2022-06-16",145.690002,146.860001,143.820007,145.630005,1428500,145.12001
"2022-06-17",146.350006,149.899994,143.970001,148.169998,2731800,148.169998
"2022-06-21",150,150,147.789993,148.589996,1395100,148.589996
"2022-06-22",146.350006,153.059998,146.270004,151.240005,1182800,151.240005
"2022-06-23",151.279999,154.600006,151.210007,154.289993,1291500,154.289993
"2022-06-24",155.179993,159.729996,155.179993,159.649994,1496700,159.649994
"2022-06-27",159.029999,159.369995,155.910004,156.910004,1360000,156.910004
"2022-06-28",157.460007,158.600006,153.020004,153.300003,902600,153.300003
"2022-06-29",153.330002,154.199997,151.229996,153.470001,847800,153.470001
