"","WAB.Open","WAB.High","WAB.Low","WAB.Close","WAB.Volume","WAB.Adjusted"
"2022-01-10",95.099998,95.330002,93.089996,94.419998,860300,94.102921
"2022-01-11",94.410004,94.410004,92,92.400002,1312900,92.089706
"2022-01-12",92.870003,93.25,91.519997,91.870003,1153200,91.561485
"2022-01-13",92.220001,93.919998,91.75,93.489998,1260600,93.176041
"2022-01-14",92.459999,95.779999,92.160004,95.699997,1016300,95.378624
"2022-01-18",95.410004,95.75,92.559998,93.129997,730600,92.817245
"2022-01-19",93.790001,93.790001,90.919998,91.919998,1304300,91.61132
"2022-01-20",92.029999,94.279999,91.660004,91.879997,977500,91.571449
"2022-01-21",91.43,92.089996,89.510002,90.330002,986000,90.026665
"2022-01-24",88.209999,90.949997,86.339996,90.510002,970000,90.206055
"2022-01-25",88.559998,89.900002,86.959999,89.160004,969700,88.860588
"2022-01-26",89.860001,91.830002,88.260002,89.339996,1056100,89.039978
"2022-01-27",90.440002,91.330002,86.589996,87.309998,757900,87.0168
"2022-01-28",86.650002,87.940002,84.540001,87.879997,894400,87.584877
"2022-01-31",87.32,88.989998,86.470001,88.900002,836800,88.601463
"2022-02-01",88.82,90.370003,88.339996,89.82,788400,89.518372
"2022-02-02",89.480003,91.370003,88.809998,90.720001,572700,90.415352
"2022-02-03",90.110001,90.809998,88.669998,88.940002,710100,88.641327
"2022-02-04",88.400002,89.120003,87.050003,87.940002,755000,87.644684
"2022-02-07",88.07,89.57,86.980003,88.529999,1049300,88.232704
"2022-02-08",89.290001,90.629997,88.800003,90.330002,633800,90.026665
"2022-02-09",91.209999,93.190002,91.209999,92.660004,804800,92.348831
"2022-02-10",91.440002,92.360001,89.300003,89.879997,1068700,89.578163
"2022-02-11",90.07,90.760002,87.139999,87.82,1270800,87.525085
"2022-02-14",87.919998,88.32,86.510002,87.480003,1164000,87.186226
"2022-02-15",88.690002,90.290001,88.410004,89.730003,1154900,89.42868
"2022-02-16",89.160004,95.879997,88.510002,95.510002,2245100,95.18927
"2022-02-17",95,96.419998,93.099998,96.040001,2425700,95.717484
"2022-02-18",95.339996,97.739998,95.339996,96.860001,1932500,96.534729
"2022-02-22",96.650002,97.440002,94.260002,94.669998,1707400,94.352081
"2022-02-23",95.519997,95.519997,91.190002,91.43,1625300,91.122963
"2022-02-24",89.400002,93.239998,88.650002,92.980003,1301100,92.820045
"2022-02-25",93.290001,94.669998,92.910004,94.379997,1467500,94.217628
"2022-02-28",92.989998,94.139999,91.480003,92.82,1528400,92.660316
"2022-03-01",92.5,92.5,86.849998,88.790001,1976100,88.637253
"2022-03-02",89.839996,93.940002,88.959999,93.190002,1787300,93.029678
"2022-03-03",92.839996,93.730003,91.589996,93.050003,928800,92.889923
"2022-03-04",91.199997,91.970001,89.43,91.559998,1265700,91.402481
"2022-03-07",91.440002,91.610001,89.790001,89.910004,1858300,89.755325
"2022-03-08",91.059998,94.550003,89.949997,92.940002,1635500,92.780113
"2022-03-09",94.080002,94.870003,92.540001,92.910004,1569700,92.750168
"2022-03-10",91.050003,91.580002,87,89,1233300,88.846886
"2022-03-11",90.019997,90.470001,88.910004,89.040001,1317200,88.886818
"2022-03-14",89.970001,90.230003,88.489998,89.059998,1173600,88.906784
"2022-03-15",90,90.120003,88.730003,89.639999,747700,89.485786
"2022-03-16",90.410004,93.660004,89.989998,93.639999,1260400,93.478905
"2022-03-17",92.650002,94.25,92.559998,94.220001,1025000,94.057907
"2022-03-18",94.220001,96.419998,93.610001,96.160004,2826500,95.994576
"2022-03-21",96.370003,98.260002,95.980003,96.540001,1424500,96.373917
"2022-03-22",96.540001,98.080002,95.360001,95.690002,1114000,95.525383
"2022-03-23",95.209999,96.589996,94.790001,95.699997,924500,95.535355
"2022-03-24",96.050003,97,95.629997,96.949997,905400,96.783211
"2022-03-25",97,97.82,96.07,97.129997,1388000,96.962898
"2022-03-28",96.879997,98.5,96.860001,98.269997,1608400,98.100937
"2022-03-29",98.879997,100.050003,98,99.580002,1355900,99.408684
"2022-03-30",99.57,99.959999,98.279999,99.099998,835300,98.929512
"2022-03-31",98.349998,99.18,95.980003,96.169998,1271800,96.004547
"2022-04-01",97.110001,97.32,94.309998,95.440002,968900,95.27581
"2022-04-04",95.43,95.669998,93.510002,93.660004,1201900,93.498871
"2022-04-05",93.160004,93.629997,89.349998,90.110001,1837400,89.954979
"2022-04-06",89.43,91.110001,89.410004,90.940002,1173600,90.783554
"2022-04-07",90.07,91.099998,89.099998,90.610001,1023500,90.454117
"2022-04-08",90.75,90.75,88.580002,89.309998,1169100,89.156349
"2022-04-11",89.43,91.110001,88.889999,89.010002,878000,88.856873
"2022-04-12",89.519997,90.290001,88.370003,88.559998,626600,88.407639
"2022-04-13",88.349998,89.769997,88.349998,89.559998,621200,89.405922
"2022-04-14",89.879997,90.339996,89.110001,89.169998,741700,89.016594
"2022-04-18",89.120003,90.019997,88.519997,88.919998,465800,88.767021
"2022-04-19",89.389999,91.019997,89.279999,90.949997,864000,90.793526
"2022-04-20",91.910004,94.199997,91.910004,93.860001,906500,93.698524
"2022-04-21",95,95.580002,92.07,92.519997,1037800,92.360825
"2022-04-22",91.790001,92.050003,88.949997,89.129997,749500,88.976662
"2022-04-25",88.379997,89.440002,86.860001,89.25,1221100,89.096458
"2022-04-26",88.480003,89.300003,86.510002,86.510002,1068400,86.361176
"2022-04-27",87.550003,90.559998,86.32,90.029999,1564800,89.875114
"2022-04-28",91.459999,94.089996,90.519997,93.639999,1407100,93.478905
"2022-04-29",93,93.529999,89.620003,89.910004,955600,89.755325
"2022-05-02",90.150002,92.199997,89.940002,91.93,1475500,91.771851
"2022-05-03",92.059998,93.269997,91.290001,92.110001,1030600,91.951538
"2022-05-04",92.480003,94.989998,91.43,94.739998,1090500,94.577011
"2022-05-05",93.790001,94.209999,90.769997,91.660004,838400,91.502312
"2022-05-06",91.599998,91.599998,88.470001,89.800003,1045100,89.645515
"2022-05-09",88.610001,89.559998,86.510002,86.870003,686900,86.720551
"2022-05-10",87.93,88.300003,85.18,86.68,1054600,86.530876
"2022-05-11",86.830002,87.760002,84.110001,84.239998,1467400,84.095078
"2022-05-12",84.480003,86.190002,84.089996,85.959999,1045500,85.812119
"2022-05-13",86.779999,88.160004,86.400002,86.790001,574700,86.640694
"2022-05-16",86.660004,87.019997,85.220001,86.290001,476500,86.141548
"2022-05-17",88.089996,89.440002,87.459999,89.370003,489000,89.216255
"2022-05-18",88.900002,89.260002,86.949997,87.190002,588300,87.040001
"2022-05-19",85.879997,88.68,85.830002,87.050003,882900,87.050003
"2022-05-20",87.519997,87.949997,85,86.959999,783500,86.959999
"2022-05-23",88.860001,88.860001,87.089996,87.650002,663500,87.650002
"2022-05-24",87.010002,87.019997,85,86.360001,572300,86.360001
"2022-05-25",86.129997,88.580002,85.949997,88.150002,883800,88.150002
"2022-05-26",89.220001,91.169998,89,90.75,896400,90.75
"2022-05-27",91.860001,95,91.830002,94.93,1419300,94.93
"2022-05-31",94.75,95.220001,94.029999,94.459999,1687400,94.459999
"2022-06-01",94.459999,94.75,91.459999,93.209999,1120600,93.209999
"2022-06-02",93.419998,95.5,93.269997,94.959999,873000,94.959999
"2022-06-03",93.830002,94.860001,93.620003,94.669998,465200,94.669998
"2022-06-06",95,95.620003,93.830002,94.529999,667700,94.529999
"2022-06-07",93.550003,94.959999,93.230003,94.830002,655600,94.830002
"2022-06-08",93.989998,94.760002,93.419998,94,509900,94
"2022-06-09",93.760002,94.470001,92.769997,92.82,437900,92.82
"2022-06-10",90.540001,91.510002,89.580002,90.25,1034500,90.25
"2022-06-13",87.970001,88,85.160004,85.809998,820600,85.809998
"2022-06-14",86.199997,87.080002,85.419998,86.32,642300,86.32
"2022-06-15",87.400002,89.010002,86.550003,88,868500,88
"2022-06-16",86.089996,86.309998,83.019997,84.099998,1176200,84.099998
"2022-06-17",83.870003,84.43,81.690002,83.279999,2222600,83.279999
"2022-06-21",85,85.75,83.650002,84.620003,812300,84.620003
"2022-06-22",82.879997,84.629997,82.620003,83.739998,734600,83.739998
"2022-06-23",82.25,82.93,79.919998,80.760002,1171800,80.760002
"2022-06-24",82.339996,85.300003,82.099998,85.050003,1088800,85.050003
"2022-06-27",85.849998,86.389999,84.919998,85.349998,638700,85.349998
"2022-06-28",86.089996,86.629997,83.510002,83.669998,871200,83.669998
"2022-06-29",84.089996,84.089996,82.050003,82.629997,641800,82.629997
