"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2020-09-16",145.25,148.550003,144.300003,146.779999,1069000,139.581741
"2020-09-17",140.649994,144.910004,139.509995,144.589996,1532800,137.499161
"2020-09-18",143.009995,145.630005,142.729996,142.990005,1836500,135.977631
"2020-09-21",141.350006,141.490005,137.429993,138.330002,1373600,131.546143
"2020-09-22",138.360001,140.25,137.350006,139.449997,935500,132.611191
"2020-09-23",140.070007,141.820007,136.190002,136.509995,1033400,129.815384
"2020-09-24",136.119995,138.449997,135.160004,136.899994,929400,130.186264
"2020-09-25",135.839996,138.770004,135.559998,138.210007,883000,131.432053
"2020-09-28",139.699997,142.399994,139.699997,140.919998,721500,134.009125
"2020-09-29",140.429993,140.580002,137.889999,138.550003,1066600,131.755341
"2020-09-30",139.160004,140.139999,137.070007,138.429993,1208700,131.641235
"2020-10-01",138.889999,140.080002,136.800003,138.220001,887400,131.441528
"2020-10-02",133.720001,140.940002,133.600006,140.490005,1325300,133.600235
"2020-10-05",141.979996,143.350006,141.110001,142.729996,936200,135.730347
"2020-10-06",144.080002,146.970001,142.029999,142.309998,1347500,135.330948
"2020-10-07",143.669998,145.649994,143.529999,144.869995,1204100,137.765396
"2020-10-08",145,145.660004,143.600006,145.039993,854600,138.982391
"2020-10-09",146.110001,146.110001,143.529999,143.660004,1974000,137.660004
"2020-10-12",144.800003,146.759995,143.839996,144.729996,1611700,138.685303
"2020-10-13",144.600006,144.979996,141.660004,143.240005,1235800,137.257568
"2020-10-14",142.800003,145.399994,142.699997,142.889999,1350800,136.92215
"2020-10-15",141.699997,142,140.179993,140.809998,1336200,134.929031
"2020-10-16",141.619995,142.5,140.25,142.240005,2653200,136.299316
"2020-10-19",142.25,142.770004,138.199997,138.679993,1500400,132.888016
"2020-10-20",140.25,140.570007,137.770004,138.460007,889100,132.677185
"2020-10-21",137.839996,138.710007,136.5,136.610001,1007200,130.904449
"2020-10-22",136.580002,139.669998,136.360001,139.419998,1282400,133.597092
"2020-10-23",140.399994,141.190002,139.410004,140.699997,993100,134.823639
"2020-10-26",139.259995,139.610001,136.429993,138.509995,1646200,132.725098
"2020-10-27",137.949997,138.110001,134.869995,134.869995,1998200,129.237137
"2020-10-28",134.839996,137.660004,132.169998,132.429993,1866900,126.89901
"2020-10-29",131.820007,133.479996,130.119995,131.320007,1454900,125.835396
"2020-10-30",130.559998,132.720001,129.169998,131.330002,2350000,125.844986
"2020-11-02",133.369995,136.529999,132.570007,136.089996,1417100,130.406174
"2020-11-03",137.75,139.589996,136.970001,138.199997,1928500,132.42804
"2020-11-04",138.979996,143.330002,137.240005,139.089996,1855900,133.280884
"2020-11-05",139.529999,141.130005,138,139.149994,1158200,133.338364
"2020-11-06",139.550003,140.139999,138.139999,139.320007,999000,133.501266
"2020-11-09",147.179993,150.389999,144.770004,147.130005,2276200,140.985092
"2020-11-10",148.800003,152.029999,148.149994,151.309998,1994800,144.990509
"2020-11-11",151.089996,151.089996,148.169998,150.289993,1794600,144.013107
"2020-11-12",148.559998,149.520004,146.699997,147.5,1298400,141.339645
"2020-11-13",148.75,151.380005,148.009995,151.149994,1217500,144.837189
"2020-11-16",153.830002,154.089996,151.759995,152.929993,1605400,146.542847
"2020-11-17",151.679993,153.289993,150.919998,151.470001,1241700,145.143829
"2020-11-18",152.429993,155.220001,151.839996,153.5,1536200,147.08905
"2020-11-19",152.5,153.199997,149.289993,149.990005,1413100,143.725647
"2020-11-20",150,150.330002,147.5,148.360001,1358800,142.163712
"2020-11-23",148.990005,150.759995,148.860001,150.020004,1413000,143.754379
"2020-11-24",152.639999,153.740005,151.220001,153.669998,1784700,147.251938
"2020-11-25",153.850006,153.850006,151.539993,152.039993,845000,145.690018
"2020-11-27",151.619995,153.029999,151.270004,152.059998,629000,145.709167
"2020-11-30",151.009995,152.169998,148.649994,149.350006,1572300,143.112381
"2020-12-01",151.039993,154.289993,150.699997,151.759995,1302700,145.421692
"2020-12-02",150.869995,153.619995,150.119995,153.350006,1123000,146.945297
"2020-12-03",153.350006,155.220001,152.940002,153.880005,1081800,147.453171
"2020-12-04",153.919998,156.139999,153.919998,156.039993,1065000,149.522934
"2020-12-07",154.949997,155.630005,152.5,153,1033000,146.609924
"2020-12-08",152.300003,154.300003,152.119995,153.570007,958700,147.156113
"2020-12-09",153.699997,154.789993,152.919998,154.139999,1204000,147.702316
"2020-12-10",152.570007,153.589996,150.080002,150.369995,2042500,144.089783
"2020-12-11",149.800003,151.919998,148.779999,151.330002,2444700,145.009659
"2020-12-14",152.860001,155.089996,152.729996,153.339996,1757700,146.935699
"2020-12-15",153.639999,155.389999,152.059998,154.600006,1242100,148.143127
"2020-12-16",154.899994,155.300003,152.630005,153.399994,1373400,146.993225
"2020-12-17",153.850006,154.119995,151.529999,151.589996,951300,145.258804
"2020-12-18",151.279999,153.770004,151.020004,152.669998,2447600,146.293686
"2020-12-21",150.009995,150.910004,147.320007,149.669998,1980300,143.419006
"2020-12-22",149.619995,149.669998,146.289993,146.5,1604900,140.381393
"2020-12-23",147.360001,149.399994,147,148.149994,1113800,141.962509
"2020-12-24",148.339996,149.149994,147.600006,149.009995,447400,142.786575
"2020-12-28",149.199997,150.490005,148.360001,148.720001,777900,142.508682
"2020-12-29",149.779999,149.779999,146.389999,147.550003,1105300,141.387543
"2020-12-30",147.490005,149.410004,147.479996,148.300003,995800,142.106232
"2020-12-31",148.130005,148.910004,147.350006,148.820007,1753100,142.604523
"2021-01-04",149.259995,149.259995,144.809998,145.940002,1426600,139.844788
"2021-01-05",146.199997,146.710007,144.5,146.009995,1184400,139.911835
"2021-01-06",145.25,150.639999,145.25,149.740005,1845300,143.486084
"2021-01-07",150.020004,152.240005,148.759995,151.720001,1340400,145.383408
"2021-01-08",150.419998,152.619995,148.600006,150.770004,2246000,144.473053
"2021-01-11",150.25,152.240005,149.410004,151.779999,1431100,145.440887
"2021-01-12",151.779999,154.940002,151.75,153.5,1531600,147.08905
"2021-01-13",152.889999,153.440002,151.330002,152.630005,1186800,146.255386
"2021-01-14",152.5,155.380005,151.910004,154.089996,1556900,148.726273
"2021-01-15",153.570007,154.210007,151.880005,153.169998,1822100,147.838287
"2021-01-19",154.380005,155.360001,153.059998,153.130005,1439000,147.799667
"2021-01-20",153.240005,154.399994,152.410004,154.029999,1068700,148.668335
"2021-01-21",153.839996,154.740005,150.5,151.059998,1395200,145.801727
"2021-01-22",150.410004,153.149994,149.809998,152.770004,1171500,147.452225
"2021-01-25",151.820007,155.699997,151.110001,153.160004,1849100,147.828644
"2021-01-26",154.339996,154.630005,150.020004,150.330002,1588700,145.097153
"2021-01-27",150.75,158.990005,148.899994,152.729996,2373500,147.413605
"2021-01-28",153.160004,153.520004,149.630005,150.429993,1993500,145.193665
"2021-01-29",149.119995,151.070007,146.619995,146.679993,3102600,141.574203
"2021-02-01",147.419998,148.580002,146.529999,147.669998,1765000,142.529724
"2021-02-02",148.5,151.399994,148.330002,149.820007,2036100,144.604919
"2021-02-03",148.710007,153.820007,148.710007,153.080002,1500500,147.751419
"2021-02-04",153.710007,157.679993,153.050003,157.529999,1613300,152.046509
"2021-02-05",159.020004,160.479996,157.649994,158.820007,1859000,153.291626
"2021-02-08",159,159.75,157.110001,159.639999,1247000,154.083084
"2021-02-09",159.669998,162.539993,158.419998,162.139999,1108800,156.496048
"2021-02-10",162.639999,164.029999,161.889999,163.130005,1363100,157.451599
"2021-02-11",162.570007,166.210007,162.570007,163.449997,1612300,157.760452
"2021-02-12",163.070007,165.389999,162.759995,164.830002,1263200,159.092422
"2021-02-16",165.119995,166.240005,163.029999,163.320007,1361100,157.634964
"2021-02-17",162.970001,165.089996,161.570007,164.490005,770000,158.764252
"2021-02-18",164.020004,164.449997,162.460007,163.229996,672200,157.548096
"2021-02-19",164.270004,165.240005,163.820007,164.779999,773900,159.044159
"2021-02-22",164.449997,167.149994,163.880005,166.419998,1426500,160.62706
"2021-02-23",168.119995,168.300003,164.520004,167.350006,1367800,161.524689
"2021-02-24",167.419998,168.929993,166.399994,168.059998,1163700,162.209976
"2021-02-25",167.669998,168.970001,165.529999,166.199997,1133700,160.414719
"2021-02-26",166.660004,166.830002,163.360001,163.470001,1730700,157.77977
"2021-03-01",165,168.559998,164.880005,167.059998,1113200,161.244812
"2021-03-02",166.699997,168.770004,166.589996,167.679993,1155800,161.843201
"2021-03-03",168.199997,169.600006,167.509995,167.949997,951000,162.103821
"2021-03-04",168.130005,168.5,163.119995,165.770004,1311000,159.999695
"2021-03-05",166.949997,171.479996,165.800003,170.520004,1187900,164.584366
"2021-03-08",171.789993,175.270004,170.649994,172.690002,1344700,166.678802
"2021-03-09",172.690002,173.270004,168.380005,168.740005,1846200,162.866318
"2021-03-10",169.570007,172.820007,168.610001,172.419998,1079900,166.418213
"2021-03-11",171.279999,174.449997,170.399994,172.669998,1127600,166.659515
"2021-03-12",174.100006,176.610001,174.100006,176.289993,1004300,170.153488
"2021-03-15",176.5,177.020004,173.940002,176.710007,1034500,170.558899
"2021-03-16",176.160004,176.279999,173.809998,175.320007,1090000,169.21727
"2021-03-17",176.600006,178.800003,175.149994,177.520004,1197200,171.340683
"2021-03-18",177.520004,180.350006,177.520004,179.240005,1288800,173.000839
"2021-03-19",178.270004,178.919998,174.949997,177.619995,2759100,171.43721
"2021-03-22",177.520004,177.520004,173.520004,176.559998,1041600,170.414093
"2021-03-23",175.880005,176.990005,174.320007,174.869995,859100,168.782913
"2021-03-24",176.309998,179.410004,176.309998,176.419998,920600,170.278976
"2021-03-25",175.809998,180.259995,175.75,180.059998,1015400,173.792282
"2021-03-26",180,181.839996,179.009995,181.539993,1074200,175.220749
"2021-03-29",181.820007,184.039993,180.020004,183.300003,1711400,176.919495
"2021-03-30",183.339996,184.369995,181.800003,182.100006,793300,175.761276
"2021-03-31",181.320007,182.360001,180.649994,181.559998,1052700,175.240067
"2021-04-01",181.630005,181.729996,179.850006,180.830002,851000,174.535461
"2021-04-05",182.199997,185.660004,182,185.589996,1189200,179.129761
"2021-04-06",184.410004,185.699997,184.410004,185.110001,930500,178.666473
"2021-04-07",185.570007,186,183.5,184.789993,984900,178.357635
"2021-04-08",182.75,184.580002,182.070007,184.110001,887400,178.853073
"2021-04-09",181.830002,183.789993,180.880005,183,1258200,177.774765
"2021-04-12",183.449997,185.199997,182.960007,184.940002,1132700,179.659363
"2021-04-13",183.190002,183.940002,182.009995,182.279999,1237200,177.075317
"2021-04-14",182.729996,185.029999,182.440002,183.479996,823900,178.241043
"2021-04-15",184,184.289993,182.429993,183.929993,922900,178.678192
"2021-04-16",185.220001,185.240005,183.270004,184.470001,1418300,179.202774
"2021-04-19",184.440002,184.910004,182.779999,184.789993,1156600,179.513641
"2021-04-20",184.720001,185.869995,183.369995,184.070007,1204900,178.814209
"2021-04-21",183.630005,185.869995,183.229996,185.850006,863900,180.543396
"2021-04-22",185.440002,186.089996,184.259995,184.5,827500,179.231918
"2021-04-23",184.929993,186.979996,184.389999,186.479996,795400,181.15538
"2021-04-26",187.509995,188.449997,185.050003,185.190002,1168800,179.902222
"2021-04-27",185.039993,187.009995,184.190002,185.889999,1197100,180.582245
"2021-04-28",188.850006,189,185.059998,185.259995,1412100,179.97023
"2021-04-29",188.119995,191.460007,187.729996,190.710007,1363900,185.264618
"2021-04-30",190.070007,191.119995,188.779999,190.229996,1492300,184.798325
"2021-05-03",190.990005,192.740005,189.380005,191.690002,833400,186.216629
"2021-05-04",191.649994,192.789993,191.580002,191.990005,1396000,186.508087
"2021-05-05",191.619995,191.899994,189.449997,190.679993,1412700,185.235458
"2021-05-06",191.720001,192.75,190.669998,192.679993,1263200,187.178345
"2021-05-07",193,195.339996,192.350006,194.820007,1367700,189.257263
"2021-05-10",195.479996,197.509995,194.429993,194.600006,1004500,189.043549
"2021-05-11",193.809998,194.320007,189.75,191.539993,1091700,186.070908
"2021-05-12",192,192.399994,186.699997,186.880005,1730500,181.543976
"2021-05-13",187.75,192.080002,186.809998,191.289993,1047700,185.828049
"2021-05-14",191.710007,192.699997,190.639999,191.940002,890800,186.459473
"2021-05-17",191.100006,192.270004,189.610001,191.649994,966800,186.177765
"2021-05-18",191.740005,191.809998,189.320007,189.350006,872500,183.943466
"2021-05-19",187.770004,188.580002,185.320007,188.520004,927100,183.137146
"2021-05-20",188.839996,189.759995,188.100006,189.059998,800900,183.661728
"2021-05-21",189.720001,191.529999,188.440002,189.880005,1641500,184.458313
"2021-05-24",190.710007,190.729996,188.940002,189.600006,891200,184.18631
"2021-05-25",189.360001,190.699997,188.699997,188.910004,631600,183.516006
"2021-05-26",189.669998,189.860001,187.679993,189.020004,709300,183.622879
"2021-05-27",190.889999,191.559998,189.820007,190.669998,1157000,185.225769
"2021-05-28",191.009995,191.669998,189.630005,189.910004,713900,184.487457
"2021-06-01",191.25,191.5,189.339996,189.539993,813200,184.128006
"2021-06-02",190.199997,191.619995,189.25,191.539993,1143900,186.070908
"2021-06-03",191.399994,192.009995,190.100006,190.809998,885100,185.361755
"2021-06-04",191.5,193.850006,191.029999,193.570007,1126200,188.042969
"2021-06-07",193.929993,194.270004,190.639999,191.770004,1018800,186.294342
"2021-06-08",191.779999,193.380005,191.220001,192.720001,1004700,187.217239
"2021-06-09",192.639999,193.369995,191.25,191.869995,870600,186.391495
"2021-06-10",192.990005,193.529999,191.210007,191.479996,790100,186.012619
"2021-06-11",192.270004,192.270004,190.710007,191.490005,1385400,186.022354
"2021-06-14",191,191.410004,189.440002,190.839996,1165800,185.390915
"2021-06-15",191.380005,193.020004,191.289993,192.449997,935900,186.954941
"2021-06-16",192.309998,192.460007,190,190.080002,750800,184.652618
"2021-06-17",190.660004,191.119995,186.360001,187.679993,915600,182.321136
"2021-06-18",185.25,186.720001,184.529999,185.149994,2567800,179.863358
"2021-06-21",186.789993,190.889999,186.740005,190.779999,1237300,185.332626
"2021-06-22",190.309998,190.729996,189.080002,189.580002,968100,184.166885
"2021-06-23",189.990005,189.990005,186.779999,186.809998,1018000,181.475967
"2021-06-24",188.039993,188.300003,186.240005,188.110001,810400,182.738861
"2021-06-25",187.800003,190.070007,187.800003,189.809998,849200,184.390305
"2021-06-28",190.059998,190.190002,188.25,188.869995,1159400,183.477142
"2021-06-29",189.789993,190.600006,186.490005,186.699997,1064100,181.36911
"2021-06-30",186.550003,188.589996,186.509995,188.259995,1102200,182.884583
"2021-07-01",187.820007,189.089996,187.279999,188.050003,894500,183.842651
"2021-07-02",188.25,189.559998,187.369995,188.539993,619700,184.321671
"2021-07-06",187.809998,188.039993,184.300003,186.910004,838400,182.72818
"2021-07-07",185.889999,190.270004,185.889999,189.789993,1168500,185.543716
"2021-07-08",187.830002,189.410004,186.789993,188.020004,962200,183.813324
"2021-07-09",190.139999,191.240005,188.589996,190.220001,1077200,185.964096
"2021-07-12",189.509995,190.529999,188.369995,189.330002,779000,185.094009
"2021-07-13",189.369995,190.289993,188.660004,188.740005,840400,184.517212
"2021-07-14",188.970001,190.119995,188.300003,189.460007,708200,185.221115
"2021-07-15",188,189.839996,187.580002,189.350006,920300,185.113571
"2021-07-16",190.279999,190.630005,188.550003,189.279999,1057300,185.04512
"2021-07-19",187.169998,187.639999,182.660004,184.089996,1158200,179.971222
"2021-07-20",185.149994,190.630005,185.059998,190.009995,1029600,185.758789
"2021-07-21",191,192.410004,190.600006,191.630005,699000,187.34256
"2021-07-22",191.199997,191.199997,189.800003,190.570007,524800,186.306259
"2021-07-23",191.669998,192.179993,190.639999,191.860001,455500,187.567383
"2021-07-26",191.25,192.600006,191.25,191.919998,710200,187.626068
"2021-07-27",191.610001,195.589996,190.809998,194.050003,1258900,189.708405
"2021-07-28",198.399994,199.949997,194.029999,195.509995,1267600,191.135742
"2021-07-29",197.309998,198.910004,195.449997,198.139999,1147800,193.706909
"2021-07-30",197.800003,197.820007,194.940002,196.029999,907500,191.644119
"2021-08-02",196.800003,198.809998,195.580002,195.830002,1038400,191.448578
"2021-08-03",196.509995,197.410004,193.360001,197.320007,738600,192.905258
"2021-08-04",195.800003,197.25,194.889999,195.869995,610300,191.487671
"2021-08-05",195.520004,197.809998,195.520004,196.690002,585600,192.289337
"2021-08-06",198.139999,199.449997,197.449997,199.080002,876500,194.625885
"2021-08-09",198.399994,198.589996,196.800003,197.240005,697900,192.827042
"2021-08-10",196.990005,199.139999,196.699997,199.020004,596800,194.567215
"2021-08-11",199.429993,200.740005,198.570007,200.690002,739400,196.199844
"2021-08-12",200.779999,201.149994,198.360001,199.169998,526100,194.713852
"2021-08-13",199.470001,199.610001,198,198.369995,655100,193.931747
"2021-08-16",198.190002,200.539993,196.330002,200.460007,629100,195.975006
"2021-08-17",199.479996,200.460007,197.889999,199.320007,764800,194.860504
"2021-08-18",198.889999,199.429993,196.550003,196.800003,1004800,192.396881
"2021-08-19",195.509995,197.339996,194.089996,195.490005,738000,191.116196
"2021-08-20",195.630005,197.899994,195.240005,197.300003,1242300,192.885696
"2021-08-23",198.080002,199.100006,197.119995,198.009995,556700,193.579803
"2021-08-24",198.669998,199.600006,198.119995,198.919998,416900,194.469452
"2021-08-25",199.570007,200.070007,198.220001,199.300003,396100,194.840958
"2021-08-26",198.880005,199.389999,198.119995,199.070007,483700,194.616104
"2021-08-27",199.869995,200.520004,199.110001,199.720001,622000,195.251556
"2021-08-30",199.929993,200.009995,198.529999,199.190002,396000,194.733414
"2021-08-31",199.300003,200.770004,199.229996,200.309998,786500,195.828339
"2021-09-01",201,201,198.529999,199.789993,784600,195.319962
"2021-09-02",200.309998,202.399994,200.309998,202.300003,948000,197.773834
"2021-09-03",202,202.899994,201.190002,202.460007,881300,197.930252
"2021-09-07",201.669998,203.25,200.75,202.389999,1396900,197.861816
"2021-09-08",202.179993,205,201.570007,204.399994,1085700,199.826828
"2021-09-09",205,206.460007,203.770004,203.809998,1237400,199.250031
"2021-09-10",204.949997,205.139999,201.559998,201.600006,1045000,197.089493
"2021-09-13",202.339996,202.880005,197.440002,199.419998,1484900,194.958252
"2021-09-14",200.429993,200.429993,195.929993,196.660004,1007700,192.26001
"2021-09-15",196.610001,199.460007,196.080002,198.479996,930900,194.039291
"2021-09-16",198.910004,199.5,194.830002,194.880005,819600,190.519836
"2021-09-17",194.119995,195.789993,193.570007,195.119995,2722100,190.754456
"2021-09-20",194,194.570007,191.059998,193.429993,940400,189.102264
"2021-09-21",193.929993,194.779999,190.690002,191.190002,726000,186.912399
"2021-09-22",192.779999,194.949997,192.330002,193.75,698200,189.415115
"2021-09-23",195.600006,197.880005,195,196.75,639000,192.347992
"2021-09-24",196.649994,198.119995,196.619995,197.419998,468900,193.003006
"2021-09-27",198.160004,200.210007,197.429993,197.759995,645900,193.335403
"2021-09-28",197.789993,198.699997,195.339996,197.100006,887700,192.69017
"2021-09-29",198.089996,199.520004,197.089996,198.389999,672000,193.951294
"2021-09-30",198.960007,199.490005,196.009995,196.029999,1059500,191.644119
"2021-10-01",197.270004,199.300003,194.059998,198.220001,876700,193.78511
"2021-10-04",197.660004,199.740005,195.789993,197.509995,853100,193.090988
"2021-10-05",198.229996,199.660004,196.619995,198.160004,959000,193.726456
"2021-10-06",197.119995,199.410004,195,199.360001,727100,194.899597
"2021-10-07",199.889999,202.190002,199.75,201.729996,664200,198.400848
"2021-10-08",201.940002,202.839996,200.860001,202.119995,723100,198.784424
"2021-10-11",202.5,205.839996,201.889999,202.880005,701700,199.531891
"2021-10-12",202.880005,205.449997,202.699997,203.550003,796300,200.190811
"2021-10-13",203.380005,204.059998,200.929993,203.389999,674100,200.033463
"2021-10-14",204.720001,205.669998,203.399994,205.139999,737100,201.754593
"2021-10-15",205.75,208.929993,205.75,208.059998,1076700,204.626389
"2021-10-18",206.919998,208.270004,205.740005,206.660004,591300,203.249496
"2021-10-19",207.080002,209.029999,206.050003,208.619995,746000,205.177139
"2021-10-20",208.619995,209.630005,207.970001,208.440002,939500,205.000122
"2021-10-21",207.960007,208.199997,205.160004,208.039993,831300,204.60672
"2021-10-22",208.710007,210.210007,207.470001,209.520004,767800,206.062302
"2021-10-25",209.059998,209.630005,207.800003,207.910004,672500,204.478867
"2021-10-26",199.210007,205.529999,198.639999,204.570007,1855400,201.193985
"2021-10-27",204.990005,208.710007,201.270004,205.789993,1138800,202.393845
"2021-10-28",207.25,207.490005,201.089996,202.610001,1119700,199.266327
"2021-10-29",202.600006,204.050003,201.350006,202.75,1485500,199.404022
"2021-11-01",202.809998,203.839996,199.770004,201.889999,767700,198.558212
"2021-11-02",202.509995,203.460007,200.970001,201.75,847800,198.420517
"2021-11-03",200.949997,201.25,197.610001,201.210007,1338300,197.889435
"2021-11-04",200.729996,201.179993,197.610001,198.160004,1138400,194.889771
"2021-11-05",200.25,201.360001,199.009995,201,1306700,197.682907
"2021-11-08",201.910004,203.169998,200.080002,202.639999,1085900,199.295837
"2021-11-09",202.820007,203.630005,201.229996,202.880005,666900,199.531891
"2021-11-10",203.080002,203.75,201.100006,201.330002,625200,198.007462
"2021-11-11",200.770004,201.449997,198.809998,199.089996,904600,195.804413
"2021-11-12",199.089996,201.449997,198.520004,200.970001,944100,197.653397
"2021-11-15",202.039993,202.039993,200.149994,201.070007,679900,197.751755
"2021-11-16",200.910004,201.690002,198.690002,198.740005,860100,195.460205
"2021-11-17",198.669998,200.100006,198.669998,199.460007,617600,196.168335
"2021-11-18",199.740005,199.740005,196.820007,198,750000,194.732407
"2021-11-19",197.800003,198.380005,196.050003,196.309998,792100,193.070297
"2021-11-22",197.210007,200.570007,196.619995,199.360001,689500,196.069962
"2021-11-23",199.899994,201.729996,199.490005,200.289993,604400,196.984604
"2021-11-24",200.070007,200.639999,198.059998,198.740005,524200,195.460205
"2021-11-26",194.199997,194.550003,190.800003,193.369995,847300,190.178818
"2021-11-29",195,195.800003,193.130005,194.440002,878600,191.231155
"2021-11-30",192.490005,193.720001,188.639999,188.970001,2083900,185.85144
"2021-12-01",192,194.509995,189.429993,189.449997,1320400,186.323502
"2021-12-02",191.440002,196.779999,190.320007,194.479996,1246500,191.270508
"2021-12-03",194.710007,198.059998,194.559998,197.630005,1424200,194.368515
"2021-12-06",200.070007,201.899994,198.690002,199.570007,820500,196.27652
"2021-12-07",200,201.190002,198.970001,199.320007,880200,196.030624
"2021-12-08",199.850006,202.75,199.850006,200.880005,781100,197.56488
"2021-12-09",200,202.139999,198.679993,201.929993,938000,198.597534
"2021-12-10",203.169998,205.850006,201.5,204.929993,1038000,201.548035
"2021-12-13",202.880005,205.020004,202.009995,203.490005,1017200,200.131805
"2021-12-14",204.710007,206.559998,202.300003,203.470001,1160300,200.112137
"2021-12-15",203.990005,206.350006,203.350006,206.240005,781200,202.836426
"2021-12-16",206.660004,209.080002,205.919998,206.179993,1030100,202.777405
"2021-12-17",206.050003,206.350006,202.190002,202.199997,2703100,198.863098
"2021-12-20",201,201.399994,197.029999,198.679993,969100,195.401169
"2021-12-21",199.899994,204.259995,199.600006,203.289993,1251800,199.935104
"2021-12-22",203.429993,204.889999,203.270004,203.759995,608500,200.397354
"2021-12-23",204.839996,205.850006,203.779999,204.690002,665800,201.311996
"2021-12-27",205.070007,207.210007,204.539993,207.130005,849200,203.711746
"2021-12-28",206.5,208.869995,206.5,207.669998,899400,204.242828
"2021-12-29",207.770004,208.559998,206.130005,207.889999,715700,204.459183
"2021-12-30",207.699997,209.350006,207.179993,207.539993,718600,204.114975
"2021-12-31",207.320007,209.470001,206.330002,208.470001,868400,205.029633
"2022-01-03",209,209.550003,206.139999,207.460007,721500,204.036301
"2022-01-04",209.070007,212.460007,208.210007,212.050003,1129400,208.550537
"2022-01-05",212.770004,214.429993,210.029999,210.309998,876500,206.839264
"2022-01-06",212.529999,214.039993,210.130005,211.740005,864100,208.245667
"2022-01-07",212.570007,213.869995,211.669998,212.089996,1408500,208.589874
