"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2022-01-04",92.050003,96.269997,91.650002,95.349998,5716500,91.318611
"2022-01-05",97,97.330002,93.550003,93.599998,6632100,89.642601
"2022-01-06",97.25,97.400002,94.57,95.519997,5254700,91.481422
"2022-01-07",96.010002,98.269997,94.889999,98.160004,6277800,94.009811
"2022-01-10",98.360001,99.309998,96.029999,98.059998,5381700,93.914024
"2022-01-11",99.349998,102.440002,97.43,102.199997,4866400,97.87899
"2022-01-12",103.290001,103.5,101.25,102.769997,3953900,98.424896
"2022-01-13",101.5,103.349998,100.620003,102,3469200,98.405602
"2022-01-14",102.129997,106.019997,102.129997,105.629997,4981800,101.907677
"2022-01-18",107.599998,107.989998,104.32,105.669998,6205400,101.946266
"2022-01-19",106.779999,107.169998,103.050003,105.129997,4935500,101.425301
"2022-01-20",103.739998,107.82,103.050003,103.5,4863500,99.852737
"2022-01-21",102.389999,102.540001,99.449997,100.629997,3801600,97.083885
"2022-01-24",97.519997,103.040001,95.93,102.309998,5916700,98.704674
"2022-01-25",102.25,107.699997,99.360001,106.940002,4764900,103.171516
"2022-01-26",107.669998,109.900002,106.07,107.529999,5122500,103.74073
"2022-01-27",109.669998,111.279999,107.75,109.75,6217600,105.8825
"2022-01-28",109.75,110.949997,107.419998,109.699997,3832600,105.834259
"2022-01-31",110.529999,113.199997,107.68,111.480003,5685000,107.551544
"2022-02-01",110.18,114.93,109.970001,113.18,4590900,109.191628
"2022-02-02",112.540001,113.260002,109.260002,112.919998,4368300,108.940788
"2022-02-03",112.25,112.970001,109.949997,111.779999,3569000,107.840958
"2022-02-04",113.309998,116.529999,112.93,113.699997,3708300,109.693306
"2022-02-07",113.339996,116.290001,111.410004,114.690002,3282800,110.648422
"2022-02-08",113.400002,113.610001,109.57,111.529999,5698400,107.599777
"2022-02-09",111.459999,114.239998,111.120003,113.309998,2969100,109.317047
"2022-02-10",112.400002,115.459999,111.849998,112.660004,3861900,108.689949
"2022-02-11",113.730003,116.889999,113.129997,116.75,4732900,112.635818
"2022-02-14",116.010002,116.449997,112.400002,113.410004,3960500,109.413536
"2022-02-15",109.650002,111.190002,108.43,110.900002,4001700,106.991982
"2022-02-16",112.080002,114.309998,110.879997,111.769997,4041100,107.831314
"2022-02-17",111.510002,114.059998,111.139999,112.599998,3049700,108.632065
"2022-02-18",110.57,112.760002,110.449997,111.620003,3315500,107.6866
"2022-02-22",116.870003,116.970001,108,109.529999,4658600,105.67025
"2022-02-23",110.360001,111.550003,108.879997,110.330002,4606600,106.442062
"2022-02-24",113,113.190002,106.269997,110.099998,6777900,106.220169
"2022-02-25",111.239998,112.25,105.849998,107.279999,10111300,103.499535
"2022-02-28",109.040001,115.050003,107.839996,114.919998,7794000,110.870308
"2022-03-01",116,117.440002,114.379997,116.410004,6225200,112.307808
"2022-03-02",118,118.949997,115.879997,116.739998,4287700,112.626175
"2022-03-03",115.610001,117.879997,114.599998,116.290001,4147300,112.192039
"2022-03-04",116.68,120.529999,116.309998,118.75,4902500,114.565346
"2022-03-07",120.019997,121.779999,116.540001,120.150002,5521300,115.916008
"2022-03-08",122,122.5,113.010002,117.809998,7619900,113.65847
"2022-03-09",114.349998,116.349998,111.529999,113.769997,5747700,109.760826
"2022-03-10",115.370003,120.57,113.989998,119.879997,5386900,115.655518
"2022-03-11",117.82,119.309998,115.300003,116.68,3963600,112.568283
"2022-03-14",118.110001,118.709999,111.839996,115.839996,6270500,112.723984
"2022-03-15",110.209999,114.989998,110,113.82,5415200,110.758324
"2022-03-16",113.290001,113.779999,111.379997,113,4953600,109.960381
"2022-03-17",115,118.5,114.300003,117.870003,4230000,114.699379
"2022-03-18",118.68,120.349998,113.760002,115.800003,25284700,112.685066
"2022-03-21",117.809998,123.190002,117.809998,122.459999,4776200,119.165909
"2022-03-22",122.120003,122.540001,118.940002,120.830002,3664300,117.579758
"2022-03-23",124.400002,124.889999,122.459999,123.550003,3344100,120.226601
"2022-03-24",123.349998,123.720001,120.400002,121.010002,2952500,117.754921
"2022-03-25",120.120003,124.540001,120.120003,124.510002,3124600,121.160774
"2022-03-28",121.839996,122.550003,119.709999,120.860001,2955600,117.608948
"2022-03-29",117.540001,120.879997,115.75,120.629997,3106500,117.385132
"2022-03-30",121.699997,123.32,120.43,121.089996,2788700,117.832764
"2022-03-31",120.879997,123.879997,119.220001,119.230003,4036000,116.022797
"2022-04-01",119.279999,121.470001,118.75,120.330002,2258000,117.093208
"2022-04-04",121.43,122,119.150002,120.830002,1807200,117.579758
"2022-04-05",120.949997,122.43,117.660004,117.830002,2335100,114.660454
"2022-04-06",119.900002,121.18,117.110001,118.449997,2847600,115.263771
"2022-04-07",120.019997,121,116.919998,120.620003,3053800,117.375404
"2022-04-08",122,127.949997,121.779999,126.879997,4534900,123.467018
"2022-04-11",125.519997,125.519997,120.919998,121.339996,3342800,118.076035
"2022-04-12",123.800003,127.209999,123.699997,124.57,2993900,121.219154
"2022-04-13",124.870003,125.68,121.599998,123.559998,4314900,120.964615
"2022-04-14",123,123.919998,122.309998,122.940002,3332000,120.357643
"2022-04-18",124.239998,125.220001,122.629997,123.32,4338100,120.72966
"2022-04-19",122.93,124.349998,121.080002,121.760002,4861600,119.202431
"2022-04-20",123,123.379997,121.709999,122.690002,3273900,120.1129
"2022-04-21",123.019997,124.349998,118.889999,119.489998,3403200,116.98011
"2022-04-22",118.879997,120.620003,115.970001,116.120003,3086400,113.680901
"2022-04-25",112.150002,112.949997,105.010002,111.769997,4813200,109.422264
"2022-04-26",113.209999,114.900002,111.199997,111.589996,2462000,109.24604
"2022-04-27",112.510002,113.699997,108.360001,112.809998,2839800,110.440414
"2022-04-28",113.730003,119.190002,110.330002,117.769997,3312500,115.296234
"2022-04-29",118.459999,119.529999,115.599998,116.760002,4734000,114.307449
"2022-05-02",114.93,117.040001,112.099998,116.309998,3496000,113.866898
"2022-05-03",116.349998,121.379997,116.279999,120.760002,3326700,118.223434
"2022-05-04",123.160004,124.980003,120.260002,124.769997,3134600,122.149193
"2022-05-05",126.110001,126.43,121.769997,123.419998,4289400,120.827553
"2022-05-06",125.900002,132.350006,125.050003,132.220001,7042600,129.442703
"2022-05-09",128.949997,130.020004,116.769997,117.940002,6977200,115.462669
"2022-05-10",120.43,125.059998,117.68,119.559998,5451400,117.04863
"2022-05-11",120.959999,126.190002,120.919998,121.290001,4167300,118.742302
"2022-05-12",121.639999,121.690002,117.540001,120.510002,4056100,117.978691
"2022-05-13",122.669998,126.059998,122.400002,124.279999,3881600,121.669487
"2022-05-16",124.580002,128.490005,124.580002,126.360001,3560100,123.705803
"2022-05-17",128.029999,129.089996,125.559998,127.419998,3496800,124.743538
"2022-05-18",128.210007,128.889999,120.730003,122.580002,4340700,120.005203
"2022-05-19",120.25,124.599998,119.580002,121.699997,4586600,119.143684
"2022-05-20",122.900002,125.199997,120.190002,122.050003,3559800,119.486336
"2022-05-23",124.279999,128.270004,122.419998,128.070007,3344300,125.379898
"2022-05-24",126.279999,130.210007,124.75,129.25,3127200,126.535095
"2022-05-25",130.509995,133.460007,129.520004,133.070007,3879700,130.274872
"2022-05-26",134.839996,136.429993,132.990005,133.720001,3384200,130.911209
"2022-05-27",132.729996,136.940002,132.020004,136.850006,2941000,133.975464
"2022-05-31",139.979996,141.990005,136.229996,136.960007,7746300,134.08316
"2022-06-01",139.839996,141.630005,137.399994,139.929993,4390300,136.990753
"2022-06-02",137.880005,141,136.660004,139.440002,2619700,136.511063
"2022-06-03",140.089996,143.270004,139.779999,142.479996,2665200,139.487198
"2022-06-06",143,143.729996,139.559998,141.110001,3225000,138.145981
"2022-06-07",140.75,146.259995,140.720001,145.929993,3354500,142.864731
"2022-06-08",147,147.990005,144.949997,145.740005,3494800,142.678726
"2022-06-09",145.020004,146.229996,142.240005,142.490005,3006300,139.496994
"2022-06-10",141.800003,145.800003,140.789993,144,5527700,140.975281
"2022-06-13",138.190002,139.570007,130.149994,132.729996,5685400,129.942001
"2022-06-14",134.539993,136.110001,129.059998,131.259995,4036500,130.269501
"2022-06-15",130.050003,131.020004,125,127.459999,3821200,126.498184
"2022-06-16",123.989998,125.050003,118.559998,119.559998,5865600,118.657799
"2022-06-17",118.800003,119.199997,109.559998,111.669998,13623200,110.827339
"2022-06-21",114.550003,118.379997,114.510002,117.650002,4369000,116.762215
"2022-06-22",110.809998,114.18,109.43,110.769997,4686300,109.934128
"2022-06-23",111.949997,112.480003,104.959999,107.169998,6254000,106.36129
"2022-06-24",109.339996,113.260002,107.870003,110.589996,11648700,109.755486
"2022-06-27",112.650002,115.199997,112.019997,113.760002,4957800,112.901566
"2022-06-28",117.699997,119.93,115.730003,118.309998,4811000,117.417229
"2022-06-29",120.389999,121.349998,112.959999,113.220001,4806400,112.365639
