"","IEX.Open","IEX.High","IEX.Low","IEX.Close","IEX.Volume","IEX.Adjusted"
"2020-11-09",191.380005,196.559998,187.600006,187.809998,717100,184.307205
"2020-11-10",188.919998,197.5,187.389999,195.960007,702900,192.305222
"2020-11-11",196.220001,196.220001,190.600006,191.440002,438300,187.869507
"2020-11-12",190.539993,191.009995,186.729996,189.039993,422300,185.514236
"2020-11-13",190.779999,193.869995,189.419998,193.169998,373800,189.567215
"2020-11-16",195.610001,197.479996,193.600006,197.259995,371900,193.580963
"2020-11-17",196.410004,197.850006,194.119995,197.190002,360400,193.512268
"2020-11-18",196.630005,199.5,195.160004,197.460007,477800,193.777252
"2020-11-19",196.899994,197.610001,194.169998,196.070007,274400,192.413162
"2020-11-20",195.919998,195.919998,192.490005,193.970001,407900,190.352341
"2020-11-23",195,195.639999,192.759995,193.380005,407300,189.773346
"2020-11-24",194.639999,195.940002,192.610001,194.490005,486600,190.862625
"2020-11-25",194.779999,194.779999,189.889999,191.669998,514400,188.09523
"2020-11-27",192.800003,193.429993,191,192.360001,95700,188.772354
"2020-11-30",191.330002,193.25,189.809998,193.149994,437800,189.547607
"2020-12-01",196.009995,198.779999,194.770004,195.139999,552700,191.500504
"2020-12-02",194.220001,195.389999,189.639999,189.880005,532100,186.338593
"2020-12-03",189.940002,191.759995,189.050003,190.259995,275100,186.711502
"2020-12-04",191.5,193.210007,191.289993,192.779999,285700,189.184525
"2020-12-07",192.720001,192.779999,190.179993,190.919998,192600,187.359192
"2020-12-08",189.759995,195.660004,189.759995,194.080002,350500,190.460281
"2020-12-09",194.259995,195.190002,192.179993,194.460007,310500,190.833206
"2020-12-10",194.089996,194.820007,191.050003,191.869995,329000,188.291489
"2020-12-11",191.020004,193.440002,190.169998,192.929993,304300,189.331726
"2020-12-14",194.130005,195.75,192.580002,192.669998,416500,189.076553
"2020-12-15",193.880005,197.679993,193.880005,196.399994,454800,192.737
"2020-12-16",196.229996,196.559998,194.210007,195.389999,284000,191.74585
"2020-12-17",195.729996,198.710007,195.729996,197.880005,269500,194.189407
"2020-12-18",198.009995,199.399994,195.770004,198.550003,663700,194.846893
"2020-12-21",195.970001,198.5,192.639999,198.330002,369200,194.630997
"2020-12-22",197.559998,198.240005,195.490005,196.389999,394700,192.727188
"2020-12-23",196.350006,197.699997,194.309998,194.809998,265000,191.176666
"2020-12-24",194.899994,196.559998,192.889999,196.559998,152900,192.894028
"2020-12-28",197.5,198.880005,195.539993,195.910004,132800,192.256134
"2020-12-29",196.429993,197.309998,193.059998,195.229996,179400,191.588821
"2020-12-30",196.210007,197.300003,195.729996,196.630005,210500,192.962723
"2020-12-31",196.889999,199.449997,195.970001,199.199997,290000,195.484772
"2021-01-04",198.839996,199.190002,193.910004,195.309998,339500,191.667313
"2021-01-05",195.460007,197.690002,194.149994,194.929993,252700,191.294418
"2021-01-06",197.610001,203.210007,196.570007,202.179993,516900,198.40918
"2021-01-07",202.210007,208.660004,202.210007,208.240005,379900,204.356171
"2021-01-08",207.75,208.949997,204.160004,206.919998,250600,203.060776
"2021-01-11",205.449997,209.360001,205.449997,208.570007,326400,204.680023
"2021-01-12",209.330002,211.710007,207.149994,208.350006,317600,204.464127
"2021-01-13",206.800003,206.800003,202.330002,202.919998,290800,199.614441
"2021-01-14",199.889999,202.190002,198.75,199.279999,400600,196.033722
"2021-01-15",197.970001,198.020004,192.990005,194.039993,488800,190.879089
"2021-01-19",195.160004,196.880005,193.259995,193.429993,630400,190.279022
"2021-01-20",194.720001,199.479996,194.529999,198.279999,847200,195.050003
"2021-01-21",197.979996,199.759995,193.529999,195.529999,408900,192.344833
"2021-01-22",195.119995,197.660004,193.710007,196.539993,401400,193.338364
"2021-01-25",195.600006,197.649994,192.800003,194.130005,480200,190.967636
"2021-01-26",195.479996,196.009995,191.279999,193.429993,225200,190.279022
"2021-01-27",190.800003,192.360001,186.259995,188.330002,421900,185.262085
"2021-01-28",191.050003,193.039993,188.619995,188.779999,378800,185.704773
"2021-01-29",188.009995,188.729996,185.229996,186.190002,549800,183.156967
"2021-02-01",187.910004,191.509995,186.630005,189.419998,306500,186.334351
"2021-02-02",191.440002,195.369995,190.339996,193.800003,532500,190.643005
"2021-02-03",193.720001,195.539993,192.830002,194.789993,480300,191.616882
"2021-02-04",195.949997,202.710007,188.039993,189.619995,729900,186.531082
"2021-02-05",190.559998,195.169998,190.559998,192.350006,1101700,189.216614
"2021-02-08",193.25,199.389999,191.690002,198.429993,870100,195.197556
"2021-02-09",198.539993,199.490005,195.970001,197.559998,433000,194.341751
"2021-02-10",198.899994,200.25,198.210007,199.360001,359800,196.112427
"2021-02-11",199.940002,200.229996,196.800003,198,484800,194.774567
"2021-02-12",197.320007,199.949997,197.149994,199.869995,353300,196.614105
"2021-02-16",200.119995,202.880005,197.279999,197.289993,450000,194.076141
"2021-02-17",196.809998,196.809998,192.669998,193.5,533400,190.3479
"2021-02-18",193.059998,193.720001,190.949997,193.619995,349000,190.465912
"2021-02-19",195.199997,197.940002,194.449997,196.75,364500,193.544937
"2021-02-22",195.199997,197.990005,194.580002,197.300003,360900,194.085983
"2021-02-23",197.910004,199.919998,194.940002,196.809998,530200,193.603973
"2021-02-24",196.320007,199.770004,196.029999,197.929993,353800,194.705704
"2021-02-25",197.389999,198.929993,195.940002,197.110001,262500,193.899078
"2021-02-26",197.600006,197.639999,194.539993,195.169998,343000,191.990662
"2021-03-01",196.5,202.399994,196.5,199.910004,267300,196.653473
"2021-03-02",200,200.630005,197.559998,199.770004,282400,196.515762
"2021-03-03",200.119995,201.009995,198.830002,199.179993,248600,195.935364
"2021-03-04",198.399994,199.139999,192.550003,195.130005,351300,191.951355
"2021-03-05",197.270004,198.330002,191.380005,197.960007,412800,194.735245
"2021-03-08",198.949997,201.550003,197.440002,198.740005,548600,195.502518
"2021-03-09",198.529999,201.759995,197.539993,197.639999,291600,194.420441
"2021-03-10",197.550003,200.710007,197.360001,200.240005,558400,196.978104
"2021-03-11",200.660004,202.889999,198.779999,199.029999,310600,195.787796
"2021-03-12",199.970001,199.970001,196.679993,199.350006,387600,196.1026
"2021-03-15",199.559998,203.470001,198.059998,203.460007,318800,200.14566
"2021-03-16",203.020004,203.559998,197.070007,198.740005,529200,195.502518
"2021-03-17",198.979996,199.619995,195.419998,197.220001,691600,194.007294
"2021-03-18",197.119995,200.660004,196.490005,200.419998,455900,197.155167
"2021-03-19",199.699997,200.429993,197.990005,199.139999,712100,195.895996
"2021-03-22",198.179993,198.570007,194.190002,198.160004,515800,194.931976
"2021-03-23",196.949997,199.75,196.360001,197.880005,376700,194.65654
"2021-03-24",198.559998,203.509995,198.559998,201.339996,337800,198.060181
"2021-03-25",201.100006,202.190002,198.169998,201.630005,393500,198.345444
"2021-03-26",202.960007,206.800003,202.720001,206.550003,211700,203.185303
"2021-03-29",205.25,209.649994,204.589996,208.139999,299700,204.749405
"2021-03-30",209.360001,211.179993,208.220001,210.460007,426000,207.031601
"2021-03-31",211.059998,212.350006,208.559998,209.320007,443900,205.910202
"2021-04-01",209.580002,212.429993,206.720001,212.25,377700,208.79245
"2021-04-05",213,215.229996,212.5,214.660004,211200,211.163208
"2021-04-06",214.910004,217.029999,214.199997,215.009995,341500,211.507477
"2021-04-07",214.479996,216.020004,212.869995,214.289993,263900,210.79921
"2021-04-08",213.899994,216.600006,213.899994,215.320007,403400,211.812439
"2021-04-09",216.600006,218.580002,215.130005,217.419998,511100,213.87825
"2021-04-12",216.850006,220.399994,216.850006,218.240005,682300,214.684875
"2021-04-13",217.770004,218.389999,215.550003,216.539993,508600,213.012573
"2021-04-14",216.979996,218.600006,214.660004,215.470001,420400,211.960007
"2021-04-15",215.960007,218.350006,214.509995,218.050003,563400,214.497955
"2021-04-16",219.940002,222.309998,218.869995,220.570007,2171500,216.976929
"2021-04-19",220.570007,221.350006,218.869995,219.850006,374400,216.268661
"2021-04-20",220.110001,222.830002,219.679993,222.470001,375600,218.845963
"2021-04-21",222.5,225.850006,222.429993,224.630005,479000,220.970779
"2021-04-22",225.419998,226.729996,224.199997,224.899994,247800,221.236374
"2021-04-23",225.789993,226.289993,225.059998,225.190002,572500,221.521667
"2021-04-26",226.720001,228.059998,225.229996,225.440002,390000,221.767578
"2021-04-27",224.789993,227.179993,224.360001,226.190002,296900,222.505386
"2021-04-28",235.759995,235.759995,222.320007,225,545100,221.334747
"2021-04-29",226.119995,228.309998,225.179993,228.149994,359300,224.433426
"2021-04-30",226.860001,226.960007,223.369995,224.199997,373900,220.54776
"2021-05-03",225.619995,225.619995,223.059998,223.5,385100,219.859192
"2021-05-04",222.619995,228.110001,222.580002,227.339996,434700,223.636627
"2021-05-05",228,228,224.100006,225.690002,385600,222.013519
"2021-05-06",226.690002,227.130005,224.779999,226.339996,263700,222.652893
"2021-05-07",225.649994,227.570007,225.029999,226,368200,222.318451
"2021-05-10",226.570007,228.940002,226.570007,226.860001,478600,223.164459
"2021-05-11",225.800003,225.800003,222.570007,224.75,345900,221.088821
"2021-05-12",224.179993,224.25,218.050003,218.210007,524100,214.655365
"2021-05-13",219.100006,224.479996,218.929993,223.270004,235800,219.632919
"2021-05-14",223.740005,226.320007,223.419998,224.360001,189700,220.70517
"2021-05-17",223.580002,224.389999,221.399994,223.839996,247500,220.193619
"2021-05-18",223.690002,223.690002,220.830002,221.380005,354300,217.773727
"2021-05-19",219.610001,219.610001,216,217.419998,646200,213.87825
"2021-05-20",218.169998,220.690002,216.929993,220.029999,252700,216.445709
"2021-05-21",220.699997,221.539993,218.919998,219.960007,267400,216.909195
"2021-05-24",221.660004,221.660004,218.929993,220.759995,157700,217.69809
"2021-05-25",220.800003,222.639999,219.710007,221.520004,287800,218.447556
"2021-05-26",223.479996,223.479996,220.039993,221.339996,254400,218.27005
"2021-05-27",223.720001,223.720001,221.740005,221.869995,338400,218.792694
"2021-05-28",221.419998,223.380005,219.910004,222.660004,261300,219.571747
"2021-06-01",224.990005,226.100006,223.529999,223.869995,327400,220.764954
"2021-06-02",224.100006,224.899994,222.710007,223.410004,243700,220.311356
"2021-06-03",223.119995,223.929993,221.490005,223.199997,146600,220.104248
"2021-06-04",223.360001,225.529999,223.360001,225.389999,219500,222.263901
"2021-06-07",225.75,225.820007,221.679993,222.75,259100,219.660477
"2021-06-08",223.039993,223.619995,220.770004,223.179993,219200,220.084518
"2021-06-09",222.449997,222.929993,220.919998,221.009995,321000,217.944626
"2021-06-10",221.860001,222.429993,219.850006,220.009995,354800,216.958496
"2021-06-11",221.350006,221.839996,218.339996,220.25,252500,217.19516
"2021-06-14",219.779999,220.889999,217.550003,220.830002,256500,217.767136
"2021-06-15",221.300003,223.259995,219.649994,222.460007,302500,219.374542
"2021-06-16",222.860001,222.860001,217.570007,217.740005,299500,214.720001
"2021-06-17",217.589996,218.410004,212.449997,214.660004,384800,211.682709
"2021-06-18",211.830002,214.360001,211.740005,211.779999,647000,208.842651
"2021-06-21",213.850006,217.429993,213.460007,217.110001,274200,214.09874
"2021-06-22",217.789993,219.520004,216.410004,217.460007,293400,214.443863
"2021-06-23",217.279999,220.080002,216.009995,217.639999,370300,214.621368
"2021-06-24",218.529999,220.059998,217.169998,218.800003,445100,215.765289
"2021-06-25",219.759995,222.020004,219.339996,219.820007,375800,216.771133
"2021-06-28",219.820007,220.729996,217.850006,219.919998,326600,216.869751
"2021-06-29",220.979996,221.610001,218.910004,220.570007,318700,217.510742
"2021-06-30",219.960007,221.300003,219.520004,220.050003,326300,216.99794
"2021-07-01",221.729996,221.729996,219.009995,219.869995,325300,216.820435
"2021-07-02",220.419998,221.270004,219.149994,221.020004,227300,217.954498
"2021-07-06",221,221.580002,217.050003,219.369995,302200,216.327377
"2021-07-07",219.580002,223.710007,219.580002,223.449997,332300,220.350784
"2021-07-08",220.970001,222.229996,219.149994,220.679993,325800,217.619202
"2021-07-09",223.800003,225.740005,223.800003,224.270004,361800,221.159409
"2021-07-12",222.089996,224.919998,221.979996,224.5,451300,221.386215
"2021-07-13",224.600006,225.639999,222.470001,223.429993,336400,220.331055
"2021-07-14",223.559998,224.979996,221.289993,223.919998,447600,221.349258
"2021-07-15",223.080002,226.110001,223.080002,224.690002,441500,222.110397
"2021-07-16",225.570007,227.710007,224.919998,226.669998,1664300,224.067673
"2021-07-19",224.419998,224.419998,218.860001,222.350006,447100,219.797272
"2021-07-20",223.139999,228.839996,223.139999,228.289993,319200,225.669052
"2021-07-21",229.580002,231.130005,226.779999,227.460007,401600,224.848602
"2021-07-22",227.380005,227.380005,225.330002,226.210007,299300,223.612961
"2021-07-23",227.979996,227.979996,226.130005,227.800003,261100,225.184708
"2021-07-26",227.919998,227.979996,225.149994,226.130005,247200,223.533875
"2021-07-27",225.309998,227.449997,223.759995,226.25,312600,223.652496
"2021-07-28",216.149994,226.910004,212.869995,219.619995,550100,217.098587
"2021-07-29",221.110001,223.229996,219.75,223.050003,421100,220.489243
"2021-07-30",223.199997,226.770004,222.050003,226.690002,258000,224.087448
"2021-08-02",228.070007,229.820007,225.75,225.940002,401200,223.346054
"2021-08-03",226.75,229.440002,225.309998,228.770004,211300,226.143555
"2021-08-04",227.610001,229.179993,225.889999,226.779999,217400,224.176407
"2021-08-05",228.020004,229.110001,226.610001,227.110001,233100,224.502609
"2021-08-06",227.949997,228.289993,226.539993,227.669998,216100,225.056183
"2021-08-09",227.199997,227.350006,225.720001,226.300003,184900,223.70192
"2021-08-10",227.029999,229.220001,225.880005,227,223100,224.39389
"2021-08-11",227.009995,228.229996,225.979996,227.979996,191700,225.362625
"2021-08-12",228.119995,228.350006,225.570007,226.5,410700,223.899628
"2021-08-13",226.160004,226.660004,223.630005,223.990005,358000,221.418442
"2021-08-16",223.600006,227.669998,222.080002,227.360001,304200,224.749741
"2021-08-17",226.210007,226.210007,221.139999,223.729996,196300,221.161407
"2021-08-18",222.75,222.75,219.220001,219.550003,494700,217.029404
"2021-08-19",217.410004,221.220001,217.410004,220.669998,280300,218.136551
"2021-08-20",220.809998,222.550003,220.360001,221.289993,268000,218.74942
"2021-08-23",221.630005,223.130005,221.350006,221.720001,273600,219.174484
"2021-08-24",222.729996,225.320007,222.369995,224.630005,340100,222.051086
"2021-08-25",224.740005,226.550003,224.119995,226.429993,308400,223.830414
"2021-08-26",226.070007,226.389999,224.580002,225.850006,172800,223.25708
"2021-08-27",226.809998,227.729996,225.149994,225.300003,391900,222.713409
"2021-08-30",225.990005,227.729996,225.539993,225.949997,505000,223.355927
"2021-08-31",226.279999,226.279999,222.830002,224,531500,221.428314
"2021-09-01",224.410004,224.410004,219.960007,220.630005,467400,218.097015
"2021-09-02",221.940002,224.710007,221.330002,224.220001,602200,221.645798
"2021-09-03",223.559998,224.970001,222.220001,222.570007,263900,220.014725
"2021-09-07",222.110001,223.270004,216.889999,217.169998,277800,214.676727
"2021-09-08",216.220001,219.460007,215.110001,219.100006,398000,216.584595
"2021-09-09",219.389999,220.089996,217.309998,217.740005,245300,215.240204
"2021-09-10",219.339996,219.5,217.009995,217.160004,348200,214.666855
"2021-09-13",219.029999,219.119995,214.089996,214.470001,336500,212.007736
"2021-09-14",215.789993,218.220001,214.960007,215.919998,496100,213.441071
"2021-09-15",215.630005,219.729996,215.110001,219.130005,333000,216.614243
"2021-09-16",219.190002,219.399994,216.100006,218.369995,391700,215.862946
"2021-09-17",217.690002,219.449997,215.410004,215.75,600500,213.273041
"2021-09-20",212.830002,215.179993,211.740005,214.710007,346200,212.24498
"2021-09-21",215.229996,215.919998,212.830002,213.410004,217800,210.9599
"2021-09-22",215.039993,216.800003,214.270004,215.199997,249500,212.729355
"2021-09-23",216.779999,217.970001,216.270004,217.229996,228300,214.736038
"2021-09-24",216.160004,217.330002,216,216.679993,132600,214.192352
"2021-09-27",216.330002,218.330002,215.339996,215.399994,204500,212.927048
"2021-09-28",215.490005,216.710007,211.350006,211.580002,270700,209.150909
"2021-09-29",212.100006,214.149994,210.929993,213,244100,210.554611
"2021-09-30",213.75,213.75,206.869995,206.949997,387400,204.574051
"2021-10-01",208.270004,211.919998,206.059998,210.149994,312200,207.73732
"2021-10-04",209.520004,210.350006,206.070007,208.440002,431600,206.046967
"2021-10-05",209.059998,212.800003,207.449997,211.039993,486300,208.617111
"2021-10-06",209.360001,211.910004,207.139999,211.740005,220400,209.309067
"2021-10-07",213.369995,216.460007,213.369995,213.830002,288900,211.375076
"2021-10-08",213.610001,214.059998,211.210007,211.820007,222800,209.388168
"2021-10-11",211.300003,212.490005,207.070007,207.160004,220000,204.781677
"2021-10-12",207.800003,208.440002,205.25,205.779999,268700,203.417496
"2021-10-13",207.279999,207.279999,204.419998,206.070007,371700,203.704193
"2021-10-14",207.149994,213.389999,207.149994,213.279999,219000,211.385315
"2021-10-15",214.740005,215.789993,213.160004,213.449997,347500,211.553802
"2021-10-18",212.020004,214.210007,211.380005,213.380005,225900,211.484451
"2021-10-19",214.789993,216.410004,213.190002,216.25,293900,214.328934
"2021-10-20",218.639999,220.050003,216.820007,218.089996,349500,216.152588
"2021-10-21",217.479996,220.399994,216.630005,220.25,356100,218.293396
"2021-10-22",221.119995,222.919998,220.610001,221.070007,201300,219.106125
"2021-10-25",221.039993,223.029999,218.350006,221.190002,312400,219.225067
"2021-10-26",221.830002,221.830002,219,219.960007,299100,218.005981
"2021-10-27",221.660004,228,217.869995,222.220001,677700,220.245895
"2021-10-28",222.220001,224.289993,220.020004,222.960007,344000,220.97934
"2021-10-29",222.770004,225.979996,221.089996,222.570007,332000,220.592789
"2021-11-01",222.990005,224.580002,221.210007,223.899994,288000,221.91098
"2021-11-02",224.979996,232.270004,223.360001,231.899994,465700,229.83989
"2021-11-03",231.169998,231.940002,227.800003,230.320007,242900,228.273956
"2021-11-04",230.839996,234.440002,230.839996,233.380005,217200,231.306778
"2021-11-05",235.789993,236.669998,233.779999,234.509995,257200,232.426712
"2021-11-08",236.490005,236.490005,233.229996,235.460007,223900,233.368286
"2021-11-09",235.240005,236.589996,234.940002,235.860001,205500,233.76474
"2021-11-10",236.059998,236.300003,234.529999,235.539993,144700,233.447571
"2021-11-11",235.360001,235.479996,232.729996,233.580002,147400,231.50499
"2021-11-12",234.559998,235.809998,233.470001,235.050003,186500,232.961929
"2021-11-15",235.740005,236.389999,233.690002,234.610001,205900,232.525833
"2021-11-16",234.75,238.559998,234.75,236.5,199500,234.399033
"2021-11-17",235.990005,236.470001,233.990005,236.160004,148900,234.062073
"2021-11-18",236.339996,236.710007,234.75,235.839996,137000,233.744904
"2021-11-19",236.509995,237.789993,234.419998,234.419998,246500,232.337509
"2021-11-22",234.910004,238.059998,234.809998,235.320007,318900,233.229538
"2021-11-23",236.009995,236.679993,233.300003,236.369995,212600,234.270203
"2021-11-24",235.809998,237.330002,234.789993,236.070007,205900,233.97287
"2021-11-26",233.210007,237.160004,230.559998,230.940002,283500,228.888443
"2021-11-29",233.029999,234.910004,230.550003,234.419998,279300,232.337509
"2021-11-30",232.679993,233.600006,223.509995,224.589996,939700,222.594849
"2021-12-01",227.080002,229.940002,220.929993,221.149994,326600,219.18541
"2021-12-02",221.820007,229.820007,221.470001,228.210007,381000,226.182693
"2021-12-03",229.020004,229.470001,225.759995,228.289993,256100,226.261978
"2021-12-06",232.110001,236.850006,230.279999,234.690002,359300,232.605118
"2021-12-07",236.600006,238.5,234.610001,235.139999,286700,233.051132
"2021-12-08",235.220001,237.259995,233.800003,237.089996,173300,234.983795
"2021-12-09",236.419998,237.009995,235.350006,235.350006,181400,233.259262
"2021-12-10",235.919998,236.809998,234.850006,236.289993,193600,234.190903
"2021-12-13",236.289993,237.389999,234.399994,236.529999,221400,234.428772
"2021-12-14",235.979996,236.649994,232.860001,234.139999,200300,232.060013
"2021-12-15",234.690002,238.220001,233.229996,237.809998,284400,235.697403
"2021-12-16",238.779999,240.330002,237.309998,239.5,336200,237.372391
"2021-12-17",238.410004,239.399994,227.889999,228.729996,796700,226.698074
"2021-12-20",226.520004,227.309998,222.059998,223.490005,553500,221.504639
"2021-12-21",225.339996,228.740005,224.910004,228.460007,288600,226.430481
"2021-12-22",228.759995,231.279999,227.830002,229.050003,278100,227.015228
"2021-12-23",229.839996,232.699997,229.839996,230.639999,356000,228.59111
"2021-12-27",231.710007,233.809998,230.729996,233.619995,274000,231.544617
"2021-12-28",232.960007,235.330002,232.940002,234.970001,171700,232.882645
"2021-12-29",235.589996,236.699997,234.080002,235.830002,379300,233.734985
"2021-12-30",236.600006,237.039993,235.059998,235.429993,293000,233.338547
"2021-12-31",235.419998,237.119995,234.940002,236.320007,471000,234.220642
"2022-01-03",236.320007,236.649994,228.690002,230.690002,289700,228.640671
"2022-01-04",231.399994,236.169998,231.380005,235.520004,298700,233.42775
"2022-01-05",236.289993,237.610001,231.240005,231.350006,275800,229.2948
"2022-01-06",231.419998,233.369995,230.160004,230.669998,208600,228.620834
"2022-01-07",230.649994,231.130005,226.820007,227.570007,272500,225.548386
"2022-01-10",225.339996,226.229996,222.300003,224.839996,285200,222.842621
"2022-01-11",225.470001,226.300003,220.759995,226.160004,226600,224.150909
"2022-01-12",226.970001,228.619995,226.179993,226.929993,240900,224.914047
"2022-01-13",226.449997,228.050003,225.339996,226.210007,210900,224.735245
