"","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"2022-01-04",354.109985,373.75,352.709991,371.290009,3034100,368.992249
"2022-01-05",373.040009,386.549988,371.779999,372.049988,3310100,369.747498
"2022-01-06",374.51001,378.429993,368.23999,376.359985,1600700,374.030823
"2022-01-07",376.869995,382,376.679993,378.649994,1791700,376.306671
"2022-01-10",381.269989,385.890015,373.98999,379.859985,2120000,377.509155
"2022-01-11",382.880005,383.529999,375.73999,380.549988,1249900,378.194916
"2022-01-12",382.299988,383.859985,372.519989,376.25,1458900,373.921509
"2022-01-13",378.679993,384.200012,378.579987,380.390015,1325100,378.035919
"2022-01-14",376.660004,380.079987,373.48999,379.559998,1309400,377.211029
"2022-01-18",380.640015,388,379.5,383.910004,2685500,381.534119
"2022-01-19",387.23999,388.100006,374.609985,375.899994,1919100,373.573669
"2022-01-20",375.600006,380.100006,365.880005,366.980011,2014300,364.708923
"2022-01-21",367.589996,371.109985,359.859985,364.279999,1493300,362.025604
"2022-01-24",356.570007,365.549988,347.01001,364.029999,2251800,361.77713
"2022-01-25",358.179993,370.26001,350.799988,368.220001,2511900,365.941223
"2022-01-26",369.380005,380.790009,366.540009,372.23999,2296100,369.93631
"2022-01-27",375.690002,382.880005,370.450012,375.959991,2030000,373.633301
"2022-01-28",372.119995,377.140015,364.540009,373.790009,2100300,371.476746
"2022-01-31",374,376.790009,367.019989,376.399994,2191600,374.070587
"2022-02-01",375,379.549988,371.029999,377.880005,1622500,375.541443
"2022-02-02",378.570007,379.690002,366.869995,374.480011,1642900,372.162506
"2022-02-03",371.350006,376.910004,369.829987,370.890015,893700,368.594727
"2022-02-04",368.140015,372.790009,363.540009,369.48999,1102400,367.203369
"2022-02-07",370.320007,374.51001,368.700012,372.200012,1087300,369.896606
"2022-02-08",376.399994,391.959991,374.230011,389.880005,2647500,387.467194
"2022-02-09",392.5,399.630005,392.5,395.399994,1630400,392.953033
"2022-02-10",392.799988,399.209991,390.089996,393.149994,1402300,390.716919
"2022-02-11",394.269989,399.730011,387.320007,392.670013,2390200,390.239929
"2022-02-14",394.109985,397.690002,383.950012,387.26001,1799900,384.863403
"2022-02-15",390.75,396,389.049988,393.399994,1590800,390.965363
"2022-02-16",391.459991,394.040009,385.410004,390.559998,2174900,388.142975
"2022-02-17",386.529999,390.679993,379.100006,380.529999,2570300,378.175049
"2022-02-18",379.769989,392.959991,366,369.100006,3729400,366.815765
"2022-02-22",365.230011,370.470001,352.209991,353.779999,2359000,351.590607
"2022-02-23",355,355.98999,337.26001,337.519989,3068300,335.431183
"2022-02-24",329.070007,343.790009,326.75,342.76001,3599900,340.638794
"2022-02-25",342.700012,348.309998,338,346.980011,3424600,344.832672
"2022-02-28",348,362.390015,346,360.019989,3265400,357.791962
"2022-03-01",361.119995,361.869995,350.609985,358.649994,2863200,356.43045
"2022-03-02",360.779999,381.220001,360.390015,375.980011,2564200,373.653229
"2022-03-03",378.23999,386.089996,375.640015,381.929993,2961400,379.566376
"2022-03-04",378.869995,390.779999,374.51001,390.070007,2404400,387.656006
"2022-03-07",394.320007,405.48999,368.040009,369,5456700,366.71637
"2022-03-08",373.859985,389,364.119995,364.929993,3512000,362.67157
"2022-03-09",369.25,373.959991,364.23999,368.859985,1744600,366.57724
"2022-03-10",364.5,379.609985,362.299988,378.149994,1768800,375.809753
"2022-03-11",382.970001,392.339996,382.440002,389.480011,2144300,387.069672
"2022-03-14",393,399.549988,386.450012,393.859985,2466500,391.422546
"2022-03-15",392.48999,395,381.73999,388.470001,2197700,386.065887
"2022-03-16",390,400.880005,382.01001,388.200012,2271500,385.797607
"2022-03-17",384.540009,407.230011,384.019989,406.149994,2783800,403.636475
"2022-03-18",407.660004,414.929993,404.079987,413.149994,2941700,410.59317
"2022-03-21",415,426.799988,414.410004,422.290009,2750200,419.676605
"2022-03-22",425,436.279999,423.209991,427.549988,2234400,424.904053
"2022-03-23",423.149994,435,420.549988,431.519989,2633500,428.849457
"2022-03-24",430.440002,435.480011,425.829987,432.220001,1878500,429.545166
"2022-03-25",432.339996,436.950012,428.119995,436.450012,1457500,433.748993
"2022-03-28",437.980011,437.980011,427.359985,432.609985,1656000,429.932709
"2022-03-29",424.48999,424.48999,409.339996,412.920013,3572900,410.364624
"2022-03-30",413.799988,424.649994,413.519989,415.549988,1693800,414.031128
"2022-03-31",414.200012,420.679993,413.299988,415.459991,1953700,413.941467
"2022-04-01",417.049988,421.920013,413.820007,416.799988,1480900,415.27655
"2022-04-04",418.559998,418.720001,407.839996,417.450012,1072400,415.924194
"2022-04-05",418.700012,422.470001,411.220001,413.709991,1399000,412.197845
"2022-04-06",410.579987,414.75,406.040009,411.25,1237000,409.746857
"2022-04-07",409.769989,412.529999,401.820007,409.459991,1637300,407.963379
"2022-04-08",413.140015,419.929993,407.660004,418.299988,1341900,416.771057
"2022-04-11",416.48999,425.559998,416.48999,418.51001,1437700,416.980316
"2022-04-12",422.820007,427.5,417.51001,419.730011,1119700,418.195862
"2022-04-13",422.329987,427.959991,421.209991,427.290009,1153200,425.728241
"2022-04-14",427.929993,439.410004,427.929993,436.75,1522700,435.153656
"2022-04-18",432.5,445.529999,432.23999,438.450012,1525700,436.847443
"2022-04-19",439.799988,441.519989,434.73999,437.820007,1207800,436.219757
"2022-04-20",444.690002,446.76001,436.529999,437.390015,1718200,435.791321
"2022-04-21",440.850006,441.040009,423.529999,424.359985,1641300,422.808929
"2022-04-22",419.730011,420.809998,401.609985,403.570007,2148800,402.09494
"2022-04-25",391.929993,391.929993,372.190002,385.51001,4496300,384.100952
"2022-04-26",385.029999,390.640015,380.089996,381.769989,1559000,380.374603
"2022-04-27",381.910004,390.070007,375.5,385.529999,1599200,384.12085
"2022-04-28",387.839996,390.059998,375,384.820007,1515200,383.413452
"2022-04-29",386.149994,389.970001,376.269989,377.549988,1526800,376.170013
"2022-05-02",374.959991,382.48999,371.600006,381.230011,1563400,379.836578
"2022-05-03",385.829987,390.720001,383.48999,389.440002,1468200,388.016571
"2022-05-04",391.23999,398.410004,384.75,396.350006,1750100,394.901306
"2022-05-05",393.890015,396.160004,379.109985,383.040009,1465800,381.639954
"2022-05-06",383.570007,383.570007,371.640015,377.459991,1516100,376.080353
"2022-05-09",372,374.549988,362.390015,364.529999,1818100,363.197601
"2022-05-10",367.98999,371.48999,360.5,364.75,1344100,363.416809
"2022-05-11",365.890015,374.48999,362.190002,364.029999,1380900,362.699432
"2022-05-12",362.839996,367.570007,354.299988,362.980011,1889400,361.65329
"2022-05-13",364.549988,370,363.230011,366.690002,1750300,365.349731
"2022-05-16",368.920013,382.429993,366.029999,374.450012,1896400,373.08136
"2022-05-17",381.51001,386.01001,377.339996,384.26001,1229300,382.855499
"2022-05-18",384,385.089996,367.350006,368.670013,1543400,367.32251
"2022-05-19",364.399994,370.450012,356.299988,364.619995,2253600,363.287292
"2022-05-20",339.630005,344.369995,307.640015,313.309998,8814300,312.164825
"2022-05-23",316.950012,337.269989,316.179993,335.359985,4286400,334.134216
"2022-05-24",332.320007,337.929993,327.200012,337.029999,1900600,335.798126
"2022-05-25",337.579987,345.730011,336.220001,342.970001,2005800,341.716431
"2022-05-26",343.459991,348.920013,340.399994,347.51001,1349900,346.239838
"2022-05-27",353.890015,360.880005,352.329987,360.730011,1968000,359.41153
"2022-05-31",358.299988,362.149994,354.779999,357.779999,2705000,356.47229
"2022-06-01",363.079987,363.079987,348.559998,352.149994,1714800,350.862854
"2022-06-02",353.869995,361.410004,351.01001,361.079987,1161600,359.760223
"2022-06-03",357.420013,363.640015,357.019989,361,1082200,359.680511
"2022-06-06",363.170013,363.809998,358.579987,362.910004,1011000,361.583527
"2022-06-07",360.75,368.51001,358,367.839996,987000,366.495514
"2022-06-08",360.950012,364.76001,354.029999,355.019989,1772700,353.722351
"2022-06-09",351.100006,353.679993,345.299988,345.329987,1415500,344.06778
"2022-06-10",336.880005,341,333.380005,335.230011,1327900,334.00473
"2022-06-13",325,333.679993,322.299988,324.899994,1816700,323.712463
"2022-06-14",326.170013,330.410004,322.579987,326.579987,1630400,325.386322
"2022-06-15",328.380005,335.269989,325.470001,330.579987,1442500,329.371704
"2022-06-16",322.540009,323.890015,314.640015,317.570007,1799600,316.409271
"2022-06-17",314.730011,326.480011,314.730011,322.720001,2329100,321.540436
"2022-06-21",330.899994,334.869995,327.850006,329.269989,1425400,328.066467
"2022-06-22",321,323.859985,317.630005,317.929993,1636100,316.767944
"2022-06-23",314.790009,317.100006,295.589996,297.51001,4232900,296.422577
"2022-06-24",300.869995,313.859985,299.350006,310.869995,2297000,309.733734
"2022-06-27",317.630005,320.690002,311.209991,315.329987,1708300,314.177429
"2022-06-28",318.390015,320.179993,308.480011,309.160004,1818100,308.029999
"2022-06-29",307.209991,307.73999,297.690002,300.649994,1800800,300.649994
