"","MMC.Open","MMC.High","MMC.Low","MMC.Close","MMC.Volume","MMC.Adjusted"
"2021-12-31",173.070007,174.350006,172.809998,173.820007,953400,172.030807
"2022-01-03",172.039993,173,167.160004,167.229996,2395900,165.508636
"2022-01-04",167.770004,168.289993,164.559998,167.149994,2940200,165.429459
"2022-01-05",167.580002,168.070007,164.830002,164.830002,1749500,163.133347
"2022-01-06",165.289993,167.169998,164.190002,166.690002,1580400,164.974213
"2022-01-07",166.809998,167.119995,163.130005,163.809998,2798900,162.12384
"2022-01-10",163.100006,165.289993,160.089996,165.179993,2403900,163.479736
"2022-01-11",165.570007,165.929993,163,165.729996,2304900,164.024078
"2022-01-12",166.389999,167.520004,165.759995,166.369995,2555800,164.657486
"2022-01-13",166.330002,167.160004,163.509995,163.949997,1453100,162.26239
"2022-01-14",162.869995,163.100006,158.720001,161.199997,2311300,159.540726
"2022-01-18",159.509995,160.139999,157.130005,158.740005,2847600,157.106033
"2022-01-19",159.679993,161.300003,158.119995,158.270004,2107600,156.640869
"2022-01-20",158.529999,161.270004,158.050003,158.190002,1906300,156.561691
"2022-01-21",158.770004,160.050003,156.729996,157.050003,3901300,155.433426
"2022-01-24",155.809998,158.149994,153.210007,157.960007,3755300,156.334076
"2022-01-25",156.529999,157.910004,154,156.649994,2905000,155.037537
"2022-01-26",156.820007,158.300003,153.160004,154,3101600,152.937149
"2022-01-27",149,151.110001,146.960007,147.309998,5038100,146.29332
"2022-01-28",146.869995,150.479996,142.800003,150.270004,4058900,149.232895
"2022-01-31",150.229996,154,149.169998,153.639999,3020200,152.579636
"2022-02-01",153.690002,154.679993,151.039993,153.520004,2117400,152.460464
"2022-02-02",153.199997,155.039993,153.179993,154.770004,1845500,153.701843
"2022-02-03",153.940002,154.770004,151.600006,152.029999,1914700,150.980743
"2022-02-04",151,154.759995,150.410004,153.25,1881000,152.192322
"2022-02-07",153.089996,154.350006,152.399994,153.320007,1904400,152.261841
"2022-02-08",152.880005,154.460007,150.880005,153.880005,2058100,152.817993
"2022-02-09",155.229996,157.210007,154.990005,156.440002,1698100,155.360306
"2022-02-10",153.889999,156.300003,152.699997,153.509995,1818300,152.450516
"2022-02-11",153.440002,154.940002,151.509995,152.210007,2862900,151.159515
"2022-02-14",152.039993,153.759995,150.429993,151.710007,2527100,150.662964
"2022-02-15",153.419998,154.300003,152.619995,153.539993,1779900,152.480316
"2022-02-16",153.070007,154.610001,152.289993,153.940002,1734900,152.877563
"2022-02-17",152.880005,152.990005,150.880005,151.149994,1556800,150.106812
"2022-02-18",151.240005,152.75,150.899994,152.190002,1523600,151.139648
"2022-02-22",152.149994,152.710007,150.029999,151.139999,1816900,150.096878
"2022-02-23",151.710007,152.490005,148.630005,148.740005,2005900,147.713455
"2022-02-24",146.130005,152.550003,145.539993,151.779999,2725600,150.732468
"2022-02-25",152.240005,155.869995,152.100006,155.5,1829300,154.426788
"2022-02-28",153.320007,156.179993,152.889999,155.410004,2822900,154.337418
"2022-03-01",155.119995,156.389999,153.199997,153.740005,2486300,152.67894
"2022-03-02",154.979996,156.559998,153.970001,155.539993,1907600,154.466522
"2022-03-03",156.429993,157.539993,155.229996,155.839996,1595900,154.76445
"2022-03-04",154.429993,156.75,153,156.490005,1593700,155.409973
"2022-03-07",155.190002,156.259995,151.669998,151.809998,2347200,150.762253
"2022-03-08",151.740005,152.830002,147.520004,147.929993,2519900,146.909027
"2022-03-09",150.839996,154.600006,150.539993,152.320007,2125400,151.268753
"2022-03-10",150.009995,151.779999,150.009995,151.490005,1704300,150.444489
"2022-03-11",152.130005,152.789993,149.429993,149.589996,1775200,148.557571
"2022-03-14",150.850006,152.490005,149.029999,150.039993,1974200,149.004471
"2022-03-15",151.899994,155.970001,151.380005,155.300003,2105200,154.22818
"2022-03-16",156.169998,158.5,155.020004,158,2196800,156.909546
"2022-03-17",157.75,160.800003,156.210007,160.789993,2488300,159.680283
"2022-03-18",158.279999,163.169998,157.240005,162.330002,3665700,161.209671
"2022-03-21",162.360001,163.399994,161.039993,161.850006,1487200,160.732986
"2022-03-22",162.029999,163.210007,160.979996,162.800003,1935900,161.676422
"2022-03-23",162.449997,164.179993,161.449997,162.550003,2285100,161.428146
"2022-03-24",163.089996,164.429993,162.860001,164.169998,1298900,163.036957
"2022-03-25",164.5,166.220001,163.949997,166.110001,1448400,164.963562
"2022-03-28",166.809998,169.369995,166,169.220001,2161700,168.052109
"2022-03-29",171.210007,171.869995,170.160004,171.449997,2164000,170.266708
"2022-03-30",171.630005,172.039993,169.649994,171.839996,2259400,170.654007
"2022-03-31",172.910004,173.339996,170.419998,170.419998,2704700,169.24382
"2022-04-01",171.509995,172.369995,170.509995,171.679993,1492300,170.495117
"2022-04-04",171.25,171.880005,169.929993,171.100006,1477000,169.919128
"2022-04-05",170.389999,172.600006,169.720001,169.940002,1826000,169.296494
"2022-04-06",169.490005,172.029999,168.350006,171.679993,2639400,171.029892
"2022-04-07",171.429993,174.059998,170.5,173.229996,2545800,172.574036
"2022-04-08",173.350006,174.330002,171.990005,172.570007,2869400,171.916534
"2022-04-11",172.600006,172.869995,170.110001,170.740005,2193000,170.09346
"2022-04-12",171.520004,172.039993,168.020004,168.639999,1517800,168.001419
"2022-04-13",168.350006,170.139999,168.199997,169.889999,1442500,169.246674
"2022-04-14",170.279999,171.210007,169.410004,169.759995,1971100,169.117172
"2022-04-18",169.419998,170.889999,169.309998,170.449997,1743000,169.80455
"2022-04-19",170.429993,172.380005,170.259995,172.059998,1994700,171.408463
"2022-04-20",173.029999,175.029999,173.029999,174.410004,2435900,173.749573
"2022-04-21",176.710007,183.139999,175.919998,178.699997,4878200,178.023315
"2022-04-22",177.350006,177.360001,170.490005,170.830002,2648800,170.183121
"2022-04-25",170.199997,171.899994,168.050003,171.699997,2921400,171.04982
"2022-04-26",171.380005,171.580002,168.320007,168.380005,2368700,167.742401
"2022-04-27",168.770004,170.75,167.910004,168.419998,1677300,167.782242
"2022-04-28",169.919998,172.490005,167.619995,171.710007,2139600,171.059799
"2022-04-29",170.380005,170.440002,161.169998,161.699997,2704900,161.087692
"2022-05-02",162.910004,163.440002,154.949997,157.929993,2522500,157.331955
"2022-05-03",159.639999,162.279999,159,159.380005,1739300,158.776489
"2022-05-04",158.990005,163.839996,157.839996,163.440002,1725700,162.821106
"2022-05-05",162.479996,163.139999,158.679993,161.199997,1979200,160.589584
"2022-05-06",160.479996,162.440002,158.860001,161.770004,1820400,161.157425
"2022-05-09",160.130005,161.199997,156.589996,157.050003,2338700,156.455307
"2022-05-10",158.970001,160.130005,155.830002,157.960007,1633600,157.361862
"2022-05-11",157.160004,159.899994,155.940002,156.309998,1407500,155.718094
"2022-05-12",156,157.699997,153.570007,155.970001,1493700,155.379395
"2022-05-13",157.309998,159.990005,156.820007,159.949997,1493600,159.344315
"2022-05-16",159.520004,160.770004,158.470001,159.029999,1291600,158.427795
"2022-05-17",160.679993,161.660004,157.979996,159.330002,1474500,158.726669
"2022-05-18",158.300003,158.339996,152.020004,152.449997,1530100,151.872711
"2022-05-19",151.039993,152.449997,149.369995,151.869995,1899700,151.294907
"2022-05-20",152.600006,153.619995,146.869995,149.850006,2307600,149.282578
"2022-05-23",150.770004,152.929993,148.820007,152.320007,1527700,151.743225
"2022-05-24",151.940002,154.210007,151.259995,153.600006,1203400,153.018372
"2022-05-25",153.119995,153.779999,151.350006,152.490005,1477200,151.912567
"2022-05-26",154.320007,157.770004,153.009995,157.089996,2156000,156.495148
"2022-05-27",157.580002,161.220001,157.580002,161.190002,1605300,160.57962
"2022-05-31",160.350006,161.300003,158.070007,159.949997,2862100,159.344315
"2022-06-01",160.020004,160.580002,156.339996,156.410004,1591800,155.817734
"2022-06-02",156.199997,160.190002,155.029999,160.089996,1509900,159.48378
"2022-06-03",154.880005,158.270004,153.880005,157.259995,1907100,156.664505
"2022-06-06",158.639999,159.229996,157.619995,157.979996,1015900,157.381775
"2022-06-07",157.300003,158.800003,156.5,158.649994,1080400,158.04924
"2022-06-08",157.309998,158.639999,155.869995,156.339996,944200,155.747986
"2022-06-09",156.720001,156.830002,152.940002,153,1187600,152.420639
"2022-06-10",149.710007,151.889999,148.759995,150.039993,1726700,149.471832
"2022-06-13",146.619995,149.919998,146.050003,147.309998,1585300,146.752182
"2022-06-14",147.279999,148.809998,146.419998,147.259995,1435400,146.702362
"2022-06-15",149.229996,150.399994,146.139999,148.389999,1414700,147.828094
"2022-06-16",145.970001,146.220001,143.639999,144.339996,1571200,143.793427
"2022-06-17",144.639999,146.410004,143.330002,144.440002,3098000,143.893051
"2022-06-21",146.5,149.559998,146.149994,148.899994,2131000,148.336151
"2022-06-22",147.529999,152.009995,147.259995,150.490005,1796900,149.920151
"2022-06-23",151.600006,154.880005,151.080002,154.580002,1804900,153.994659
"2022-06-24",155.25,159.770004,155.25,158.830002,6889800,158.228561
"2022-06-27",158.910004,159.619995,158.059998,158.929993,1585500,158.328171
"2022-06-28",159.25,160.850006,154.660004,154.710007,1924700,154.124176
"2022-06-29",155.220001,156.199997,153.889999,155.029999,1333600,154.442947
