"","LHX.Open","LHX.High","LHX.Low","LHX.Close","LHX.Volume","LHX.Adjusted"
"2022-01-11",225,225.5,221.669998,222.020004,1477100,220.021683
"2022-01-12",221.940002,223.139999,219.309998,220.089996,874000,218.109055
"2022-01-13",220.449997,223.25,219.880005,222.600006,1281300,220.596481
"2022-01-14",221.880005,227.940002,221.820007,227.860001,1685500,225.809128
"2022-01-18",227.899994,229.070007,224.339996,228.949997,1913500,226.889313
"2022-01-19",227.649994,232.139999,227.020004,227.669998,1658700,225.620834
"2022-01-20",227.220001,229.039993,224.259995,224.460007,1008500,222.439743
"2022-01-21",225.070007,225.360001,220.080002,220.75,1480400,218.763123
"2022-01-24",218.229996,225.789993,213.330002,225.050003,2552600,223.024414
"2022-01-25",223.220001,226.419998,219.740005,224.449997,1933500,222.429825
"2022-01-26",225.550003,227.529999,221.669998,222.630005,2220800,220.626205
"2022-01-27",222.619995,224.130005,213.820007,216.270004,2272400,214.323441
"2022-01-28",216.949997,218.679993,214.220001,218.669998,2106500,216.701828
"2022-01-31",210.529999,211.820007,207.800003,209.289993,4447100,207.40625
"2022-02-01",207.399994,210.619995,206.039993,209.919998,2809000,208.030594
"2022-02-02",209.190002,212.440002,207.759995,211.740005,2152400,209.834229
"2022-02-03",210.779999,214.610001,210.210007,213.570007,1213800,211.647751
"2022-02-04",212.889999,214.990005,211.610001,213.240005,1056700,211.320724
"2022-02-07",214.529999,218.009995,213.199997,217.460007,1353700,215.502731
"2022-02-08",218.300003,219.660004,216.029999,218.940002,881200,216.969406
"2022-02-09",219.729996,221.75,219.399994,220.559998,807700,218.574829
"2022-02-10",219.020004,220.949997,214.410004,215.220001,1134900,213.282898
"2022-02-11",215.220001,223.360001,214.529999,222.970001,1576100,220.963135
"2022-02-14",222.139999,223.550003,217.679993,219.820007,1239400,217.841492
"2022-02-15",219.990005,221.119995,216.320007,217.039993,1494800,215.086502
"2022-02-16",216.149994,222.270004,216.149994,221.619995,938700,219.62529
"2022-02-17",220.25,223.330002,219.75,221,760500,219.010864
"2022-02-18",220.330002,222.149994,217.100006,217.619995,2082300,215.661285
"2022-02-22",219.809998,220.880005,217,218.960007,1276700,216.989227
"2022-02-23",220.600006,221.5,215.960007,216.289993,1100500,214.343262
"2022-02-24",220,228.690002,217.199997,228.470001,2560900,226.413635
"2022-02-25",228,233.880005,226.679993,233.509995,1222200,231.408264
"2022-02-28",236.990005,252.350006,236,252.309998,3524800,250.039063
"2022-03-01",252.610001,261.980011,252.610001,255.080002,3016200,252.784134
"2022-03-02",251.550003,254.5,244.009995,253.570007,2227900,251.287735
"2022-03-03",254,256.029999,251.229996,255.479996,1422100,253.180527
"2022-03-04",257.839996,269.600006,256.309998,266.880005,1685600,264.477936
"2022-03-07",269.950012,279.709991,268.73999,270.73999,2261500,268.303162
"2022-03-08",269.899994,270.25,261.140015,261.859985,2303200,259.503082
"2022-03-09",258.540009,261.700012,252.190002,255.529999,2131900,253.230072
"2022-03-10",254.470001,260.200012,252.210007,254,1550000,252.821976
"2022-03-11",254.990005,257,249.800003,250,2112900,248.84053
"2022-03-14",251.759995,253.440002,246.339996,250.110001,1904000,248.950012
"2022-03-15",251.100006,258.609985,247.889999,258.109985,1719000,256.912903
"2022-03-16",254.649994,257.769989,241.800003,243.429993,2349800,242.300995
"2022-03-17",246.139999,250.309998,243.860001,248.789993,1199100,247.636124
"2022-03-18",249.720001,251.100006,243.179993,246.449997,1974400,245.306992
"2022-03-21",249.610001,255.740005,248.229996,253.860001,981700,252.682617
"2022-03-22",252.820007,253.279999,246.940002,251.990005,1674800,250.821304
"2022-03-23",254.419998,256.029999,251.789993,255.259995,1055600,254.076126
"2022-03-24",255.470001,259,253.550003,256.880005,1263800,255.688629
"2022-03-25",256.869995,258.970001,256.029999,257.850006,739400,256.654114
"2022-03-28",256.179993,256.380005,248.520004,249.449997,1230400,248.293076
"2022-03-29",245.809998,247.589996,240.080002,246.600006,2131400,245.456299
"2022-03-30",248.419998,253.559998,248.419998,251.809998,1246300,250.642136
"2022-03-31",250.410004,253.979996,248.470001,248.470001,851400,247.317627
"2022-04-01",249.169998,253.289993,248.729996,253.169998,855000,251.995819
"2022-04-04",253.800003,253.800003,251.179993,252.639999,960100,251.468277
"2022-04-05",252.779999,258.519989,252.779999,256.440002,1300000,255.250656
"2022-04-06",255.419998,261.079987,254.880005,257.899994,1151300,256.703888
"2022-04-07",256.399994,261.100006,254.160004,260.799988,992500,259.590424
"2022-04-08",261.23999,264.049988,256.820007,258.029999,882600,256.833282
"2022-04-11",259.5,262.429993,255.369995,256.570007,768400,255.380066
"2022-04-12",256.820007,259.450012,255.889999,257.200012,876700,256.007141
"2022-04-13",258.420013,260.579987,253.550003,254.25,892700,253.070816
"2022-04-14",256,258.420013,255.729996,257.410004,1048900,256.216156
"2022-04-18",257.51001,261.48999,255.600006,259.730011,907800,258.525421
"2022-04-19",258.910004,264.709991,256.390015,257.730011,986500,256.534698
"2022-04-20",257.640015,260.630005,255.229996,257.820007,621100,256.624268
"2022-04-21",258.149994,258.149994,245.139999,246.089996,1251800,244.948654
"2022-04-22",246.779999,250.929993,245.779999,247.880005,854800,246.730362
"2022-04-25",246.800003,247.449997,237.059998,242.919998,1297600,241.793365
"2022-04-26",244.300003,246.229996,240.309998,240.350006,1014800,239.235291
"2022-04-27",240.369995,244.399994,238.669998,241.059998,843200,239.941986
"2022-04-28",240.929993,240.929993,235.740005,239.089996,1248200,237.981125
"2022-04-29",250.899994,253.860001,231.419998,232.259995,1613700,231.1828
"2022-05-02",230.429993,238.869995,230.389999,235.210007,1307300,234.119125
"2022-05-03",236.759995,239.960007,236.169998,237.529999,1004800,236.42836
"2022-05-04",239.300003,243.679993,238.710007,241.800003,1248800,240.678558
"2022-05-05",242.309998,242.970001,238.199997,241.479996,1599200,240.360031
"2022-05-06",240.389999,244.369995,240.020004,243.830002,1265300,242.699142
"2022-05-09",242.610001,244.25,238.610001,239.25,1429900,238.140381
"2022-05-10",239.529999,241.740005,236.559998,237.679993,1212100,236.577652
"2022-05-11",236.309998,242.539993,235.720001,238.479996,811900,237.373947
"2022-05-12",238.479996,240.029999,233.479996,235.559998,1432400,234.467499
"2022-05-13",235.820007,236.919998,232.75,236.179993,1046900,235.08461
"2022-05-16",236.320007,240.470001,235.220001,238.960007,850100,237.85173
"2022-05-17",239.899994,242.990005,237.910004,241.610001,824600,240.489441
"2022-05-18",241,242.009995,236.630005,237.850006,971700,236.746887
"2022-05-19",237.850006,238.940002,229.720001,232.740005,1246300,231.660583
"2022-05-20",233.020004,233.559998,227.389999,229.399994,1913900,228.33606
"2022-05-23",231.5,234.399994,230,233.830002,821900,232.745529
"2022-05-24",233.630005,238.199997,232.990005,237.660004,669100,236.557755
"2022-05-25",238.630005,238.990005,235.839996,236.649994,724100,235.552429
"2022-05-26",238.210007,239.660004,236.160004,236.789993,584100,235.691788
"2022-05-27",237.830002,240.940002,235.789993,240.919998,668000,239.802643
"2022-05-31",238.710007,241.729996,237.020004,240.899994,1338000,239.78273
"2022-06-01",242.270004,242.339996,239.539993,241.490005,901500,240.369995
"2022-06-02",240.639999,241.729996,236.169998,240.690002,1045600,240.690002
"2022-06-03",239.770004,243.960007,238.789993,243.139999,587100,243.139999
"2022-06-06",243.630005,244.929993,240.75,241.100006,575500,241.100006
"2022-06-07",239.820007,247.339996,238.899994,246.389999,630000,246.389999
"2022-06-08",245.460007,246.820007,243.960007,244.460007,935500,244.460007
"2022-06-09",244,245.619995,240.479996,240.589996,766600,240.589996
"2022-06-10",239.649994,241.710007,237.199997,240.429993,897900,240.429993
"2022-06-13",237.080002,237.179993,232,233.25,1014100,233.25
"2022-06-14",232.479996,233.119995,225.149994,226.919998,941200,226.919998
"2022-06-15",227.869995,229.020004,222.5,226.699997,858400,226.699997
"2022-06-16",224.979996,226.270004,221.300003,222.080002,863000,222.080002
"2022-06-17",222.270004,223.770004,217.779999,221.570007,1925800,221.570007
"2022-06-21",224.139999,230.279999,223.360001,229.600006,809500,229.600006
"2022-06-22",226.320007,232.309998,226.029999,229.639999,843300,229.639999
"2022-06-23",229.960007,231.899994,226.119995,228.389999,464100,228.389999
"2022-06-24",230.160004,233.970001,228.5,233.550003,827300,233.550003
"2022-06-27",233.990005,238.490005,233.020004,236.809998,608000,236.809998
"2022-06-28",237.190002,240.679993,235.270004,235.820007,780700,235.820007
"2022-06-29",237.5,238,234.740005,237.809998,558300,237.809998
