"","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"2022-01-06",97.550003,98.139999,95.360001,96.699997,1719000,90.30452
"2022-01-07",97.199997,98.470001,97.010002,97.610001,1213600,91.154327
"2022-01-10",97.599998,98.800003,96.120003,97.800003,2366900,91.331772
"2022-01-11",98.690002,99.410004,97.209999,99.330002,1707800,92.760582
"2022-01-12",100.099998,100.949997,98.599998,99.889999,1355700,93.283539
"2022-01-13",100.089996,101.860001,99.800003,101.370003,1343500,94.665665
"2022-01-14",101.209999,102.93,100.440002,102.809998,1492200,96.010414
"2022-01-18",101.43,102.410004,99.900002,100.980003,1801200,94.301453
"2022-01-19",101.739998,102.110001,99.510002,100.879997,1505200,94.208061
"2022-01-20",102.099998,102.099998,96,96.269997,2889700,89.902954
"2022-01-21",96.07,96.07,93.43,94.150002,2004100,87.923172
"2022-01-24",92.559998,93.769997,90.760002,93.389999,3094900,87.213432
"2022-01-25",91.779999,93.769997,89.239998,93.209999,3404400,87.045334
"2022-01-26",94.510002,95.660004,91.910004,93.029999,2052400,86.877235
"2022-01-27",94.610001,96.440002,94.059998,95.849998,2978800,89.510735
"2022-01-28",95,97.870003,94.059998,96.080002,2880700,89.725525
"2022-01-31",95.580002,96.93,93.449997,96.730003,2764500,90.332542
"2022-02-01",96.489998,99.889999,96.360001,99.529999,2374300,92.947342
"2022-02-02",99.220001,100.830002,98.199997,100.339996,1657800,93.703773
"2022-02-03",100.050003,101.230003,99.25,100.010002,1398800,93.395607
"2022-02-04",99.739998,101.669998,99.339996,100.220001,2804100,93.591713
"2022-02-07",100.669998,100.669998,98.910004,99.480003,2240600,92.900658
"2022-02-08",100.209999,101.389999,99,101.300003,1946700,94.600288
"2022-02-09",101.940002,103.239998,101.019997,102.589996,1347500,95.80497
"2022-02-10",102.190002,103.970001,101.690002,102.089996,1397100,95.338028
"2022-02-11",101.639999,103.419998,100.589996,101.769997,1845300,95.0392
"2022-02-14",102.120003,102.25,98.919998,100.150002,1956700,93.526344
"2022-02-15",99.93,102.220001,99.32,101.839996,1369300,95.104568
"2022-02-16",102.059998,103.720001,101.699997,103.150002,1899800,96.327934
"2022-02-17",101.93,102.550003,100.230003,100.949997,1297400,94.27343
"2022-02-18",100.349998,101.389999,99.459999,99.839996,2062100,93.236847
"2022-02-22",100.639999,101.32,98.839996,99.559998,1946000,92.975357
"2022-02-23",99.959999,100.540001,98.300003,98.459999,1493200,91.948112
"2022-02-24",96.209999,96.419998,93.110001,94.459999,4318100,88.212662
"2022-02-25",95.599998,98.970001,95.290001,98,2766100,91.518539
"2022-02-28",96.129997,97.889999,95.379997,97.230003,3543200,90.799469
"2022-03-01",97.410004,97.959999,91.889999,93.419998,2538300,87.241447
"2022-03-02",94.5,98.309998,94.089996,97.809998,2690400,91.341103
"2022-03-03",98.300003,100.190002,97.919998,99.82,2011100,93.21817
"2022-03-04",96.620003,97.480003,95.5,97.129997,2129200,91.744659
"2022-03-07",97.220001,97.580002,94.529999,94.779999,2564700,89.524956
"2022-03-08",95.440002,97.830002,93.669998,96,2107300,90.677315
"2022-03-09",98,100.610001,97.650002,98.370003,2294000,92.915909
"2022-03-10",96.779999,99.970001,96.779999,99.739998,1971700,94.209946
"2022-03-11",100.330002,104.18,100.190002,103.43,2993400,97.695358
"2022-03-14",104.760002,105.839996,102.910004,103.870003,3542300,98.11097
"2022-03-15",103.029999,104.18,97.309998,98.650002,2845100,93.180389
"2022-03-16",99.529999,100.860001,99.089996,100.839996,2545900,95.248955
"2022-03-17",100.849998,104.239998,100.779999,104.209999,2425600,98.432114
"2022-03-18",103.779999,104.489998,100.949997,102.43,13508800,96.750801
"2022-03-21",103.660004,106.410004,102.940002,104.940002,2299100,99.121643
"2022-03-22",104.5,106.199997,103.489998,104.580002,1646700,98.781601
"2022-03-23",104.980003,106,104.139999,104.190002,1267200,98.413223
"2022-03-24",105.129997,107.459999,104.839996,107.139999,3276900,101.199661
"2022-03-25",107.160004,108.290001,106.889999,107.690002,1174800,101.71917
"2022-03-28",106.989998,106.989998,104.209999,105.43,1962800,99.584473
"2022-03-29",104.529999,105.089996,101.720001,104.870003,1926800,99.055519
"2022-03-30",105.779999,106.860001,104.620003,105.019997,1467400,99.197197
"2022-03-31",104.190002,105.5,102.760002,102.82,2029200,97.119179
"2022-04-01",104.150002,105.169998,101.709999,103.339996,1563400,97.610344
"2022-04-04",103.650002,103.650002,101.269997,102.519997,1902000,96.835808
"2022-04-05",102.739998,103.269997,101.82,101.949997,2595700,96.297417
"2022-04-06",102,102.199997,99.379997,99.690002,2185000,94.162727
"2022-04-07",99.699997,100.660004,97.370003,100.199997,2546400,94.64444
"2022-04-08",101.190002,102.720001,100.669998,101.529999,1253500,95.900703
"2022-04-11",100.199997,103.279999,99.639999,101.389999,1392500,95.768463
"2022-04-12",101.839996,104.300003,101.5,103.529999,1324800,97.78981
"2022-04-13",103.839996,106.150002,103.57,105.919998,1373000,100.047302
"2022-04-14",106.360001,108.190002,106.18,107.580002,1425000,101.615265
"2022-04-18",107.57,109.029999,107.339996,108.949997,1643700,102.909302
"2022-04-19",108.879997,110.989998,108.029999,110.610001,1485600,104.477264
"2022-04-20",110.129997,112.220001,110.129997,111.150002,1699000,104.987328
"2022-04-21",112.870003,114.949997,110.650002,111.150002,1851200,104.987328
"2022-04-22",109.889999,110.559998,106.519997,106.669998,2313800,100.755714
"2022-04-25",104.610001,105.610001,101.410004,105.209999,2179900,99.376663
"2022-04-26",105.209999,106.410004,104.199997,104.260002,1265100,98.47934
"2022-04-27",105.68,106.639999,104.360001,105.32,1658300,99.480568
"2022-04-28",106.099998,106.809998,104.25,106.099998,2465900,100.217323
"2022-04-29",109.07,110.940002,105.809998,106.029999,2268900,100.151199
"2022-05-02",108.800003,109.199997,105.889999,108.010002,3071500,102.021423
"2022-05-03",108.470001,111.260002,108.139999,110.919998,2305800,104.770081
"2022-05-04",111.860001,116.010002,111.639999,116,2161500,109.56842
"2022-05-05",114.989998,115.300003,110.110001,111.43,2156600,105.251801
"2022-05-06",111.260002,111.400002,107.809998,110.220001,1827900,104.108894
"2022-05-09",108.410004,108.82,106.029999,106.599998,2536400,100.689598
"2022-05-10",107.620003,108.230003,103.629997,105.610001,1820800,99.754494
"2022-05-11",106.660004,109.699997,106.349998,107.400002,1983800,101.445244
"2022-05-12",106.410004,106.980003,102.769997,105.760002,3177100,99.896172
"2022-05-13",107,107.779999,105.900002,106.720001,2478100,100.802948
"2022-05-16",106.93,108.18,105.559998,107.410004,3286100,101.454689
"2022-05-17",110.379997,111.860001,109.400002,111.400002,2614800,105.223465
"2022-05-18",110.709999,112.43,109.870003,110.309998,2236800,104.193901
"2022-05-19",108.589996,110.699997,107.540001,109.029999,2677300,102.984871
"2022-05-20",110.349998,110.400002,105.739998,107.870003,2212500,101.889191
"2022-05-23",107.019997,107.809998,105.599998,106.709999,2359200,100.793503
"2022-05-24",106.540001,106.75,103.949997,106.440002,1514800,100.538475
"2022-05-25",106.5,109.629997,105.970001,109.010002,2287500,102.965981
"2022-05-26",109.709999,111.610001,109.459999,111.5,3209100,105.317917
"2022-05-27",116.019997,117.099998,114.209999,117.080002,3409900,110.588539
"2022-05-31",116.32,117.220001,114.010002,114.25,6727900,107.915451
"2022-06-01",115,115.540001,112.860001,114.309998,2402000,107.972122
"2022-06-02",114.589996,115.610001,113.440002,115.25,3326700,108.860001
"2022-06-03",108.400002,109.260002,106.709999,107.400002,2495700,107.400002
"2022-06-06",108.18,110.080002,106.779999,109.830002,2866300,109.830002
"2022-06-07",109.870003,112.529999,108.040001,112.300003,3596700,112.300003
"2022-06-08",111.43,111.830002,109.830002,109.980003,1802400,109.980003
"2022-06-09",109.169998,110.220001,108.150002,108.220001,1946700,108.220001
"2022-06-10",105.839996,106.489998,102.440002,102.57,2130100,102.57
"2022-06-13",100.860001,100.860001,96.959999,97.589996,2528400,97.589996
"2022-06-14",97.540001,98.849998,95.940002,97.480003,3130200,97.480003
"2022-06-15",98.209999,99.32,94.919998,96.139999,2231200,96.139999
"2022-06-16",93.25,93.489998,90.050003,91.220001,2304900,91.220001
"2022-06-17",91.690002,91.989998,88.459999,89.730003,4018500,89.730003
"2022-06-21",92.900002,93.43,91,91.199997,1925300,91.199997
"2022-06-22",87.599998,88.07,86.32,87.529999,2806200,87.529999
"2022-06-23",87.199997,87.519997,83.5,84.5,2471700,84.5
"2022-06-24",85.379997,89.699997,85.379997,89.239998,3566300,89.239998
"2022-06-27",88.5,89.910004,87.889999,88.220001,2404000,88.220001
"2022-06-28",88.900002,90.510002,87.82,88.419998,1991600,88.419998
"2022-06-29",88.720001,89,86.209999,87.860001,1864000,87.860001
