"","AKAM.Open","AKAM.High","AKAM.Low","AKAM.Close","AKAM.Volume","AKAM.Adjusted"
"2022-01-04",117.5,118.169998,116.720001,116.949997,952200,116.949997
"2022-01-05",116.639999,117.809998,115.43,115.480003,1105500,115.480003
"2022-01-06",112.449997,113.889999,111,111.879997,2465400,111.879997
"2022-01-07",112.209999,112.370003,110.43,110.540001,1320200,110.540001
"2022-01-10",109.519997,112.720001,109.300003,112.650002,1678200,112.650002
"2022-01-11",112.800003,114.010002,111.75,113.419998,1248400,113.419998
"2022-01-12",113.610001,114.769997,113.339996,114.110001,911700,114.110001
"2022-01-13",114.239998,114.809998,112.699997,112.910004,800700,112.910004
"2022-01-14",112.519997,113.440002,111.919998,112.620003,965500,112.620003
"2022-01-18",111.809998,112.370003,110.830002,112.080002,1501900,112.080002
"2022-01-19",113.360001,116.129997,112.919998,113.169998,1599600,113.169998
"2022-01-20",113.68,115.82,113.239998,113.269997,1923700,113.269997
"2022-01-21",113.32,115.169998,112.580002,112.610001,1390700,112.610001
"2022-01-24",111.480003,114.379997,109.470001,114.190002,2222600,114.190002
"2022-01-25",113.339996,113.82,111,112.559998,1333600,112.559998
"2022-01-26",113.57,113.769997,109.349998,109.940002,1608200,109.940002
"2022-01-27",111,112.419998,109.639999,110.190002,1079400,110.190002
"2022-01-28",110.07,112.25,108.660004,112.169998,1056900,112.169998
"2022-01-31",111.940002,114.639999,111.730003,114.550003,1685100,114.550003
"2022-02-01",115.059998,115.790001,113.470001,115.129997,1109200,115.129997
"2022-02-02",114.910004,116.160004,114.330002,115.82,1346000,115.82
"2022-02-03",113.900002,115.669998,113.900002,114.580002,1526700,114.580002
"2022-02-04",114.190002,115.150002,112.849998,114.120003,1441300,114.120003
"2022-02-07",114.769997,114.769997,113.300003,113.529999,1087100,113.529999
"2022-02-08",113.459999,114.150002,112.989998,113.629997,1146300,113.629997
"2022-02-09",114.769997,115.400002,113.459999,115.389999,1312900,115.389999
"2022-02-10",113.629997,115.120003,112.580002,112.839996,1153600,112.839996
"2022-02-11",113.400002,114.07,110.959999,111.139999,1474700,111.139999
"2022-02-14",111.150002,111.550003,109.470001,110.650002,2547200,110.650002
"2022-02-15",111.269997,112.18,110.129997,111.029999,2317400,111.029999
"2022-02-16",105.349998,108.099998,102.800003,104.860001,5524300,104.860001
"2022-02-17",104.410004,105.330002,102.93,102.93,2367500,102.93
"2022-02-18",102.900002,102.900002,100.019997,100.330002,1930800,100.330002
"2022-02-22",99.489998,101.279999,99.489998,100.440002,1731700,100.440002
"2022-02-23",100.489998,101.019997,98.529999,98.879997,1452600,98.879997
"2022-02-24",97.120003,103.949997,96.860001,103.940002,2732700,103.940002
"2022-02-25",103.650002,105.400002,102.300003,105.330002,1564100,105.330002
"2022-02-28",104.779999,108.709999,104.68,108.260002,2624500,108.260002
"2022-03-01",108.230003,109.769997,107.93,108.830002,1490200,108.830002
"2022-03-02",109.209999,111.440002,108.139999,110.449997,1731000,110.449997
"2022-03-03",111.160004,111.699997,110.019997,111.190002,1477900,111.190002
"2022-03-04",111.010002,113.019997,110.089996,112.550003,1941100,112.550003
"2022-03-07",112.25,113.669998,110.330002,112.010002,1846100,112.010002
"2022-03-08",111.269997,112.449997,106.940002,107.07,2401600,107.07
"2022-03-09",108.050003,109.910004,106.269997,109.18,1729400,109.18
"2022-03-10",108.260002,109.93,106.839996,109.529999,1386000,109.529999
"2022-03-11",109.690002,110.300003,108.25,108.440002,1242400,108.440002
"2022-03-14",107.959999,110.059998,107.5,108.080002,1479000,108.080002
"2022-03-15",109,110.449997,108.57,110.43,1522500,110.43
"2022-03-16",110.93,112.75,110.5,112.629997,2089200,112.629997
"2022-03-17",112.690002,115.269997,112.43,115.230003,1708700,115.230003
"2022-03-18",115.800003,118.239998,115.110001,117.620003,4032900,117.620003
"2022-03-21",117.389999,117.400002,115.120003,115.980003,1097000,115.980003
"2022-03-22",115.980003,117.269997,115.120003,116.68,1108100,116.68
"2022-03-23",115.879997,116.830002,114.540001,116.410004,1060600,116.410004
"2022-03-24",117.029999,117.43,116.419998,117.379997,1042600,117.379997
"2022-03-25",117.940002,118.699997,117.099998,117.949997,1294400,117.949997
"2022-03-28",117.57,119.489998,117.360001,119.440002,1357100,119.440002
"2022-03-29",120,120.440002,118.120003,120.419998,1299300,120.419998
"2022-03-30",120,121.199997,119.589996,121.110001,1554900,121.110001
"2022-03-31",121.440002,121.800003,119.360001,119.389999,1419200,119.389999
"2022-04-01",119.760002,120.620003,119.239998,120.510002,891700,120.510002
"2022-04-04",120.720001,121.339996,120.279999,120.459999,1086000,120.459999
"2022-04-05",120.650002,122.010002,119.790001,120.410004,1252100,120.410004
"2022-04-06",119.07,119.940002,118.110001,119.589996,1045500,119.589996
"2022-04-07",119.300003,120.209999,117.790001,119.339996,1578600,119.339996
"2022-04-08",119.190002,119.769997,118.160004,118.360001,927900,118.360001
"2022-04-11",117.669998,119.339996,117.330002,118.010002,1175200,118.010002
"2022-04-12",118.839996,119.5,117.440002,117.93,995500,117.93
"2022-04-13",118,119.529999,117.480003,119.190002,1239500,119.190002
"2022-04-14",119.230003,119.830002,118.580002,118.989998,855300,118.989998
"2022-04-18",119,119.620003,118.110001,119.440002,1109900,119.440002
"2022-04-19",119.75,121.519997,119.339996,121.339996,1654100,121.339996
"2022-04-20",121.879997,122.650002,120.660004,121.919998,1436500,121.919998
"2022-04-21",122.5,123.25,119.25,119.959999,1215100,119.959999
"2022-04-22",119.480003,119.760002,116.949997,117.139999,1205300,117.139999
"2022-04-25",117.080002,118.849998,116.230003,118.760002,1178600,118.760002
"2022-04-26",118,118.470001,115,115.029999,1764900,115.029999
"2022-04-27",115.230003,116.129997,113.580002,113.699997,1091200,113.699997
"2022-04-28",114.629997,116.57,114.050003,115.830002,932900,115.830002
"2022-04-29",115.150002,115.620003,112.18,112.279999,1559400,112.279999
"2022-05-02",112.279999,114.32,110.169998,112.309998,1685600,112.309998
"2022-05-03",112.120003,114.900002,112.089996,113.800003,2525800,113.800003
"2022-05-04",99.050003,104.169998,97.650002,102.769997,8766500,102.769997
"2022-05-05",101.389999,101.970001,97.160004,98.669998,4114800,98.669998
"2022-05-06",97.099998,98.029999,95.080002,95.370003,3384500,95.370003
"2022-05-09",93.949997,96.709999,93.739998,95.5,2973900,95.5
"2022-05-10",96.279999,98.669998,95,97.230003,2271300,97.230003
"2022-05-11",96.239998,99.480003,96.010002,98.110001,2763400,98.110001
"2022-05-12",98.620003,98.620003,95.790001,97.400002,1995000,97.400002
"2022-05-13",97.68,99.349998,97.129997,98.669998,1886400,98.669998
"2022-05-16",98.629997,99.949997,97.57,98.919998,2036600,98.919998
"2022-05-17",99.989998,100.230003,96.940002,98.389999,1835400,98.389999
"2022-05-18",97.610001,98.940002,95.879997,96.150002,2528000,96.150002
"2022-05-19",96.739998,99.699997,96.589996,98.480003,3587600,98.480003
"2022-05-20",99.089996,99.449997,95.370003,97.510002,1857800,97.510002
"2022-05-23",98.25,98.989998,97.470001,98.879997,1236700,98.879997
"2022-05-24",98.449997,100.220001,97.220001,99.559998,1585200,99.559998
"2022-05-25",99.489998,99.849998,98.629997,99.099998,1118600,99.099998
"2022-05-26",99.669998,101.07,98.519997,100.870003,1113500,100.870003
"2022-05-27",101.419998,102.830002,101.099998,102.730003,1270500,102.730003
"2022-05-31",102.040001,102.040001,100.269997,101.040001,2203800,101.040001
"2022-06-01",101.379997,102.290001,100.239998,101.129997,1367800,101.129997
"2022-06-02",101.209999,102.779999,100.419998,102.739998,1163300,102.739998
"2022-06-03",102.209999,102.209999,100.57,100.839996,1005100,100.839996
"2022-06-06",101.839996,101.839996,100.330002,100.650002,807400,100.650002
"2022-06-07",100,101.870003,99.959999,101.769997,880300,101.769997
"2022-06-08",101.550003,101.849998,100.739998,100.760002,840600,100.760002
"2022-06-09",100.379997,101.779999,99.769997,99.82,1335300,99.82
"2022-06-10",98.660004,99.150002,96.709999,97.440002,1298100,97.440002
"2022-06-13",95,95.639999,90.709999,91.059998,2411000,91.059998
"2022-06-14",91.389999,91.919998,87.010002,89.300003,3208900,89.300003
"2022-06-15",90.589996,91.93,89.550003,91.040001,1662500,91.040001
"2022-06-16",89.779999,89.910004,86.989998,87.459999,2604700,87.459999
"2022-06-17",87.620003,89.860001,87.150002,89.529999,3587400,89.529999
"2022-06-21",90.440002,91.800003,90.199997,90.650002,1781700,90.650002
"2022-06-22",90.330002,92.580002,90.050003,90.389999,1004300,90.389999
"2022-06-23",91.410004,92.169998,90.540001,91.870003,1420200,91.870003
"2022-06-24",93,94.529999,92.650002,94.459999,1209200,94.459999
"2022-06-27",94.190002,94.889999,93.089996,94.519997,2059300,94.519997
"2022-06-28",94.599998,95.110001,92.25,92.389999,1340800,92.389999
"2022-06-29",92.389999,92.809998,91.400002,92.129997,1352300,92.129997
