"","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"2021-12-28",176.839996,178.5,176.75,177.639999,1618900,174.179047
"2021-12-29",177.479996,178.889999,177.229996,178.410004,1221900,174.934052
"2021-12-30",178.869995,179.179993,177.580002,177.639999,1067300,174.179047
"2021-12-31",177.529999,178.350006,176.509995,177.630005,1414600,174.169266
"2022-01-03",178.320007,179.089996,175.839996,177.740005,1930700,174.277115
"2022-01-04",178.479996,181.259995,178.029999,180.229996,2522200,176.718597
"2022-01-05",177.130005,181.779999,177,179.490005,2952400,175.993011
"2022-01-06",180.880005,181.279999,177.539993,178,2505400,174.532043
"2022-01-07",178.130005,180.490005,177.220001,179.949997,2800200,176.444061
"2022-01-10",179.449997,179.830002,176.779999,177.410004,2318000,173.953537
"2022-01-11",178,179.550003,176.419998,178.979996,2264200,175.49295
"2022-01-12",179,180.009995,178.589996,179.419998,1728500,175.924377
"2022-01-13",179.880005,181.339996,179.029999,181.020004,2094700,177.49321
"2022-01-14",180.860001,180.860001,177.669998,178.740005,2286100,175.257629
"2022-01-18",178.179993,178.550003,176.169998,178.279999,2410600,174.806595
"2022-01-19",179.830002,180.869995,177.630005,178.479996,1968600,175.002686
"2022-01-20",178.580002,179.220001,173.309998,173.570007,2817300,170.18837
"2022-01-21",173.399994,176.020004,172.559998,172.649994,3479100,169.28627
"2022-01-24",171.860001,173.210007,168.830002,172.800003,4711700,169.433365
"2022-01-25",173.529999,174.559998,168.009995,173.75,5051100,170.364853
"2022-01-26",174.279999,175.25,168.199997,169.300003,4410000,166.001541
"2022-01-27",169.100006,172.119995,168.440002,170.160004,2782800,166.844803
"2022-01-28",168.389999,168.75,160.539993,163.100006,6221600,159.922348
"2022-01-31",162.699997,166.289993,161.589996,166.020004,5090400,162.785446
"2022-02-01",165.589996,167.960007,164.759995,167.429993,2987900,164.167984
"2022-02-02",167.800003,169.25,165.800003,166.660004,3191300,163.412979
"2022-02-03",166.259995,166.729996,164.100006,164.389999,2608700,161.18721
"2022-02-04",163.789993,164.740005,160.100006,160.729996,4046500,157.598495
"2022-02-07",160.75,162.309998,160.009995,161.169998,2441100,158.029938
"2022-02-08",161.429993,163.110001,160.320007,162.410004,2373900,159.245789
"2022-02-09",163.550003,164.259995,161.929993,163.639999,2143600,160.451813
"2022-02-10",162.009995,162.789993,159.020004,159.740005,3633200,156.627808
"2022-02-11",160.160004,161.600006,158.800003,159.539993,3632700,156.431686
"2022-02-14",159.350006,159.589996,155.360001,158.009995,4634400,154.931503
"2022-02-15",158.720001,159.080002,156.25,157.339996,3335800,154.274551
"2022-02-16",157,158,154.110001,155.630005,4470000,152.59787
"2022-02-17",150.850006,151.470001,148.479996,148.639999,6207700,147.152908
"2022-02-18",148.199997,149.710007,147.240005,147.619995,5018800,146.143097
"2022-02-22",148.199997,148.509995,145.880005,146.75,4509100,145.281815
"2022-02-23",146.75,147.330002,144.130005,144.380005,3846600,142.935532
"2022-02-24",142.100006,143.889999,139.740005,143.699997,6107100,142.262329
"2022-02-25",144.410004,151.759995,144.350006,150.509995,6732700,149.004181
"2022-02-28",149.289993,149.630005,146.75,148.649994,4215300,147.162796
"2022-03-01",148.580002,149.020004,144.149994,144.75,3313900,143.301819
"2022-03-02",145.610001,148.369995,144.919998,147.220001,3734600,145.747116
"2022-03-03",148.520004,149.990005,147.520004,148.300003,3804200,146.816299
"2022-03-04",146.160004,147.690002,145.740005,146.729996,3235200,145.262009
"2022-03-07",145.740005,145.740005,142.570007,143.279999,4554000,141.846527
"2022-03-08",145.240005,149.470001,143.259995,145.399994,4605300,143.945313
"2022-03-09",147.860001,149.259995,146.490005,146.600006,3337300,145.133316
"2022-03-10",145.339996,145.960007,143.330002,143.929993,3794000,142.490021
"2022-03-11",143.470001,144.479996,140.830002,140.960007,4149400,139.549744
"2022-03-14",141.449997,145.289993,141.449997,143.479996,3910100,142.044525
"2022-03-15",144.869995,145.479996,142.589996,144.309998,3337300,142.866226
"2022-03-16",144.759995,146.270004,142.839996,145.509995,3813800,144.054214
"2022-03-17",145.309998,147.710007,144.149994,147.690002,2786700,146.212402
"2022-03-18",147.070007,148.449997,145.220001,148.320007,7882100,146.836105
"2022-03-21",148.690002,149.740005,147.399994,148.580002,4514900,147.093506
"2022-03-22",149.449997,150.839996,148.5,149.940002,4252000,148.439896
"2022-03-23",149.690002,149.779999,147.559998,147.679993,2637200,146.202499
"2022-03-24",148.119995,149.229996,147.399994,148.979996,2028100,147.489502
"2022-03-25",149.270004,151.179993,148.910004,150.460007,2247800,148.954697
"2022-03-28",149.929993,150.130005,147.190002,149.470001,2679900,147.974594
"2022-03-29",151,152.919998,150.039993,152.080002,2693200,150.558487
"2022-03-30",151.330002,153.259995,150.770004,151.429993,2395100,149.914978
"2022-03-31",150.449997,151.25,148.800003,148.880005,3193800,147.390503
"2022-04-01",149.630005,149.860001,146.850006,149.690002,2196400,148.192398
"2022-04-04",149.059998,150.009995,146.080002,149.529999,2631800,148.033997
"2022-04-05",148.649994,150.630005,148.509995,148.899994,2148600,147.410294
"2022-04-06",147.330002,150.389999,147.050003,150.300003,2705500,148.796295
"2022-04-07",149.389999,150.470001,147.559998,149.949997,2199000,148.449799
"2022-04-08",151,151.649994,149.380005,149.809998,2790500,148.311188
"2022-04-11",150.449997,152.220001,149.960007,150.119995,2478800,148.618088
"2022-04-12",151.339996,151.529999,148.089996,148.580002,2612900,147.093506
"2022-04-13",148.520004,149.169998,147.570007,148.660004,1992100,147.172699
"2022-04-14",148.649994,149.589996,147.210007,147.380005,2331100,145.905518
"2022-04-18",147.449997,148.330002,145.75,146.179993,1775800,144.717499
"2022-04-19",146.850006,150.589996,146.850006,150.100006,2296000,148.598297
"2022-04-20",150.809998,152.5,150.529999,150.589996,1979900,149.083389
"2022-04-21",151.979996,153.100006,151.309998,151.770004,2337200,150.251587
"2022-04-22",150.800003,150.990005,148.240005,149.169998,3157400,147.677597
"2022-04-25",148.710007,149.029999,145.880005,148.600006,3432200,147.113312
"2022-04-26",145.410004,146.979996,142.869995,144.220001,4840400,142.77713
"2022-04-27",144.779999,146.080002,143.729996,144.210007,3124300,142.767227
"2022-04-28",144.75,147.729996,144.119995,147.139999,2537700,145.667908
"2022-04-29",147.300003,148.559998,143.869995,144.220001,4152300,142.77713
"2022-05-02",144.509995,147.5,143.779999,145.910004,3717300,144.450211
"2022-05-03",146.210007,148.850006,145.919998,148.080002,2508700,146.598511
"2022-05-04",149,154.660004,147.880005,154.229996,3694200,152.686966
"2022-05-05",153.169998,153.649994,148.229996,149.460007,3315900,147.964706
"2022-05-06",149.270004,149.770004,146.690002,149.529999,2470300,148.033997
"2022-05-09",148.440002,153.770004,147.940002,152.380005,4163100,150.855484
"2022-05-10",154,154.039993,148.139999,149.119995,3503200,147.628098
"2022-05-11",149.990005,150.130005,146.169998,146.410004,2748000,144.945221
"2022-05-12",146.589996,149.619995,146.009995,149.589996,2819000,148.093399
"2022-05-13",150.210007,150.350006,147.970001,149.300003,2753300,147.806305
"2022-05-16",149.220001,150.830002,146.309998,150.5,2713700,148.994293
"2022-05-17",151.990005,152.5,150.520004,152.339996,2106800,150.815887
"2022-05-18",151.589996,151.710007,148.470001,148.929993,2958700,147.439987
"2022-05-19",146.199997,148.899994,144.110001,146.960007,2746700,146.960007
"2022-05-20",147.539993,147.940002,141.089996,143.830002,4195400,143.830002
"2022-05-23",144.580002,145.970001,144.009995,144.380005,2836100,144.380005
"2022-05-24",144.350006,146.220001,141,145.75,2638800,145.75
"2022-05-25",145.429993,146.160004,143.550003,145.789993,1876900,145.789993
"2022-05-26",146.740005,148.809998,146.699997,147.039993,2127300,147.039993
"2022-05-27",148.210007,149.520004,147.869995,149.509995,1776700,149.509995
"2022-05-31",148.270004,149.839996,145.929993,149.289993,4144000,149.289993
"2022-06-01",149.330002,149.490005,145.600006,146.419998,2410400,146.419998
"2022-06-02",147.520004,148.289993,144.5,148.179993,1901400,148.179993
"2022-06-03",147,147.470001,145.320007,145.970001,1876300,145.970001
"2022-06-06",146.389999,147.300003,145.649994,146.210007,1575600,146.210007
"2022-06-07",145.440002,146.990005,143.820007,146.869995,1805300,146.869995
"2022-06-08",145.559998,146.610001,144.289993,145.419998,1711400,145.419998
"2022-06-09",145.509995,147.190002,144.139999,144.179993,2168300,144.179993
"2022-06-10",142,142.470001,137.580002,137.649994,5883900,137.649994
"2022-06-13",136.729996,138.339996,135.619995,136.369995,4116000,136.369995
"2022-06-14",136.679993,138.350006,134.399994,135.25,2675200,135.25
"2022-06-15",135.759995,136.679993,133.059998,134.330002,3271100,134.330002
"2022-06-16",132.550003,132.550003,130.330002,130.940002,3728200,130.940002
"2022-06-17",130.770004,131.880005,128.720001,129.839996,7180900,129.839996
"2022-06-21",130.339996,131.080002,129.270004,130.009995,3728400,130.009995
"2022-06-22",128.770004,131.589996,128.190002,130.399994,2900200,130.399994
"2022-06-23",130.210007,131.070007,128.5,130.149994,2241000,130.149994
"2022-06-24",131.529999,134.550003,131.240005,134.330002,3659300,134.330002
"2022-06-27",134.410004,134.669998,132.289993,132.800003,2388600,132.800003
"2022-06-28",133.860001,134.570007,130.149994,130.330002,2408300,130.330002
"2022-06-29",130,130.339996,128.809998,129.770004,2821100,129.770004
