"","MTD.Open","MTD.High","MTD.Low","MTD.Close","MTD.Volume","MTD.Adjusted"
"2021-11-16",1518.099976,1555.01001,1518.099976,1528.51001,70800,1528.51001
"2021-11-17",1536.609985,1545.719971,1519.920044,1534.170044,57500,1534.170044
"2021-11-18",1531.939941,1544.579956,1528.72998,1544.119995,49500,1544.119995
"2021-11-19",1554,1574.530029,1545.390015,1552.069946,108400,1552.069946
"2021-11-22",1551.199951,1554.160034,1521.73999,1523.280029,76200,1523.280029
"2021-11-23",1515.209961,1531.329956,1479.410034,1524.189941,90000,1524.189941
"2021-11-24",1520.359985,1522.589966,1486.719971,1518.25,91400,1518.25
"2021-11-26",1522.630005,1541.949951,1482.949951,1496.650024,78600,1496.650024
"2021-11-29",1510.050049,1546.089966,1510.050049,1536.219971,126800,1536.219971
"2021-11-30",1527.27002,1559.150024,1502.609985,1514.130005,217300,1514.130005
"2021-12-01",1516.030029,1560.589966,1504.910034,1520.449951,131100,1520.449951
"2021-12-02",1513.079956,1559.369995,1510.430054,1547.599976,132500,1547.599976
"2021-12-03",1562.579956,1572.119995,1502.599976,1529.530029,128000,1529.530029
"2021-12-06",1540.48999,1553.219971,1524.380005,1535.5,108600,1535.5
"2021-12-07",1561.180054,1581.51001,1546.839966,1566.150024,115300,1566.150024
"2021-12-08",1574.829956,1592.01001,1563.140015,1586.150024,78700,1586.150024
"2021-12-09",1591.650024,1599.530029,1580.969971,1582.160034,72400,1582.160034
"2021-12-10",1590.01001,1607.920044,1576.670044,1588.369995,86500,1588.369995
"2021-12-13",1593.319946,1599.550049,1577.839966,1590.199951,81900,1590.199951
"2021-12-14",1574.77002,1574.77002,1532.780029,1542.920044,104100,1542.920044
"2021-12-15",1549.949951,1568.310059,1536.01001,1567,145400,1567
"2021-12-16",1572.040039,1585.469971,1543.319946,1565.849976,140300,1565.849976
"2021-12-17",1553.670044,1586.800049,1543.780029,1579.339966,250200,1579.339966
"2021-12-20",1567.579956,1567.579956,1533.939941,1554.430054,87800,1554.430054
"2021-12-21",1565.709961,1577.829956,1545.77002,1571.540039,81100,1571.540039
"2021-12-22",1574.469971,1604.939941,1574.189941,1604.939941,51300,1604.939941
"2021-12-23",1609.540039,1631.780029,1594.640015,1626.22998,69300,1626.22998
"2021-12-27",1641.25,1674.599976,1635.430054,1673.410034,64700,1673.410034
"2021-12-28",1680.219971,1680.219971,1661.959961,1675.170044,48400,1675.170044
"2021-12-29",1679,1707.98999,1679,1701.98999,62800,1701.98999
"2021-12-30",1706.400024,1714.75,1689.170044,1702.530029,63600,1702.530029
"2021-12-31",1699.48999,1710.959961,1696.900024,1697.209961,51900,1697.209961
"2022-01-03",1690.869995,1699.109985,1636.369995,1674.859985,106200,1674.859985
"2022-01-04",1664.51001,1667.180054,1633.219971,1640.72998,126800,1640.72998
"2022-01-05",1636.069946,1654.780029,1582.079956,1583.109985,106300,1583.109985
"2022-01-06",1577.560059,1619.02002,1567.599976,1602.849976,99700,1602.849976
"2022-01-07",1597.97998,1598,1542.339966,1542.390015,106600,1542.390015
"2022-01-10",1524.959961,1568.869995,1508.589966,1565.98999,96500,1565.98999
"2022-01-11",1565.98999,1579.280029,1547.680054,1571.430054,84300,1571.430054
"2022-01-12",1575.790039,1584.22998,1555,1559.619995,119300,1559.619995
"2022-01-13",1564.589966,1564.589966,1480.030029,1503.689941,176000,1503.689941
"2022-01-14",1490.300049,1517.290039,1487.380005,1512.76001,145600,1512.76001
"2022-01-18",1490.599976,1497.359985,1473.5,1483.75,123700,1483.75
"2022-01-19",1489.97998,1515.619995,1465.400024,1469.069946,99500,1469.069946
"2022-01-20",1478.5,1512.420044,1467.540039,1470.530029,120700,1470.530029
"2022-01-21",1460.780029,1503.849976,1454.619995,1458.339966,220200,1458.339966
"2022-01-24",1432.630005,1467.560059,1388.709961,1462.640015,160500,1462.640015
"2022-01-25",1431.48999,1439.420044,1390.199951,1413.699951,151100,1413.699951
"2022-01-26",1425.689941,1451.890015,1389.790039,1405.530029,102100,1405.530029
"2022-01-27",1417.859985,1435.089966,1384.280029,1396.449951,135000,1396.449951
"2022-01-28",1409.77002,1430.959961,1385.150024,1430.530029,88400,1430.530029
"2022-01-31",1434.26001,1475.75,1433.849976,1472.680054,129000,1472.680054
"2022-02-01",1485.359985,1499.98999,1460.459961,1496.430054,132900,1496.430054
"2022-02-02",1500.369995,1529.219971,1500.369995,1526.069946,87200,1526.069946
"2022-02-03",1503.810059,1522.469971,1490.26001,1495.52002,81900,1495.52002
"2022-02-04",1485,1509.900024,1461.599976,1491.900024,66000,1491.900024
"2022-02-07",1496.280029,1507,1472.420044,1499.949951,84500,1499.949951
"2022-02-08",1478.949951,1521,1478.949951,1500.689941,163500,1500.689941
"2022-02-09",1518.949951,1554.680054,1518.949951,1554.670044,112600,1554.670044
"2022-02-10",1517.51001,1566.050049,1515.180054,1521.699951,207800,1521.699951
"2022-02-11",1499.97998,1537.719971,1426.939941,1430.410034,284400,1430.410034
"2022-02-14",1427.650024,1436.869995,1401.390015,1416.119995,202200,1416.119995
"2022-02-15",1441.839966,1459.199951,1419.369995,1429.76001,127600,1429.76001
"2022-02-16",1417.349976,1468.140015,1402.560059,1462.199951,138200,1462.199951
"2022-02-17",1449.650024,1452.089966,1413,1417.119995,161400,1417.119995
"2022-02-18",1420.689941,1438.619995,1401.589966,1408.459961,100500,1408.459961
"2022-02-22",1397.369995,1426.829956,1389.300049,1416.75,140100,1416.75
"2022-02-23",1420.800049,1427.209961,1379.050049,1380.650024,90600,1380.650024
"2022-02-24",1353.76001,1417.22998,1346.599976,1412.369995,112000,1412.369995
"2022-02-25",1417.449951,1449.719971,1406.800049,1447.52002,99200,1447.52002
"2022-02-28",1425.109985,1437.51001,1387.589966,1408.73999,189200,1408.73999
"2022-03-01",1404.560059,1435.540039,1380.880005,1393.339966,128100,1393.339966
"2022-03-02",1376.459961,1402.469971,1370.26001,1387.300049,135300,1387.300049
"2022-03-03",1396.869995,1414.430054,1383.209961,1404.709961,87000,1404.709961
"2022-03-04",1386.530029,1391.699951,1355.619995,1388.780029,107800,1388.780029
"2022-03-07",1378,1382.630005,1317.030029,1339.439941,129900,1339.439941
"2022-03-08",1325,1355.640015,1302.880005,1317.099976,107400,1317.099976
"2022-03-09",1359.369995,1396.410034,1356.670044,1388.290039,85600,1388.290039
"2022-03-10",1330,1363.109985,1330,1338.339966,132300,1338.339966
"2022-03-11",1346.900024,1349.75,1309.569946,1311.219971,121800,1311.219971
"2022-03-14",1324.540039,1341.160034,1282.430054,1289.319946,178300,1289.319946
"2022-03-15",1300.959961,1327.359985,1290.640015,1319.449951,116300,1319.449951
"2022-03-16",1331.589966,1361.349976,1331.5,1358.839966,93900,1358.839966
"2022-03-17",1358.680054,1389.849976,1345.23999,1389.130005,104500,1389.130005
"2022-03-18",1396.880005,1411.670044,1386.800049,1405.22998,147300,1405.22998
"2022-03-21",1389.280029,1408.77002,1371.550049,1394.609985,104300,1394.609985
"2022-03-22",1399.900024,1419.47998,1392.160034,1399.589966,100800,1399.589966
"2022-03-23",1386.310059,1386.310059,1350,1359.310059,147800,1359.310059
"2022-03-24",1362.380005,1381.329956,1337.119995,1379.5,92800,1379.5
"2022-03-25",1389.380005,1389.380005,1365.359985,1388.390015,72600,1388.390015
"2022-03-28",1398.859985,1410.339966,1375.969971,1395.689941,75900,1395.689941
"2022-03-29",1419.26001,1444.800049,1405.050049,1423.280029,84400,1423.280029
"2022-03-30",1410.819946,1416.050049,1394.890015,1405.73999,102300,1405.73999
"2022-03-31",1407.27002,1412.780029,1370.719971,1373.189941,142700,1373.189941
"2022-04-01",1381.810059,1387.150024,1346.569946,1371.630005,189300,1371.630005
"2022-04-04",1368.72998,1376.880005,1350.140015,1357.430054,121100,1357.430054
"2022-04-05",1346.219971,1362.310059,1331.27002,1349.01001,169500,1349.01001
"2022-04-06",1337.540039,1340.26001,1309.800049,1327.859985,159900,1327.859985
"2022-04-07",1329.900024,1375.209961,1317.900024,1368.73999,146800,1368.73999
"2022-04-08",1371,1401.949951,1371,1381.839966,144900,1381.839966
"2022-04-11",1370.75,1373.650024,1336.819946,1348,121600,1348
"2022-04-12",1353.800049,1359.050049,1301.76001,1313.77002,140600,1313.77002
"2022-04-13",1313.939941,1344.98999,1310.719971,1342.589966,138300,1342.589966
"2022-04-14",1344.069946,1344.069946,1314.23999,1318.359985,135900,1318.359985
"2022-04-18",1309.420044,1315.430054,1291.859985,1304.579956,72400,1304.579956
"2022-04-19",1305.319946,1335.380005,1305.319946,1331.040039,89300,1331.040039
"2022-04-20",1345.02002,1378.920044,1335.609985,1362.449951,118200,1362.449951
"2022-04-21",1370.589966,1370.780029,1322.949951,1326.22998,89200,1326.22998
"2022-04-22",1323.859985,1324.319946,1283.599976,1284.630005,84000,1284.630005
"2022-04-25",1279.77002,1305.099976,1254.959961,1302.589966,115200,1302.589966
"2022-04-26",1295.099976,1296.339966,1254.680054,1254.790039,90600,1254.790039
"2022-04-27",1256.589966,1284.76001,1249.910034,1258.069946,134000,1258.069946
"2022-04-28",1278.540039,1301.949951,1262.910034,1293.51001,132500,1293.51001
"2022-04-29",1285.949951,1314.839966,1273.48999,1277.530029,138700,1277.530029
"2022-05-02",1272.449951,1294.97998,1262.589966,1293.02002,155200,1293.02002
"2022-05-03",1292.76001,1347.77002,1292.76001,1334.369995,247600,1334.369995
"2022-05-04",1327.199951,1383.48999,1318.040039,1379.619995,166400,1379.619995
"2022-05-05",1367.099976,1370.98999,1300.109985,1311.349976,196600,1311.349976
"2022-05-06",1296.72998,1327.380005,1253.040039,1315.900024,229800,1315.900024
"2022-05-09",1299.089966,1299.089966,1188.560059,1196.069946,204600,1196.069946
"2022-05-10",1218.819946,1241.079956,1199.77002,1219.640015,209300,1219.640015
"2022-05-11",1215.949951,1224.670044,1175.959961,1179.400024,251200,1179.400024
"2022-05-12",1178.540039,1218.48999,1168.310059,1213.119995,152100,1213.119995
"2022-05-13",1230.650024,1274.459961,1227.439941,1255.109985,128000,1255.109985
"2022-05-16",1243.329956,1252.880005,1229.670044,1233.51001,139300,1233.51001
"2022-05-17",1256.48999,1265.790039,1224.380005,1236.380005,133000,1236.380005
"2022-05-18",1215.76001,1225,1189.869995,1194.52002,128000,1194.52002
"2022-05-19",1182.560059,1228.119995,1182.560059,1219.709961,157800,1219.709961
"2022-05-20",1234.410034,1241.069946,1206.290039,1238.579956,136900,1238.579956
"2022-05-23",1254.689941,1255.859985,1230.859985,1247.47998,120000,1247.47998
"2022-05-24",1240,1240.349976,1220.209961,1231.459961,99200,1231.459961
"2022-05-25",1235.630005,1247.199951,1218.170044,1230.01001,101700,1230.01001
"2022-05-26",1238.27002,1265.22998,1230.76001,1258.469971,77900,1258.469971
"2022-05-27",1274.699951,1326.810059,1274.699951,1326.52002,127200,1326.52002
"2022-05-31",1306.869995,1308.75,1276.050049,1286.119995,214300,1286.119995
"2022-06-01",1301.369995,1305.98999,1246.699951,1263.400024,108900,1263.400024
"2022-06-02",1267.329956,1326.329956,1262.560059,1326.319946,102500,1326.319946
"2022-06-03",1300.099976,1309.859985,1283.650024,1298.900024,76700,1298.900024
"2022-06-06",1306.910034,1321.27002,1290.969971,1304.089966,82000,1304.089966
"2022-06-07",1289.829956,1315.869995,1284.599976,1315.310059,92800,1315.310059
"2022-06-08",1305.790039,1317.839966,1290.900024,1294.319946,75200,1294.319946
"2022-06-09",1281.859985,1290.76001,1254.060059,1254.540039,85300,1254.540039
"2022-06-10",1231.26001,1231.26001,1198.189941,1200.439941,161400,1200.439941
"2022-06-13",1162.310059,1179.23999,1153.560059,1172.75,127200,1172.75
"2022-06-14",1171.349976,1171.349976,1136.369995,1157.630005,95300,1157.630005
"2022-06-15",1170.560059,1180.890015,1149.219971,1167.25,86200,1167.25
"2022-06-16",1135,1135,1110.369995,1118.52002,153000,1118.52002
"2022-06-17",1126.030029,1128.939941,1096.810059,1097.800049,297900,1097.800049
"2022-06-21",1122.430054,1122.430054,1095.819946,1097.569946,173300,1097.569946
"2022-06-22",1087.140015,1112.26001,1082.780029,1101.72998,187300,1101.72998
"2022-06-23",1107.709961,1136.089966,1105.079956,1132.400024,197100,1132.400024
"2022-06-24",1138.160034,1152.949951,1135.400024,1146.900024,257700,1146.900024
"2022-06-27",1153.849976,1153.849976,1133.939941,1144.23999,162100,1144.23999
"2022-06-28",1144.27002,1152.219971,1130.319946,1130.77002,157400,1130.77002
"2022-06-29",1135,1148.369995,1118.73999,1146.02002,142000,1146.02002
