"","FRT.Open","FRT.High","FRT.Low","FRT.Close","FRT.Volume","FRT.Adjusted"
"2020-10-15",75,77.120003,74.790001,76.18,333100,71.122238
"2020-10-16",75.040001,75.410004,73.169998,74.370003,573500,69.432411
"2020-10-19",74.300003,74.760002,73.010002,73.410004,588700,68.536148
"2020-10-20",74.160004,75.129997,73.660004,74.160004,392000,69.236359
"2020-10-21",73.769997,74.400002,73.010002,73.769997,478500,68.872246
"2020-10-22",73.940002,75.400002,73.519997,75.290001,491100,70.291344
"2020-10-23",75.980003,77.019997,75.57,76.720001,361500,71.626381
"2020-10-26",75.959999,75.959999,72.459999,73.300003,759500,68.433449
"2020-10-27",73.300003,73.470001,70.199997,70.209999,786900,65.548607
"2020-10-28",69.150002,69.82,67.32,67.910004,873300,63.40131
"2020-10-29",67.910004,70,67.010002,69.309998,627200,64.708351
"2020-10-30",69.040001,69.760002,67.809998,68.779999,1608200,64.213547
"2020-11-02",69.540001,71.449997,68.400002,71.449997,561900,66.706284
"2020-11-03",72.5,76.080002,72.370003,75.540001,741400,70.524727
"2020-11-04",75.400002,75.769997,71.790001,71.889999,755800,67.117073
"2020-11-05",72.57,73.790001,71.940002,72.099998,510300,67.313126
"2020-11-06",72.919998,73.830002,67.900002,68.93,1071300,64.353577
"2020-11-09",75.599998,94.32,75.120003,91.610001,2783100,85.527824
"2020-11-10",90.910004,94.989998,90.540001,94.080002,1968900,87.833817
"2020-11-11",93.620003,93.620003,88.309998,90.32,1197500,84.323456
"2020-11-12",87.519997,88.150002,83.120003,85.330002,1226800,79.664757
"2020-11-13",86.190002,89.220001,86.190002,88.470001,908800,82.596275
"2020-11-16",95.160004,95.610001,90.730003,92.739998,995400,86.582779
"2020-11-17",91.230003,91.900002,89.690002,91.309998,763000,85.247726
"2020-11-18",91.540001,93.529999,90.410004,90.650002,979300,84.631546
"2020-11-19",89.959999,91.43,88.290001,90.790001,999200,84.762245
"2020-11-20",90.330002,91.489998,89.440002,89.779999,1105100,83.819313
"2020-11-23",91.43,95.5,90.339996,93.07,1061100,86.890869
"2020-11-24",95.489998,97,93.470001,93.610001,1056100,87.39502
"2020-11-25",92.540001,92.540001,89.599998,91.040001,1019500,84.995659
"2020-11-27",91.139999,91.669998,88.150002,88.370003,704600,82.502922
"2020-11-30",88.190002,88.800003,86.339996,87.220001,5379300,81.429268
"2020-12-01",88.959999,90.779999,87.18,87.599998,872200,81.784035
"2020-12-02",87.169998,90.709999,86.199997,89.959999,892600,83.987343
"2020-12-03",90.019997,92.639999,89.959999,91.809998,770400,85.714531
"2020-12-04",93.010002,93.580002,92.029999,93.099998,482100,86.918884
"2020-12-07",92.620003,92.620003,89.790001,90.300003,744700,84.304787
"2020-12-08",89.449997,91.709999,89.309998,89.660004,464900,83.707275
"2020-12-09",90.07,90.879997,89.32,90.709999,578800,84.687561
"2020-12-10",89.139999,91.809998,89.139999,91.43,964800,85.359756
"2020-12-11",90.510002,91.120003,88.400002,90.150002,462600,84.164742
"2020-12-14",91.080002,91.940002,88.32,88.870003,734900,82.969719
"2020-12-15",89.730003,93.370003,88.400002,93.309998,827800,87.114944
"2020-12-16",93.239998,93.739998,89.900002,90.720001,771100,84.696899
"2020-12-17",91.25,91.5,89.610001,90.730003,484900,84.706238
"2020-12-18",90.669998,91.120003,87.279999,88.309998,1119100,82.446892
"2020-12-21",86.510002,87.120003,84.830002,85.889999,898600,80.187569
"2020-12-22",86.470001,86.870003,85,86.019997,637300,80.308945
"2020-12-23",86.870003,87.599998,85.849998,86.110001,391100,80.392967
"2020-12-24",86.57,87.010002,85.32,86.580002,231600,80.831764
"2020-12-28",86.599998,87.82,86.019997,86.769997,489300,81.009148
"2020-12-29",87.010002,88.18,85.120003,85.550003,447700,79.870148
"2020-12-30",85.610001,87.75,85.330002,85.879997,686000,80.178246
"2020-12-31",84.650002,85.239998,83.099998,85.120003,725700,80.46183
"2021-01-04",85.150002,86.25,81.989998,82.269997,929200,77.767776
"2021-01-05",82.910004,84.279999,82.440002,82.610001,699100,78.08918
"2021-01-06",83.5,86.410004,83.279999,86.019997,1087600,81.312561
"2021-01-07",85.989998,86.029999,83.849998,84.650002,538400,80.01754
"2021-01-08",85.019997,85.300003,83.949997,84.529999,381300,79.904099
"2021-01-11",83.800003,84.25,81.849998,82.580002,481700,78.060829
"2021-01-12",82.419998,84.910004,82.040001,84.800003,650800,80.159348
"2021-01-13",84.849998,86.910004,84.559998,86.290001,862700,81.567787
"2021-01-14",87.040001,87.800003,86.379997,86.779999,577700,82.030968
"2021-01-15",86.529999,87.580002,84.75,87.269997,739900,82.494156
"2021-01-19",87.510002,87.540001,85.07,87.199997,684900,82.427979
"2021-01-20",87.82,89.419998,86.379997,88.25,795400,83.420525
"2021-01-21",87.769997,88.019997,85.389999,86.959999,476400,82.201126
"2021-01-22",86.139999,88.900002,85.540001,88.529999,818300,83.685204
"2021-01-25",87.550003,90.970001,86.120003,88.959999,837500,84.091667
"2021-01-26",89.599998,89.879997,87.300003,88.779999,930400,83.921524
"2021-01-27",87.980003,89.889999,87.540001,88.300003,793900,83.467789
"2021-01-28",88.739998,90.849998,87.449997,87.580002,980400,82.787193
"2021-01-29",87,89.589996,85.910004,87.559998,2720400,82.768288
"2021-02-01",88.220001,88.489998,84.379997,87.040001,722800,82.276741
"2021-02-02",87.43,87.709999,85.830002,87.230003,568600,82.45636
"2021-02-03",86.57,88.18,85.809998,87.879997,450600,83.070778
"2021-02-04",88.269997,91.169998,87.860001,90.349998,624500,85.405617
"2021-02-05",91.209999,91.660004,90.32,91.260002,417900,86.265816
"2021-02-08",91.260002,91.449997,90.160004,91.349998,516100,86.350883
"2021-02-09",91.919998,93.089996,91.449997,93.019997,573200,87.929497
"2021-02-10",96.010002,97.419998,94.480003,95.769997,1271300,90.528992
"2021-02-11",95.199997,98.080002,94.309998,97.989998,1238600,92.627502
"2021-02-12",97.650002,102.330002,97.029999,102.330002,1267000,96.729996
"2021-02-16",102.360001,103.260002,100.199997,101.5,1418300,95.945427
"2021-02-17",101.540001,102.279999,100.120003,102.220001,1013000,96.62603
"2021-02-18",101.639999,102.419998,100.199997,100.809998,870100,95.293175
"2021-02-19",100.720001,101.730003,99.690002,99.709999,686300,94.25338
"2021-02-22",99.580002,103.57,99.209999,100.599998,1010800,95.094681
"2021-02-23",101.660004,103.730003,101.510002,103.290001,976700,97.637466
"2021-02-24",103.339996,106.25,102.900002,106.019997,1002900,100.218063
"2021-02-25",106.190002,106.900002,102.029999,103,802200,97.363342
"2021-02-26",102.790001,103.650002,100.470001,101.169998,896800,95.633484
"2021-03-01",103.190002,105.57,102.349998,104,1009500,98.308617
"2021-03-02",104.059998,104.489998,101.050003,101.550003,844900,95.992691
"2021-03-03",102.089996,105.82,101.900002,105.440002,756900,99.669807
"2021-03-04",105.690002,106.699997,102.330002,103.68,917900,98.006134
"2021-03-05",104.830002,106,102.010002,105.760002,623000,99.972298
"2021-03-08",106.849998,110.129997,105.529999,109.199997,747600,103.224052
"2021-03-09",108.57,108.949997,106.120003,106.150002,561600,100.340958
"2021-03-10",106.269997,108.760002,105.779999,107.519997,491900,101.635979
"2021-03-11",107.400002,109.550003,106.709999,108.669998,574400,102.723045
"2021-03-12",109.050003,110.610001,108.419998,110.370003,632500,104.330025
"2021-03-15",109.379997,110.660004,107.699997,109.599998,520100,104.606804
"2021-03-16",109.230003,109.230003,105.849998,106.43,567000,101.58123
"2021-03-17",106.050003,106.959999,103.860001,104.720001,1116400,99.949127
"2021-03-18",104.739998,105.779999,102.389999,102.989998,659200,98.297943
"2021-03-19",102.949997,103.370003,100.860001,100.940002,1362300,96.341339
"2021-03-22",101.089996,101.089996,99.400002,100.660004,657700,96.074089
"2021-03-23",100.139999,100.629997,97.870003,98.650002,591000,94.15567
"2021-03-24",98.970001,102.260002,98.830002,100.330002,702000,95.759132
"2021-03-25",99.690002,102.860001,98.839996,102.589996,709800,97.916161
"2021-03-26",103.419998,105.050003,102.519997,104.330002,533200,99.576904
"2021-03-29",103.860001,103.970001,100.779999,102.529999,484600,97.858902
"2021-03-30",102.809998,104.010002,101.900002,103.290001,477000,98.584274
"2021-03-31",102.699997,103.050003,100.809998,101.449997,819400,96.828102
"2021-04-01",102.18,104.07,101.449997,103.949997,648700,99.214195
"2021-04-05",104.440002,104.830002,102.43,103.849998,720600,99.118759
"2021-04-06",103.709999,105.269997,103.120003,105.089996,796100,100.302261
"2021-04-07",105.300003,106.269997,103.839996,105.050003,595100,100.264091
"2021-04-08",104.099998,105.650002,103.779999,105.18,604800,100.388168
"2021-04-09",105.620003,105.629997,104.82,105.419998,516600,100.617241
"2021-04-12",105.400002,105.790001,102.639999,104.870003,567600,100.092293
"2021-04-13",104.489998,106.099998,104.32,105.919998,444400,101.09446
"2021-04-14",106.209999,106.449997,104.110001,104.25,727600,99.500542
"2021-04-15",104.900002,105.970001,104.389999,105.550003,884900,100.741325
"2021-04-16",106.279999,107.709999,105.470001,106.959999,1292000,102.087074
"2021-04-19",107.209999,107.699997,105.620003,107.050003,432500,102.172981
"2021-04-20",106.769997,108.120003,106.300003,107.040001,366900,102.163437
"2021-04-21",107.110001,109.529999,106.489998,109.309998,511100,104.330017
"2021-04-22",109.660004,111.599998,108.949997,109.349998,787000,104.368187
"2021-04-23",109.279999,110.459999,108.339996,109.830002,620500,104.826332
"2021-04-26",110.75,111.589996,109.040001,109.900002,667400,104.893135
"2021-04-27",110.129997,112.279999,109.790001,111.800003,966100,106.706566
"2021-04-28",112.010002,113.059998,111.080002,111.739998,1308100,106.649315
"2021-04-29",112.949997,114.779999,111.900002,113.019997,575000,107.870987
"2021-04-30",112.57,113.43,111.660004,112.839996,1786300,107.699188
"2021-05-03",113.660004,114.400002,111.940002,113.019997,529500,107.870987
"2021-05-04",113.309998,114.230003,112.089996,112.57,573300,107.44149
"2021-05-05",111.980003,112.010002,109.620003,109.900002,696600,104.893135
"2021-05-06",115.160004,116.080002,112.860001,113.980003,1480500,108.787254
"2021-05-07",113.599998,117.169998,113.599998,116.370003,656600,111.068375
"2021-05-10",117.199997,118.5,116.160004,116.230003,444100,110.934753
"2021-05-11",114.989998,115.400002,113.160004,114.209999,463100,109.006767
"2021-05-12",114.82,114.82,110.190002,110.480003,517400,105.446724
"2021-05-13",110.580002,112.099998,109.889999,111.470001,504500,106.391602
"2021-05-14",111.639999,113.269997,111.470001,112.529999,389100,107.403313
"2021-05-17",113.190002,113.760002,112.25,112.980003,435700,107.832825
"2021-05-18",112.779999,113.900002,111.669998,112.690002,366000,107.556023
"2021-05-19",111.779999,112.290001,109.949997,112.239998,292200,107.126526
"2021-05-20",112.510002,113.220001,111.580002,112.709999,366000,107.575111
"2021-05-21",112.510002,113.050003,112.150002,112.510002,289100,107.384232
"2021-05-24",113.129997,113.870003,112.209999,113.150002,402300,107.995079
"2021-05-25",113.050003,113.970001,112.32,112.790001,455500,107.651474
"2021-05-26",113,114.129997,112.010002,113.809998,354300,108.625
"2021-05-27",114.43,114.489998,112.75,112.919998,812900,107.775543
"2021-05-28",113.589996,114.589996,112.879997,114.339996,317400,109.130852
"2021-06-01",114.5,117.110001,114.400002,116.709999,741000,111.392868
"2021-06-02",117.230003,119.099998,116.279999,119.029999,859400,113.607185
"2021-06-03",119.5,119.5,118.099998,118.550003,800600,113.149071
"2021-06-04",118.790001,118.790001,116.620003,117.629997,455300,112.270958
"2021-06-07",118.230003,120.370003,117.849998,119.720001,485500,114.265762
"2021-06-08",120.029999,122.519997,119.989998,121.809998,529000,116.260529
"2021-06-09",122.400002,123.269997,121.300003,122.459999,495000,116.88092
"2021-06-10",122.839996,123.480003,121.910004,122.019997,633200,116.46096
"2021-06-11",121.669998,123.709999,120.620003,123.610001,587100,117.978531
"2021-06-14",123.839996,125,122.610001,123.410004,425500,117.787651
"2021-06-15",122.919998,123.93,122.379997,122.830002,844100,117.23407
"2021-06-16",122.860001,123.400002,121.43,121.519997,579200,115.983749
"2021-06-17",121.169998,121.959999,119.5,120.300003,462500,114.819328
"2021-06-18",119.739998,120.019997,117.239998,117.290001,1158300,111.946465
"2021-06-21",116.949997,120.279999,116.260002,119.730003,465400,115.317474
"2021-06-22",119.589996,119.589996,118.050003,118.059998,375900,113.709015
"2021-06-23",118.110001,119.589996,117.669998,118.849998,489600,114.469902
"2021-06-24",119.279999,119.279999,116.93,117.75,494300,113.410446
"2021-06-25",118.349998,119.309998,117.639999,119.269997,899500,114.87442
"2021-06-28",119.889999,119.889999,116.410004,117.230003,504700,112.909615
"2021-06-29",117.269997,118.940002,117.269997,117.68,547800,113.343025
"2021-06-30",117.440002,118.330002,116.93,117.169998,543900,112.851814
"2021-07-01",117.440002,119.099998,117.099998,118.080002,690300,113.728279
"2021-07-02",118.669998,118.940002,117.139999,117.860001,377000,113.516388
"2021-07-06",117.160004,117.309998,115.400002,116.830002,992500,112.524353
"2021-07-07",116.209999,116.720001,113.769997,114.550003,927500,110.328377
"2021-07-08",113.370003,115.389999,112.239998,114.400002,818000,110.183899
"2021-07-09",116.080002,118.120003,114.910004,118.050003,1281200,113.699387
"2021-07-12",117.129997,120.849998,116.440002,120.339996,626200,115.904984
"2021-07-13",119.699997,120.639999,117.120003,117.43,457000,113.102234
"2021-07-14",117.440002,119.220001,117.419998,118.269997,451300,113.911278
"2021-07-15",117.489998,118.559998,116.620003,117.489998,497700,113.160019
"2021-07-16",118.129997,118.589996,116.879997,117.150002,565700,112.83255
"2021-07-19",114.989998,115.169998,111.209999,112.239998,504400,108.1035
"2021-07-20",112.860001,116.980003,112.839996,116.839996,1264900,112.533974
"2021-07-21",117.93,119.339996,117.650002,118.470001,670800,114.103905
"2021-07-22",118,118.099998,115.139999,115.849998,307900,111.58046
"2021-07-23",116.589996,117.290001,115.220001,116.599998,379900,112.302818
"2021-07-26",116.220001,117.379997,114.620003,116.599998,603000,112.302818
"2021-07-27",115.720001,118.730003,115.559998,117.919998,585000,113.574173
"2021-07-28",118.239998,118.459999,115.349998,116.260002,395000,111.975365
"2021-07-29",116.629997,119.580002,116.629997,117.330002,486000,113.00592
"2021-07-30",117.629997,119.260002,117.220001,117.529999,1576800,113.198547
"2021-08-02",118.68,120.5,116.449997,116.57,547500,112.273933
"2021-08-03",117.059998,117.059998,114.639999,116.699997,348200,112.399132
"2021-08-04",116.169998,116.769997,114.209999,114.279999,397500,110.068329
"2021-08-05",119.349998,121.760002,118.970001,121.110001,842700,116.646614
"2021-08-06",121.589996,123.370003,121.25,121.309998,413200,116.839249
"2021-08-09",120.519997,121.040001,119.080002,119.120003,304200,114.729958
"2021-08-10",119.269997,121.050003,118.129997,119.690002,402000,115.278946
"2021-08-11",120.269997,120.779999,119.089996,120.760002,477800,116.309509
"2021-08-12",121.160004,121.410004,119.129997,120.089996,216300,115.664192
"2021-08-13",120.410004,120.980003,119.32,120,413800,115.577522
"2021-08-16",119.849998,120.169998,117.610001,118.32,488000,113.959442
"2021-08-17",117.220001,117.629997,115.089996,116.779999,474900,112.476189
"2021-08-18",116.199997,117,114.669998,115.860001,432100,111.590096
"2021-08-19",114.919998,116.349998,114.110001,115.260002,256000,111.012215
"2021-08-20",114.489998,116.75,113.209999,116.059998,271500,111.782722
"2021-08-23",116.279999,117.709999,116.279999,117.260002,511500,112.938507
"2021-08-24",117.690002,118.449997,116.699997,117.949997,271900,113.603058
"2021-08-25",118.589996,121.07,117.68,119.589996,534600,115.182625
"2021-08-26",119.480003,119.870003,118.25,118.650002,208800,114.277267
"2021-08-27",119.300003,121.370003,119.300003,120.660004,254700,116.213196
"2021-08-30",120.650002,121.440002,119.440002,121.370003,297200,116.897026
"2021-08-31",120.989998,122.139999,120.5,121.769997,486200,117.282288
"2021-09-01",122.550003,123.43,121.5,122.790001,374400,118.264694
"2021-09-02",123.199997,123.400002,121.940002,123.139999,321300,118.601791
"2021-09-03",122.660004,123.300003,121.43,122.860001,414700,118.332115
"2021-09-07",122.57,122.699997,120.989998,122,430500,117.503815
"2021-09-08",121.699997,122.959999,121.169998,121.75,220500,117.263031
"2021-09-09",121.010002,121.470001,119.790001,120.309998,481300,115.876091
"2021-09-10",120.720001,120.720001,117.669998,117.760002,411000,113.420082
"2021-09-13",119.089996,121.730003,118.150002,120.900002,366500,116.444351
"2021-09-14",121.489998,121.489998,119.07,119.940002,295500,115.51973
"2021-09-15",120.099998,121.230003,119.540001,120.540001,401900,116.097618
"2021-09-16",120.629997,121.510002,120.32,120.620003,313000,116.174667
"2021-09-17",120.269997,121.470001,118.849998,119.300003,822800,114.90332
"2021-09-20",117.239998,118.699997,116.120003,117.93,690100,113.583817
"2021-09-21",118.139999,118.449997,116.709999,116.760002,271100,113.48661
"2021-09-22",118.059998,119.230003,116.959999,118.660004,455100,115.333351
"2021-09-23",119.419998,120.739998,118.730003,119.459999,511400,116.110916
"2021-09-24",118.809998,119.870003,118.639999,119.019997,457800,115.68325
"2021-09-27",119.610001,121.830002,118.919998,119.190002,464800,115.848488
"2021-09-28",118.949997,119.790001,117.940002,119.139999,427900,115.799889
"2021-09-29",119.739998,121.199997,119.339996,120.550003,406700,117.170364
"2021-09-30",120.800003,121.580002,117.959999,117.989998,793800,114.682121
"2021-10-01",118.720001,121.849998,118.360001,121.050003,435700,117.656342
"2021-10-04",121,122.75,121,121.959999,507600,118.540825
"2021-10-05",122,122.300003,119.800003,120.110001,280400,116.742691
"2021-10-06",119.190002,121.410004,117.709999,121.389999,258400,117.986816
"2021-10-07",122.589996,123.25,121.129997,121.709999,358600,118.297836
"2021-10-08",121.510002,122.75,120.910004,121.400002,226700,117.996536
"2021-10-11",121.519997,122.540001,120.93,121.919998,219400,118.501953
"2021-10-12",121.220001,122.93,120.970001,122.349998,289600,118.919891
"2021-10-13",121.919998,123.230003,121.110001,123.040001,410900,119.590553
"2021-10-14",123.550003,123.739998,122.82,123.580002,585000,120.115417
"2021-10-15",124.309998,125.089996,123.830002,124.029999,358700,120.552803
"2021-10-18",123.089996,124.610001,122.580002,123.709999,375800,120.241768
"2021-10-19",123.839996,123.839996,120.709999,120.779999,417100,117.393913
"2021-10-20",120.339996,122.339996,120.290001,122.32,602000,118.890739
"2021-10-21",122.480003,123.050003,120.230003,120.93,418400,117.539711
"2021-10-22",121.470001,121.669998,119.690002,120.709999,378400,117.325874
"2021-10-25",120.650002,121.669998,119.760002,121,476900,117.60775
"2021-10-26",121.129997,122,120.669998,121.690002,464300,118.278404
"2021-10-27",122.120003,122.120003,119.870003,119.870003,362600,116.509422
"2021-10-28",119.82,120.790001,117.480003,120.760002,514900,117.374474
"2021-10-29",120.379997,121.25,119.660004,120.349998,886500,116.97596
"2021-11-01",120.919998,122.510002,119.239998,122.269997,424600,118.84214
"2021-11-02",123.660004,124.959999,122.989998,124.489998,489900,120.999901
"2021-11-03",124.5,128.860001,124.5,128.460007,626900,124.858612
"2021-11-04",128.539993,129.25,126.629997,126.720001,619400,123.167381
"2021-11-05",130.630005,135.559998,129.009995,132.559998,596900,128.843658
"2021-11-08",132.770004,132.770004,127.32,128.190002,565000,124.596176
"2021-11-09",128.179993,129.130005,127.589996,128.190002,413700,124.596176
"2021-11-10",128.160004,128.690002,127.589996,127.779999,278100,124.197662
"2021-11-11",127.730003,129.160004,127.019997,129.059998,301100,125.441772
"2021-11-12",129.229996,129.229996,127.470001,127.860001,265600,124.275421
"2021-11-15",128.479996,129.169998,127.860001,129.110001,394300,125.490379
"2021-11-16",129.559998,129.570007,127.589996,128.479996,352700,124.878036
"2021-11-17",127.220001,129.100006,125.75,128.960007,325000,125.344589
"2021-11-18",129.729996,130.679993,128.5,129.839996,433100,126.199921
"2021-11-19",129,129.899994,127.970001,128.940002,292100,125.32515
"2021-11-22",129.509995,130.779999,128.289993,129.850006,323800,126.209633
"2021-11-23",129.910004,131.190002,129.399994,130.539993,483800,126.880287
"2021-11-24",130.539993,132,130.020004,131.699997,223200,128.007767
"2021-11-26",128.399994,128.729996,122.970001,124.949997,432500,121.447006
"2021-11-29",126.599998,127.57,124.599998,125.989998,495500,122.457848
"2021-11-30",124.400002,125.139999,122.419998,122.669998,799900,119.230927
"2021-12-01",126.260002,128.460007,121.120003,121.139999,635600,117.743813
"2021-12-02",122,128.320007,121.699997,127.379997,560300,123.808876
"2021-12-03",127.959999,128.199997,126.199997,127.230003,473200,123.663086
"2021-12-06",129.229996,132.100006,128.089996,130.039993,523700,126.394295
"2021-12-07",130.919998,132.779999,130.490005,131.720001,482300,128.027206
"2021-12-08",131.850006,133.169998,131.279999,131.990005,426400,128.289642
"2021-12-09",130.960007,131.600006,129.320007,129.800003,365700,126.161034
"2021-12-10",131.029999,131.029999,128.979996,130.309998,303600,126.656731
"2021-12-13",129.580002,130.039993,127.5,129.539993,428800,125.908318
"2021-12-14",129.5,129.830002,127.370003,128.080002,553400,124.489258
"2021-12-15",128.300003,128.830002,125.550003,128.720001,459000,125.111313
"2021-12-16",129.320007,129.809998,127.660004,128.179993,362000,124.586449
"2021-12-17",128.25,130.190002,127.589996,129.520004,945200,125.888885
"2021-12-20",128.830002,128.839996,125.639999,127.620003,446900,124.042152
"2021-12-21",128.820007,132.070007,128.179993,131.279999,310000,127.599533
"2021-12-22",131.619995,133.410004,131.210007,132.570007,432600,128.853378
"2021-12-23",133.139999,134.029999,131.75,132.380005,338600,128.668716
"2021-12-27",132.350006,134.630005,131.809998,134.610001,256300,130.836182
"2021-12-28",134.639999,135.639999,134.339996,135.139999,300900,131.351334
"2021-12-29",135.550003,136.509995,134.039993,136.029999,262200,132.21637
"2021-12-30",135.990005,138.399994,135.5,137.119995,358400,133.275818
"2021-12-31",136.259995,137.800003,135.979996,136.320007,467500,133.540314
"2022-01-03",136.669998,138.75,135.779999,136.720001,514400,133.932159
"2022-01-04",137.789993,140.509995,137.699997,139.369995,560300,136.528107
"2022-01-05",139.5,140.240005,135.880005,135.940002,495300,133.16806
"2022-01-06",137,137.869995,135.75,135.990005,432800,133.217056
"2022-01-07",135.160004,135.75,134.050003,134.369995,462700,131.630066
"2022-01-10",133.779999,134.210007,132.410004,134.169998,578200,131.434143
"2022-01-11",134.639999,134.639999,130.550003,134.100006,514100,131.365585
"2022-01-12",134.059998,134.779999,132.899994,134.479996,340400,131.737823
"2022-01-13",135.089996,137.169998,134.089996,135.660004,315600,132.893768
"2022-01-14",135.479996,135.479996,131.820007,132.860001,403800,130.150864
"2022-01-18",131.940002,132.270004,129.070007,130.020004,463500,127.368782
"2022-01-19",130.559998,131.210007,125.389999,125.620003,611800,123.058495
