"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2022-01-14",504.220001,505.839996,490.980011,504.559998,307100,501.043671
"2022-01-18",500.570007,515.609985,491.779999,506.829987,362000,503.297852
"2022-01-19",513.080017,513.080017,496.5,497.309998,183700,493.844208
"2022-01-20",498.029999,502.769989,490.230011,490.959991,252700,487.538452
"2022-01-21",491.790009,502.76001,490.23999,492.950012,262800,489.514618
"2022-01-24",486.76001,494.420013,479.690002,494.049988,335800,490.606903
"2022-01-25",487.399994,490.529999,476,486.26001,297600,482.871246
"2022-01-26",488.130005,493.130005,477.119995,481.019989,625800,477.667725
"2022-01-27",485.940002,488.089996,477.059998,481.579987,313100,478.223816
"2022-01-28",482.359985,495.75,475.700012,495,233600,491.550323
"2022-01-31",491.01001,496.690002,488.179993,495.109985,515300,491.659515
"2022-02-01",499.109985,502.98999,490.070007,494.980011,249800,491.530457
"2022-02-02",495,503.109985,490.640015,501.140015,358600,497.647522
"2022-02-03",513.400024,525.429993,506.570007,507.579987,565700,504.042633
"2022-02-04",506.320007,510.5,486.980011,487.679993,456100,484.281311
"2022-02-07",487.859985,488.959991,477.029999,478.320007,356500,474.986572
"2022-02-08",479.470001,483.98999,476.440002,482.309998,316300,478.94873
"2022-02-09",486.070007,492.880005,481.269989,489.230011,293600,485.820557
"2022-02-10",481.980011,483.76001,469.429993,473.519989,388900,470.220001
"2022-02-11",471.899994,472.359985,458.899994,467.690002,457600,466.024994
"2022-02-14",466.170013,470.899994,462.279999,466.390015,271400,464.729645
"2022-02-15",471.5,473.190002,467.410004,469.640015,226900,467.968079
"2022-02-16",468.070007,475.440002,465.959991,474.799988,174800,473.10968
"2022-02-17",473.179993,475.640015,467.220001,471.369995,295700,469.691895
"2022-02-18",469.769989,476.420013,468.089996,473.929993,238800,472.242767
"2022-02-22",474.059998,476.480011,467.899994,472.190002,341000,470.508972
"2022-02-23",473.839996,477.940002,461.850006,462.390015,322400,460.743866
"2022-02-24",455.730011,467,453.670013,466.279999,494300,464.620026
"2022-02-25",466.709991,477.01001,465.200012,476.709991,232000,475.012878
"2022-02-28",470.170013,477.179993,468.01001,477.059998,378100,475.361633
"2022-03-01",476.890015,479.980011,462.480011,466.369995,310600,464.709686
"2022-03-02",468.329987,482.410004,466.380005,480.839996,327500,479.128174
"2022-03-03",483.420013,486.049988,479.940002,481.299988,344600,479.586517
"2022-03-04",476.089996,488.109985,472.640015,488.01001,281000,486.272675
"2022-03-07",482.940002,505.839996,482.309998,490.970001,406800,489.222107
"2022-03-08",493.809998,503.48999,489.23999,490.079987,266500,488.335266
"2022-03-09",496,498.51001,486.850006,487.410004,254000,485.674805
"2022-03-10",480.75,486.209991,472.320007,484.75,261600,483.024261
"2022-03-11",486.98999,489.480011,471.76001,472.26001,283300,470.578735
"2022-03-14",473.269989,487.480011,469.950012,483.399994,319900,481.679047
"2022-03-15",490.329987,499.869995,487.779999,497.75,298800,495.977966
"2022-03-16",501.890015,507.320007,482.730011,491.179993,260500,489.431366
"2022-03-17",491.200012,500.299988,489.119995,498.089996,192000,496.316772
"2022-03-18",498.029999,502.850006,488.149994,501.950012,455100,500.163025
"2022-03-21",505.890015,507.140015,501.529999,506.26001,228600,504.457703
"2022-03-22",506.059998,507.929993,499.940002,502.720001,241300,500.930298
"2022-03-23",499.899994,505.899994,495.26001,504.820007,432100,503.022827
"2022-03-24",507.700012,509.140015,498.559998,501.23999,307300,499.455536
"2022-03-25",505.25,507.589996,500.359985,506.350006,202900,504.547363
"2022-03-28",505.23999,513.25,502.519989,513.099976,270700,511.273315
"2022-03-29",516.179993,520.25,509.549988,518.869995,210800,517.022766
"2022-03-30",518.799988,524.27002,514.22998,520.640015,167300,518.786499
"2022-03-31",519.950012,526.02002,515.789978,515.789978,320500,513.953735
"2022-04-01",519.030029,520,507.600006,517.549988,255400,515.707458
"2022-04-04",517.419983,519.549988,513.349976,519.330017,190300,517.48114
"2022-04-05",516.75,525.169983,515.340027,518.849976,235200,517.002808
"2022-04-06",517.320007,526.909973,515.859985,526.119995,294600,524.246948
"2022-04-07",526.710022,527.119995,516.51001,521.419983,345700,519.563721
"2022-04-08",521.01001,524.26001,514.539978,518.549988,249700,516.703918
"2022-04-11",517.789978,522.659973,515.950012,518.659973,177100,516.813538
"2022-04-12",518.119995,529.539978,518.119995,523.5,287000,521.636292
"2022-04-13",523.25,529.909973,522.5,527.109985,228600,525.233459
"2022-04-14",517.960022,520.840027,491.329987,491.429993,532600,489.680481
"2022-04-18",488.619995,494.929993,487.01001,490.579987,287800,488.833496
"2022-04-19",493.48999,508.950012,490.130005,507.730011,308700,505.922455
"2022-04-20",511.929993,520.48999,510.630005,511.279999,229100,509.459808
"2022-04-21",515.119995,519.909973,506.76001,511.98999,245000,510.167267
"2022-04-22",509.019989,510.850006,499.100006,499.339996,225800,497.562317
"2022-04-25",496.339996,496.339996,482.119995,492.190002,426700,490.437775
"2022-04-26",489.5,496.23999,485.850006,492.130005,318100,490.377991
"2022-04-27",492.130005,502.709991,491.950012,495.709991,529600,493.945221
"2022-04-28",503.320007,519.809998,501.359985,514.929993,450200,513.096802
"2022-04-29",514.070007,516.669983,498.350006,500.029999,422500,498.249847
"2022-05-02",504.410004,507.76001,480.980011,490.820007,387500,489.072662
"2022-05-03",491.959991,492.309998,480.660004,483.98999,452500,482.266968
"2022-05-04",485.51001,505.709991,485.5,505.049988,442600,503.251984
"2022-05-05",499.170013,501.51001,478.040009,483.140015,321800,481.420013
"2022-05-06",476.589996,481.899994,470.350006,477.920013,299700,477.920013
"2022-05-09",472.140015,480.019989,472.140015,476.820007,387500,476.820007
"2022-05-10",479.679993,479.679993,463.820007,469.329987,265100,469.329987
"2022-05-11",469.940002,471.980011,457.269989,459.179993,431000,459.179993
"2022-05-12",457.420013,471.529999,455.609985,469.23999,373200,469.23999
"2022-05-13",473.049988,478.829987,470.160004,477.329987,345000,477.329987
"2022-05-16",475.75,477.019989,466.589996,473.959991,244100,473.959991
"2022-05-17",480.549988,484.190002,474.950012,482.190002,201400,482.190002
"2022-05-18",476.420013,477.609985,465.040009,465.779999,316900,465.779999
"2022-05-19",461.140015,472.420013,458.119995,466.959991,300300,466.959991
"2022-05-20",470.350006,472.339996,458.390015,464.540009,270600,464.540009
"2022-05-23",469.980011,472.23999,463.459991,467.100006,209500,467.100006
"2022-05-24",466.769989,473.779999,462.570007,472.01001,248800,472.01001
"2022-05-25",468.109985,472.769989,464.570007,469.26001,282600,469.26001
"2022-05-26",473.709991,480.609985,471.48999,477.429993,207900,477.429993
"2022-05-27",479.980011,490.410004,479.980011,490.390015,202800,490.390015
"2022-05-31",485.829987,489.200012,479.920013,487.070007,454300,487.070007
"2022-06-01",488.399994,496.899994,482.200012,494.390015,274400,494.390015
"2022-06-02",496,501.899994,493.730011,498.679993,192100,498.679993
"2022-06-03",496.589996,501.470001,493.73999,496.279999,234600,496.279999
"2022-06-06",498.779999,501.829987,496.420013,498.730011,161100,498.730011
"2022-06-07",494.660004,507.209991,491.890015,507.170013,176300,507.170013
"2022-06-08",503.829987,508.769989,497.649994,498.5,210900,498.5
"2022-06-09",499.149994,503.329987,494.290009,494.420013,176200,494.420013
"2022-06-10",490.790009,493.679993,483.049988,488.73999,334100,488.73999
"2022-06-13",482.279999,484.940002,470.970001,478.190002,384500,478.190002
"2022-06-14",476.570007,480.98999,466.399994,469.899994,267200,469.899994
"2022-06-15",471.799988,478.160004,467.040009,473.059998,397600,473.059998
"2022-06-16",464.23999,469.390015,453.640015,455.690002,461000,455.690002
"2022-06-17",452.660004,455.380005,440.480011,442.089996,583000,442.089996
"2022-06-21",447.320007,452.48999,446,449.839996,294800,449.839996
"2022-06-22",442,450.890015,442,449.559998,318400,449.559998
"2022-06-23",450.429993,452.170013,441.459991,446.079987,239700,446.079987
"2022-06-24",451.480011,461.350006,449.869995,460.950012,348300,460.950012
"2022-06-27",461.730011,467.089996,459.929993,464.149994,181400,464.149994
"2022-06-28",464.890015,468.98999,449.589996,450.649994,311500,450.649994
"2022-06-29",452.440002,454.600006,447.290009,453.950012,211300,453.950012
