"","ABC.Open","ABC.High","ABC.Low","ABC.Close","ABC.Volume","ABC.Adjusted"
"2022-01-10",131.300003,134.770004,130.050003,134.639999,1197300,133.795242
"2022-01-11",135,136.949997,134.800003,136.449997,1572800,135.593887
"2022-01-12",135.839996,135.869995,133.830002,135.710007,937300,134.858536
"2022-01-13",135.5,136.259995,134.570007,134.889999,883600,134.043671
"2022-01-14",134.75,136.309998,133.330002,136.199997,926900,135.345444
"2022-01-18",135.929993,135.949997,132.800003,133.809998,888400,132.970459
"2022-01-19",133.800003,135.229996,132.119995,132.389999,894000,131.559357
"2022-01-20",132.460007,134.979996,132.369995,132.880005,635700,132.046295
"2022-01-21",133.619995,134.110001,131,131.520004,715900,130.694824
"2022-01-24",130.080002,132,127.940002,131.550003,1353900,130.724625
"2022-01-25",130.600006,131.75,127.980003,131.059998,699900,130.237701
"2022-01-26",130.75,132.309998,129.100006,130.550003,813700,129.730911
"2022-01-27",131.029999,135.100006,131.029999,134.690002,1266200,133.84494
"2022-01-28",134.550003,136.880005,132.75,136.800003,858900,135.941696
"2022-01-31",135.850006,136.630005,134.479996,136.199997,1102900,135.345444
"2022-02-01",135.940002,137.690002,135.350006,137.660004,1853800,136.796295
"2022-02-02",134.330002,137.990005,132,136.080002,1849900,135.226196
"2022-02-03",137.089996,139.320007,135.25,137.880005,1114400,137.014908
"2022-02-04",136.220001,137.789993,134.630005,136.610001,1357600,135.752884
"2022-02-07",137.020004,140.240005,135.389999,139.410004,1737700,138.535309
"2022-02-08",139.570007,142.979996,138.919998,142.240005,2163100,141.347549
"2022-02-09",142.479996,143.559998,141.029999,142.919998,1506100,142.023285
"2022-02-10",142.070007,143.610001,140.880005,141.539993,1359200,140.651947
"2022-02-11",141.679993,141.970001,140.169998,140.240005,1250100,139.814499
"2022-02-14",140,140.929993,137.699997,140.179993,1248200,139.754669
"2022-02-15",141.550003,144.100006,140.839996,141.479996,1066600,141.050735
"2022-02-16",140.990005,143.029999,140.770004,142.729996,1433000,142.296936
"2022-02-17",142.100006,143.330002,141.389999,142.110001,1344000,141.678818
"2022-02-18",142.100006,144.220001,141.009995,141.5,1099300,141.070679
"2022-02-22",141.639999,142,139.149994,140.559998,985400,140.13353
"2022-02-23",141.229996,141.729996,139.220001,139.470001,1095200,139.046829
"2022-02-24",137.570007,137.929993,134.699997,137.860001,1807900,137.441711
"2022-02-25",139.229996,142.350006,139.229996,141.919998,1082000,141.489395
"2022-02-28",139.309998,142.710007,138.389999,142.529999,1241200,142.097549
"2022-03-01",142.440002,143.330002,140.339996,141.970001,952600,141.539246
"2022-03-02",142.649994,144.110001,142.179993,143,1008200,142.566116
"2022-03-03",143.619995,145.729996,143.470001,145.470001,721100,145.028625
"2022-03-04",143.5,147.509995,143.089996,147.300003,1059400,146.853073
"2022-03-07",146.889999,148.419998,144.789993,144.839996,1411500,144.400528
"2022-03-08",144.429993,146.490005,143.130005,144.410004,1282600,143.971848
"2022-03-09",146.449997,147.169998,145,145.830002,1458300,145.387543
"2022-03-10",145.100006,147.649994,144.399994,146.169998,1311400,145.726501
"2022-03-11",146.089996,147.529999,144.460007,144.559998,1041300,144.121384
"2022-03-14",145.990005,146.350006,143.190002,146.149994,1033500,145.706558
"2022-03-15",146.970001,151.550003,146.529999,151.389999,1843000,150.930664
"2022-03-16",151.679993,153.050003,148.320007,150.5,1002200,150.043365
"2022-03-17",150.029999,152.399994,149.690002,152.199997,1291300,151.738205
"2022-03-18",152.210007,152.449997,150.110001,152,2036700,151.538818
"2022-03-21",152.600006,155.759995,152.449997,153.179993,1049300,152.715225
"2022-03-22",153.809998,154.669998,151.610001,152.110001,1057600,151.648483
"2022-03-23",152.009995,152.559998,150.539993,151.529999,1038300,151.070236
"2022-03-24",152.479996,152.869995,151.289993,152.610001,696800,152.146957
"2022-03-25",152.839996,155.339996,152.710007,154.690002,760600,154.220657
"2022-03-28",154.050003,154.800003,152.509995,154.729996,676500,154.260529
"2022-03-29",155.100006,155.350006,153.380005,155.039993,869700,154.56958
"2022-03-30",155.429993,156.25,153.899994,155.139999,751700,154.669281
"2022-03-31",154.649994,156.940002,154.059998,154.710007,1052400,154.240601
"2022-04-01",154.929993,157.460007,154.070007,156.520004,822800,156.045105
"2022-04-04",156.009995,156.009995,153.830002,154.75,994300,154.280472
"2022-04-05",154.619995,157.759995,154.619995,155.759995,707600,155.287399
"2022-04-06",155.460007,158.880005,155.460007,158.139999,922100,157.660187
"2022-04-07",158.130005,163.809998,157.520004,162.919998,1653500,162.425674
"2022-04-08",163.520004,166.899994,163.039993,165.440002,2019600,164.938034
"2022-04-11",165.699997,166.419998,161.979996,162.649994,1420700,162.156494
"2022-04-12",161.190002,163.149994,159.509995,162.619995,1100800,162.126587
"2022-04-13",162.630005,164.149994,161.369995,162.960007,1075400,162.465561
"2022-04-14",163.289993,164.300003,160.490005,161.210007,2988800,160.720871
"2022-04-18",160.339996,162.720001,160.339996,161.899994,940300,161.408768
"2022-04-19",162.380005,163.460007,161.610001,162.850006,905700,162.355896
"2022-04-20",163.649994,166.470001,163.649994,165.729996,924300,165.227158
"2022-04-21",165.690002,167.190002,164.110001,165.020004,928800,164.519318
"2022-04-22",163.5,163.570007,158.800003,159,1301500,158.517578
"2022-04-25",158.360001,158.860001,155.440002,158.470001,1444400,157.989182
"2022-04-26",157.919998,161.690002,157.089996,157.25,1409200,156.772888
"2022-04-27",157.399994,159.240005,155.380005,157.460007,915300,156.982254
"2022-04-28",157.820007,158.919998,157.039993,157.75,1060800,157.271362
"2022-04-29",156.960007,157.210007,150.710007,151.289993,2057100,150.830963
"2022-05-02",152.270004,152.899994,147.850006,148.970001,2102600,148.518005
"2022-05-03",149.389999,151.75,149.199997,150.759995,1766300,150.302567
"2022-05-04",153.639999,157.169998,149.990005,156.789993,2816100,156.31427
"2022-05-05",154.869995,156.559998,153.419998,155.190002,1543100,154.719131
"2022-05-06",154.399994,159.169998,154.029999,159.009995,1880100,158.527542
"2022-05-09",158.259995,159.580002,156.610001,157.320007,1936800,156.842682
"2022-05-10",157.949997,160.869995,157.410004,159.649994,1779100,159.165604
"2022-05-11",159.75,164.610001,159.160004,161.300003,1904200,160.810608
"2022-05-12",148.690002,151.729996,145.630005,151.610001,5495900,151.149994
"2022-05-13",151.880005,154.050003,150.160004,152.889999,1974500,152.889999
"2022-05-16",153.820007,156.559998,153.289993,154.550003,1613800,154.550003
"2022-05-17",155.669998,157.490005,152.660004,156.929993,1987300,156.929993
"2022-05-18",156.929993,157.559998,150.779999,151.110001,2040500,151.110001
"2022-05-19",149.429993,150.429993,146.830002,149.380005,1373700,149.380005
"2022-05-20",149.589996,151.679993,148.080002,150.179993,2256100,150.179993
"2022-05-23",151.910004,153.929993,150.720001,152.699997,975700,152.699997
"2022-05-24",153,153.710007,150.089996,153.080002,1002000,153.080002
"2022-05-25",152.690002,155.009995,151.850006,154.270004,1424300,154.270004
"2022-05-26",157.169998,158.119995,155.470001,155.800003,1601500,155.800003
"2022-05-27",155.529999,157.039993,154.550003,156.860001,1650200,156.860001
"2022-05-31",156,156.380005,153.729996,154.789993,4329600,154.789993
"2022-06-01",156.470001,156.889999,145.369995,150.009995,2730400,150.009995
"2022-06-02",149.919998,150.320007,145.610001,148.210007,1409500,148.210007
"2022-06-03",147.649994,148.910004,146.800003,147.029999,875500,147.029999
"2022-06-06",147.190002,147.910004,146.160004,146.889999,796600,146.889999
"2022-06-07",147.740005,149.729996,146.399994,149.559998,1039900,149.559998
"2022-06-08",148.839996,148.839996,146.130005,146.419998,847600,146.419998
"2022-06-09",145.389999,146.759995,143.889999,143.960007,938800,143.960007
"2022-06-10",142.539993,145.940002,142.229996,144.449997,1164200,144.449997
"2022-06-13",142.229996,143.850006,140.990005,141.520004,1437900,141.520004
"2022-06-14",141.509995,142.630005,140.100006,141.210007,1220700,141.210007
"2022-06-15",141.279999,144.190002,141.089996,142.309998,1309500,142.309998
"2022-06-16",140.809998,142.050003,138.830002,140.960007,1136100,140.960007
"2022-06-17",141.529999,142.759995,139.869995,140.679993,2942100,140.679993
"2022-06-21",140.669998,144.419998,140.050003,143.259995,1210600,143.259995
"2022-06-22",142.809998,145.539993,142.600006,145.020004,969900,145.020004
"2022-06-23",145.910004,146.389999,143.630005,144.600006,1028800,144.600006
"2022-06-24",145.570007,149.009995,143.199997,148.460007,4123400,148.460007
"2022-06-27",148.309998,149.720001,147.809998,149.220001,1138400,149.220001
"2022-06-28",148.899994,150,143.149994,143.190002,1731800,143.190002
"2022-06-29",143.889999,144.449997,142.839996,143.580002,1220300,143.580002
