"","JKHY.Open","JKHY.High","JKHY.Low","JKHY.Close","JKHY.Volume","JKHY.Adjusted"
"2022-01-10",169.240005,170.059998,166.220001,169.559998,431300,168.661148
"2022-01-11",169.600006,169.949997,166.089996,169.740005,412500,168.840195
"2022-01-12",170,172.970001,169.820007,171.910004,449000,170.998703
"2022-01-13",172.669998,172.669998,167.690002,168.199997,512100,167.30835
"2022-01-14",166.850006,169.050003,165.130005,168.940002,517500,168.044434
"2022-01-18",167.889999,167.889999,163.300003,165.369995,532900,164.493347
"2022-01-19",165.529999,170.470001,163.720001,166.419998,633500,165.537796
"2022-01-20",167.940002,169.350006,162.520004,163.080002,710600,162.2155
"2022-01-21",163.490005,166.149994,161.279999,163.740005,711700,162.871994
"2022-01-24",170.449997,170.449997,159.800003,163.220001,530800,162.354752
"2022-01-25",161.570007,162.509995,157.520004,158.850006,694300,158.007935
"2022-01-26",159.699997,161.610001,155.919998,156.820007,614900,155.988678
"2022-01-27",157.649994,160.649994,155.440002,157.220001,919700,156.386566
"2022-01-28",157.960007,165.559998,156.070007,165.550003,669800,164.672409
"2022-01-31",164.360001,167.960007,163.600006,167.809998,603600,166.920425
"2022-02-01",168.320007,168.880005,167.630005,168.699997,630700,167.80571
"2022-02-02",170.979996,171.210007,167.889999,170.550003,467100,169.645889
"2022-02-03",169.059998,170,166.25,167,640000,166.114716
"2022-02-04",166.330002,168.429993,165.330002,168,669500,167.109406
"2022-02-07",168.630005,168.910004,165.789993,167.320007,618900,166.433029
"2022-02-08",166.020004,169.550003,165.110001,169.199997,1234000,168.303055
"2022-02-09",176.039993,178.339996,170.149994,175.039993,1448100,174.112091
"2022-02-10",172.449997,173.070007,166.570007,166.759995,999100,165.875977
"2022-02-11",167.630005,168.360001,165.240005,167.410004,762900,166.522537
"2022-02-14",167.929993,170.660004,167.130005,170.179993,704800,169.277847
"2022-02-15",171.570007,172.949997,168.389999,168.940002,474200,168.044434
"2022-02-16",169.050003,170.369995,166.220001,169.539993,514200,168.641235
"2022-02-17",169.110001,170.699997,168.070007,170.350006,557000,169.44696
"2022-02-18",170.759995,172.919998,169,172.460007,597500,171.545776
"2022-02-22",172.279999,173.369995,169.119995,169.360001,637900,168.462204
"2022-02-23",169.800003,170.919998,167.580002,167.889999,584800,167
"2022-02-24",165.059998,170.419998,164.490005,170.070007,642500,169.168442
"2022-02-25",171.25,176.160004,171.169998,176.050003,619100,175.116745
"2022-02-28",173.839996,177.100006,173.770004,176.800003,733800,175.862762
"2022-03-01",178.25,179.600006,176.110001,179.119995,684400,178.170456
"2022-03-02",179.389999,180.889999,177.009995,180.149994,605700,179.195007
"2022-03-03",181.679993,183.610001,180.190002,183.440002,565400,182.467575
"2022-03-04",182.429993,185.630005,181.729996,185.330002,535600,184.347549
"2022-03-07",184.75,187.729996,183.160004,183.690002,764900,183.200607
"2022-03-08",182.960007,183.520004,175.259995,177.300003,826600,176.827637
"2022-03-09",179.460007,179.770004,172.339996,177.050003,737100,176.578308
"2022-03-10",175.100006,182.199997,175.100006,181.660004,677200,181.176025
"2022-03-11",182.259995,185.460007,180.809998,183.419998,794900,182.931335
"2022-03-14",183.050003,184.580002,178.580002,179.789993,466700,179.310989
"2022-03-15",180.470001,180.899994,176.570007,178.990005,758700,178.513138
"2022-03-16",179.820007,184.940002,179.089996,184.919998,853100,184.427338
"2022-03-17",185.289993,186.660004,182.369995,184.25,585600,183.759125
"2022-03-18",185.039993,186.389999,181.460007,185.509995,1278000,185.015762
"2022-03-21",185.520004,186.360001,184.330002,186.070007,542700,185.57428
"2022-03-22",186.350006,187.970001,185.259995,187.809998,331700,187.309631
"2022-03-23",187.809998,188.600006,186.339996,188.139999,449400,187.638748
"2022-03-24",188.509995,189.660004,186.979996,189.330002,521800,188.825592
"2022-03-25",190,193.440002,189.460007,193.339996,427500,192.824905
"2022-03-28",192.720001,195,191.210007,194.5,457000,193.981812
"2022-03-29",195.5,198.440002,195.039993,197.830002,424200,197.302948
"2022-03-30",197.589996,198.160004,195.339996,197.259995,360900,196.734451
"2022-03-31",197.070007,199.449997,196.850006,197.050003,569100,196.525024
"2022-04-01",197.100006,200.619995,195.429993,200.419998,463900,199.886032
"2022-04-04",200.5,201.389999,197.220001,200.639999,424300,200.105453
"2022-04-05",200.460007,204.990005,199.759995,203.75,606600,203.207169
"2022-04-06",202.699997,205.369995,202.100006,203.720001,581000,203.177246
"2022-04-07",203.839996,204.639999,200.410004,203.690002,622800,203.147324
"2022-04-08",203.880005,203.880005,199.610001,200.529999,584300,199.995743
"2022-04-11",200.869995,201.289993,197.919998,198.550003,358200,198.021027
"2022-04-12",199.889999,202.550003,199.210007,200.729996,432600,200.195206
"2022-04-13",200.690002,201.179993,198.110001,200.5,404100,199.96582
"2022-04-14",201.160004,202.449997,198.729996,200.490005,440400,199.955856
"2022-04-18",200.070007,202.199997,199.039993,200.050003,222300,199.517029
"2022-04-19",200.009995,202.789993,200.009995,202.179993,275600,201.641342
"2022-04-20",202.850006,203.529999,200.869995,201.789993,274500,201.25238
"2022-04-21",202.539993,204.149994,201.389999,203.649994,536600,203.107422
"2022-04-22",202.940002,203.160004,197.25,197.309998,326100,196.784317
"2022-04-25",196.869995,197.899994,194.380005,197.449997,374000,196.92395
"2022-04-26",197.139999,197.440002,193.520004,193.610001,336200,193.094177
"2022-04-27",194.220001,195.300003,191.479996,191.830002,500400,191.318924
"2022-04-28",193.389999,195.940002,192.110001,194.630005,403100,194.111465
"2022-04-29",194.220001,195.479996,189.020004,189.580002,442500,189.074921
"2022-05-02",188.970001,191.979996,186.979996,190.360001,558200,189.852844
"2022-05-03",191.229996,194.190002,189.470001,192.330002,555300,191.817596
"2022-05-04",186.240005,190.600006,179.860001,187.960007,994400,187.459244
"2022-05-05",187.419998,189.979996,184.550003,186.130005,658800,185.634109
"2022-05-06",184.899994,186.270004,182.759995,184.990005,483200,184.497147
"2022-05-09",183.639999,184.300003,177.050003,177.330002,618600,176.857559
"2022-05-10",177.570007,181.509995,176.070007,178.869995,807800,178.393448
"2022-05-11",177.880005,179.570007,175.639999,178.179993,656000,177.705276
"2022-05-12",176.240005,178.490005,173.759995,175.869995,630800,175.401443
"2022-05-13",176.759995,176.949997,173.740005,175.429993,511400,174.962616
"2022-05-16",175.389999,177.970001,173.809998,177.070007,395400,176.598251
"2022-05-17",177.470001,180.330002,175.839996,179.789993,448400,179.310989
"2022-05-18",181.830002,181.830002,175.729996,176.470001,425600,175.999847
"2022-05-19",175.850006,179.889999,175.529999,178.119995,454200,177.645447
"2022-05-20",179.789993,180.070007,175.919998,179.119995,400600,178.642776
"2022-05-23",179.779999,182.759995,179.320007,182.350006,392400,181.864182
"2022-05-24",181.339996,184.009995,179.880005,183.850006,482600,183.360199
"2022-05-25",183.389999,185.039993,182.570007,183.919998,518500,183.429993
"2022-05-26",185.100006,188.419998,183.619995,186.619995,523800,186.619995
"2022-05-27",187.050003,188.339996,186.759995,188.089996,434100,188.089996
"2022-05-31",186.669998,189.949997,185.940002,188.119995,871300,188.119995
"2022-06-01",188.960007,188.960007,185.589996,186.130005,482300,186.130005
"2022-06-02",186.860001,187.559998,183.809998,187.550003,425500,187.550003
"2022-06-03",187.220001,187.330002,185.25,186.080002,261400,186.080002
"2022-06-06",186.860001,189.960007,185.960007,186.380005,235700,186.380005
"2022-06-07",185.809998,188.399994,185.490005,187.990005,263500,187.990005
"2022-06-08",187.789993,187.970001,186.160004,186.300003,257000,186.300003
"2022-06-09",185.75,186.110001,182.399994,182.520004,296100,182.520004
"2022-06-10",181.029999,182.369995,179.580002,180.449997,394800,180.449997
"2022-06-13",177.160004,179.449997,176.119995,176.919998,491000,176.919998
"2022-06-14",177.559998,177.990005,175.490005,177.110001,401700,177.110001
"2022-06-15",178.470001,181.699997,177.410004,179.270004,639600,179.270004
"2022-06-16",177.479996,177.610001,171.199997,171.580002,544300,171.580002
"2022-06-17",172.669998,173.460007,170.699997,172.130005,830600,172.130005
"2022-06-21",173.360001,175.119995,172.490005,174.509995,365600,174.509995
"2022-06-22",173.330002,174.039993,171.740005,172.899994,496600,172.899994
"2022-06-23",174.350006,177.759995,173.100006,177.740005,367800,177.740005
"2022-06-24",179.419998,183.279999,178.490005,182.899994,1419500,182.899994
"2022-06-27",183.339996,183.729996,181.910004,183.029999,287400,183.029999
"2022-06-28",182.559998,184.899994,179.990005,180.399994,344500,180.399994
"2022-06-29",180.270004,182.619995,179.699997,182.119995,323300,182.119995
