"","NXPI.Open","NXPI.High","NXPI.Low","NXPI.Close","NXPI.Volume","NXPI.Adjusted"
"2021-12-28",233.809998,234.419998,228.580002,231.020004,1362100,228.773834
"2021-12-29",230.389999,233.369995,229.899994,230.520004,1117000,228.278702
"2021-12-30",230.529999,232.600006,228.300003,228.600006,886400,226.377365
"2021-12-31",229.149994,231.5,227.350006,227.779999,1022900,225.565338
"2022-01-03",228.389999,233.369995,228.070007,231.220001,1519300,228.971893
"2022-01-04",232.410004,234.899994,225.460007,232.869995,1965000,230.605835
"2022-01-05",231.75,234.279999,224.259995,224.570007,1963500,222.386566
"2022-01-06",225.5,228.759995,224.110001,226.960007,1957800,224.753311
"2022-01-07",228,229.990005,219.880005,221.330002,1760200,219.17804
"2022-01-10",220.050003,222.139999,214.699997,221.830002,1926500,219.673187
"2022-01-11",222.669998,227.75,220.759995,227.539993,1755300,225.327652
"2022-01-12",229.059998,231.399994,225.860001,229.020004,1263000,226.793274
"2022-01-13",231.990005,232.360001,220.600006,221.860001,2911000,219.702896
"2022-01-14",218.710007,225.389999,218.070007,225.289993,1722900,223.099533
"2022-01-18",220,221.169998,216.740005,217.419998,2348200,215.306061
"2022-01-19",217.940002,220.449997,210.779999,210.949997,1888300,208.898972
"2022-01-20",208,211.770004,199.410004,199.610001,2885000,197.669235
"2022-01-21",197.330002,207.729996,196.800003,199.949997,3812000,198.00592
"2022-01-24",195.830002,203.470001,188.070007,203.070007,3738900,201.095596
"2022-01-25",197.199997,199.880005,193.389999,194.770004,3855600,192.876297
"2022-01-26",200.449997,205.25,193.539993,196.960007,3470600,195.044998
"2022-01-27",200.869995,201.020004,186.389999,187.960007,3786000,186.132507
"2022-01-28",186.479996,189.529999,180.119995,189.449997,4949100,187.608017
"2022-01-31",190.389999,205.899994,190,205.440002,5679900,203.442551
"2022-02-01",208.990005,210.990005,200.009995,208.199997,4066200,206.175705
"2022-02-02",209.630005,211.830002,205.679993,210.350006,2863900,208.30481
"2022-02-03",206.720001,208.800003,197.800003,198.339996,4263600,196.41156
"2022-02-04",196.970001,200.110001,190.789993,198.119995,3205400,196.19371
"2022-02-07",198.399994,201.910004,196.059998,196.919998,2169500,195.005386
"2022-02-08",197.289993,203.320007,196.089996,202.529999,2306000,200.560837
"2022-02-09",205.490005,210,200.5,209.759995,3113000,207.720535
"2022-02-10",204.360001,209.619995,198.130005,199.050003,2466800,197.11467
"2022-02-11",200.009995,200.970001,185.179993,186.740005,3738600,184.924362
"2022-02-14",187.839996,191.669998,183.970001,185.880005,2039900,184.072723
"2022-02-15",190.5,196.899994,189.210007,196.619995,2809900,194.708298
"2022-02-16",195.449997,200.639999,193,199.660004,1969400,197.71875
"2022-02-17",196.399994,197.449997,187.389999,187.610001,2762900,185.785904
"2022-02-18",188.770004,190.139999,185.190002,187.089996,2691700,185.270966
"2022-02-22",185.179993,191.610001,183.910004,187.240005,2361700,185.41951
"2022-02-23",190.479996,194.600006,185.029999,185.149994,2612200,183.349808
"2022-02-24",179.119995,191.729996,178.309998,191.419998,3208600,189.558868
"2022-02-25",190.490005,194.320007,185.580002,194.199997,2058600,192.311813
"2022-02-28",191.429993,192.729996,186.729996,190.119995,2741100,188.2715
"2022-03-01",189.610001,189.990005,179.229996,181.179993,2997800,179.418411
"2022-03-02",183.020004,190.470001,182.630005,188.350006,3191800,186.518723
"2022-03-03",189.419998,189.919998,184.050003,184.699997,2591600,182.90419
"2022-03-04",182.479996,183.229996,174.160004,176.449997,3190700,174.734406
"2022-03-07",177.789993,179.100006,169.550003,169.720001,2992500,168.069855
"2022-03-08",170.619995,185.440002,168.740005,176.899994,4006600,175.180023
"2022-03-09",183,186.270004,182.199997,183.350006,3108900,181.567322
"2022-03-10",179.240005,181.320007,175.820007,180.5,1899200,178.745026
"2022-03-11",183.979996,185.270004,178.160004,178.559998,2176900,176.823883
"2022-03-14",178.380005,179.639999,170.220001,171.710007,2515800,170.849014
"2022-03-15",172.860001,179.029999,172.710007,178.440002,2183000,177.545258
"2022-03-16",181.369995,188.419998,178.179993,188.320007,2846100,187.375732
"2022-03-17",187.029999,190.320007,185.139999,189.770004,1488800,188.818451
"2022-03-18",187.509995,192.850006,184.679993,192.419998,3131900,191.455154
"2022-03-21",190.869995,193.229996,186.529999,190.509995,1895300,189.554733
"2022-03-22",189.949997,192.190002,187.509995,187.75,2796900,186.808578
"2022-03-23",185.050003,188.539993,183.440002,183.589996,1865300,182.669434
"2022-03-24",188.199997,191.380005,184.25,191.080002,2320500,190.121887
"2022-03-25",191.580002,191.839996,186.399994,190.460007,1768600,189.50499
"2022-03-28",188.380005,190.110001,183.990005,189.419998,2490400,188.4702
"2022-03-29",193.380005,196.350006,190.720001,194.740005,2083000,193.763535
"2022-03-30",192.759995,194.389999,186.229996,187.330002,1922300,186.390686
"2022-03-31",188.449997,189.279999,184.759995,185.080002,2627100,184.151962
"2022-04-01",187.119995,187.119995,179.149994,182.020004,2417300,181.107315
"2022-04-04",181.720001,184.75,180.679993,182.610001,1844100,181.694351
"2022-04-05",180.399994,181.179993,172.779999,175.070007,4234900,174.192169
"2022-04-06",170.850006,177.25,169.779999,174.020004,3754800,173.14743
"2022-04-07",172.509995,175.559998,169.440002,172.919998,2016200,172.052933
"2022-04-08",170.520004,170.720001,165.259995,167.5,5746400,166.66011
"2022-04-11",165.429993,168.160004,164.75,165.520004,3346900,164.690048
"2022-04-12",169.830002,170.470001,165.080002,166.229996,3138900,165.396484
"2022-04-13",167.509995,171.360001,165.630005,171.029999,2922800,170.172409
"2022-04-14",171.259995,172.509995,168.789993,170,2698300,169.147583
"2022-04-18",169.699997,176.729996,169.149994,173.25,2138300,172.381287
"2022-04-19",170.229996,179.279999,170.229996,178.649994,2979200,177.754196
"2022-04-20",180.669998,185.279999,178.369995,178.789993,2685000,177.893494
"2022-04-21",181.259995,183.220001,174.360001,174.850006,2346200,173.973267
"2022-04-22",174.759995,175.330002,170.020004,170.75,2165400,169.893814
"2022-04-25",169.960007,173.5,169.009995,172.839996,2781900,171.973328
"2022-04-26",169.979996,170.960007,167.360001,167.75,3369800,166.908859
"2022-04-27",166.649994,172.410004,165.669998,170.759995,3342000,169.903763
"2022-04-28",172.059998,179.429993,170.309998,177.25,3097200,176.361221
"2022-04-29",174.470001,178.110001,170.639999,170.899994,2892900,170.04306
"2022-05-02",172.259995,177.619995,170.259995,177,2776200,176.112473
"2022-05-03",173.759995,179.350006,171.979996,178.070007,3271600,177.177124
"2022-05-04",180.660004,186.020004,173.600006,185.919998,3180600,184.987747
"2022-05-05",180.639999,182.419998,175.779999,178.369995,3974000,177.475601
"2022-05-06",177,182.270004,173.729996,177.580002,2457400,176.689575
"2022-05-09",174.929993,176.789993,171.850006,172.899994,3700100,172.033035
"2022-05-10",178.029999,181.789993,172.619995,178.440002,3438500,177.545258
"2022-05-11",175.929993,178.610001,170.550003,170.869995,3659800,170.013214
"2022-05-12",169.910004,175.080002,168.699997,173.660004,2557000,172.78923
"2022-05-13",176.899994,183.100006,175.610001,181.990005,2877900,181.077469
"2022-05-16",180.050003,181.149994,176.490005,176.990005,1950000,176.102539
"2022-05-17",182.039993,185.869995,181.130005,185.639999,2909600,184.709152
"2022-05-18",182.580002,185.309998,174.440002,175.389999,2654300,174.510559
"2022-05-19",175.070007,179.990005,173.5,175.789993,1672800,174.908539
"2022-05-20",178.75,180.550003,173.729996,180.110001,2744200,179.206879
"2022-05-23",180.440002,182.059998,176.740005,180.690002,1891700,179.783981
"2022-05-24",178.110001,180.449997,175.619995,179.119995,2200400,178.221848
"2022-05-25",176.880005,185.589996,176.630005,184.630005,2294100,183.704224
"2022-05-26",184.929993,193.449997,183.899994,192.630005,2883400,191.664108
"2022-05-27",194.070007,198.279999,194.070007,195.929993,3266400,194.947556
"2022-05-31",194.979996,195.5,188.309998,189.759995,5124600,188.808487
"2022-06-01",191.080002,191.190002,181.919998,184.570007,2552800,183.644531
"2022-06-02",184.770004,187.970001,183.350006,187.940002,2443200,186.99762
"2022-06-03",184.839996,185.139999,181.259995,182.369995,2311000,181.455551
"2022-06-06",183.990005,184.559998,177.130005,180.009995,3169000,179.107376
"2022-06-07",178.309998,182.479996,176.100006,181.830002,2372700,180.918259
"2022-06-08",181.470001,181.600006,175.559998,177.070007,2409900,176.182129
"2022-06-09",176.529999,194.710007,176.380005,184.220001,10137500,183.29628
"2022-06-10",179.729996,182.970001,178.070007,178.570007,3610100,177.674622
"2022-06-13",173.520004,176.919998,167.770004,168.520004,3899400,167.675003
"2022-06-14",168.649994,171.110001,166.220001,168.289993,1892300,168.289993
"2022-06-15",170.710007,172.160004,165.100006,168.940002,2355600,168.940002
"2022-06-16",164.160004,164.75,156.100006,158.320007,3994000,158.320007
"2022-06-17",159.369995,160.699997,156.550003,157.830002,4907300,157.830002
"2022-06-21",162.100006,162.559998,158.320007,159.089996,2655400,159.089996
"2022-06-22",156.050003,159.710007,155.720001,156.949997,2603900,156.949997
"2022-06-23",157.869995,157.940002,151.320007,153.509995,3186100,153.509995
"2022-06-24",155.990005,160.550003,155.479996,159.320007,14799600,159.320007
"2022-06-27",161.360001,161.360001,157.649994,158.860001,2502600,158.860001
"2022-06-28",160.300003,164.419998,153.809998,154.220001,3227300,154.220001
"2022-06-29",152.880005,153.75,146.979996,150.020004,3124800,150.020004
