"","GNRC.Open","GNRC.High","GNRC.Low","GNRC.Close","GNRC.Volume","GNRC.Adjusted"
"2022-01-20",296,302.170013,283.850006,284.109985,781700,284.109985
"2022-01-21",280,281.100006,270.700012,271.160004,1304100,271.160004
"2022-01-24",262.600006,287.470001,260.23999,286.190002,1336800,286.190002
"2022-01-25",279.559998,283.25,270.640015,276.320007,954900,276.320007
"2022-01-26",283.01001,287.529999,263.040009,265.190002,940300,265.190002
"2022-01-27",268,271.5,255.509995,256.98999,1064400,256.98999
"2022-01-28",258.839996,266.959991,251.740005,266.700012,973600,266.700012
"2022-01-31",269.869995,283.5,269.269989,282.380005,886200,282.380005
"2022-02-01",286.290009,289.600006,278.019989,288.019989,875500,288.019989
"2022-02-02",288.049988,290.140015,279.359985,282.320007,544600,282.320007
"2022-02-03",278.970001,284.98999,274.630005,275.440002,725500,275.440002
"2022-02-04",276.970001,283.160004,276.179993,279.929993,604200,279.929993
"2022-02-07",279,284.929993,278.339996,279.970001,590800,279.970001
"2022-02-08",277,287.029999,276.519989,284.429993,628800,284.429993
"2022-02-09",293.309998,297.76001,289.170013,294.480011,709900,294.480011
"2022-02-10",288,297.299988,286.369995,288.75,645800,288.75
"2022-02-11",289.850006,293.890015,273.850006,275.279999,775100,275.279999
"2022-02-14",274.01001,276.679993,267.369995,270.450012,770900,270.450012
"2022-02-15",276.220001,278.230011,270.690002,276.700012,1139800,276.700012
"2022-02-16",298.589996,320.299988,290.559998,316.440002,2699600,316.440002
"2022-02-17",311.559998,316.420013,302.589996,302.799988,1607500,302.799988
"2022-02-18",304.149994,308.920013,291.519989,294.76001,885200,294.76001
"2022-02-22",291.079987,295.619995,278.809998,282.470001,1109400,282.470001
"2022-02-23",285.290009,287.130005,270.26001,270.98999,743200,270.98999
"2022-02-24",263.369995,303.230011,260.709991,301.350006,1244400,301.350006
"2022-02-25",299.109985,318.160004,298.029999,316.559998,936100,316.559998
"2022-02-28",316,320.190002,309.25,315.470001,1006600,315.470001
"2022-03-01",314.48999,321.720001,310.029999,321.23999,758500,321.23999
"2022-03-02",321.519989,323.109985,313.660004,316.410004,715500,316.410004
"2022-03-03",320.380005,324.98999,312.410004,319.880005,626300,319.880005
"2022-03-04",321.190002,329.5,309.420013,317.48999,606500,317.48999
"2022-03-07",320.980011,322.350006,310.350006,312.350006,660200,312.350006
"2022-03-08",309.220001,316.890015,301.920013,306.119995,746200,306.119995
"2022-03-09",311.790009,314.559998,298.390015,311.200012,633200,311.200012
"2022-03-10",305,315,295.279999,303.209991,646200,303.209991
"2022-03-11",302.029999,306.119995,281.350006,281.640015,796000,281.640015
"2022-03-14",279.299988,286.25,271.059998,275.940002,597200,275.940002
"2022-03-15",277.079987,287.790009,270.970001,286.980011,522800,286.980011
"2022-03-16",290.700012,306.230011,290.700012,305.459991,800600,305.459991
"2022-03-17",304.660004,313.700012,302.869995,309.839996,526700,309.839996
"2022-03-18",309.640015,322.339996,309.119995,319.329987,879600,319.329987
"2022-03-21",314.660004,319.98999,307.019989,312.040009,476000,312.040009
"2022-03-22",312,328.200012,310.619995,323.910004,573900,323.910004
"2022-03-23",318.049988,326.850006,315.730011,317.48999,360000,317.48999
"2022-03-24",318.640015,324.350006,312.200012,323.420013,364900,323.420013
"2022-03-25",321.529999,322.890015,305.640015,312.609985,517200,312.609985
"2022-03-28",312,320.649994,306.51001,312.329987,440000,312.329987
"2022-03-29",317.25,322.549988,311.51001,321.140015,416300,321.140015
"2022-03-30",318.279999,319.679993,309.920013,311.059998,520500,311.059998
"2022-03-31",313.140015,314.880005,297.119995,297.26001,720100,297.26001
"2022-04-01",298.73999,303.480011,296.529999,301,636200,301
"2022-04-04",301.140015,315.589996,301.140015,315.429993,552600,315.429993
"2022-04-05",328.309998,328.600006,314,316.01001,1074800,316.01001
"2022-04-06",308.76001,308.920013,292.170013,300.079987,1260400,300.079987
"2022-04-07",297.179993,300.589996,293.230011,296.959991,575900,296.959991
"2022-04-08",296.160004,296.160004,286.589996,287.410004,665800,287.410004
"2022-04-11",285,296,276.619995,277.399994,871600,277.399994
"2022-04-12",275.290009,284.570007,263.149994,264.899994,1382900,264.899994
"2022-04-13",265.01001,268.359985,261.690002,268.089996,1066900,268.089996
"2022-04-14",269.429993,269.709991,250.059998,251.190002,1245900,251.190002
"2022-04-18",250,251,245.399994,249.270004,979800,249.270004
"2022-04-19",248.869995,268.940002,247.559998,267.200012,970800,267.200012
"2022-04-20",270,270.880005,258.070007,259.730011,831200,259.730011
"2022-04-21",261.529999,262.720001,233.029999,241,1598900,241
"2022-04-22",242.229996,248.660004,236.929993,237.979996,869700,237.979996
"2022-04-25",234.029999,245.360001,232.009995,245.339996,885000,245.339996
"2022-04-26",243.779999,244.850006,228.880005,229.949997,1198700,229.949997
"2022-04-27",231,238.970001,229.940002,230.320007,850700,230.320007
"2022-04-28",233.490005,235,222.339996,233.320007,910800,233.320007
"2022-04-29",232.720001,237.220001,218.929993,219.380005,819200,219.380005
"2022-05-02",218.699997,226.809998,217.110001,226.690002,1060000,226.690002
"2022-05-03",225.020004,238.350006,223.720001,234.169998,1409700,234.169998
"2022-05-04",244.550003,268.579987,237.820007,261.779999,2392700,261.779999
"2022-05-05",261.269989,267.170013,254.199997,260.519989,1509800,260.519989
"2022-05-06",257.709991,257.709991,237.070007,241.690002,1231500,241.690002
"2022-05-09",235.399994,237.419998,223.289993,227.440002,1216000,227.440002
"2022-05-10",232.179993,233.880005,212.100006,223.330002,1322800,223.330002
"2022-05-11",220.740005,223.139999,203.889999,204.619995,1184800,204.619995
"2022-05-12",200,221.589996,197.940002,214.029999,1567000,214.029999
"2022-05-13",218.479996,228.119995,218.479996,226.490005,878800,226.490005
"2022-05-16",222.899994,229.080002,218.960007,219.839996,510200,219.839996
"2022-05-17",225,227.259995,217.580002,225.910004,885400,225.910004
"2022-05-18",220.910004,226.759995,206.740005,209.809998,1071600,209.809998
"2022-05-19",208.800003,228.710007,207.960007,223.690002,1134300,223.690002
"2022-05-20",224.589996,226.880005,208.550003,220.839996,1062000,220.839996
"2022-05-23",225.220001,231.25,218,230.669998,1103200,230.669998
"2022-05-24",225.059998,226.5,211.669998,215.630005,1204100,215.630005
"2022-05-25",219.050003,234.029999,216.320007,231.220001,1256200,231.220001
"2022-05-26",231.160004,244,230.440002,241.240005,1225500,241.240005
"2022-05-27",250.479996,259.220001,247.740005,256.170013,1344600,256.170013
"2022-05-31",255,256.850006,243.809998,247.080002,1917900,247.080002
"2022-06-01",250.679993,255.949997,241.009995,243.860001,745900,243.860001
"2022-06-02",249.789993,271.600006,249.160004,268.950012,1276600,268.950012
"2022-06-03",260.51001,274.859985,258.160004,268.880005,774900,268.880005
"2022-06-06",275.929993,287.720001,275.859985,284.339996,1358300,284.339996
"2022-06-07",280,293.329987,278.130005,292.779999,943100,292.779999
"2022-06-08",292.049988,299.850006,287.429993,290.179993,911900,290.179993
"2022-06-09",286.98999,291.51001,277.76001,277.869995,957200,277.869995
"2022-06-10",269.790009,272.109985,256.440002,261.5,1232300,261.5
"2022-06-13",249.589996,251.869995,240.009995,244.520004,1296700,244.520004
"2022-06-14",245.259995,247.210007,237.220001,240.149994,839600,240.149994
"2022-06-15",242.949997,254.070007,240.539993,248.539993,792900,248.539993
"2022-06-16",239.399994,242.770004,222.089996,223.990005,1343900,223.990005
"2022-06-17",223.009995,228.130005,217.869995,220.25,1615200,220.25
"2022-06-21",224.25,235.440002,219.839996,219.979996,1469400,219.979996
"2022-06-22",203.360001,214.630005,203,212.570007,3080500,212.570007
"2022-06-23",213.559998,222.460007,206.440002,221.910004,1243400,221.910004
"2022-06-24",223,224.869995,217.119995,224.550003,1137800,224.550003
"2022-06-27",228.080002,231.940002,223.470001,223.570007,861100,223.570007
"2022-06-28",225.360001,228.910004,216.460007,217.020004,647800,217.020004
"2022-06-29",218.729996,218.729996,208.919998,214.610001,753400,214.610001
