"","PFG.Open","PFG.High","PFG.Low","PFG.Close","PFG.Volume","PFG.Adjusted"
"2021-11-23",72.68,73.790001,71.989998,73.540001,2882600,71.524361
"2021-11-24",73.220001,74.300003,72.870003,73.93,2484300,71.903679
"2021-11-26",71.18,71.739998,69.900002,70.910004,1709500,68.966454
"2021-11-29",72.059998,72.150002,70.230003,70.919998,1720400,68.976173
"2021-11-30",69.620003,69.790001,68.260002,68.580002,2777100,67.307716
"2021-12-01",69.949997,70.43,67.720001,67.760002,2534000,66.50293
"2021-12-02",68.18,70.540001,68,70.07,2158100,68.770073
"2021-12-03",69.470001,70.190002,68.660004,69.18,2558900,67.896584
"2021-12-06",70.18,70.989998,69.610001,69.980003,2326200,68.681747
"2021-12-07",70.580002,71.889999,70.279999,71.220001,1758400,69.898743
"2021-12-08",71.550003,72.099998,71.190002,71.620003,1269300,70.291321
"2021-12-09",70.870003,71.970001,70.599998,71.540001,1204800,70.212807
"2021-12-10",72.110001,72.32,71.379997,71.989998,1279600,70.654449
"2021-12-13",72,72.080002,71.110001,71.279999,1821100,69.957626
"2021-12-14",71.07,72.519997,71.07,72,1684800,70.664268
"2021-12-15",72.279999,72.550003,71.559998,72.370003,1918500,71.027405
"2021-12-16",73.260002,73.910004,72.580002,73.169998,1540900,71.812561
"2021-12-17",73.25,73.440002,71.339996,71.639999,4109100,70.310951
"2021-12-20",70.129997,70.290001,65.940002,66.919998,2943900,65.678513
"2021-12-21",67.68,70.730003,67.620003,70.330002,1809900,69.025253
"2021-12-22",69.900002,70.580002,69.559998,70.169998,1564900,68.868217
"2021-12-23",70.739998,72,70.529999,71.580002,1380700,70.252068
"2021-12-27",71.480003,72.959999,71.18,72.949997,707400,71.596642
"2021-12-28",73,73.550003,72.230003,72.339996,1026300,70.997963
"2021-12-29",72.410004,72.699997,71.349998,72.279999,562400,70.939079
"2021-12-30",72.169998,72.940002,72.040001,72.110001,423700,70.772224
"2021-12-31",72.019997,72.599998,71.940002,72.330002,512600,70.988152
"2022-01-03",72.629997,74.089996,72.459999,73.209999,981000,71.851822
"2022-01-04",74.110001,75.919998,74.07,75.620003,1192700,74.217117
"2022-01-05",75.709999,76.419998,74.019997,74.220001,1581600,72.843086
"2022-01-06",75.220001,75.400002,74,75.019997,1445500,73.628242
