"","ANSS.Open","ANSS.High","ANSS.Low","ANSS.Close","ANSS.Volume","ANSS.Adjusted"
"2022-01-10",355.529999,364.01001,350.600006,363.179993,495100,363.179993
"2022-01-11",361.779999,370.48999,358.23999,369.339996,413000,369.339996
"2022-01-12",369.73999,373.75,367.049988,370.149994,413200,370.149994
"2022-01-13",369.660004,372.109985,351.399994,352.079987,326800,352.079987
"2022-01-14",350.579987,354.619995,343.01001,348.540009,575200,348.540009
"2022-01-18",340,343,334.899994,337.540009,700400,337.540009
"2022-01-19",338.450012,345.140015,337.01001,337.100006,516900,337.100006
"2022-01-20",339.339996,345.640015,332.640015,333.320007,505300,333.320007
"2022-01-21",331.790009,337.779999,325.179993,325.73999,489800,325.73999
"2022-01-24",322.350006,335.359985,313.709991,334.769989,787100,334.769989
"2022-01-25",326.100006,328.790009,320.299988,321.609985,472400,321.609985
"2022-01-26",327.339996,331.970001,312.369995,318.070007,652000,318.070007
"2022-01-27",322.829987,322.910004,307.179993,309.619995,704200,309.619995
"2022-01-28",311.619995,323.049988,304.420013,322.769989,519100,322.769989
"2022-01-31",321.980011,340.100006,321.980011,340.01001,774900,340.01001
"2022-02-01",341.070007,342.859985,332.859985,337.369995,489400,337.369995
"2022-02-02",339.399994,340.019989,334.26001,338.170013,501400,338.170013
"2022-02-03",330.730011,333.980011,323.619995,325.079987,435000,325.079987
"2022-02-04",323.619995,330.220001,321.019989,326.790009,470400,326.790009
"2022-02-07",329.410004,333.959991,326.790009,329.730011,485000,329.730011
"2022-02-08",328.579987,333.73999,325.209991,330.089996,339900,330.089996
"2022-02-09",337.640015,342.769989,335.5,341.470001,407500,341.470001
"2022-02-10",332.670013,341.230011,329.779999,333.01001,513100,333.01001
"2022-02-11",333.01001,337.179993,317.059998,319.019989,437200,319.019989
"2022-02-14",319.850006,323.029999,314.220001,317.119995,393300,317.119995
"2022-02-15",322.119995,325.720001,319.649994,325.220001,442000,325.220001
"2022-02-16",323.429993,325.119995,315.290009,323.600006,497800,323.600006
"2022-02-17",320.480011,321.130005,309.089996,310.790009,565900,310.790009
"2022-02-18",310.029999,313.049988,298.899994,299.570007,934000,299.570007
"2022-02-22",300.769989,307.630005,297.589996,302.98999,1087500,302.98999
"2022-02-23",306.040009,308.640015,295.440002,296.730011,1076400,296.730011
"2022-02-24",281.410004,317.619995,278.220001,316.48999,1132900,316.48999
"2022-02-25",311.230011,325.25,311.230011,324.380005,1127000,324.380005
"2022-02-28",320,328.670013,319.809998,324.190002,923400,324.190002
"2022-03-01",322.850006,333.829987,315.980011,318.230011,644400,318.230011
"2022-03-02",319.339996,325.799988,314.940002,323.25,469900,323.25
"2022-03-03",325.820007,326.5,314.140015,316.23999,444100,316.23999
"2022-03-04",315,316.149994,258,311.369995,482700,311.369995
"2022-03-07",310.619995,313.559998,305.73999,305.869995,586000,305.869995
"2022-03-08",303.019989,309.429993,295.940002,298.950012,595900,298.950012
"2022-03-09",307.690002,313.769989,305.769989,312.329987,404800,312.329987
"2022-03-10",304.5,307.950012,297.970001,303.559998,452400,303.559998
"2022-03-11",307.609985,308.100006,293.23999,293.619995,692000,293.619995
"2022-03-14",297.079987,301.070007,287.720001,289.940002,700700,289.940002
"2022-03-15",291.670013,299.200012,290.589996,298.089996,599400,298.089996
"2022-03-16",303.709991,312.179993,297.480011,310.920013,550300,310.920013
"2022-03-17",309.450012,314.98999,307.149994,309.630005,826100,309.630005
"2022-03-18",310.130005,319.459991,307.149994,318.600006,1128300,318.600006
"2022-03-21",315.709991,317.73999,305.119995,310.649994,646900,310.649994
"2022-03-22",311.040009,319.790009,309.230011,317.390015,434300,317.390015
"2022-03-23",315.519989,315.519989,306.399994,306.429993,465700,306.429993
"2022-03-24",307.790009,311.269989,302.790009,310.959991,481300,310.959991
"2022-03-25",311.76001,312.179993,305.220001,308.970001,484300,308.970001
"2022-03-28",310.25,318.399994,310.25,318.399994,374600,318.399994
"2022-03-29",323.230011,328.940002,323.119995,327.649994,411500,327.649994
"2022-03-30",325.579987,326.75,318.859985,320.309998,379800,320.309998
"2022-03-31",321.190002,323.019989,317.420013,317.649994,422000,317.649994
"2022-04-01",317.359985,318.429993,312.019989,316.48999,363900,316.48999
"2022-04-04",316.950012,323.950012,315.420013,323.209991,543400,323.209991
"2022-04-05",322.429993,324.540009,317.720001,319.059998,475700,319.059998
"2022-04-06",313.570007,316.399994,309.160004,311.549988,519600,311.549988
"2022-04-07",310.640015,314.089996,306,311.109985,409300,311.109985
"2022-04-08",309,309,302.820007,303.049988,365400,303.049988
"2022-04-11",299.660004,301.25,294.200012,294.700012,329900,294.700012
"2022-04-12",301.149994,303.890015,289.299988,291.160004,462600,291.160004
"2022-04-13",291.079987,297.829987,290.190002,295.799988,424700,295.799988
"2022-04-14",300.450012,300.670013,281.899994,282.329987,495100,282.329987
"2022-04-18",280.730011,283.309998,277.589996,281.660004,325500,281.660004
"2022-04-19",280.890015,292.570007,280.5,291.459991,516800,291.459991
"2022-04-20",292.850006,295.799988,290.809998,291.25,379000,291.25
"2022-04-21",294.779999,297.630005,282.769989,284.190002,364300,284.190002
"2022-04-22",283.410004,285.26001,275.940002,276.519989,354800,276.519989
"2022-04-25",275.829987,282.48999,274.119995,282.160004,411200,282.160004
"2022-04-26",279.470001,280.660004,270.459991,270.609985,712200,270.609985
"2022-04-27",271.109985,276.959991,268.369995,269.429993,575100,269.429993
"2022-04-28",272.779999,289.459991,272.779999,287.309998,632300,287.309998
"2022-04-29",283.149994,288.440002,275.209991,275.690002,545500,275.690002
"2022-05-02",275.100006,282.649994,272.309998,279.929993,476800,279.929993
"2022-05-03",279.929993,283.890015,277.089996,279.910004,384200,279.910004
"2022-05-04",279.809998,288.869995,271.390015,288.709991,796600,288.709991
"2022-05-05",290,292.98999,268.579987,272.670013,910100,272.670013
"2022-05-06",266.910004,270.160004,259.5,261.589996,681300,261.589996
"2022-05-09",257.839996,258.320007,248.009995,249.169998,709600,249.169998
"2022-05-10",255.809998,257.519989,240.800003,250.639999,769200,250.639999
"2022-05-11",246.789993,254.080002,237.660004,238.75,853900,238.75
"2022-05-12",234.389999,241.419998,230.720001,240.539993,899800,240.539993
"2022-05-13",246.490005,254.740005,244.369995,254.570007,627900,254.570007
"2022-05-16",251.979996,252.949997,246.289993,247.850006,509900,247.850006
"2022-05-17",254.429993,255.440002,246.850006,252.940002,718900,252.940002
"2022-05-18",248.830002,250.740005,240.850006,242.270004,521600,242.270004
"2022-05-19",243.089996,252.660004,243.009995,248,666100,248
"2022-05-20",252.830002,254.009995,244.149994,252.149994,461000,252.149994
"2022-05-23",253.160004,255.190002,248.710007,254.429993,385800,254.429993
"2022-05-24",249.770004,252.139999,245.699997,248.220001,444600,248.220001
"2022-05-25",245.949997,251.119995,245.929993,247.360001,465300,247.360001
"2022-05-26",248.199997,255,247.710007,252.949997,414100,252.949997
"2022-05-27",257.390015,265.309998,257.029999,264.619995,579100,264.619995
"2022-05-31",263.700012,263.700012,256.190002,260.359985,672800,260.359985
"2022-06-01",262.890015,265.01001,253.380005,254.919998,401400,254.919998
"2022-06-02",254.679993,266.950012,254.089996,266.75,342100,266.75
"2022-06-03",260.420013,261.329987,256.459991,259.040009,389700,259.040009
"2022-06-06",264.559998,267.109985,257.619995,258.920013,563700,258.920013
"2022-06-07",256.01001,264.109985,256.01001,263.26001,577900,263.26001
"2022-06-08",262.600006,263.230011,258.589996,258.829987,298000,258.829987
"2022-06-09",256,259.25,250.770004,250.809998,286500,250.809998
"2022-06-10",245.259995,245.259995,241.330002,241.869995,454800,241.869995
"2022-06-13",232.800003,235.949997,229.330002,230.570007,658800,230.570007
"2022-06-14",232.770004,233.289993,227.289993,229.759995,559400,229.759995
"2022-06-15",234.339996,242.800003,233.100006,238.75,546300,238.75
"2022-06-16",231.360001,235.350006,225.919998,227.699997,580100,227.699997
"2022-06-17",229.009995,235.300003,228.619995,232.600006,945400,232.600006
"2022-06-21",237.940002,240.800003,234.970001,235.330002,924100,235.330002
"2022-06-22",232.75,237.669998,231.899994,235.580002,1027300,235.580002
"2022-06-23",239.990005,247,236.240005,246.539993,820200,246.539993
"2022-06-24",249.070007,257.880005,247.059998,256.950012,804800,256.950012
"2022-06-27",255.449997,256.390015,249.929993,250.800003,466000,250.800003
"2022-06-28",250.75,251.75,239.940002,240.139999,535300,240.139999
"2022-06-29",240.970001,242.419998,237.110001,241.460007,367900,241.460007
