"","SBNY.Open","SBNY.High","SBNY.Low","SBNY.Close","SBNY.Volume","SBNY.Adjusted"
"2022-01-14",360.269989,366.450012,355.940002,365.390015,913600,362.766144
"2022-01-18",374.76001,374.76001,345.170013,355.700012,1322400,353.145752
"2022-01-19",365.420013,367.290009,351.119995,351.429993,1693600,348.906372
"2022-01-20",351.429993,355.589996,339,340,1202000,337.558441
"2022-01-21",336.130005,338,325.390015,326.329987,1386700,323.986603
"2022-01-24",317.470001,317.570007,293.76001,314.170013,2187700,311.91394
"2022-01-25",309.790009,316.540009,298.829987,310.309998,1112900,308.081665
"2022-01-26",317.899994,320.369995,300.769989,305.540009,1520800,303.345917
"2022-01-27",309.690002,315.519989,293.029999,296.480011,1062400,294.891479
"2022-01-28",295.160004,301.100006,289.440002,301.070007,754400,299.456879
"2022-01-31",300.089996,308.019989,294.119995,304.630005,1096100,302.997772
"2022-02-01",304.890015,319.570007,303.190002,318.630005,917700,316.922791
"2022-02-02",318.809998,319.609985,312.070007,316.440002,640500,314.744507
"2022-02-03",313.279999,320.209991,307.070007,310.779999,537100,309.114838
"2022-02-04",311.98999,325.070007,310.779999,320.869995,867700,319.150787
"2022-02-07",320.869995,328.179993,319.98999,323.299988,532900,321.567749
"2022-02-08",325.559998,338.459991,325.5,337.369995,827800,335.562347
"2022-02-09",338.549988,346.609985,337.089996,340.140015,440800,338.317566
"2022-02-10",341.179993,355.51001,338.230011,343.959991,798100,342.117035
"2022-02-11",341.089996,351.040009,332.950012,336.589996,695700,334.78656
"2022-02-14",337.01001,340.549988,326.470001,331.369995,604500,329.594513
"2022-02-15",337.140015,344.309998,335.399994,342.23999,533100,340.40625
"2022-02-16",339.5,350.399994,339.5,349.859985,523900,347.985443
"2022-02-17",344.640015,346.279999,337.950012,338.589996,489600,336.775818
"2022-02-18",338.070007,343.920013,334.51001,335.25,601200,333.453735
"2022-02-22",333.01001,346.23999,332.130005,340.910004,830700,339.083405
"2022-02-23",344.040009,349.829987,330.640015,331.519989,882800,329.743713
"2022-02-24",316.190002,327.769989,307.019989,325.700012,1201200,323.954926
"2022-02-25",330.799988,350.529999,327.450012,349.98999,912600,348.114746
"2022-02-28",339.709991,350.230011,337.459991,344.890015,807800,343.042114
"2022-03-01",341.089996,342.140015,310.329987,316.75,1186200,315.052856
"2022-03-02",321.799988,341.420013,318.200012,337.179993,966900,335.373413
"2022-03-03",337.179993,339.559998,325.679993,328.109985,682400,326.35199
"2022-03-04",319.200012,320.910004,296.76001,304.829987,980000,303.196716
"2022-03-07",303.929993,305.420013,276.940002,277.950012,1249300,276.460754
"2022-03-08",283.440002,295,272.769989,285.690002,1191100,284.159271
"2022-03-09",299.51001,310.059998,298.070007,306.48999,946400,304.847809
"2022-03-10",299.899994,310.329987,299.209991,309.329987,510400,307.672607
"2022-03-11",312.160004,316.660004,288.559998,289.25,1079100,287.700195
"2022-03-14",299.029999,302.76001,287.790009,289.779999,1116000,288.227356
"2022-03-15",290.029999,295.76001,286.839996,294.959991,800200,293.379578
"2022-03-16",302.329987,320.820007,302.279999,320.51001,1172600,318.792725
"2022-03-17",313.5,318.899994,311.160004,316.390015,817900,314.694794
"2022-03-18",316.399994,317.149994,305.799988,312.649994,2137400,310.974823
"2022-03-21",313.579987,318.48999,305.890015,310.880005,983000,309.214294
"2022-03-22",317.549988,328.880005,316.670013,321.179993,821700,319.459106
"2022-03-23",316.790009,317.529999,292.279999,299.98999,1788700,298.382629
"2022-03-24",304.910004,309.769989,300.73999,305.529999,753100,303.892975
"2022-03-25",306.450012,313.589996,306.019989,308.51001,431600,306.857025
"2022-03-28",306.350006,307.390015,298.649994,303.440002,535500,301.814148
"2022-03-29",311.160004,319.929993,309.75,316.070007,893700,314.376526
"2022-03-30",316.899994,317.630005,302.410004,306.470001,1191700,304.827911
"2022-03-31",306.079987,307.040009,293,293.48999,1018700,291.91748
"2022-04-01",300.190002,302.709991,288.26001,289.820007,677600,288.267151
"2022-04-04",288.679993,293.730011,284.570007,289.01001,529900,287.461487
"2022-04-05",288,292.200012,282.040009,282.670013,567300,281.155487
"2022-04-06",279.200012,280.619995,272.869995,276.390015,868200,274.909119
"2022-04-07",276.630005,277.359985,262.640015,269.950012,1165000,268.503632
"2022-04-08",273.200012,273.200012,264.950012,266.480011,755700,265.052216
"2022-04-11",265.980011,275.100006,262.790009,270.160004,675400,268.712494
"2022-04-12",271.920013,276.279999,266.769989,268.690002,666500,267.250366
"2022-04-13",268.630005,275.329987,266.920013,274.209991,577800,272.740784
"2022-04-14",274.920013,276,264.950012,265.910004,667900,264.48526
"2022-04-18",264.359985,267.609985,261.079987,266.609985,619200,265.181488
"2022-04-19",274.5,289.350006,274.059998,288.200012,1507300,286.655853
"2022-04-20",291.549988,296.959991,285.26001,287.109985,922700,285.571625
"2022-04-21",290.100006,294,265.079987,266.190002,1220000,264.763763
"2022-04-22",267.519989,271.839996,259.01001,259.48999,848200,258.09964
"2022-04-25",257.329987,261.559998,251.990005,261.059998,755500,259.661255
"2022-04-26",257.959991,259.369995,247.660004,247.809998,652100,246.482224
"2022-04-27",247.809998,252.419998,245.729996,247.490005,500900,246.163956
"2022-04-28",251.339996,252.839996,242.449997,251.539993,656700,250.759644
"2022-04-29",251.479996,254.429993,240.789993,242.25,776300,241.498474
"2022-05-02",245.029999,249.210007,239.899994,248.630005,717400,247.858673
"2022-05-03",249.419998,256.070007,246.899994,253.110001,549400,252.324783
"2022-05-04",254.360001,264.390015,248.199997,263.350006,603600,262.53302
"2022-05-05",256.809998,257.869995,241.559998,245.970001,924500,245.206924
"2022-05-06",245.529999,246.350006,231.690002,234.860001,1033700,234.131393
"2022-05-09",230.979996,230.979996,216.559998,220.029999,1551600,219.347397
"2022-05-10",224.440002,227.789993,210,218.009995,1170600,217.333664
"2022-05-11",216,217.100006,193.550003,194.5,2408100,193.896606
"2022-05-12",189.949997,190.320007,179.050003,189.179993,4128300,188.593094
"2022-05-13",199.699997,210.259995,198.600006,201.199997,2073600,200.575821
"2022-05-16",200.960007,200.960007,186.320007,186.929993,1737200,186.350082
"2022-05-17",193.630005,198.160004,190.289993,196.839996,1256500,196.22934
"2022-05-18",194.990005,197.419998,188.619995,189.889999,1673600,189.300903
"2022-05-19",187.759995,193.520004,187.059998,188.990005,1437100,188.403702
"2022-05-20",193.759995,194.100006,184.809998,190.889999,992200,190.297806
"2022-05-23",194.710007,200.690002,190.889999,197.740005,1040400,197.126556
"2022-05-24",196.520004,196.520004,185.75,190.880005,715800,190.287842
"2022-05-25",190.710007,200.990005,190.660004,198.020004,937600,197.405685
"2022-05-26",197.699997,204.190002,196.020004,203.460007,1193100,202.828812
"2022-05-27",203.860001,211.770004,203.860001,211.490005,868400,210.833893
"2022-05-31",210.770004,218.809998,207.899994,216.270004,1323300,215.599075
"2022-06-01",216.039993,218.330002,207.940002,211.830002,1234500,211.172836
"2022-06-02",210.399994,220.660004,210.199997,220.089996,673600,219.407211
"2022-06-03",215.669998,219.559998,215.240005,218.039993,740200,217.363571
"2022-06-06",220.970001,226.589996,219.679993,223.350006,826300,222.657104
"2022-06-07",219.259995,226.110001,217.820007,225.919998,862100,225.219131
"2022-06-08",221.940002,225.410004,220.479996,223.529999,823400,222.836548
"2022-06-09",222.639999,222.639999,214.279999,214.919998,1064100,214.25325
"2022-06-10",207.059998,211.580002,200.580002,201.619995,1575700,200.994507
"2022-06-13",189.270004,190.039993,170.759995,174.050003,2107600,173.51004
"2022-06-14",177,179.039993,173.529999,178.059998,1237300,177.507599
"2022-06-15",179.740005,186.899994,178.190002,180.910004,966600,180.34877
"2022-06-16",174.889999,174.889999,165.360001,167.550003,1081400,167.030212
"2022-06-17",168.429993,174.279999,168.029999,171.679993,1683000,171.147385
"2022-06-21",177.350006,181.759995,175.169998,175.550003,1095300,175.005386
"2022-06-22",173,179.330002,170.820007,177.669998,1017200,177.118805
"2022-06-23",178.320007,184.679993,177,183.130005,1228600,182.561874
"2022-06-24",184.070007,196.770004,183.869995,192.139999,1153200,191.54393
"2022-06-27",193.059998,194.970001,186.839996,189.259995,631800,188.672852
"2022-06-28",191.309998,195.460007,186.589996,187.550003,680600,186.96817
"2022-06-29",187.279999,187.479996,182.270004,184,546200,183.429169
