"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2022-01-10",108.110001,108.669998,106.360001,107.839996,1340700,106.722282
"2022-01-11",108.169998,108.639999,106.529999,107.980003,964500,106.86084
"2022-01-12",108.529999,109.150002,106.540001,107.349998,994800,106.237366
"2022-01-13",107.650002,108.949997,107.300003,108.449997,1165600,107.325958
"2022-01-14",107.540001,108.440002,106.089996,108.290001,1101300,107.167625
"2022-01-18",107.18,109.290001,106.690002,109.099998,881200,107.969223
"2022-01-19",108.629997,109.980003,107.440002,107.510002,1019900,106.395706
"2022-01-20",109.480003,109.629997,104.879997,105.040001,1243500,103.951302
"2022-01-21",105.349998,107.419998,104.699997,104.980003,1047300,103.89193
"2022-01-24",104.739998,107.830002,104.139999,107.580002,1226800,106.464989
"2022-01-25",106.410004,107.5,104.480003,105.139999,1056500,104.05027
"2022-01-26",104,104.989998,101.839996,102.650002,1322200,101.586082
"2022-01-27",103.730003,105.349998,102.610001,102.82,1245400,101.754311
"2022-01-28",103,104.129997,101.900002,104.099998,841100,103.021042
"2022-01-31",103.699997,104.769997,102.720001,104.650002,1488900,103.565346
"2022-02-01",104.989998,107.18,103.480003,104.57,1479800,103.486176
"2022-02-02",93.25,96.970001,92.300003,92.540001,3569600,91.580864
"2022-02-03",92.25,93.239998,89.410004,89.559998,2275200,88.631744
"2022-02-04",88.910004,90.050003,86.57,88.730003,2028800,87.810356
"2022-02-07",88.18,90.019997,87.389999,89.32,1470400,88.394241
"2022-02-08",89.669998,90.010002,87.900002,88.209999,1273800,87.295738
"2022-02-09",88.379997,89.68,87.580002,89.370003,2039200,88.443726
"2022-02-10",88.739998,91.75,88.18,90.330002,1493100,89.393776
"2022-02-11",90.660004,90.959999,89.220001,89.5,1541100,88.572372
"2022-02-14",89.540001,89.699997,88.309998,89.209999,855900,88.285378
"2022-02-15",89.5,90.400002,89.07,89.860001,1102200,88.928642
"2022-02-16",89.800003,90.849998,88.870003,90.410004,1094800,89.472946
"2022-02-17",89.699997,91.080002,89.07,90.849998,1097900,89.908379
"2022-02-18",91.339996,92.75,90.809998,91.980003,1506600,91.026672
"2022-02-22",91.919998,93.239998,91.800003,92.370003,1595500,91.412628
"2022-02-23",92.389999,93.419998,91.790001,92.419998,1377300,91.462112
"2022-02-24",91.160004,96.559998,90.989998,96.199997,2255800,95.202927
"2022-02-25",96.07,97.260002,95.129997,96.790001,1743600,95.786819
"2022-02-28",96.199997,96.790001,94.839996,96.68,1638300,95.677956
"2022-03-01",99.379997,105.669998,99.379997,104.82,3192200,103.733589
"2022-03-02",104.260002,104.260002,101.57,102.940002,1649300,101.873077
"2022-03-03",103.07,104.870003,102.139999,102.57,1963800,102.052162
"2022-03-04",102.599998,107.540001,102.599998,106.480003,2033500,105.942429
"2022-03-07",105.769997,107.580002,104.639999,105.129997,1410200,104.599236
"2022-03-08",104.160004,105.709999,101.480003,101.559998,1266100,101.047256
"2022-03-09",102.540001,102.699997,99.580002,101.589996,1694100,101.077103
"2022-03-10",100.980003,103.18,100.610001,102.309998,1026900,101.793472
"2022-03-11",102.160004,103.110001,101.32,102.239998,1603800,101.723824
"2022-03-14",101.5,102.260002,97.43,98.830002,1531300,98.331047
"2022-03-15",99.660004,99.940002,97.330002,98.540001,1519100,98.042511
"2022-03-16",98.910004,102.050003,98.690002,102.029999,1294200,101.514885
"2022-03-17",101,104.230003,100.400002,104.019997,945000,103.494835
"2022-03-18",103.910004,105.019997,102.410004,104.910004,2957700,104.380348
"2022-03-21",105.339996,107.300003,104.910004,105.309998,1098900,104.778328
"2022-03-22",105.550003,106.139999,103.769997,106.080002,819800,105.544441
"2022-03-23",106.459999,107.230003,104.529999,104.669998,881600,104.141556
"2022-03-24",104.980003,106.669998,104.800003,106.370003,744800,105.832977
"2022-03-25",106.5,109.559998,106.309998,109.510002,1159300,108.957123
"2022-03-28",109.050003,110.510002,108.150002,110.129997,977900,109.57399
"2022-03-29",110.129997,111.18,109.400002,110.620003,1329700,110.061523
"2022-03-30",110.879997,111.410004,108.269997,109.760002,1065600,109.205864
"2022-03-31",109.589996,110.629997,107.419998,107.709999,1355400,107.166214
"2022-04-01",107.57,107.779999,100.830002,103.129997,2040700,102.609329
"2022-04-04",101.660004,103.309998,100.690002,102.720001,1661900,102.201408
"2022-04-05",102.419998,103.32,100.580002,101.510002,1825700,100.997513
"2022-04-06",101.120003,101.940002,99.559998,99.730003,1820500,99.226501
"2022-04-07",100.459999,101.080002,98.57,100.870003,1458200,100.360748
"2022-04-08",104.339996,104.720001,100.82,102.040001,1668700,101.524841
"2022-04-11",101.650002,103.720001,101.540001,102.620003,1404700,102.101913
"2022-04-12",102.57,104.040001,101.220001,101.410004,1102700,100.898026
"2022-04-13",101.75,101.760002,99.690002,101.660004,1344000,101.146759
"2022-04-14",101.139999,103.650002,101.139999,103.279999,826500,102.758575
"2022-04-18",102.669998,103.940002,102,102.75,810200,102.231255
"2022-04-19",103.019997,104.080002,102.190002,103.389999,1030600,102.868019
"2022-04-20",104,104.839996,103.07,103.199997,1124200,102.678978
"2022-04-21",103.669998,104.610001,102.760002,103.239998,907900,102.718781
"2022-04-22",102.709999,103.940002,101.949997,102.139999,797800,101.624329
"2022-04-25",101.730003,103.220001,100.720001,103.169998,1150700,102.649132
"2022-04-26",103.25,104.660004,101.260002,101.360001,1382300,100.848274
"2022-04-27",101.540001,103.389999,101.300003,102.830002,1880300,102.310852
"2022-04-28",106.739998,110.449997,106.269997,110.339996,2138200,109.782928
"2022-04-29",110.339996,112.150002,105.93,106.150002,1584100,105.61409
"2022-05-02",105.379997,109.970001,105.379997,108.300003,1179900,107.753235
"2022-05-03",108.989998,110.330002,108,108.610001,1379300,108.061668
"2022-05-04",109.099998,110.919998,108.75,110.550003,1142300,109.991875
"2022-05-05",110.040001,111.449997,105.410004,106.370003,1465700,105.832977
"2022-05-06",106.510002,109.690002,105.690002,106.970001,1327900,106.429947
"2022-05-09",106.389999,108.769997,105.800003,107.949997,973400,107.404999
"2022-05-10",108.940002,110.580002,107.489998,110.290001,1522800,109.733185
"2022-05-11",110.269997,110.669998,107.18,108.269997,1186000,107.723381
"2022-05-12",108.300003,108.32,105.110001,107.709999,1285800,107.166214
"2022-05-13",108.089996,108.779999,105.43,105.790001,1172100,105.255905
"2022-05-16",106.220001,108.190002,105.669998,106.860001,1056600,106.320503
"2022-05-17",107.199997,110.050003,106.760002,109.699997,744700,109.146164
"2022-05-18",109.32,109.75,102.940002,103.169998,1715500,102.649132
"2022-05-19",102.300003,102.699997,99.529999,101.190002,1348000,100.679131
"2022-05-20",102.389999,104.779999,100.730003,101.919998,1533100,101.405441
"2022-05-23",102.410004,104.839996,101.940002,104.440002,746300,103.91272
"2022-05-24",103.970001,105.309998,102.830002,104.790001,1420300,104.260956
"2022-05-25",104.660004,106.900002,104.370003,106.18,1004400,105.643936
"2022-05-26",106.620003,107.949997,106.57,107.610001,975000,107.066719
"2022-05-27",108.330002,108.940002,106.5,107.449997,1349700,106.907524
"2022-05-31",106.690002,109.050003,105.220001,108.510002,2447900,107.962173
"2022-06-01",108.870003,109.970001,108.489998,108.940002,990100,108.390007
"2022-06-02",109.25,109.5,106.650002,107.57,1152000,107.57
"2022-06-03",107.339996,109.209999,107.089996,108.019997,782200,108.019997
"2022-06-06",108.220001,110.139999,107.510002,109.339996,775200,109.339996
"2022-06-07",108.760002,108.760002,106.879997,107.089996,807700,107.089996
"2022-06-08",106.139999,106.489998,103.199997,103.730003,917700,103.730003
"2022-06-09",103.160004,104.82,102.080002,102.120003,826500,102.120003
"2022-06-10",101.269997,102.669998,100.639999,101.730003,856100,101.730003
"2022-06-13",100.080002,101.949997,99.199997,100.32,1709200,100.32
"2022-06-14",104.339996,115.989998,104.059998,106.349998,4031200,106.349998
"2022-06-15",105.919998,107.209999,102.07,103.139999,1765500,103.139999
"2022-06-16",102.260002,103.019997,100.540001,101.089996,1242400,101.089996
"2022-06-17",100.870003,101.169998,98.32,99,2513800,99
"2022-06-21",100.510002,101.279999,99.599998,101.25,825300,101.25
"2022-06-22",100,100.580002,98.940002,99.900002,771900,99.900002
"2022-06-23",100.940002,100.940002,98.889999,100.290001,619200,100.290001
"2022-06-24",101.040001,104.440002,101.040001,103.860001,1215500,103.860001
"2022-06-27",104.529999,105.769997,104.239998,105.139999,573000,105.139999
"2022-06-28",104.279999,105.160004,100.800003,101.07,1053300,101.07
"2022-06-29",101.309998,102.150002,100.32,101.449997,585100,101.449997
