"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2021-09-28",90.089996,90.089996,88.510002,88.699997,698000,86.843552
"2021-09-29",88.830002,88.940002,87.68,88.440002,699200,86.589005
"2021-09-30",88.580002,89,86.410004,87,1008400,85.179138
"2021-10-01",87.910004,87.910004,85.800003,86.349998,914200,84.54274
"2021-10-04",86.690002,87.199997,86.099998,86.459999,1038000,84.650444
"2021-10-05",86.699997,87.879997,86.040001,87.360001,678100,85.531609
"2021-10-06",86.519997,88.839996,86.5,88.720001,739100,86.863152
"2021-10-07",89.150002,90.209999,89.059998,89.639999,704200,87.763878
"2021-10-08",89.660004,90.82,89.470001,90.660004,740200,88.762543
"2021-10-11",92.410004,92.480003,90.910004,91.260002,772100,89.349976
"2021-10-12",91.160004,91.959999,90.5,90.849998,712100,88.948563
"2021-10-13",90.779999,92.160004,89.82,91.489998,718000,89.575165
"2021-10-14",91.919998,93.970001,91.919998,93.940002,886700,91.973885
"2021-10-15",94.989998,96.400002,94.57,94.629997,1126000,92.649445
"2021-10-18",95.660004,100.650002,95.239998,97.029999,2401400,94.999214
"2021-10-19",97.769997,97.800003,96.470001,97.559998,711500,95.518127
"2021-10-20",97.730003,98.389999,97.400002,98.349998,594500,96.291588
"2021-10-21",98.809998,99.220001,97.989998,98.800003,600600,96.73217
"2021-10-22",99,99.970001,98.809998,99.699997,639200,97.613342
"2021-10-25",99.699997,99.849998,97.860001,98.190002,1181400,96.134933
"2021-10-26",98.809998,99.550003,97.169998,98.510002,1758400,96.448242
"2021-10-27",98.489998,98.489998,94.129997,97.639999,2630300,95.596443
"2021-10-28",98.080002,99.239998,97.529999,98.139999,1211900,96.085983
"2021-10-29",97.230003,98.480003,96.339996,96.989998,1257300,94.960052
"2021-11-01",97.489998,97.93,95.809998,96,1210600,93.990776
"2021-11-02",96.019997,96.260002,94.059998,94.57,1676500,92.590706
"2021-11-03",94.379997,94.860001,91.339996,94.480003,2267800,92.502586
"2021-11-04",95.07,96.870003,94.760002,96.050003,966800,94.039726
"2021-11-05",96.68,96.949997,93.5,93.82,944000,91.856392
"2021-11-08",94.199997,95.059998,93.82,94.459999,854500,92.483002
"2021-11-09",94.400002,95.099998,94.010002,94.18,563600,92.208862
"2021-11-10",94,94.449997,92.300003,92.860001,815800,90.916496
"2021-11-11",93.07,93.5,92.440002,92.849998,595500,90.906708
"2021-11-12",92.620003,94.760002,92.489998,94.489998,658300,92.512367
"2021-11-15",94.839996,95.690002,94.110001,95.620003,905700,93.618729
"2021-11-16",95.599998,97.790001,95.379997,96.489998,1377200,94.470512
"2021-11-17",96.120003,96.160004,94.400002,94.449997,685600,92.473213
"2021-11-18",94.470001,95,92.32,93.910004,849100,91.944511
"2021-11-19",94.129997,96.440002,93.550003,96.269997,1189400,94.255127
"2021-11-22",96.959999,98.209999,96.239998,96.779999,932200,94.75444
"2021-11-23",96.550003,97.809998,95.849998,97.769997,763400,95.723724
"2021-11-24",97.480003,98.440002,97.360001,98.260002,732000,96.203476
"2021-11-26",96.889999,98.160004,95.540001,96.279999,614800,94.264915
"2021-11-29",96.57,96.830002,95.43,95.620003,837100,93.618729
"2021-11-30",94.919998,95.730003,94.209999,95.089996,2205500,93.099815
"2021-12-01",96.089996,96.599998,93.82,93.870003,971800,91.90535
"2021-12-02",93.93,95.080002,93.150002,94.220001,1306300,92.248024
"2021-12-03",94.82,97.050003,94.82,97,1573900,94.969849
"2021-12-06",97.620003,98.580002,97.209999,97.900002,1100700,95.851006
"2021-12-07",98.339996,100.5,98.080002,98.290001,966600,96.232849
"2021-12-08",98.800003,99.959999,98.629997,99.580002,1036700,97.495857
"2021-12-09",99.639999,101.230003,98.970001,100.629997,1160800,98.523865
"2021-12-10",102,104.809998,101.610001,104.699997,2128800,103.072029
"2021-12-13",105.239998,106.300003,102.57,104.989998,1620800,103.357529
"2021-12-14",104.309998,105.699997,103.32,103.629997,1289800,102.555916
"2021-12-15",104.43,105.510002,103.489998,103.959999,1153400,102.8825
"2021-12-16",104.470001,105.669998,104.139999,104.389999,977400,103.308044
"2021-12-17",104.290001,104.639999,101.120003,101.370003,2359000,100.319351
"2021-12-20",101.029999,101.709999,99.860001,100.75,1149400,99.705772
"2021-12-21",100.900002,102.279999,100.419998,101.720001,1179200,100.665718
"2021-12-22",102.089996,102.669998,100.870003,101.290001,656300,100.240173
"2021-12-23",101.449997,103.160004,101.449997,102.449997,513400,101.388145
"2021-12-27",102.849998,104.610001,102.5,104.480003,458600,103.397118
"2021-12-28",104.639999,106.25,104.400002,106.129997,776400,105.030006
"2021-12-29",106.400002,108.059998,105.900002,107.419998,930500,106.306633
"2021-12-30",107.580002,107.919998,106.599998,107.089996,483400,105.980057
"2021-12-31",107.089996,107.919998,106.68,107.629997,589800,106.514465
"2022-01-03",109.120003,110.5,107.300003,107.900002,1383200,106.78167
"2022-01-04",107.739998,110.93,107.160004,110.379997,1409400,109.235962
"2022-01-05",110.550003,111.989998,109.5,109.660004,1600700,108.523422
"2022-01-06",111.169998,112.150002,108.860001,110.949997,1062300,109.800049
"2022-01-07",110.739998,110.739998,107.980003,108.43,1321400,107.306168
