"","IQV.Open","IQV.High","IQV.Low","IQV.Close","IQV.Volume","IQV.Adjusted"
"2022-01-12",261.079987,263.950012,260.23999,260.850006,629300,260.850006
"2022-01-13",259.890015,260.200012,251.649994,252.070007,575000,252.070007
"2022-01-14",250.419998,252.880005,241.520004,247.339996,1217100,247.339996
"2022-01-18",243.179993,245.580002,240.509995,242.320007,846200,242.320007
"2022-01-19",244.279999,246.320007,239.899994,240.279999,715700,240.279999
"2022-01-20",241.509995,249.509995,239.850006,244.399994,1762300,244.399994
"2022-01-21",245,248.25,239.919998,240.949997,1108100,240.949997
"2022-01-24",239,244.309998,233,243.699997,1346100,243.699997
"2022-01-25",237.710007,239.619995,233.009995,236.229996,874800,236.229996
"2022-01-26",238.149994,239.039993,230.059998,232.639999,1141100,232.639999
"2022-01-27",236.089996,237.160004,230.210007,232,679000,232
"2022-01-28",233.059998,238.990005,229.789993,238.820007,819800,238.820007
"2022-01-31",238.929993,245.699997,238.929993,244.899994,1106500,244.899994
"2022-02-01",247.259995,248.460007,242.190002,247.100006,1028700,247.100006
"2022-02-02",247.649994,255.720001,246.410004,254.449997,1033200,254.449997
"2022-02-03",250,251.75,248.419998,250.190002,797800,250.190002
"2022-02-04",248.529999,253.490005,246.460007,249.889999,762800,249.889999
"2022-02-07",249.889999,250.550003,244.910004,245.919998,697500,245.919998
"2022-02-08",243.380005,248.339996,242.339996,247.369995,1135700,247.369995
"2022-02-09",251.190002,255.800003,250.520004,255.570007,1119600,255.570007
"2022-02-10",249.720001,256.619995,248.940002,250.429993,1457800,250.429993
"2022-02-11",250.389999,253.580002,243.600006,244.279999,1398200,244.279999
"2022-02-14",243.520004,245.080002,238.179993,239.899994,1347900,239.899994
"2022-02-15",245.009995,245.009995,224.880005,228.639999,3098100,228.639999
"2022-02-16",228.419998,234.389999,223.800003,232.179993,2573700,232.179993
"2022-02-17",232.389999,233.809998,226.110001,226.360001,1561100,226.360001
"2022-02-18",227.369995,230.490005,224.649994,228.270004,1288500,228.270004
"2022-02-22",226.830002,230.220001,222.979996,226.460007,1624600,226.460007
"2022-02-23",227.990005,230,222.979996,223.080002,1172700,223.080002
"2022-02-24",218.860001,229.440002,216.369995,228.470001,2053000,228.470001
"2022-02-25",229.419998,234.380005,227.850006,233.990005,1257600,233.990005
"2022-02-28",231.369995,233.029999,227.710007,230.119995,1275700,230.119995
"2022-03-01",231.100006,232.479996,226.300003,227.830002,1077800,227.830002
"2022-03-02",228.559998,235.139999,226.789993,232.369995,912900,232.369995
"2022-03-03",233.990005,235.699997,231.669998,233.369995,923800,233.369995
"2022-03-04",231.619995,231.830002,225.75,227,1146600,227
"2022-03-07",223.869995,224.679993,215.419998,216.660004,1388800,216.660004
"2022-03-08",214.899994,216.990005,208.610001,210.559998,2040700,210.559998
"2022-03-09",216.309998,221.080002,215.029999,219.210007,1440100,219.210007
"2022-03-10",215.740005,218.339996,214.539993,216.940002,795300,216.940002
"2022-03-11",219.300003,219.929993,213.320007,213.610001,572500,213.610001
"2022-03-14",215.050003,218.800003,209.940002,211.089996,994400,211.089996
"2022-03-15",214.199997,216.210007,213.070007,215.009995,748200,215.009995
"2022-03-16",218.850006,223.649994,215.039993,220.270004,1280500,220.270004
"2022-03-17",219.550003,223.25,218.669998,223.240005,909500,223.240005
"2022-03-18",223.320007,228.240005,221.970001,227.660004,1368000,227.660004
"2022-03-21",224.779999,229.990005,224.779999,226.970001,1255100,226.970001
"2022-03-22",226.669998,231.210007,226.419998,228.929993,964100,228.929993
"2022-03-23",226.990005,227.919998,219.020004,220.309998,849100,220.309998
"2022-03-24",220.889999,224.649994,219.190002,224.619995,664000,224.619995
"2022-03-25",225.800003,226.979996,219.949997,224.759995,704600,224.759995
"2022-03-28",225.410004,226.710007,223.820007,226.690002,562600,226.690002
"2022-03-29",231.399994,234.710007,230.289993,233.589996,994500,233.589996
"2022-03-30",232.600006,235,229.949997,231.320007,1108400,231.320007
"2022-03-31",231.669998,235.179993,230.259995,231.210007,1191800,231.210007
"2022-04-01",232.919998,240.580002,232.619995,240.309998,1399600,240.309998
"2022-04-04",240.369995,241.710007,237.080002,238.5,1262200,238.5
"2022-04-05",237.559998,241.550003,236.089996,238.360001,950500,238.360001
"2022-04-06",236.470001,241.399994,234.429993,240.300003,947700,240.300003
"2022-04-07",239.960007,251.600006,239.399994,249.279999,1396200,249.279999
"2022-04-08",248.509995,254.940002,248.509995,252.289993,1501800,252.289993
"2022-04-11",249.309998,251.789993,242.570007,242.979996,1015800,242.979996
"2022-04-12",243.880005,246.350006,235.300003,237.669998,1237700,237.669998
"2022-04-13",236.630005,239.949997,236.080002,239.309998,897200,239.309998
"2022-04-14",240.119995,241.649994,235.270004,238.479996,931200,238.479996
"2022-04-18",238.830002,239.160004,232.520004,234.389999,653900,234.389999
"2022-04-19",233.770004,238.570007,233.770004,237.869995,687100,237.869995
"2022-04-20",239.699997,245.199997,238.630005,242.770004,765100,242.770004
"2022-04-21",245.229996,245.369995,235.389999,236.169998,733800,236.169998
"2022-04-22",234.009995,234.429993,227.929993,228.160004,1010700,228.160004
"2022-04-25",223.449997,223.449997,216.139999,219.860001,1480100,219.860001
"2022-04-26",217.990005,218.789993,205.029999,206.729996,2123400,206.729996
"2022-04-27",215,218,204.5,210.240005,2570400,210.240005
"2022-04-28",212.529999,220.520004,209.080002,219.399994,2299700,219.399994
"2022-04-29",222.320007,228.289993,217.529999,217.990005,1818400,217.990005
"2022-05-02",215.520004,218.199997,211.300003,217.059998,1327500,217.059998
"2022-05-03",217.289993,220.539993,214.850006,215.199997,1093500,215.199997
"2022-05-04",214.729996,223.729996,212.009995,222.789993,1282800,222.789993
"2022-05-05",221.320007,222.339996,213.100006,215.320007,859100,215.320007
"2022-05-06",213.830002,214.720001,210.050003,213.820007,936200,213.820007
"2022-05-09",210.639999,212.039993,203.199997,204.070007,1239700,204.070007
"2022-05-10",207.029999,208.669998,199.669998,203.210007,1309200,203.210007
"2022-05-11",203.050003,208.110001,200.449997,200.960007,1097900,200.960007
"2022-05-12",198.990005,205.139999,198.110001,202.529999,1067000,202.529999
"2022-05-13",205.639999,211.220001,204.289993,208.710007,695400,208.710007
"2022-05-16",206.600006,209.479996,203.850006,206.449997,619200,206.449997
"2022-05-17",209.059998,211.149994,204.5,206.690002,1025200,206.690002
"2022-05-18",204.110001,205.740005,195.809998,197.259995,1217500,197.259995
"2022-05-19",196.199997,203.369995,195.570007,201.740005,1398600,201.740005
"2022-05-20",204.5,204.660004,197.529999,201.830002,861500,201.830002
"2022-05-23",203.899994,204.240005,199.419998,203.389999,723100,203.389999
"2022-05-24",204.399994,204.399994,199.630005,201.990005,779800,201.990005
"2022-05-25",201.899994,205.309998,199.690002,203.339996,866700,203.339996
"2022-05-26",203.639999,208.679993,203.639999,207.729996,850100,207.729996
"2022-05-27",208.809998,220.729996,208.589996,220.5,1713100,220.5
"2022-05-31",216.619995,217.740005,212.220001,215.25,1604300,215.25
"2022-06-01",216.050003,217.020004,208.300003,210.110001,910500,210.110001
"2022-06-02",210.25,220.300003,209.479996,220.059998,871500,220.059998
"2022-06-03",217.199997,221.169998,216.389999,219.440002,987200,219.440002
"2022-06-06",221.309998,223.199997,219.309998,220.789993,585200,220.789993
"2022-06-07",219.119995,225.75,219.119995,225.229996,761500,225.229996
"2022-06-08",222,224.729996,218.940002,220.710007,636000,220.710007
"2022-06-09",219.009995,220.300003,216.320007,216.649994,800700,216.649994
"2022-06-10",213.110001,214.410004,207.050003,207.369995,959700,207.369995
"2022-06-13",200.220001,203.919998,199.089996,200.300003,1219800,200.300003
"2022-06-14",199.710007,202,195.759995,200.880005,1182700,200.880005
"2022-06-15",204.100006,205.949997,198.850006,202.130005,1234000,202.130005
"2022-06-16",198.089996,198.5,194.669998,196.449997,1535900,196.449997
"2022-06-17",195.960007,200.759995,194.850006,196.949997,1785700,196.949997
"2022-06-21",200.130005,202.570007,197.350006,198.770004,1543900,198.770004
"2022-06-22",196.830002,204.160004,196.190002,201.740005,1620900,201.740005
"2022-06-23",202.520004,212.529999,202.520004,211.539993,1418800,211.539993
"2022-06-24",214.130005,215.289993,212.240005,213.800003,2735800,213.800003
"2022-06-27",214.050003,216.990005,212.270004,216.509995,746300,216.509995
"2022-06-28",216.210007,217.619995,210.729996,212.210007,747300,212.210007
"2022-06-29",212.059998,215.529999,210.399994,214.110001,1143200,214.110001
