"","CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted"
"2021-12-30",85.099998,85.18,84.489998,84.589996,2772000,83.135384
"2021-12-31",84.589996,85.400002,84.589996,85.339996,2940200,83.87249
"2022-01-03",84.550003,84.800003,83.489998,84.589996,5327000,83.135384
"2022-01-04",84.43,85.290001,84.18,84.870003,4405100,83.410568
"2022-01-05",84.709999,85.610001,84.709999,85.220001,4445900,83.754555
"2022-01-06",84.980003,85.610001,84.160004,84.660004,4154800,83.204178
"2022-01-07",84.779999,84.93,84.110001,84.440002,2818200,82.987968
"2022-01-10",84.290001,84.510002,83.290001,83.709999,4138000,82.270515
"2022-01-11",83.419998,83.559998,82.43,83.169998,3562400,81.739799
"2022-01-12",83.019997,83.32,82.550003,82.870003,5112700,81.444962
"2022-01-13",82.809998,82.839996,81.970001,82.540001,6698400,81.120644
"2022-01-14",82.610001,83.620003,82.040001,83.449997,4431900,82.014984
"2022-01-18",82.779999,83.169998,81.980003,83.120003,6746200,81.690666
"2022-01-19",83.629997,85.040001,83.5,84.059998,5614600,82.614494
"2022-01-20",83.900002,84.650002,83.239998,83.290001,6377000,81.857742
"2022-01-21",83.610001,84.699997,83.099998,83.669998,5690900,82.677895
"2022-01-24",84.18,84.75,82.239998,83.669998,7339800,82.677895
"2022-01-25",83.190002,83.32,81.489998,81.739998,7643300,80.770775
"2022-01-26",79.93,81.720001,79.589996,81.389999,7455000,80.424927
"2022-01-27",81.959999,83.610001,81.599998,82.699997,6242100,81.719391
"2022-01-28",81.959999,83.169998,80.529999,83.050003,5987300,82.065247
"2022-01-31",82.239998,82.900002,81.550003,82.449997,6372200,81.472359
"2022-02-01",82.75,82.949997,81.519997,81.919998,5174700,80.948647
"2022-02-02",82.059998,83.029999,81.82,82.800003,6814700,81.818214
"2022-02-03",82.779999,83.269997,82.379997,82.730003,4292100,81.749046
"2022-02-04",82.209999,82.389999,80.809998,81.120003,5173100,80.158134
"2022-02-07",81.470001,81.730003,80.370003,81.120003,3502800,80.158134
"2022-02-08",81.300003,81.529999,80.839996,80.919998,4014100,79.960503
"2022-02-09",81.099998,81.360001,80.309998,80.870003,3757200,79.911095
"2022-02-10",80.379997,80.709999,79.43,79.720001,3728300,78.774734
"2022-02-11",80.059998,80.230003,79.389999,79.529999,5658400,78.586983
"2022-02-14",79.559998,79.940002,78.010002,79.260002,5624200,78.32019
"2022-02-15",79.660004,79.940002,78.199997,78.580002,4422000,77.648254
"2022-02-16",78.639999,79.019997,77.379997,78.339996,3825700,77.411095
"2022-02-17",78.150002,79.349998,77.879997,79.150002,3840700,78.211494
"2022-02-18",79.309998,79.650002,78.940002,79.550003,3351800,78.60675
"2022-02-22",79.360001,79.800003,78.550003,78.849998,4752300,77.915054
"2022-02-23",79.220001,79.519997,78.540001,78.639999,3703600,77.707535
"2022-02-24",78.139999,78.419998,75.459999,75.580002,7890900,74.683823
"2022-02-25",76.029999,78.349998,75.970001,78.139999,5249900,77.21347
"2022-02-28",77.129997,77.330002,76.139999,76.949997,4801100,76.037575
"2022-03-01",77,77.18,75.730003,76.040001,3966500,75.138367
"2022-03-02",75.970001,77.029999,75.769997,76.699997,3952800,75.790543
"2022-03-03",76.82,77.919998,76.82,77.400002,3884400,76.482246
"2022-03-04",76.699997,77.510002,76.389999,77.360001,3670900,76.442711
"2022-03-07",76.910004,77.239998,75.860001,76.68,4298600,75.770782
"2022-03-08",76.769997,77.059998,74.779999,74.870003,5263700,73.982246
"2022-03-09",76.18,76.639999,75.440002,75.540001,7013200,74.644302
"2022-03-10",75.150002,75.379997,73.339996,73.839996,6384200,72.964447
"2022-03-11",74.209999,75.18,73.699997,73.769997,4278900,72.895279
"2022-03-14",74.309998,75.269997,73.790001,73.959999,4080800,73.083031
"2022-03-15",74.800003,75.739998,74.519997,75.489998,4319400,74.594887
"2022-03-16",75.529999,75.900002,74.440002,75.150002,4519900,74.258919
"2022-03-17",75.160004,75.43,74.610001,75.129997,4187800,74.239151
"2022-03-18",75.389999,75.400002,72.199997,72.199997,14746300,71.343895
"2022-03-21",73.599998,74.199997,72.860001,74.150002,10092700,73.270782
"2022-03-22",74.379997,74.690002,73.470001,74.5,4958700,73.616631
"2022-03-23",74.699997,74.910004,73.540001,73.629997,3875900,72.756943
"2022-03-24",73.660004,74.010002,73.169998,73.650002,3539500,72.776703
"2022-03-25",73.910004,75.059998,73.779999,74.779999,4401000,73.893303
"2022-03-28",74.839996,75.419998,74.839996,75.389999,3646200,74.496078
"2022-03-29",76.139999,76.790001,75.75,76.199997,4651500,75.296471
"2022-03-30",75.550003,76.379997,75.389999,76.360001,4191400,75.454575
"2022-03-31",76.199997,76.379997,75.379997,75.830002,7711400,74.930862
"2022-04-01",75.870003,76.440002,75.110001,76.419998,6464700,75.513855
"2022-04-04",75.82,76.629997,74.879997,76.589996,4791900,75.681839
"2022-04-05",76.279999,77.809998,76.279999,77.449997,4398500,76.531647
"2022-04-06",77.18,78.879997,76.720001,78.809998,9991400,77.875519
"2022-04-07",78.870003,80.620003,78.610001,80.419998,8557200,79.466431
"2022-04-08",80.43,80.559998,79.82,80.25,6428000,79.298447
"2022-04-11",80.370003,80.830002,79.959999,80.440002,9495700,79.486198
"2022-04-12",80.190002,81.220001,80.089996,81,6488300,80.039558
"2022-04-13",81,81.360001,80.830002,80.989998,4481200,80.029671
"2022-04-14",81.360001,81.470001,80.870003,80.940002,7663700,79.98027
"2022-04-18",80.860001,81.18,79.720001,80.010002,5230900,79.061302
"2022-04-19",79.849998,80.879997,79.800003,80.610001,4644600,79.654182
"2022-04-20",80.239998,81.800003,80.220001,81.529999,8789900,81.035751
"2022-04-21",81.599998,82.519997,81.489998,82.099998,4661100,81.602295
"2022-04-22",83,83.389999,81.010002,81.099998,6136800,80.60836
"2022-04-25",81.480003,82.160004,80.059998,81.809998,5778300,81.314056
"2022-04-26",81.93,82.370003,80.440002,80.519997,4716400,80.031876
"2022-04-27",80.279999,81.699997,80.199997,80.690002,4415500,80.200844
"2022-04-28",80.870003,81.529999,80.260002,81.220001,5400200,80.727631
"2022-04-29",77.739998,77.949997,76.18,77.050003,14943400,76.582916
"2022-05-02",77.07,77.370003,74.209999,75.18,7133000,74.724251
"2022-05-03",74.870003,75.459999,73.93,74.489998,6073200,74.038429
"2022-05-04",74.470001,77.550003,74.300003,77,8806000,76.533211
"2022-05-05",76.489998,76.870003,75.559998,76.089996,5056300,75.628731
"2022-05-06",76.07,77.059998,75.769997,76.839996,5379600,76.374184
"2022-05-09",76.349998,78.440002,76.059998,77.669998,5666800,77.19915
"2022-05-10",77.660004,77.989998,76.379997,76.669998,6030700,76.205215
"2022-05-11",76.809998,78.059998,76.5,76.75,5555500,76.284729
"2022-05-12",77.419998,77.879997,76.720001,77.550003,5244700,77.07988
"2022-05-13",77.849998,78.440002,76.980003,78.400002,5068600,77.924728
"2022-05-16",78.139999,79.239998,77.610001,78.730003,3981100,78.252731
"2022-05-17",78.510002,78.889999,77.449997,78.769997,4017100,78.29248
"2022-05-18",78.279999,78.470001,75.510002,75.709999,4590300,75.25103
"2022-05-19",74.669998,75.360001,73.919998,75.120003,5477100,74.664612
"2022-05-20",75.379997,75.629997,73.870003,75.129997,6937200,74.674545
"2022-05-23",75.580002,76.779999,75.370003,76.519997,3754700,76.056122
"2022-05-24",76.639999,78.300003,76.360001,78.120003,3539700,77.646431
"2022-05-25",77.309998,77.93,76.870003,77.489998,3733900,77.020241
"2022-05-26",78.389999,78.709999,77.580002,78.160004,4139100,77.686188
"2022-05-27",78.389999,79.07,78.139999,78.860001,2742300,78.381943
"2022-05-31",78.519997,79.309998,77.830002,78.809998,5916500,78.332237
"2022-06-01",79.010002,79.059998,77.919998,78.199997,3963400,77.725937
"2022-06-02",78.510002,79.300003,77.260002,79.269997,3588900,78.789452
"2022-06-03",79.019997,79.559998,78.760002,78.93,3150100,78.451515
"2022-06-06",79.199997,79.68,78.589996,78.779999,2715500,78.302422
"2022-06-07",77.989998,78.760002,77.599998,78.709999,6609400,78.232849
"2022-06-08",78.580002,78.599998,77.779999,77.870003,3131300,77.397942
"2022-06-09",78.089996,78.910004,76.720001,76.849998,6327300,76.384125
"2022-06-10",76.18,77.25,75.150002,76.629997,4294600,76.165451
"2022-06-13",75.43,76.830002,75.43,76.190002,4490600,75.728127
"2022-06-14",75.860001,76.040001,73.660004,74.269997,3960400,73.819763
"2022-06-15",74.379997,75.470001,73.059998,74.160004,6023400,73.710434
"2022-06-16",73.43,74.779999,72.690002,73.919998,5342900,73.471886
"2022-06-17",73.660004,74.43,73.010002,74.040001,11016400,73.591156
"2022-06-21",74.900002,76.580002,74.400002,76.459999,4456700,75.99649
"2022-06-22",76.529999,78.150002,76.360001,77.910004,4653700,77.437698
"2022-06-23",78.150002,79.18,78.120003,78.879997,3932400,78.401817
"2022-06-24",79.379997,80.519997,79.169998,80.379997,5193400,79.892723
"2022-06-27",79.559998,80.339996,79.360001,79.879997,4564600,79.395752
"2022-06-28",80,80.370003,78.769997,78.879997,3193800,78.401817
"2022-06-29",79.220001,79.989998,78.980003,79.669998,2156900,79.187027
