"","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
"2020-12-02",89.904999,91.782501,89.473648,91.397499,24440000,91.397499
"2020-12-03",91.2005,92.360001,91.1325,91.338501,24546000,91.338501
"2020-12-04",91.225998,91.657997,90.849503,91.399498,27564000,91.399498
"2020-12-07",90.949997,91.6185,90.289001,90.973999,26418000,90.973999
"2020-12-08",90.504997,91.095001,89.810249,90.927498,21926000,90.927498
"2020-12-09",90.600502,91.713501,88.390503,89.206497,30152000,89.206497
"2020-12-10",88.489998,89.065498,87.015999,88.766502,27256000,88.766502
"2020-12-11",88.153,89.222504,88,89.088501,24414000,89.088501
"2020-12-14",88.75,89.869499,87.860748,88.002998,32004000,88.002998
"2020-12-15",88.221001,88.570999,87.497498,88.388496,29646000,88.388496
"2020-12-16",88.643997,88.650002,87.804001,88.150002,30270000,88.150002
"2020-12-17",88.425499,88.589203,86.932999,87.394997,32494000,87.394997
"2020-12-18",87.709,87.755501,86.011002,86.550499,80328000,86.550499
"2020-12-21",85.675499,87.042503,84.949997,86.968498,36568000,86.968498
"2020-12-22",86.721497,86.870247,85.628754,86.175003,18734000,86.175003
"2020-12-23",86.405502,87.399498,86.251999,86.619003,20676000,86.619003
"2020-12-24",86.75,87.300003,86.455498,86.942497,6936000,86.942497
"2020-12-28",87.581749,89.5364,87.31675,88.804497,27860000,88.804497
"2020-12-29",89.389503,89.622002,87.804497,87.935997,25988000,87.935997
"2020-12-30",88.100502,88.254753,86.279999,86.975998,26122000,86.975998
"2020-12-31",86.771004,87.946503,86.771004,87.594002,20238000,87.594002
"2021-01-04",87.876999,88.032501,85.392502,86.412003,38038000,86.412003
"2021-01-05",86.25,87.383499,85.900749,87.045998,22906000,87.045998
"2021-01-06",85.1315,87.400002,84.949997,86.764503,52042000,86.764503
"2021-01-07",87.002998,89.419998,86.852501,89.362503,45300000,89.362503
"2021-01-08",89.399002,90.491997,88.67675,90.360497,41012000,90.360497
"2021-01-11",89.303497,89.715752,88.026001,88.335999,24194000,88.335999
"2021-01-12",87.695999,88.902,86.265503,87.327499,27140000,87.327499
"2021-01-13",86.929001,88.251747,86.900497,87.720001,21882000,87.720001
"2021-01-14",87.681,88.750504,86.669998,87.009003,23590000,87.009003
"2021-01-15",86.9095,87.800003,86.077499,86.809502,26844000,86.809502
"2021-01-19",87.612503,90.463753,87.072998,89.542999,34692000,89.542999
"2021-01-20",91.572998,95.185501,91.276497,94.345001,49806000,94.345001
"2021-01-21",94.900002,96.742996,94.355499,94.5625,41278000,94.5625
"2021-01-22",94.783997,95.547501,94.087997,95.052498,25442000,95.052498
"2021-01-25",96.033501,96.478996,93.376503,94.970001,38546000,94.970001
"2021-01-26",94.442001,96.25,94.21225,95.862,26262000,95.862
"2021-01-27",94.126503,94.5,90.449997,91.539497,54966000,91.539497
"2021-01-28",92.196999,94.941498,92.132004,93.155502,35462000,93.155502
"2021-01-29",92.308502,92.863998,90.510002,91.787003,32252000,91.787003
"2021-02-01",92.678497,96.119598,92.546501,95.067497,32044000,95.067497
"2021-02-02",96.127998,97.788002,95.724503,96.375504,45474000,96.375504
"2021-02-03",103.650002,105.824997,100.918999,103.503502,82364000,103.503502
"2021-02-04",103.444504,103.927498,102.129501,103.1185,37046000,103.1185
"2021-02-05",103.5,105.125504,102.966499,104.900002,30702000,104.900002
"2021-02-08",105.295502,106.177353,103.599998,104.6455,24838000,104.6455
"2021-02-09",103.927002,105.2565,103.927002,104.175499,17798000,104.175499
"2021-02-10",104.710503,105.418503,103.154503,104.768997,22710000,104.768997
"2021-02-11",104.975502,105.101501,103.865997,104.794502,18914000,104.794502
"2021-02-12",104.512497,105.441002,104.156502,105.205498,17114000,105.205498
"2021-02-16",105.218002,107.634003,105.218002,106.095001,22676000,106.095001
"2021-02-17",105,106.682999,104.945999,106.415497,21418000,106.415497
"2021-02-18",105.519501,106.636749,105.185501,105.860001,22432000,105.860001
"2021-02-19",105.963501,106.526497,104.870499,105.056999,29148000,105.056999
"2021-02-22",103.349998,104.570999,103.107002,103.244003,27350000,103.244003
"2021-02-23",101.250504,104.100502,100.100998,103.542999,33348000,103.542999
"2021-02-24",102.091499,105.039001,101.906502,104.758499,24966000,104.758499
"2021-02-25",103.372498,104.744003,101.064499,101.568001,36568000,101.568001
"2021-02-26",102.526001,103.550499,100.803001,101.843002,41670000,101.843002
"2021-03-01",102.825996,104.325996,102.305,104.0755,28090000,104.0755
"2021-03-02",103.809502,105.218498,103.563004,103.792,22692000,103.792
"2021-03-03",103.360497,104.425903,100.5,101.335503,29684000,101.335503
"2021-03-04",101.168503,104.461998,101.013496,102.454498,42360000,102.454498
"2021-03-05",103.655998,105.905502,102.320747,105.427002,43904000,105.427002
"2021-03-08",105.056503,106.440498,101.080498,101.208504,32948000,101.208504
"2021-03-09",103.5,103.902,102.391502,102.635002,33946000,102.635002
"2021-03-10",103.587997,103.75,101.668503,102.751503,25372000,102.751503
"2021-03-11",103.703003,106.285004,103.619003,105.738503,24782000,105.738503
"2021-03-12",104.25,104.513,102.377502,103.096001,34516000,103.096001
"2021-03-15",103.114998,103.352997,102.175499,103.324501,25962000,103.324501
"2021-03-16",103.949501,106.178001,103.5,104.625999,29832000,104.625999
"2021-03-17",103.801498,105.488998,102.699997,104.554001,25980000,104.554001
"2021-03-18",103.050003,103.775002,101.677498,101.810997,27228000,101.810997
"2021-03-19",102.102501,102.654999,100.884003,102.160004,46298000,102.160004
"2021-03-22",102.092003,102.899498,101.303497,101.929497,39096000,101.929497
"2021-03-23",102.584999,103.615097,101.960999,102.648003,27340000,102.648003
"2021-03-24",103.268501,103.9105,102.077751,102.252998,23080000,102.252998
"2021-03-25",102.240501,102.943497,100.536499,102.218002,28378000,102.218002
"2021-03-26",101.943001,102.5495,100.700996,101.777496,29870000,101.777496
"2021-03-29",101.393997,102.921501,100.780998,102.797501,24596000,102.797501
"2021-03-30",102.8815,103.539001,102.2015,102.777,20732000,102.777
"2021-03-31",102.956001,104.666351,102.83725,103.431503,29198000,103.431503
"2021-04-01",104.897499,107.147003,104.844498,106.887497,33980000,106.887497
"2021-04-05",107.647003,111.865501,107.581001,111.277496,43298000,111.277496
"2021-04-06",111.125,111.883003,110.739998,111.237503,27060000,111.237503
"2021-04-07",111.306503,112.75,111.266502,112.484001,25798000,112.484001
"2021-04-08",113.898003,114.200249,112.884003,113.272003,27166000,113.272003
"2021-04-09",112.834999,114.452003,112.685699,114.293999,20888000,114.293999
"2021-04-12",113.3125,113.765999,111.923248,112.739502,31318000,112.739502
"2021-04-13",113.073502,113.860497,112.804497,113.363503,23310000,113.363503
"2021-04-14",113.758003,113.899498,112.459503,112.741997,20220000,112.741997
"2021-04-15",113.848999,115.329849,113.300003,114.833,27472000,114.833
"2021-04-16",115.150002,115.321999,114.222504,114.888,22596000,114.888
"2021-04-19",114.598999,115.922501,114.39225,115.120003,24688000,115.120003
"2021-04-20",115.394501,115.480003,113.585503,114.681503,21774000,114.681503
"2021-04-21",114.262497,114.765999,112.928497,114.664497,23930000,114.664497
"2021-04-22",114.661499,115.188103,112.822502,113.396004,21096000,113.396004
"2021-04-23",114.1735,116.291,113.9105,115.764999,28670000,115.764999
"2021-04-26",115.996498,117.063004,115.692001,116.336998,20834000,116.336998
"2021-04-27",116.800003,116.872498,115.213501,115.356003,31972000,115.356003
"2021-04-28",120.357246,122.618896,118.7425,118.995499,59728000,118.995499
"2021-04-29",120.516502,121.825996,120.113998,121.494499,39554000,121.494499
"2021-04-30",120.224503,121.357002,120.108002,120.505997,39142000,120.505997
"2021-05-03",120.136002,120.985001,119.224998,119.758499,33788000,119.758499
"2021-05-04",118.487,118.962997,115.584999,117.712502,35120000,117.712502
"2021-05-05",118.420998,119.110001,117.570503,117.836998,21806000,117.836998
"2021-05-06",117.531998,119.135498,117.116898,119.067497,20618000,119.067497
"2021-05-07",120,120.820503,119.5,119.934502,23272000,119.934502
"2021-05-10",118.744499,118.900002,116.736504,117.083,26006000,117.083
"2021-05-11",114.593002,116.099998,114.150002,115.438004,32110000,115.438004
"2021-05-12",113.085503,114.268501,111.502502,111.954002,34934000,111.954002
"2021-05-13",113.054497,113.830048,112.136002,113.098503,26670000,113.098503
"2021-05-14",114.591499,116.056999,114.166,115.807999,26624000,115.807999
"2021-05-17",115.466003,116.167,114.75,116.070503,19842000,116.070503
"2021-05-18",116.845299,117.157501,115.157997,115.171501,17302000,115.171501
"2021-05-19",113.220001,115.837997,113.176003,115.435501,19350000,115.435501
"2021-05-20",116.402,118.016998,116.054497,117.804497,23832000,117.804497
"2021-05-21",118.2995,118.449997,117.1185,117.254997,22832000,117.254997
"2021-05-24",118.349998,120.924004,118.005501,120.333504,21244000,120.333504
"2021-05-25",121,121.644501,120.149498,120.453499,18838000,120.453499
"2021-05-26",120.641747,122.147202,120.625748,121.676498,21856000,121.676498
"2021-05-27",121.847,122,120.099998,120.125504,38962000,120.125504
"2021-05-28",121.098,121.406998,120.384499,120.578003,24108000,120.578003
"2021-06-01",121.099998,121.898552,120.244003,121.490501,19166000,121.490501
"2021-06-02",121.765503,122.099998,120.209999,121.064003,17158000,121.064003
"2021-06-03",119.750999,120.487251,119.141502,120.230499,18346000,120.230499
"2021-06-04",121.125999,122.692947,120.888496,122.587997,25948000,122.587997
"2021-06-07",122.566002,123.400002,122.05365,123.304497,23850000,123.304497
"2021-06-08",123.995003,124.724747,123.412003,124.142502,25060000,124.142502
"2021-06-09",124.974998,125.25,124.366501,124.57,20126000,124.57
"2021-06-10",124.7005,126.163002,124.699997,126.080002,31234000,126.080002
"2021-06-11",126.246002,126.349503,124.914497,125.696503,25240000,125.696503
"2021-06-14",125.669502,126.411499,125.046997,126.351997,22550000,126.351997
"2021-06-15",126.522003,126.862,125.648499,126.032997,22182000,126.032997
"2021-06-16",126.247498,126.523499,124.149948,125.696503,26316000,125.696503
"2021-06-17",125.523003,127.196503,125.514999,126.371002,25756000,126.371002
"2021-06-18",125.705498,126.389,124.602997,125.567497,53306000,125.567497
"2021-06-21",125.739998,127.036751,125.134247,126.455002,26256000,126.455002
"2021-06-22",126.449997,127.269997,126.026497,126.999496,20984000,126.999496
"2021-06-23",126.550003,127.795998,126.251999,126.461502,19694000,126.461502
"2021-06-24",127.053497,127.5355,126.959999,127.281998,18934000,127.281998
"2021-06-25",126.957001,127.504997,126.444,126.995003,33484000,126.995003
"2021-06-28",127,127.336998,125.973801,126.819504,28110000,126.819504
"2021-06-29",126.772499,127,125.436996,126.018501,20950000,126.018501
"2021-06-30",125.653549,125.800003,124.7575,125.316002,24006000,125.316002
"2021-07-01",124.849747,126.462502,124.849747,126.3685,17120000,126.3685
"2021-07-02",126.8395,128.848007,126.768997,128.718994,21160000,128.718994
"2021-07-06",129.449493,129.884506,128.408997,129.770996,21350000,129.770996
"2021-07-07",130.341003,130.639893,129.759995,130.077499,16680000,130.077499
"2021-07-08",128.25,130.032501,128.039993,129.177002,19780000,129.177002
"2021-07-09",128.944504,129.849503,128.943497,129.574493,15106000,129.574493
"2021-07-12",129.833496,130.770004,129.600006,130.563995,16944000,130.563995
"2021-07-13",130.8815,132.042007,130.636993,130.994507,16618000,130.994507
"2021-07-14",131.901505,132.996002,131.897995,132.082504,17912000,132.082504
"2021-07-15",132.5,132.595001,130.598007,131.266495,16586000,131.266495
"2021-07-16",131.641006,132.182999,130.821503,131.845505,14856000,131.845505
"2021-07-19",131.155502,131.246994,128.537003,129.253998,25710000,129.253998
"2021-07-20",130.003998,132.001343,129.1884,131.101501,19084000,131.101501
"2021-07-21",130.787003,132.617249,130.601501,132.600494,14742000,132.600494
"2021-07-22",132.649994,133.504501,132.399994,133.328506,13608000,133.328506
"2021-07-23",135.259995,138.808502,134.7005,137.815994,26378000,137.815994
"2021-07-26",138.25,139.712997,137.651001,139.644501,23052000,139.644501
"2021-07-27",140.011002,140.011002,135.100006,136.796494,42164000,136.796494
"2021-07-28",138.561996,139.675995,136.350006,136.3815,54688000,136.3815
"2021-07-29",136.3806,137.151505,136.138,136.540497,19284000,136.540497
"2021-07-30",135.511002,135.771347,134.814194,135.220993,23954000,135.220993
"2021-08-02",135.484497,136.020493,134.669495,135.989502,20140000,135.989502
"2021-08-03",136,136.335495,134.183502,136.279999,19064000,136.279999
"2021-08-04",136.249496,136.537994,135.414993,136.028503,16528000,136.028503
"2021-08-05",136.028503,136.949997,135.600006,136.940002,11866000,136.940002
"2021-08-06",136.294998,137.080048,136.046494,137.035995,13560000,137.035995
"2021-08-09",136.949005,138.321503,136.428757,138.001999,12374000,138.001999
"2021-08-10",138.079498,138.551498,137.226501,138.096497,16034000,138.096497
"2021-08-11",138.283005,138.847748,137.350006,137.689499,15204000,137.689499
"2021-08-12",137.712997,138.417999,136.779007,138.389496,14646000,138.389496
"2021-08-13",138.357498,138.673996,138.005005,138.406006,12580000,138.406006
"2021-08-16",138,138.990494,136.165756,138.916,18040000,138.916
"2021-08-17",138.190994,138.718506,136.787506,137.300507,21272000,137.300507
"2021-08-18",137.115494,138.294006,136.421005,136.570007,14934000,136.570007
"2021-08-19",135.467499,137.451996,135.356003,136.913498,18296000,136.913498
"2021-08-20",137.082993,138.614502,136.466995,138.436996,15564000,138.436996
"2021-08-23",138.998505,142.177002,138.747955,141.099503,21090000,141.099503
"2021-08-24",141.543503,143.007507,141.3535,142.398499,15126000,142.398499
"2021-08-25",142.882996,143.313004,142.439499,142.949997,12838000,142.949997
"2021-08-26",142.6185,143.134796,142.091507,142.123001,14922000,142.123001
"2021-08-27",142.112503,145.011002,142.020004,144.550507,24562000,144.550507
"2021-08-30",144.704498,146.489502,144.600006,145.469498,16916000,145.469498
"2021-08-31",145.884506,146.112,145,145.462006,26756000,145.462006
"2021-09-01",145.649994,146.820496,145.614502,145.841995,15824000,145.841995
"2021-09-02",145.949493,146.324997,144.106506,144.218994,21844000,144.218994
"2021-09-03",144.145996,145.376999,143.505005,144.774994,19104000,144.774994
"2021-09-07",144.749496,145.824005,144.541,145.518997,15170000,145.518997
"2021-09-08",145.393494,145.550995,144.199997,144.883499,15486000,144.883499
"2021-09-09",144.883499,145.669495,144.434006,144.913498,14798000,144.913498
"2021-09-10",145.443497,146.018997,141.741501,141.921005,32896000,141.921005
"2021-09-13",143.201004,144.190994,142.282501,143.464996,20176000,143.464996
"2021-09-14",144.160995,144.727493,142.905502,143.406006,18916000,143.406006
"2021-09-15",143.759003,145.581497,142.255997,145.205994,20648000,145.205994
"2021-09-16",145.121002,145.199997,143.416351,144.373505,20292000,144.373505
"2021-09-17",143.798492,144.249496,141.061493,141.463501,60040000,141.463501
"2021-09-20",139.000198,139.362503,137.052994,139.016998,34918000,139.016998
"2021-09-21",140.117004,140.8116,138.905502,139.6465,18130000,139.6465
"2021-09-22",140.050507,141.583496,139.471756,140.938507,22068000,140.938507
"2021-09-23",141.609497,142.252457,141.096497,141.826508,17272000,141.826508
"2021-09-24",140.945999,142.903503,140.850494,142.632996,14950000,142.632996
"2021-09-27",141.585495,142.5,140.5,141.501007,18844000,141.501007
"2021-09-28",139.088501,139.606506,135.699997,136.184006,42190000,136.184006
"2021-09-29",137.109695,137.398499,134.25,134.520996,26338000,134.520996
"2021-09-30",134.324997,135.589996,133,133.265503,35294000,133.265503
"2021-10-01",133.554504,137.070999,133.377502,136.462494,28388000,136.462494
"2021-10-04",135.699493,135.699997,131.166504,133.764999,31530000,133.764999
"2021-10-05",134,137.362,134,136.177002,24126000,136.177002
"2021-10-06",134.625504,137.852005,134.486496,137.354004,19764000,137.354004
"2021-10-07",138.863007,140.154449,138.563004,139.185501,18250000,139.185501
"2021-10-08",139.906006,140.317001,139.429352,140.056,18924000,140.056
"2021-10-11",139.800003,140.763657,138.806503,138.847504,16584000,138.847504
"2021-10-12",139.637497,139.695007,136.25,136.712997,22536000,136.712997
"2021-10-13",137.75,138.550003,136.976501,137.899994,16380000,137.899994
"2021-10-14",139.951996,141.651505,139.339005,141.412003,21426000,141.412003
"2021-10-15",142.199997,142.199997,141.064499,141.675003,21250000,141.675003
"2021-10-18",141.213501,142.998749,141.213501,142.960495,16564000,142.960495
"2021-10-19",143.291504,144.106995,143.095993,143.822006,15316000,143.822006
"2021-10-20",144.222504,144.247757,141.912003,142.414993,17940000,142.414993
"2021-10-21",142.192001,142.849503,141.636993,142.780502,14850000,142.780502
"2021-10-22",140.350998,141.558502,137.170502,138.625,30182000,138.625
"2021-10-25",138.810501,139.205795,136.748505,138.772995,21082000,138.772995
"2021-10-26",140.606003,140.839493,139.005493,139.671997,28258000,139.671997
"2021-10-27",139.902496,149.117996,139.902496,146.427505,51850000,146.427505
"2021-10-28",147.298996,147.4245,144.763504,146.128998,32418000,146.128998
"2021-10-29",145.520004,148.613007,145.166504,148.270493,28954000,148.270493
"2021-11-01",148.164993,148.399506,143.579498,143.774002,32272000,143.774002
"2021-11-02",144.809402,146.920502,144.641006,145.863007,21150000,145.863007
"2021-11-03",146.274994,146.910507,145.053497,146.789993,17886000,146.789993
"2021-11-04",147.199997,149.949997,146.634995,148.682999,24700000,148.682999
"2021-11-05",149.3535,150.570755,148.651993,149.240997,20408000,149.240997
"2021-11-08",150,151.0345,149.119995,149.351501,18388000,149.351501
"2021-11-09",149.746002,150.378494,147.507004,149.248505,16876000,149.248505
"2021-11-10",148.00975,148.699997,145.324997,146.626007,22708000,146.626007
"2021-11-11",147.106995,148.502243,146.694504,146.748001,12464000,146.748001
"2021-11-12",147.831497,149.859497,146.453995,149.645493,17048000,149.645493
"2021-11-15",150,150.477005,148.652496,149.388,16248000,149.388
"2021-11-16",149.170502,149.832504,148.350006,149.076004,17254000,149.076004
"2021-11-17",149.229004,149.626007,148.563004,149.061996,15290000,149.061996
"2021-11-18",149.145996,151.610001,148.998505,150.709,26658000,150.709
"2021-11-19",151,151.850006,149.887497,149.952499,19766000,149.952499
"2021-11-22",150.141754,150.744507,147.005493,147.078506,24608000,147.078506
"2021-11-23",147.113007,147.694,144.889496,146.757004,18126000,146.757004
"2021-11-24",146.350006,147,145.199005,146.717499,16464000,146.717499
"2021-11-26",145.015503,145.296997,142.485504,142.806,16992000,142.806
"2021-11-29",144.298492,146.862,144.298492,146.113998,26276000,146.113998
"2021-11-30",145.450256,146.628494,142.065994,142.451996,41590000,142.451996
"2021-12-01",144.212494,146.499146,141.5,141.617996,28476000,141.617996
"2021-12-02",141.824005,144.675003,140.981995,143.776505,21250000,143.776505
"2021-12-03",144.495499,145.212997,141.149994,142.520493,26688000,142.520493
"2021-12-06",143.574005,144.351501,140.647003,143.796494,22198000,143.796494
"2021-12-07",145.949997,148.300003,145.702499,148.036499,23258000,148.036499
"2021-12-08",148.331497,149.156494,147.199997,148.720505,18964000,148.720505
"2021-12-09",148.175995,149.604996,147.529007,148.106003,18580000,148.106003
"2021-12-10",149.100006,149.399994,147.357498,148.675003,21634000,148.675003
"2021-12-13",148.444,148.5625,146.360001,146.704498,24104000,146.704498
"2021-12-14",144.770004,145.442001,142.242493,144.970505,24778000,144.970505
"2021-12-15",144.365997,147.517242,142.705505,147.3685,27280000,147.3685
"2021-12-16",148.076996,148.551498,144.092499,144.838501,27400000,144.838501
"2021-12-17",142.714493,144.460098,141.787994,142.802994,43404000,142.802994
"2021-12-20",140.679596,142.610504,140.25,142.401505,20264000,142.401505
"2021-12-21",143.149994,144.692047,141.735001,144.220505,19548000,144.220505
"2021-12-22",144.100006,147.302994,143.962997,146.949005,18438000,146.949005
"2021-12-23",147.089493,148.572601,146.950851,147.142502,13818000,147.142502
"2021-12-27",147.463501,148.426498,147.25,148.063995,13256000,148.063995
"2021-12-28",148.374496,148.374496,145.935501,146.447998,18624000,146.447998
"2021-12-29",146.429504,147.183746,145.504501,146.504501,17022000,146.504501
"2021-12-30",146.449997,147.0625,145.758499,146.002502,12978000,146.002502
"2021-12-31",145.544006,146.365005,144.677505,144.679504,17298000,144.679504
