"","DPZ.Open","DPZ.High","DPZ.Low","DPZ.Close","DPZ.Volume","DPZ.Adjusted"
"2020-08-18",410,413.730011,406.170013,411.450012,439300,404.087738
"2020-08-19",413.450012,416.299988,408.019989,414.230011,612300,406.817932
"2020-08-20",413.329987,419.660004,412.820007,418.329987,511100,410.844543
"2020-08-21",419.940002,423.549988,416.730011,419.700012,368200,412.190094
"2020-08-24",423.019989,424.720001,416.769989,418.98999,456000,411.492737
"2020-08-25",418.230011,419.839996,411.059998,419.359985,379900,411.856171
"2020-08-26",417.559998,419.720001,414.920013,418.089996,349500,410.608887
"2020-08-27",418.089996,422.950012,416.299988,416.320007,370200,408.870575
"2020-08-28",414.769989,419.369995,412.01001,415.980011,321800,408.536591
"2020-08-31",418,418.279999,407.160004,408.959991,670700,401.642242
"2020-09-01",408.440002,411.720001,405.649994,410.149994,502500,402.810944
"2020-09-02",409.859985,413.179993,402.619995,403.600006,585400,396.378143
"2020-09-03",403,403.309998,389.640015,397.5,802500,390.387299
"2020-09-04",397.609985,401.200012,376.329987,381.809998,857900,374.977997
"2020-09-08",381.570007,386.649994,376.109985,376.320007,683100,369.586304
"2020-09-09",382.5,387.690002,380.480011,382.070007,594300,375.233429
"2020-09-10",383.940002,395.179993,383.130005,388.970001,728300,382.009918
"2020-09-11",401.390015,401.980011,392.940002,394.679993,720000,387.617767
"2020-09-14",395.450012,397.589996,385.26001,388.519989,521900,382.323517
"2020-09-15",389.73999,394.720001,387.390015,389.519989,444200,383.307648
"2020-09-16",390.720001,394.01001,385.980011,385.980011,411400,379.824127
"2020-09-17",386.720001,395.440002,385.829987,395.070007,524200,388.769135
"2020-09-18",393.410004,398.049988,388.899994,397.589996,779800,391.248932
"2020-09-21",395.440002,405.959991,392.079987,404.970001,655100,398.51123
"2020-09-22",404.959991,414.920013,400.899994,413.75,560100,407.151184
"2020-09-23",414.570007,421.149994,409.769989,413.540009,577600,406.944489
"2020-09-24",413.25,417.549988,408.549988,413.299988,462200,406.708344
"2020-09-25",414.600006,418.279999,410.380005,418.079987,346100,411.412079
"2020-09-28",416.440002,423.109985,414.880005,421.540009,415800,414.816956
"2020-09-29",422.200012,428.540009,420.649994,423.459991,390700,416.70636
"2020-09-30",425,428,421.769989,425.279999,464800,418.497284
"2020-10-01",427.109985,430.910004,424.529999,426.98999,528300,420.180054
"2020-10-02",425.51001,435.140015,424.51001,433.779999,431700,426.861694
"2020-10-05",433.660004,435.579987,423.98999,424.940002,1024200,418.16272
"2020-10-06",426.549988,433.519989,425.369995,427.529999,646900,420.711395
"2020-10-07",429.799988,433.450012,425.769989,431.049988,952600,424.175232
"2020-10-08",405.899994,410.920013,394.899994,401.01001,3793100,394.61438
"2020-10-09",403,404.549988,386.640015,390.950012,2517000,384.714813
"2020-10-12",392,395.940002,388.019989,392.579987,1207400,386.318817
"2020-10-13",393.619995,407.880005,392.730011,407.720001,1255300,401.217316
"2020-10-14",408.410004,411.399994,402.570007,403.209991,871500,396.779297
"2020-10-15",402.609985,405.630005,400.209991,401.839996,664500,395.431122
"2020-10-16",401.720001,403.670013,396.399994,399.450012,530600,393.079285
"2020-10-19",400.730011,400.730011,393.549988,394.890015,380300,388.59198
"2020-10-20",394.570007,397.809998,391.769989,394.410004,487100,388.119629
"2020-10-21",393.670013,393.709991,388.809998,389.950012,523400,383.730774
"2020-10-22",390,393.459991,387.179993,391.73999,442200,385.492249
"2020-10-23",390,394.540009,386.329987,394.100006,466400,387.814575
"2020-10-26",393.079987,396.73999,389.549988,394.609985,500700,388.316437
"2020-10-27",396.970001,398.709991,392.540009,397.029999,421800,390.697845
"2020-10-28",394.850006,394.850006,383.640015,384,719000,377.875671
"2020-10-29",385.649994,392.75,382.190002,386.720001,484700,380.552246
"2020-10-30",385,386.76001,373.429993,378.320007,689700,372.286255
"2020-11-02",377.790009,380.350006,370.570007,376.029999,601200,370.032776
"2020-11-03",379.619995,386.350006,377.119995,383.23999,467200,377.127747
"2020-11-04",386.720001,394.470001,384,392.519989,473500,386.259827
"2020-11-05",393.839996,398.25,390.880005,396.220001,616300,389.900787
"2020-11-06",394.01001,402.329987,390.51001,399.850006,477600,393.4729
"2020-11-09",387.209991,389.5,369.220001,376.549988,1336800,370.544434
"2020-11-10",375,386.920013,370.26001,381.670013,811200,375.582794
"2020-11-11",383.76001,396.140015,383.040009,394.670013,647600,388.375519
"2020-11-12",394.630005,401,386.850006,390.549988,608000,384.321167
"2020-11-13",390.170013,393.790009,387.709991,389.600006,321300,383.386322
"2020-11-16",384.290009,392.649994,383.01001,384.820007,669000,378.682556
"2020-11-17",385.459991,391.309998,384.410004,384.470001,381400,378.338165
"2020-11-18",385.660004,387.299988,382.309998,382.459991,382000,376.360229
"2020-11-19",384.309998,387.679993,383.01001,385.040009,392600,378.899078
"2020-11-20",386.869995,390.899994,384.5,389.559998,395600,383.346985
"2020-11-23",391,393.98999,385.179993,387.209991,487400,381.034454
"2020-11-24",387.359985,387.359985,379.519989,383.130005,662200,377.019562
"2020-11-25",384.779999,385.410004,380.910004,383.440002,369600,377.324615
"2020-11-27",387,392.48999,385.019989,390.470001,283100,384.242432
"2020-11-30",388.579987,393.079987,386.100006,392.570007,948800,386.30899
"2020-12-01",391,393.269989,386.899994,391.75,605600,385.502075
"2020-12-02",393,394.309998,386.769989,387.829987,442100,381.644531
"2020-12-03",387.950012,391.480011,383.079987,383.380005,393600,377.265503
"2020-12-04",383.450012,385.869995,382.549988,382.98999,390800,376.881775
"2020-12-07",383.380005,392.040009,382.420013,384.549988,594700,378.41684
"2020-12-08",386.079987,389.209991,383.820007,386.690002,360700,380.522736
"2020-12-09",387.329987,390,384.109985,384.970001,391100,378.8302
"2020-12-10",382.869995,386.690002,379.420013,386.049988,424300,379.892975
"2020-12-11",386.920013,387.119995,381.970001,383.369995,350300,377.255707
"2020-12-14",382,387.579987,381.51001,383.230011,512300,377.88678
"2020-12-15",384.51001,389.049988,383.279999,384.679993,505900,379.316589
"2020-12-16",386.399994,387.76001,381.700012,382.519989,515000,377.186676
"2020-12-17",385.720001,395.690002,384.470001,395.160004,804700,389.650452
"2020-12-18",396.98999,398.109985,392.5,396.709991,997100,391.178833
"2020-12-21",392.679993,398.470001,389.399994,397.179993,527800,391.642273
"2020-12-22",396.369995,398.720001,392.709991,398.720001,438500,393.160797
"2020-12-23",398,404.570007,396.179993,403.75,566900,398.120728
"2020-12-24",402.519989,404.559998,395.660004,396.730011,184300,391.198578
"2020-12-28",400.109985,403.619995,396.540009,400.179993,587600,394.600433
"2020-12-29",399.040009,400,382.429993,384.359985,929400,379.001007
"2020-12-30",385.700012,389.880005,383.619995,384.619995,491900,379.257416
"2020-12-31",384.600006,385.399994,379.619995,383.459991,425700,378.113586
"2021-01-04",383,383.299988,377.019989,379.5,663400,374.208771
"2021-01-05",378,382.220001,377.809998,381.339996,547100,376.023102
"2021-01-06",378.01001,385.700012,377.420013,384.869995,629700,379.503967
"2021-01-07",378.109985,387.290009,378.109985,383.190002,528900,377.847382
"2021-01-08",382.279999,388.940002,381.190002,388.829987,491500,383.408722
"2021-01-11",389.51001,397.399994,387.950012,390.540009,629800,385.094879
"2021-01-12",391.910004,394.309998,384.200012,385.5,561900,380.125153
"2021-01-13",385,387.890015,381.820007,381.859985,443000,376.535889
"2021-01-14",385.429993,385.429993,373.640015,373.799988,655800,368.588257
"2021-01-15",374.799988,377.230011,371.339996,375.230011,494800,369.998352
"2021-01-19",377.899994,379.619995,372.579987,372.649994,510400,367.454315
"2021-01-20",373.5,379.230011,371,379,412800,373.715729
"2021-01-21",379,382.73999,376,381.119995,500600,375.806244
"2021-01-22",381.570007,381.570007,375.859985,380.369995,341400,375.066681
"2021-01-25",381.23999,384,376.649994,378.48999,424200,373.21286
"2021-01-26",378.5,380.98999,374,378.839996,581500,373.557983
"2021-01-27",376.869995,381,371.040009,376.910004,635700,371.654907
"2021-01-28",378.23999,378.23999,366.5,371.600006,763200,366.418945
"2021-01-29",371.329987,376.980011,369.709991,370.76001,506300,365.590668
"2021-02-01",370,375.98999,368.25,371.420013,471700,366.241425
"2021-02-02",374.600006,382.869995,373.640015,377.220001,460200,371.960602
"2021-02-03",376.679993,379.850006,372,373.329987,495500,368.124817
"2021-02-04",373.769989,374.470001,371,373,456500,367.799438
"2021-02-05",374.070007,382.100006,373.48999,377.230011,518600,371.970428
"2021-02-08",375.290009,380.48999,374.51001,380.059998,443500,374.760956
"2021-02-09",380.299988,384.299988,379.040009,382.959991,399700,377.620544
"2021-02-10",384.019989,386.480011,381.089996,382.059998,465800,376.733124
"2021-02-11",383.269989,385.940002,380.98999,385.200012,462100,379.829315
"2021-02-12",385.070007,388.049988,382.309998,385.170013,355200,379.799744
"2021-02-16",386.170013,387.459991,377.679993,377.920013,469600,372.650848
"2021-02-17",377.100006,377.100006,370.670013,376.48999,534200,371.240753
"2021-02-18",375.670013,378.899994,374.459991,377.140015,302900,371.881714
"2021-02-19",378.079987,378.23999,371,371.459991,501100,366.280914
"2021-02-22",371,371.98999,361.190002,365.160004,768900,360.068726
"2021-02-23",364,369.029999,358.359985,366.73999,639000,361.626678
"2021-02-24",367.350006,368.470001,360.01001,364.589996,624800,359.506683
"2021-02-25",340,344.190002,331.220001,339,2628600,334.273468
"2021-02-26",339.26001,348.640015,337.100006,346.51001,1340600,341.678802
"2021-03-01",349.559998,349.600006,344.519989,345.059998,1157600,340.248993
"2021-03-02",345.570007,347.5,340.940002,343.01001,592200,338.22757
"2021-03-03",340.980011,342.640015,332.279999,332.730011,802000,328.090942
"2021-03-04",332.929993,338.920013,326.660004,330.529999,768500,325.92157
"2021-03-05",330.190002,331.390015,319.709991,330.23999,736000,325.63559
"2021-03-08",330,336.600006,325.630005,333.51001,991200,328.860046
"2021-03-09",339.359985,354.609985,337.079987,354.079987,1405000,349.143188
"2021-03-10",356.630005,360.73999,352.459991,357.929993,1581900,352.939545
"2021-03-11",358.75,362.450012,355.089996,358.369995,990600,353.373413
"2021-03-12",353.730011,361.630005,353.230011,361.109985,683100,357.011597
"2021-03-15",361.75,363.170013,357.5,362.970001,758300,358.850525
"2021-03-16",365.070007,367.619995,362.339996,366.01001,687700,361.856018
"2021-03-17",363.220001,364.380005,359.309998,363.25,646400,359.12738
"2021-03-18",360.76001,364.459991,355.269989,363.820007,583900,359.690857
"2021-03-19",365.399994,366.579987,361.73999,363.700012,898200,359.572205
"2021-03-22",363.709991,370.320007,363.5,369.320007,555400,365.128479
"2021-03-23",369.709991,374.940002,367.679993,374.420013,608500,370.170593
"2021-03-24",374.01001,374.029999,363.570007,366.220001,751400,362.063629
"2021-03-25",366.119995,368.450012,364.01001,367.600006,627800,363.427948
"2021-03-26",366.25,372.049988,365.049988,371.839996,483100,367.619843
"2021-03-29",372.410004,377.980011,370.029999,372.079987,460400,367.857086
"2021-03-30",370.600006,370.980011,365.579987,368.130005,548900,363.951935
"2021-03-31",369.529999,372.339996,366.769989,367.790009,513700,363.615845
"2021-04-01",370,376.730011,367.480011,373.380005,567600,369.142365
"2021-04-05",373,373.75,367.290009,371.640015,701700,367.42215
"2021-04-06",374.369995,384,372.809998,380.679993,510000,376.359528
"2021-04-07",380.25,383.970001,377.350006,382.299988,282800,377.961121
"2021-04-08",385.5,387.01001,381.149994,383.920013,362200,379.562775
"2021-04-09",382.869995,390.429993,382.679993,390.350006,440600,385.919769
"2021-04-12",391.070007,392.570007,387.350006,390.619995,420000,386.186676
"2021-04-13",392.220001,397.329987,391.079987,394.929993,494900,390.447784
"2021-04-14",394.609985,396.269989,387.619995,390.640015,401400,386.206543
"2021-04-15",392,393.429993,388.399994,392.98999,454000,388.529785
"2021-04-16",395,396.01001,392.309998,394.829987,253500,390.348907
"2021-04-19",393.579987,399.390015,393.579987,397.959991,407700,393.44339
"2021-04-20",398.279999,402.160004,396.51001,398.049988,563600,393.532379
"2021-04-21",398.140015,398.140015,393.589996,394.799988,348200,390.319244
"2021-04-22",396.049988,400.579987,393.5,398.76001,429400,394.234283
"2021-04-23",399.549988,401.019989,395.5,397.709991,368300,393.196259
"2021-04-26",398.940002,402.670013,395.609985,400.209991,434800,395.667847
"2021-04-27",400.019989,403.380005,399.48999,401.029999,456600,396.478577
"2021-04-28",401.029999,408.73999,399.470001,403.950012,904100,399.365417
"2021-04-29",401.440002,419.359985,391.26001,415.980011,1139000,411.258942
"2021-04-30",415.980011,428.779999,415.73999,422.339996,733900,417.546692
"2021-05-03",426.799988,435.670013,424.640015,433.589996,793500,428.669006
"2021-05-04",430.820007,436.630005,430,433.98999,744300,429.064484
"2021-05-05",436,436.959991,428.100006,431.890015,713100,426.988342
"2021-05-06",434.480011,436.519989,428.440002,430.029999,525200,425.149445
"2021-05-07",430.600006,434.26001,430.600006,432.470001,566000,427.561737
"2021-05-10",432.579987,435.5,428.339996,431.070007,596700,426.177643
"2021-05-11",428.619995,430.01001,419.48999,422.339996,730300,417.546692
"2021-05-12",420,447.5,419.23999,425.440002,1772100,420.611542
"2021-05-13",425.279999,431.660004,422.290009,422.399994,594900,417.606049
"2021-05-14",424.309998,430.079987,423.51001,427.290009,636200,422.440552
"2021-05-17",428.200012,435.079987,428.200012,432.859985,713800,427.947266
"2021-05-18",433.779999,441.790009,432.679993,432.859985,695500,427.947266
"2021-05-19",429.359985,434.890015,424.459991,431.950012,564800,427.047668
"2021-05-20",430.299988,437.619995,428.350006,428.940002,1039100,424.071808
"2021-05-21",429.5,432.070007,425.73999,427.649994,870900,422.796417
"2021-05-24",429.190002,433.140015,420.690002,420.899994,695700,416.123047
"2021-05-25",416.519989,422.329987,414,421.040009,702400,416.261475
"2021-05-26",421.640015,424.640015,419.279999,420.690002,429300,415.915436
"2021-05-27",421.940002,426.140015,418.790009,423.970001,471700,419.158203
"2021-05-28",421.230011,429.399994,421.230011,426.869995,458400,422.025238
"2021-06-01",430.329987,430.940002,422.299988,423,434800,418.199219
"2021-06-02",423.619995,429.309998,422.049988,426.200012,552000,421.362915
"2021-06-03",426.23999,428.98999,424.190002,425.119995,418000,420.295135
"2021-06-04",426.25,431.160004,425.459991,431.140015,516400,426.246857
"2021-06-07",432.079987,438.420013,430.290009,437.920013,519300,432.94986
"2021-06-08",439.98999,452.970001,439.26001,443.359985,684500,438.328125
"2021-06-09",442.859985,446.880005,442.399994,442.709991,331600,437.685516
"2021-06-10",442.929993,449.940002,442.929993,448.429993,446100,443.340576
"2021-06-11",447.940002,453.809998,447.940002,452.959991,459100,447.819153
"2021-06-14",450.579987,451.929993,445.890015,448.160004,473000,443.995087
"2021-06-15",450.149994,450.410004,444.410004,445.76001,404800,441.617371
"2021-06-16",447.019989,449.070007,445.380005,447.589996,626400,443.430359
"2021-06-17",448.890015,462.230011,448.890015,457.200012,595400,452.95108
"2021-06-18",455.980011,462.100006,453.640015,460.190002,1148500,455.913269
"2021-06-21",460.950012,465.149994,457.829987,459.459991,624800,455.190033
"2021-06-22",459.809998,462.160004,458.23999,459.820007,452700,455.546692
"2021-06-23",458.279999,460.630005,454.640015,456.75,406300,452.505249
"2021-06-24",460.26001,466.609985,458.459991,459.809998,480400,455.536774
"2021-06-25",458,464.559998,456.450012,457.980011,960600,453.723846
"2021-06-28",458.459991,464.299988,457.220001,463.529999,451400,459.222198
"2021-06-29",463.01001,466.660004,460.809998,463.450012,439200,459.143005
"2021-06-30",465.220001,469.25,463.940002,466.48999,747800,462.154724
"2021-07-01",466.73999,467.609985,461.26001,466.019989,440500,461.689087
"2021-07-02",468.570007,475.570007,466.26001,474.23999,404000,469.832703
"2021-07-06",469.880005,477.850006,469.880005,476.609985,466400,472.180664
"2021-07-07",477.390015,479.269989,471.850006,478.179993,432300,473.736053
"2021-07-08",474.570007,478.570007,472.019989,474.549988,537500,470.139832
"2021-07-09",476.25,479.670013,475.100006,477.559998,427200,473.121857
"2021-07-12",480,482.609985,478.670013,480.109985,383700,475.648163
"2021-07-13",480.040009,491.420013,479.230011,485.679993,476500,481.166351
"2021-07-14",485.190002,488.220001,482.790009,485.320007,280300,480.809723
"2021-07-15",488.200012,488.640015,482.130005,484.839996,454800,480.334198
"2021-07-16",486.440002,489.480011,481.399994,482.679993,420700,478.194244
"2021-07-19",483.350006,484.690002,473.809998,478.48999,578600,474.043213
"2021-07-20",475.829987,478.549988,471.279999,474.970001,593000,470.555939
"2021-07-21",475.48999,476.450012,465.929993,470.369995,615800,465.998657
"2021-07-22",484.98999,548.719971,484,538.820007,3038100,533.812561
"2021-07-23",541.98999,542.52002,519.469971,525.450012,1342100,520.566833
"2021-07-26",523.820007,538.570007,522.669983,534.320007,660700,529.354309
"2021-07-27",535.52002,543.140015,534.169983,538.01001,499200,533.01001
"2021-07-28",533.179993,536.309998,523.330017,524.570007,546000,519.694885
"2021-07-29",524.969971,530.780029,524.75,526.169983,449500,521.28009
"2021-07-30",526.190002,531.570007,523.710022,525.48999,348800,520.606445
"2021-08-02",527.369995,533.450012,522.159973,530.359985,330000,525.431152
"2021-08-03",531,543.570007,530.559998,540.469971,460300,535.447144
"2021-08-04",541.900024,542.609985,536.109985,536.679993,407900,531.692383
"2021-08-05",535.320007,538.51001,529.369995,535.47998,261800,530.50354
"2021-08-06",536.049988,537.77002,531.650024,533.440002,254000,528.482544
"2021-08-09",531.080017,533.119995,525.450012,529.469971,258900,524.549377
"2021-08-10",529.630005,530.969971,517.719971,518.929993,315800,514.107361
"2021-08-11",518,523.48999,514.359985,515.330017,263900,510.540894
"2021-08-12",514.72998,518.73999,513.890015,516.47998,303400,511.680145
"2021-08-13",515.75,518.659973,512.349976,517.02002,462000,512.215149
"2021-08-16",518.119995,518.190002,512.349976,513.190002,332200,508.420715
"2021-08-17",513.340027,531.599976,512.539978,527.75,638400,522.845337
"2021-08-18",525.5,533.780029,523.75,525.619995,335700,520.735229
"2021-08-19",523.599976,525.150024,515.719971,518.320007,263400,513.503052
"2021-08-20",518.23999,518.359985,507.029999,509.519989,761100,504.784821
"2021-08-23",510.040009,516.47998,505,509.519989,397800,504.784821
"2021-08-24",510,510,500.429993,501.579987,377900,496.91861
"2021-08-25",502.480011,512.549988,501.480011,512.140015,417000,507.380524
"2021-08-26",512.460022,514.48999,508.440002,510.589996,238200,505.844879
"2021-08-27",508.029999,513.059998,508.029999,511.869995,238700,507.112976
"2021-08-30",511.869995,520.109985,511.869995,517.25,272200,512.443054
"2021-08-31",517.97998,520.580017,515.690002,516.890015,299800,512.086365
"2021-09-01",515.02002,517.469971,508.470001,515.400024,343600,510.61026
"2021-09-02",519.169983,519.169983,512.559998,517.289978,286100,512.482666
"2021-09-03",516.080017,520.97998,512.22998,514.5,373000,509.718536
"2021-09-07",514.390015,516.359985,508.480011,514.02002,446800,509.243011
"2021-09-08",515.080017,522.219971,512.849976,521.369995,319200,516.524719
"2021-09-09",522.27002,525.77002,515.01001,516.119995,255600,511.323486
"2021-09-10",515.820007,516.47998,510.410004,510.869995,323000,506.122284
"2021-09-13",510.920013,513.030029,504.660004,511.100006,441200,506.350128
"2021-09-14",511.950012,511.950012,505.440002,506.959991,277300,503.174011
"2021-09-15",506.73999,509.480011,501.359985,505.559998,354900,501.784485
"2021-09-16",506.940002,512.710022,502.549988,511.209991,402300,507.392273
"2021-09-17",509.290009,512.150024,501.519989,503.540009,908000,499.779602
"2021-09-20",502.149994,504.450012,493.839996,497.059998,396200,493.347961
"2021-09-21",496.149994,503.600006,495.309998,498.149994,349500,494.42981
"2021-09-22",500.679993,500.679993,491.25,495.519989,428100,491.819489
"2021-09-23",497.880005,498.880005,492.5,492.809998,252100,489.1297
"2021-09-24",493.399994,495,486.019989,489.839996,357200,486.181885
"2021-09-27",489.209991,493.359985,484.149994,487.230011,356600,483.59137
"2021-09-28",487.200012,488.660004,482.459991,484.910004,368000,481.288727
"2021-09-29",486.660004,488.359985,482.420013,483,248300,479.392944
"2021-09-30",484.440002,487.160004,476.25,476.959991,485500,473.398071
"2021-10-01",479.019989,479.019989,470.329987,475.070007,380700,471.522217
"2021-10-04",474,474.980011,468.769989,470.910004,465900,467.39325
"2021-10-05",471.350006,477.839996,470.230011,474.619995,357500,471.075531
"2021-10-06",473.670013,483.779999,470.690002,482.660004,469400,479.055511
"2021-10-07",482.200012,491.179993,481.290009,482.709991,484100,479.105133
"2021-10-08",484.579987,488.390015,479.640015,480.320007,327800,476.733002
"2021-10-11",477.880005,484.459991,472.429993,479.480011,359600,475.899261
"2021-10-12",481.369995,483.160004,476.130005,480.049988,413500,476.464966
"2021-10-13",479.720001,480.459991,474.029999,476.279999,629700,472.723114
"2021-10-14",461,489.890015,455.959991,477.480011,1518300,473.914215
"2021-10-15",473.890015,475,453.339996,454.910004,1369200,451.512756
"2021-10-18",458.019989,467.269989,456.51001,459.899994,762800,456.465454
"2021-10-19",460.23999,467.880005,456.850006,465.369995,519100,461.894623
"2021-10-20",465.170013,468.910004,455.119995,458.579987,576400,455.155334
"2021-10-21",460.649994,468.309998,456.820007,467.959991,457000,464.465271
"2021-10-22",467.809998,472.359985,463.480011,464.329987,408600,460.862366
"2021-10-25",464.25,469.779999,460.809998,466.23999,293500,462.758148
"2021-10-26",467.519989,469.679993,462.529999,465.779999,362900,462.301544
"2021-10-27",469.380005,482.119995,468,480.269989,571400,476.68335
"2021-10-28",480.299988,482.529999,473.820007,479.329987,473200,475.750366
"2021-10-29",478.380005,490.140015,474.029999,488.970001,351800,485.31839
"2021-11-01",489.679993,489.679993,479.390015,487.380005,457100,483.740265
"2021-11-02",488.059998,490.029999,478.359985,486.869995,462500,483.234039
"2021-11-03",487.630005,489.48999,480.549988,485.26001,364300,481.636108
"2021-11-04",487.730011,509.899994,486.480011,509.380005,596200,505.575958
"2021-11-05",505.76001,507.209991,492.420013,495.880005,486300,492.176788
"2021-11-08",493.76001,497.329987,487.420013,496.670013,257800,492.960907
"2021-11-09",499.880005,508.799988,496.75,498.48999,453300,494.767273
"2021-11-10",495.190002,499.079987,492.600006,495.149994,244500,491.45224
"2021-11-11",494.369995,507.170013,493.059998,506.959991,498900,503.174011
"2021-11-12",509.209991,522.059998,507.170013,513.299988,784100,509.466705
"2021-11-15",515,522.97998,507.019989,517.320007,762800,513.456665
"2021-11-16",516.960022,527.340027,514.75,525.25,411800,521.327454
"2021-11-17",524.039978,534.289978,521.859985,531.47998,404600,527.510925
"2021-11-18",533.140015,536.900024,529.98999,536.830017,342000,532.820923
"2021-11-19",546.169983,549.51001,534.419983,535.590027,615400,531.590271
"2021-11-22",532.98999,538.809998,528.76001,533.359985,298800,529.376831
"2021-11-23",534.200012,536.630005,526.299988,531.909973,277800,527.937683
"2021-11-24",531.880005,538.5,529,533.97998,209600,529.992249
"2021-11-26",534,540.559998,528.340027,529.880005,205400,525.922913
"2021-11-29",528.969971,539.190002,525.590027,533.950012,323900,529.962463
"2021-11-30",532.47998,538.030029,522.26001,524.140015,901100,520.225769
"2021-12-01",519.630005,528.429993,511.119995,511.649994,342600,507.82901
"2021-12-02",512.099976,527.650024,511.570007,525,363800,521.079285
"2021-12-03",527.030029,527.530029,517.530029,521.77002,293800,517.873474
"2021-12-06",523.630005,523.630005,514.840027,517.080017,320500,513.218445
"2021-12-07",521.200012,537.830017,519.47998,537.429993,404200,533.416443
"2021-12-08",538.950012,546.929993,531.599976,534.169983,346600,530.180847
"2021-12-09",533.789978,537.179993,528.840027,530.289978,274200,526.329773
"2021-12-10",531.909973,535.809998,529.27002,534.419983,315700,530.428894
"2021-12-13",533.400024,540.960022,530.48999,537.359985,448600,533.346985
"2021-12-14",531.130005,536.119995,522.150024,523.150024,429600,520.153076
"2021-12-15",510.920013,525.400024,507.440002,523.919983,515000,520.918579
"2021-12-16",527.169983,534.309998,520.450012,532.200012,361200,529.151184
"2021-12-17",531.219971,534.409973,527,528.380005,645100,525.353088
"2021-12-20",527.320007,531.22998,522.320007,530.609985,301500,527.570251
"2021-12-21",532.400024,537.780029,527.950012,529.960022,415800,526.924011
"2021-12-22",531.140015,536.109985,527.359985,534.830017,298000,531.766174
"2021-12-23",534.150024,549.140015,534.150024,545.840027,337500,542.713074
"2021-12-27",547.299988,561.919983,546.539978,557.210022,477600,554.017944
"2021-12-28",555.059998,558.710022,551.97998,557.77002,189800,554.574707
"2021-12-29",557.799988,565.940002,556.710022,562.400024,258400,559.178162
"2021-12-30",563.880005,566.940002,557.400024,557.409973,231600,554.216675
"2021-12-31",557.789978,567.570007,556.5,564.330017,297400,561.097168
"2022-01-03",562.780029,564.72998,541.219971,553.219971,360300,550.05072
"2022-01-04",553.219971,555,530.789978,535.280029,517900,532.213562
"2022-01-05",525.26001,534.77002,520.359985,520.530029,356200,517.548096
"2022-01-06",518.570007,532.320007,512.02002,524.409973,329900,521.405762
"2022-01-07",524.400024,524.400024,508.200012,508.429993,451900,505.517334
"2022-01-10",501.809998,504.51001,489.149994,502.649994,769100,499.770447
"2022-01-11",503.660004,509.01001,485.670013,486.420013,832000,483.633453
"2022-01-12",483.720001,490.369995,480.329987,486.890015,537100,484.100769
"2022-01-13",486.890015,491.420013,479.339996,481.399994,724600,478.642181
"2022-01-14",470.76001,473.480011,460.450012,473.040009,999900,470.330078
"2022-01-18",467.269989,469.26001,460.670013,466.459991,685400,463.787781
"2022-01-19",467.730011,474.920013,465.779999,469.390015,551500,466.701019
"2022-01-20",471.829987,473.01001,451.799988,452.269989,506000,449.679047
"2022-01-21",450,454.670013,433.559998,434.809998,986200,432.319092
