"","ATO.Open","ATO.High","ATO.Low","ATO.Close","ATO.Volume","ATO.Adjusted"
"2021-10-21",94.599998,94.82,93.139999,93.449997,526300,91.623528
"2021-10-22",93.779999,94.269997,93.540001,94.040001,422000,92.201996
"2021-10-25",94.099998,94.720001,93.139999,94.199997,464300,92.358864
"2021-10-26",94.209999,94.800003,93.419998,94.029999,433600,92.192192
"2021-10-27",94.160004,94.160004,91.709999,91.779999,765500,89.986176
"2021-10-28",91.669998,93,91.57,92.889999,474900,91.074471
"2021-10-29",92.790001,93.510002,91.699997,92.120003,1357900,90.319527
"2021-11-01",91.860001,93.199997,91.43,93.040001,472400,91.221542
"2021-11-02",93.57,93.839996,92.260002,93.790001,666000,91.956879
"2021-11-03",93.790001,94.75,92.709999,93.360001,755700,91.535286
"2021-11-04",93.360001,94.080002,92.730003,93.629997,666000,91.800011
"2021-11-05",94.220001,95.07,93.739998,93.989998,469200,92.152977
"2021-11-08",93.949997,94.07,92.059998,92.970001,481800,91.152908
"2021-11-09",92.93,93.639999,92.830002,93.139999,677600,91.319588
"2021-11-10",93.410004,94.699997,93.260002,94.07,684000,92.231407
"2021-11-11",95.32,96.150002,94.120003,94.769997,787300,92.917725
"2021-11-12",95.290001,95.769997,94.519997,95.43,810000,93.564827
"2021-11-15",95.870003,96.279999,95.120003,96.209999,972600,94.329582
"2021-11-16",96.150002,96.150002,94.440002,94.57,892900,92.721642
"2021-11-17",94.379997,94.379997,93.050003,93.849998,809300,92.015717
"2021-11-18",93.519997,93.940002,92.059998,92.610001,793900,90.79995
"2021-11-19",93,95.389999,92.690002,94.900002,3139800,93.045189
"2021-11-22",95,95.779999,94.059998,95.620003,877500,93.751114
"2021-11-23",95.830002,96.089996,94.809998,95.309998,747700,93.447174
"2021-11-24",95.5,95.849998,94.599998,95,1044400,93.143234
"2021-11-26",93.690002,93.959999,92.709999,93.379997,483600,92.214958
"2021-11-29",93.82,94.260002,92.809998,93.800003,932400,92.629723
"2021-11-30",92.989998,92.989998,90.239998,90.32,2321600,89.193138
"2021-12-01",91.120003,92.389999,89.43,89.43,1268100,88.31424
"2021-12-02",89.5,91.580002,88.959999,90.68,1333300,89.548653
"2021-12-03",91.25,93.309998,90.68,92.760002,1356500,91.602699
"2021-12-06",93.730003,95.160004,93.400002,94.559998,1379800,93.380241
"2021-12-07",94.25,95.449997,93.650002,94.879997,1601100,93.696251
"2021-12-08",94.849998,95.190002,93.379997,94.410004,3058500,93.232117
"2021-12-09",94.410004,95.529999,93.720001,95.230003,1721500,94.041885
"2021-12-10",95.559998,96.150002,94.989998,95.739998,1131500,94.545525
"2021-12-13",96.400002,98.260002,96.400002,97.349998,1567100,96.135429
"2021-12-14",97.379997,98.349998,96.860001,97.139999,1443100,95.928055
"2021-12-15",97.760002,98.779999,97.139999,98.519997,1309200,97.290833
"2021-12-16",98.410004,100.580002,98.110001,100.349998,1858900,99.098
"2021-12-17",100.370003,100.370003,98.709999,98.830002,1650200,97.59697
"2021-12-20",97.910004,99.379997,97.410004,99.330002,667100,98.090736
"2021-12-21",99.839996,100.290001,98.699997,99.459999,995500,98.219101
"2021-12-22",99.18,102.190002,99.07,102.120003,1521900,100.845924
"2021-12-23",102.080002,103.57,101.769997,102.730003,1112800,101.448311
"2021-12-27",102.940002,104.220001,102.779999,104.059998,1054400,102.761711
"2021-12-28",104,104.68,103.169998,103.43,735000,102.139572
"2021-12-29",103.559998,104.989998,103.110001,104.830002,952100,103.52211
"2021-12-30",104.919998,105.300003,104.309998,104.489998,575100,103.186348
"2021-12-31",104.349998,105.099998,103.580002,104.769997,651600,103.46286
"2022-01-03",105,105.029999,103.529999,105.010002,941600,103.699867
"2022-01-04",105.139999,107.43,104.860001,106.260002,1174300,104.934265
"2022-01-05",106.290001,107.660004,106.260002,106.599998,855100,105.27002
"2022-01-06",107.089996,107.440002,105.459999,105.769997,916700,104.450386
"2022-01-07",105.540001,105.860001,104.839996,105.290001,1245900,103.976372
"2022-01-10",105.419998,105.830002,104.650002,105.150002,855000,103.83812
"2022-01-11",105.480003,105.769997,103.300003,104.639999,856300,103.33448
"2022-01-12",104.07,104.830002,103.57,104.199997,909700,102.899963
"2022-01-13",104.169998,106.400002,104.129997,105.989998,1721400,104.667641
"2022-01-14",105.690002,106.269997,104.57,106.050003,1118700,104.726898
"2022-01-18",105.349998,105.779999,103.540001,105.410004,1121900,104.094879
"2022-01-19",105.669998,107.489998,105.309998,105.339996,965800,104.025749
"2022-01-20",105.339996,105.790001,104.379997,105.019997,1339200,103.70974
