"","ACN.Open","ACN.High","ACN.Low","ACN.Close","ACN.Volume","ACN.Adjusted"
"2021-12-31",412.700012,416.950012,412.109985,414.549988,1163200,410.789307
"2022-01-03",414.660004,415.529999,405.040009,407.209991,2129900,403.5159
"2022-01-04",408.809998,411.369995,403.200012,404.299988,2516300,400.632294
"2022-01-05",403.929993,403.970001,397.100006,397.179993,2471400,393.576874
"2022-01-06",384.690002,392.200012,375.76001,378,4386600,374.570892
"2022-01-07",379.089996,379.98999,370.140015,370.75,3469000,367.386658
"2022-01-10",363.420013,373.369995,360.220001,373,2952400,369.616241
"2022-01-11",369.51001,375.779999,363.859985,375.109985,2407000,371.707092
"2022-01-12",377.850006,383.440002,376.619995,377.190002,3143400,374.737244
"2022-01-13",378.220001,379.279999,360.76001,361.369995,2944100,359.020111
"2022-01-14",357.040009,359.380005,349.720001,353.359985,3949800,351.062225
"2022-01-18",348.609985,351.019989,344.970001,348.279999,3425600,346.015259
"2022-01-19",351,356.070007,343.5,343.73999,3374700,341.504791
"2022-01-20",345.450012,355.940002,342.040009,342.690002,2817300,340.461609
"2022-01-21",341.390015,344.079987,335.25,335.630005,2830700,333.44751
"2022-01-24",328.299988,339.579987,319.100006,339,4544500,336.795624
"2022-01-25",331.910004,339.690002,327.209991,334.950012,3625400,332.771973
"2022-01-26",341.420013,343.959991,328.049988,329.890015,4422200,327.744843
"2022-01-27",337.529999,341.730011,331.01001,333.359985,2778000,331.192261
"2022-01-28",333.899994,343.059998,327.170013,342.850006,2457400,340.620575
"2022-01-31",345,353.700012,343.540009,353.579987,3159300,351.280762
"2022-02-01",354.220001,356.700012,348.880005,353.420013,2087200,351.121857
"2022-02-02",354.399994,360.100006,353.51001,359.470001,2603200,357.132477
"2022-02-03",345.279999,351.929993,343.980011,345.549988,2706300,343.302979
"2022-02-04",344.890015,350.540009,340.850006,347.5,2142800,345.240326
"2022-02-07",346.179993,348.269989,343.01001,343.959991,1265100,341.723328
"2022-02-08",339.980011,345.929993,339.859985,345.070007,2197700,342.826141
"2022-02-09",351.630005,356.529999,351.519989,355.529999,2430500,353.218109
"2022-02-10",346.089996,351.579987,339.98999,342.390015,2457700,340.163574
"2022-02-11",343.940002,344.980011,327.290009,329.179993,3091600,327.039459
"2022-02-14",323.079987,327.869995,321.459991,326.130005,2689900,324.009308
"2022-02-15",332.720001,333.329987,327.350006,329.410004,2395600,327.267975
"2022-02-16",325.869995,335.440002,325.109985,333.720001,2867500,331.549927
"2022-02-17",332.920013,332.920013,322.25,322.910004,2148000,320.810242
"2022-02-18",322.410004,326.48999,320.100006,321.179993,2421800,319.091461
"2022-02-22",320.01001,327.980011,317.790009,321.109985,2794300,319.021912
"2022-02-23",322.769989,324.820007,312.589996,313.160004,2192200,311.123627
"2022-02-24",302.350006,316.579987,300.709991,316.170013,3785900,314.114075
"2022-02-25",317.329987,323.170013,316.390015,322.51001,2552600,320.412842
"2022-02-28",318.690002,319.450012,311.910004,316.019989,3419300,313.965027
"2022-03-01",317,317.380005,309.76001,311.350006,2525400,309.325378
"2022-03-02",315.420013,320.26001,312.549988,318.329987,2220800,316.259979
"2022-03-03",322.839996,323.690002,315.600006,318.950012,2120900,316.875977
"2022-03-04",314.549988,316.320007,310,314.160004,1917300,312.117126
"2022-03-07",313.179993,314,304.600006,305.019989,2908100,303.03653
"2022-03-08",303.709991,309.01001,297.359985,301.619995,2902600,299.658661
"2022-03-09",311.029999,312.690002,307.75,309.420013,2825900,307.407959
"2022-03-10",305,310.160004,304.019989,309.519989,2049000,307.507294
"2022-03-11",314.410004,318.720001,311.209991,311.579987,3811900,309.553894
"2022-03-14",309.070007,313.149994,303.899994,307.679993,3156600,305.67926
"2022-03-15",311.299988,316.920013,310.25,316.230011,2695200,314.173676
"2022-03-16",320.670013,325.459991,315.540009,324.910004,3473100,322.797211
"2022-03-17",338.899994,344.459991,318.329987,319.5,4661600,317.422424
"2022-03-18",321.869995,324.480011,316.51001,323.950012,7566200,321.843475
"2022-03-21",323.369995,326.350006,320.920013,324.5,2290500,322.389893
"2022-03-22",324,328.75,323.26001,327.470001,2022800,325.340576
"2022-03-23",325,327.179993,320.290009,320.5,1837500,318.415894
"2022-03-24",320.359985,325.420013,320,325.290009,1430400,323.174744
"2022-03-25",327.579987,329.51001,324.26001,327.709991,1814000,325.57901
"2022-03-28",326.579987,330.890015,325.329987,330.73999,1984400,328.589294
"2022-03-29",339,341.059998,337,340.690002,2223000,338.474609
"2022-03-30",336.570007,340.709991,336.480011,338.459991,1721600,336.259094
"2022-03-31",337.5,343.75,337.230011,337.230011,2752600,335.03714
"2022-04-01",338.589996,341.299988,336.350006,340.640015,2090300,338.424957
"2022-04-04",341.98999,344.76001,340.049988,344.470001,2317500,342.230042
"2022-04-05",341.5,345.299988,341.5,342.820007,3058100,340.590759
"2022-04-06",338.290009,341.929993,334.540009,340.26001,2299000,338.047424
"2022-04-07",338.98999,344.809998,337.809998,341.769989,2313100,339.547577
"2022-04-08",342.429993,344.299988,338.269989,338.920013,2170000,336.716125
"2022-04-11",336.100006,337.420013,324.859985,327.269989,2445400,325.141876
"2022-04-12",329.730011,333.950012,326.25,326.730011,1835000,324.605377
"2022-04-13",324.339996,327.350006,323.23999,325.589996,2081400,324.435974
"2022-04-14",326.880005,328.279999,319.290009,319.470001,2964800,318.337677
"2022-04-18",318.519989,321,310.829987,313.600006,2479300,312.488495
"2022-04-19",312.709991,320.799988,312.149994,320.570007,1758200,319.433777
"2022-04-20",324.029999,328.380005,322.619995,323.670013,2273600,322.522797
"2022-04-21",326.190002,330.320007,321.339996,322.309998,1910200,321.167603
"2022-04-22",321.019989,323.839996,310.309998,310.799988,1906800,309.698395
"2022-04-25",309.390015,317.130005,306.23999,316.820007,2049600,315.697083
"2022-04-26",311.619995,315.109985,302.100006,303.100006,2101400,302.025696
"2022-04-27",302.980011,309.309998,302.380005,303.100006,1821200,302.025696
"2022-04-28",308.160004,316.140015,305.619995,313.839996,2215200,312.727631
"2022-04-29",310,311.980011,299.799988,300.359985,2972100,299.29538
"2022-05-02",300.459991,306.049988,297.25,304.600006,2528900,303.520386
"2022-05-03",306.679993,307.630005,302.709991,304.820007,2121700,303.739594
"2022-05-04",303.149994,315.880005,300.809998,314.859985,1900200,313.743988
"2022-05-05",310.709991,312.200012,294.609985,298.700012,2231700,297.641296
"2022-05-06",295.649994,297.059998,289.709991,295.73999,2477000,294.691772
"2022-05-09",290.660004,292.48999,285.859985,287.48999,2584100,286.471008
"2022-05-10",290,292.399994,283.75,287.589996,2634600,286.570679
"2022-05-11",285.730011,288.48999,280.459991,280.940002,2398600,279.944244
"2022-05-12",278,281.660004,274.790009,281.209991,2284600,280.213287
"2022-05-13",283.040009,288.670013,280.98999,286.769989,2373600,285.753571
"2022-05-16",284.679993,288.970001,282.049988,286.170013,1598000,285.155701
"2022-05-17",294.679993,294.679993,288.200012,291.070007,1598000,290.03833
"2022-05-18",286.869995,287.25,272.420013,274.160004,2666000,273.188263
"2022-05-19",270.149994,278,269.700012,273.609985,2679500,272.640198
"2022-05-20",275.579987,278.399994,268.170013,276.649994,3007800,275.669434
"2022-05-23",281.279999,283.929993,276.160004,283.390015,2128900,282.385559
"2022-05-24",279.820007,281.029999,273.049988,279.309998,2088700,278.320007
"2022-05-25",278.329987,281.339996,275.23999,279.640015,1812600,278.648865
"2022-05-26",282.440002,292.880005,281.109985,291.549988,2742800,290.516632
"2022-05-27",293.440002,304.170013,293.440002,304.149994,2759000,303.07196
"2022-05-31",302.399994,303.320007,296.700012,298.459991,4143700,297.40213
"2022-06-01",304.130005,306.709991,297.380005,298.649994,1784600,297.591461
"2022-06-02",299.959991,306.76001,297.880005,306.619995,1318500,305.533203
"2022-06-03",302.299988,306.820007,301.920013,304.950012,1714500,303.869141
"2022-06-06",310,312.320007,303.769989,304.730011,1401000,303.649933
"2022-06-07",300.429993,306.890015,300.410004,306.529999,2311100,305.443542
"2022-06-08",305,307.410004,301.730011,302.640015,1428600,301.567352
"2022-06-09",300.649994,302.619995,294.75,295.429993,2497900,294.382874
"2022-06-10",290.890015,291.220001,285.980011,286.01001,2169900,284.996277
"2022-06-13",276.660004,281.309998,274.859985,276.5,2414200,275.519989
"2022-06-14",274.649994,277.25,272.609985,275.119995,2052600,274.144867
"2022-06-15",276.980011,285.850006,276.100006,281.190002,2536000,280.193359
"2022-06-16",275.350006,275.399994,269.089996,270.899994,2741800,269.939819
"2022-06-17",272.609985,278.589996,270.929993,275.380005,4446100,274.403961
"2022-06-21",278.149994,284.309998,277.670013,282.730011,2550200,281.727905
"2022-06-22",279.089996,290.359985,279.089996,286.399994,2939000,285.384888
"2022-06-23",276,286.279999,275,285.829987,3482100,284.816895
"2022-06-24",285.410004,299.609985,284.970001,299.369995,4647900,298.308899
"2022-06-27",298.940002,301,291.640015,292.619995,2107500,291.582825
"2022-06-28",293.089996,296.529999,283.48999,283.799988,2167500,282.794098
"2022-06-29",278.420013,281.149994,275.25,279.809998,2405800,278.818237
