"","J.Open","J.High","J.Low","J.Close","J.Volume","J.Adjusted"
"2020-09-03",93.349998,93.43,90.260002,91,1210100,89.752335
"2020-09-04",91.639999,92.370003,90.900002,91.959999,938100,90.699173
"2020-09-08",91.059998,91.339996,90.019997,90.620003,1185300,89.377548
"2020-09-09",91.559998,93.440002,91.139999,92.800003,911700,91.527649
"2020-09-10",92.519997,92.830002,90.389999,91.120003,895300,89.870682
"2020-09-11",91.610001,93.18,91.169998,92.800003,719600,91.527649
"2020-09-14",93.739998,94.839996,93.050003,94.029999,740200,92.740799
"2020-09-15",94.07,95.099998,93.589996,94.870003,747300,93.569267
"2020-09-16",95.300003,95.610001,94.360001,94.639999,778800,93.34243
"2020-09-17",93.809998,95.629997,92.730003,94.379997,615600,93.085991
"2020-09-18",93.970001,95.339996,93.470001,94.110001,1636300,92.819695
"2020-09-21",92.5,92.629997,88.660004,89.290001,1060300,88.065788
"2020-09-22",89.480003,91.760002,89.480003,91.330002,588600,90.07782
"2020-09-23",92.309998,92.620003,89.269997,89.269997,860700,88.046043
"2020-09-24",89.129997,90.790001,88.150002,90.019997,544200,88.785759
"2020-09-25",89.120003,91.099998,89,90.419998,552500,89.18029
"2020-09-28",91.57,93.400002,91.360001,92.470001,461700,91.202187
"2020-09-29",92.389999,93.940002,92.269997,92.980003,508100,91.7052
"2020-09-30",93.209999,94.889999,92.269997,92.769997,767500,91.498055
"2020-10-01",92.970001,94.330002,90.949997,91.449997,657200,90.381271
"2020-10-02",90.620003,95.669998,90.199997,94.239998,876200,93.138672
"2020-10-05",94.620003,97.32,94.480003,96.370003,827300,95.243782
"2020-10-06",96.980003,97.790001,94.919998,95.269997,831700,94.156639
"2020-10-07",96.220001,98.199997,95.419998,97.330002,713400,96.192566
"2020-10-08",97.550003,99,97.029999,98.989998,675700,97.833145
"2020-10-09",98.690002,99.580002,97.970001,99.32,680500,98.159302
"2020-10-12",99.669998,101.449997,99.019997,100.779999,929800,99.602226
"2020-10-13",100.5,101.309998,99.209999,99.279999,676300,98.119774
"2020-10-14",99.730003,100.150002,98.580002,98.910004,651900,97.754097
"2020-10-15",98.019997,100.080002,97.790001,99.370003,775700,98.208717
"2020-10-16",99.400002,101.290001,99.190002,99.330002,1202600,98.169182
"2020-10-19",100.169998,100.989998,97.07,97.730003,566300,96.587883
"2020-10-20",98.830002,99.269997,97.779999,97.959999,556900,96.815186
"2020-10-21",97.82,99,97.089996,97.660004,491100,96.518715
"2020-10-22",97.559998,98.959999,97.470001,98.529999,388900,97.37854
"2020-10-23",99.349998,99.730003,98.349998,99.209999,301400,98.050583
"2020-10-26",97.790001,98.290001,95.32,96.540001,592100,95.411804
"2020-10-27",96.940002,96.940002,95.099998,95.639999,453200,94.522301
"2020-10-28",93.449997,94.830002,93.07,93.199997,674300,92.110825
"2020-10-29",92.720001,95.870003,92.5,94.730003,557500,93.622948
"2020-10-30",94.519997,95.199997,93.269997,95,626900,93.889778
"2020-11-02",96.779999,99.290001,96.5,99.120003,822000,97.961647
"2020-11-03",100.489998,102.620003,99.949997,101.940002,921400,100.74868
"2020-11-04",100.019997,100.019997,94.809998,95.650002,1413700,94.532188
"2020-11-05",96.839996,99.57,96.839996,97.760002,906700,96.617531
"2020-11-06",97.690002,99.080002,97.209999,97.610001,651700,96.469292
"2020-11-09",103.040001,106.5,100.059998,100.129997,948200,98.959831
"2020-11-10",100.510002,103.529999,100.209999,101.610001,1187900,100.422539
"2020-11-11",103.139999,103.620003,98.739998,98.849998,1047500,97.694794
"2020-11-12",99.099998,99.43,97.489998,99.260002,759500,98.099998
