"","JCI.Open","JCI.High","JCI.Low","JCI.Close","JCI.Volume","JCI.Adjusted"
"2022-01-19",74.989998,75.669998,73.57,73.709999,3209300,72.770622
"2022-01-20",74.279999,75,72.57,72.699997,3914600,71.773491
"2022-01-21",72.769997,73.870003,72.089996,72.720001,4563800,71.793243
"2022-01-24",71.18,74.110001,70.529999,73.790001,5566400,72.849609
"2022-01-25",72.699997,73.459999,70.75,72.989998,5432600,72.059799
"2022-01-26",73.650002,75.199997,71.870003,72.5,5387400,71.57605
"2022-01-27",73.120003,73.790001,71.25,71.550003,4010400,70.638161
"2022-01-28",71.370003,72.220001,70.449997,72.160004,3851800,71.240379
"2022-01-31",72.029999,72.720001,71.519997,72.669998,4917500,71.743881
"2022-02-01",73.190002,73.230003,71.040001,72.309998,5607600,71.388466
"2022-02-02",72.730003,74.699997,71.050003,72.32,6147800,71.398338
"2022-02-03",70.809998,71.209999,68.589996,68.879997,6618500,68.002174
"2022-02-04",68.110001,68.970001,66.18,67.470001,6969800,66.610153
"2022-02-07",67.639999,67.900002,66.470001,66.68,5065400,65.830215
"2022-02-08",66.800003,68.07,66.230003,67.459999,5279900,66.600273
"2022-02-09",68.690002,70.209999,68.459999,69.389999,5720600,68.505676
"2022-02-10",68.029999,69.769997,67.800003,68.339996,4501400,67.469063
"2022-02-11",68.529999,68.660004,66.129997,66.449997,3389300,65.603142
"2022-02-14",66.400002,66.970001,65.779999,66.5,6010000,65.652512
"2022-02-15",67.559998,68.269997,67.160004,67.699997,3947600,66.837212
"2022-02-16",67.32,67.910004,67.07,67.489998,2673200,66.62989
"2022-02-17",66.989998,67.330002,65.730003,65.82,4139400,64.981178
"2022-02-18",65.910004,66.239998,65.169998,65.370003,4152800,64.536911
"2022-02-22",65.199997,65.839996,64.68,65.220001,4147000,64.388824
"2022-02-23",65.589996,65.610001,63.5,63.830002,3499500,63.016537
"2022-02-24",62.529999,64.019997,61.790001,63.810001,5678000,62.996796
"2022-02-25",63.990002,65.620003,63.669998,65.43,4969300,64.596153
"2022-02-28",64.559998,65.489998,64.169998,64.959999,6055100,64.132133
"2022-03-01",64.959999,65.139999,62.139999,62.580002,5001100,61.782467
"2022-03-02",63.349998,64.879997,62.959999,64.529999,4179700,63.707615
"2022-03-03",64.959999,65.199997,63.610001,64.639999,4200900,63.816212
"2022-03-04",63.630001,63.939999,62.25,62.919998,5740000,62.118134
"2022-03-07",63.240002,63.240002,60.25,60.310001,4825900,59.541397
"2022-03-08",60.540001,61.82,59.82,60.169998,4011900,59.403179
"2022-03-09",61.810001,63.549999,61.689999,62.810001,3317600,62.009537
"2022-03-10",61.650002,62.349998,61.049999,61.459999,3137500,60.676743
"2022-03-11",62.150002,62.700001,60.43,60.48,4916500,59.709232
"2022-03-14",61.029999,61.599998,60.110001,60.57,4693000,59.798084
"2022-03-15",60.990002,61.630001,60.349998,61.490002,5501900,60.70636
"2022-03-16",62.369999,64.709999,62.32,64.620003,5607000,63.796474
"2022-03-17",64.110001,65.019997,63.419998,64.870003,4449100,64.043289
"2022-03-18",64.489998,65.660004,63.810001,65.610001,5929100,65.125229
"2022-03-21",65.32,66.730003,65.150002,65.889999,4040700,65.40316
"2022-03-22",65.910004,66.419998,65.349998,65.639999,5332500,65.155006
"2022-03-23",65.010002,65.669998,64.389999,64.760002,5473800,64.281509
"2022-03-24",65.760002,65.93,64.779999,65.580002,4073500,65.095451
"2022-03-25",65.790001,66.279999,65.400002,66.239998,2858000,65.750572
"2022-03-28",66.050003,66.129997,65.370003,65.989998,2790300,65.502419
"2022-03-29",67.290001,67.989998,66.559998,67.120003,4461900,66.624077
"2022-03-30",66.949997,67.529999,66.559998,67,3160000,66.504959
"2022-03-31",66.669998,67.330002,65.559998,65.57,4848900,65.085526
"2022-04-01",66.239998,66.559998,65.400002,66.489998,2879500,65.998726
"2022-04-04",66.019997,66.849998,65.449997,66.639999,3913800,66.147621
"2022-04-05",66.089996,66.980003,66,66.199997,4142000,65.710869
"2022-04-06",65.290001,65.970001,64.75,65.860001,4638900,65.373383
"2022-04-07",65.059998,65.839996,64.629997,65.510002,3987700,65.02597
"2022-04-08",65.629997,65.660004,64.290001,64.5,3321600,64.02343
"2022-04-11",64.190002,64.57,63.130001,63.34,4421900,62.872002
"2022-04-12",63.59,64.639999,61.549999,62.150002,5153300,61.690796
"2022-04-13",62.259998,62.849998,62.119999,62.669998,2692300,62.206951
"2022-04-14",62.860001,63.119999,61.389999,61.529999,3877100,61.075375
"2022-04-18",61.560001,62.439999,61.450001,61.860001,2442300,61.402939
"2022-04-19",62.23,63.639999,62.189999,63.529999,2966300,63.060596
"2022-04-20",64.25,65.639999,64.239998,65.099998,3111600,64.618996
"2022-04-21",65.910004,66.610001,64.830002,65.139999,3711300,64.658699
"2022-04-22",64.690002,64.839996,62.830002,62.93,3774200,62.465031
"2022-04-25",62.400002,62.73,61.220001,62.709999,3971100,62.246658
"2022-04-26",62.080002,62.619999,60.369999,60.380001,3334200,59.933876
"2022-04-27",60.32,61.619999,60.049999,60.84,7091300,60.390476
"2022-04-28",61.080002,61.959999,59.549999,61.5,5113400,61.045597
"2022-04-29",61.290001,61.639999,59.82,59.869999,6823900,59.427639
"2022-05-02",60.23,61.669998,59.889999,61.549999,6106000,61.095226
"2022-05-03",61.490002,62.330002,61.32,61.91,4808300,61.452568
"2022-05-04",54.060001,56.689999,51.799999,56.52,17195300,56.102394
"2022-05-05",55.869999,55.869999,53.68,54.18,9968500,53.779682
"2022-05-06",53.779999,53.84,52.5,53.259998,7430000,52.866478
"2022-05-09",52.57,52.790001,51.02,51.77,6496300,51.387489
"2022-05-10",52.48,52.830002,50.139999,51.200001,6075500,50.821701
"2022-05-11",51.049999,53.150002,50.810001,51.029999,8965500,50.652954
"2022-05-12",50.59,51.709999,49.419998,51.009998,5754300,50.633102
"2022-05-13",51.580002,52.669998,51.279999,52.209999,3768800,51.824238
"2022-05-16",51.860001,52.27,50.880001,51.810001,4005800,51.427197
"2022-05-17",52.73,52.959999,51.650002,52.369999,3967000,51.983055
"2022-05-18",51.32,52.290001,50.950001,51.419998,5227400,51.040073
"2022-05-19",51.150002,52.560001,50.950001,51.889999,5806700,51.506603
"2022-05-20",52.169998,52.41,49.73,51.110001,4162800,50.732368
"2022-05-23",51.75,51.950001,50.59,51.73,3806100,51.347786
"2022-05-24",51.48,51.610001,49.700001,50.950001,3833200,50.573547
"2022-05-25",50.66,51.98,50.48,51.77,4190800,51.387489
"2022-05-26",52.27,53.720001,52.27,53.599998,6077700,53.203968
"2022-05-27",54.080002,54.860001,53.849998,54.709999,4396500,54.305767
"2022-05-31",54.310001,55.139999,53.790001,54.509998,7405200,54.107243
"2022-06-01",54.779999,55.07,53.459999,54,3031300,53.601013
"2022-06-02",54.490002,55.630001,54.360001,55.57,2950500,55.159412
"2022-06-03",54.939999,55.220001,54.119999,54.41,3173600,54.007984
"2022-06-06",54.98,55.48,54.43,55,4560000,54.593624
"2022-06-07",54.560001,55.540001,54.02,55.450001,2277800,55.040298
"2022-06-08",55.029999,55.349998,54.470001,54.849998,2539900,54.444733
"2022-06-09",54.490002,54.970001,53.669998,53.720001,2252000,53.323082
"2022-06-10",52.599998,52.619999,51.75,51.919998,3485900,51.536381
"2022-06-13",50.720001,50.990002,49.880001,50.23,3968800,49.858868
"2022-06-14",50.139999,50.790001,49.09,49.599998,4843300,49.233521
"2022-06-15",50.040001,50.599998,49.130001,49.860001,3773000,49.491604
"2022-06-16",48.709999,48.77,47.009998,47.369999,4673700,47.019997
"2022-06-17",46.889999,48.029999,46.549999,47.23,9204300,47.23
"2022-06-21",48.110001,48.189999,47.150002,47.400002,5033700,47.400002
"2022-06-22",46.740002,47.959999,46.630001,47.439999,5564400,47.439999
"2022-06-23",47.32,47.669998,46.330002,47.41,5018700,47.41
"2022-06-24",48.060001,49.060001,47.98,48.950001,3985600,48.950001
"2022-06-27",49.119999,49.240002,48.389999,48.650002,2857300,48.650002
"2022-06-28",48.98,49.639999,48.310001,48.439999,3425600,48.439999
"2022-06-29",48.41,49,47.360001,48.68,5796400,48.68
