"","AXP.Open","AXP.High","AXP.Low","AXP.Close","AXP.Volume","AXP.Adjusted"
"2021-11-24",168.479996,171.979996,167.899994,171.610001,3590600,170.059433
"2021-11-26",165.089996,165.240005,154.5,156.820007,6804200,155.403046
"2021-11-29",160.75,161.410004,154.339996,157.860001,6258500,156.43364
"2021-11-30",155.089996,155.869995,151.699997,152.300003,7444900,150.923904
"2021-12-01",156.100006,157.070007,149.889999,150.059998,6145500,148.704117
"2021-12-02",151.679993,157.910004,151.460007,156.770004,6289300,155.353516
"2021-12-03",158.080002,158.330002,153.630005,155.940002,4069300,154.531006
"2021-12-06",159.070007,162.740005,158.050003,160.679993,4141900,159.228165
"2021-12-07",164.5,169.160004,164.160004,166.949997,5124500,165.441513
"2021-12-08",167.979996,170.539993,167.279999,168.929993,4042400,167.403625
"2021-12-09",167.850006,168.830002,166.550003,168.020004,2245300,166.501862
"2021-12-10",169.380005,170.580002,165.960007,167.029999,2768500,165.520798
"2021-12-13",166.399994,166.399994,161.990005,163.300003,3477600,161.824493
"2021-12-14",162.139999,165.259995,161.059998,162.850006,2964200,161.378586
"2021-12-15",162.710007,163.050003,158.529999,162.240005,5013000,160.774094
"2021-12-16",164,165.179993,161.899994,163,4900100,161.527206
"2021-12-17",161,161.320007,156.949997,160.009995,9576800,158.564224
"2021-12-20",157,158.210007,153.779999,155.889999,3839600,154.481445
"2021-12-21",157.75,161.050003,157.520004,160.910004,3722400,159.4561
"2021-12-22",160.529999,163.169998,160.449997,162.470001,2877700,161.001999
"2021-12-23",163.860001,166.399994,163.589996,164.190002,3140500,162.706467
"2021-12-27",165,165,162.529999,164.389999,1687300,162.904648
"2021-12-28",163.600006,166.130005,163.600006,164.410004,2035300,162.924469
"2021-12-29",164.619995,164.929993,163.259995,163.830002,2082200,162.349701
