"","TXT.Open","TXT.High","TXT.Low","TXT.Close","TXT.Volume","TXT.Adjusted"
"2022-01-21",73.050003,73.919998,71.459999,71.610001,1441300,71.568451
"2022-01-24",70.239998,72.239998,68.120003,71.889999,1786700,71.848282
"2022-01-25",70.510002,72.25,69.080002,71.230003,1339800,71.188675
"2022-01-26",72.010002,73.519997,70.489998,71.75,1727300,71.708366
"2022-01-27",70.330002,71.360001,65.970001,66.650002,3295100,66.611328
"2022-01-28",65.639999,66.739998,64.519997,66.669998,1997800,66.631317
"2022-01-31",66.040001,68.290001,65.599998,68.059998,1410100,68.020508
"2022-02-01",68.010002,69.199997,67.629997,68.870003,1087200,68.83004
"2022-02-02",68.389999,70.019997,68.330002,69.769997,1215500,69.729515
"2022-02-03",69.099998,69.470001,67.970001,68.110001,1108400,68.07048
"2022-02-04",67.589996,68.150002,65.949997,67.239998,800700,67.200981
"2022-02-07",67.480003,68.150002,66.889999,67.470001,930500,67.430855
"2022-02-08",67.870003,69.099998,67.330002,69.040001,1036400,68.999947
"2022-02-09",69.800003,71.940002,69.25,71.589996,1375600,71.548454
"2022-02-10",70.209999,72.769997,70.209999,70.620003,1572900,70.579033
"2022-02-11",70.730003,71.779999,68.639999,69.709999,2075600,69.669556
"2022-02-14",69.650002,70.199997,67.809998,68.559998,1248500,68.520218
"2022-02-15",69.519997,71,69.360001,70.540001,1066200,70.499077
"2022-02-16",70.150002,72.360001,70.150002,72.199997,1686300,72.158112
"2022-02-17",71.599998,71.699997,69.889999,70.110001,846300,70.069321
"2022-02-18",70,70.959999,69.290001,69.519997,1503700,69.47966
"2022-02-22",69.790001,69.860001,67.580002,68.059998,1756100,68.020508
"2022-02-23",68.900002,69.629997,68.519997,68.559998,1937900,68.520218
"2022-02-24",66.830002,69.760002,65.980003,69.5,1559100,69.459679
"2022-02-25",69.480003,71.82,69.339996,71.480003,1116600,71.43853
"2022-02-28",71.279999,73.410004,70.639999,73.129997,1967500,73.08757
"2022-03-01",73,73,69.900002,71.07,1328600,71.028763
"2022-03-02",71.970001,73.730003,71.5,73.419998,1389500,73.377396
"2022-03-03",73.849998,73.970001,71.660004,72.349998,1149300,72.308022
"2022-03-04",71.330002,71.669998,69.660004,71.230003,915800,71.188675
"2022-03-07",71.330002,71.93,67.889999,67.980003,1406500,67.940559
"2022-03-08",68.519997,70.07,67.400002,67.599998,1652500,67.560776
"2022-03-09",68.839996,70.769997,68.529999,70.029999,1418000,69.989365
"2022-03-10",68.540001,69.730003,68.279999,69.559998,810800,69.539497
"2022-03-11",70.400002,70.879997,69.110001,69.190002,957800,69.169609
"2022-03-14",70.349998,70.57,69.349998,69.889999,899200,69.8694
"2022-03-15",70.599998,72.089996,70.019997,71.800003,841000,71.778839
"2022-03-16",72,74.099998,71.93,73.580002,1456300,73.558311
"2022-03-17",73.059998,75.150002,72.910004,75.129997,1329900,75.107857
"2022-03-18",75.050003,75.639999,73.93,75.150002,2365400,75.127853
"2022-03-21",74.940002,75.949997,74.169998,75.290001,1193100,75.267807
"2022-03-22",75.760002,75.900002,74.349998,75.089996,1108000,75.067863
"2022-03-23",74.410004,75,73.370003,73.589996,803200,73.568306
"2022-03-24",73.760002,74.839996,73.239998,74.660004,978100,74.638
"2022-03-25",74.949997,75.669998,74.650002,75.209999,650400,75.187828
"2022-03-28",75.089996,75.459999,74.199997,74.730003,950500,74.707977
"2022-03-29",75.18,76.080002,74.419998,76.010002,1513900,75.987602
"2022-03-30",75.82,76.110001,74.699997,75.199997,995400,75.177834
"2022-03-31",74.949997,75.470001,74.25,74.379997,1510600,74.35807
"2022-04-01",74.989998,74.989998,72.129997,73.029999,1573400,73.008476
"2022-04-04",73,73.139999,72.080002,72.440002,966500,72.418648
"2022-04-05",72,72.879997,70.760002,70.870003,1055200,70.849113
"2022-04-06",70.209999,70.910004,69.339996,70.379997,1310800,70.359253
"2022-04-07",70.199997,70.419998,69.32,69.900002,1331200,69.879402
"2022-04-08",69.650002,70.379997,68.040001,68.290001,1292500,68.269875
"2022-04-11",68.300003,69.230003,67.720001,67.830002,969800,67.810013
"2022-04-12",67.919998,69.120003,67.440002,67.68,1086200,67.660049
"2022-04-13",67.919998,69.309998,67.919998,69.199997,1265800,69.179604
"2022-04-14",69.489998,69.980003,68.480003,68.650002,1083700,68.629768
"2022-04-18",68.620003,69.639999,68.080002,68.5,1211000,68.479813
"2022-04-19",68.849998,70.260002,68.800003,70.089996,820300,70.069336
"2022-04-20",70.68,71.910004,70.529999,71.160004,884700,71.13903
"2022-04-21",72,72.629997,68.769997,69.110001,1213800,69.08963
"2022-04-22",68.550003,69.029999,67.760002,67.889999,1097700,67.869987
"2022-04-25",67.339996,68.389999,65.370003,68.330002,1738400,68.30986
"2022-04-26",67.940002,68.370003,66.480003,66.529999,1098700,66.510391
"2022-04-27",66.410004,67.730003,66.150002,66.720001,1256500,66.700333
"2022-04-28",69.830002,72.519997,68.309998,72.050003,2117200,72.02877
"2022-04-29",71.849998,72.029999,68.769997,69.25,2110200,69.229591
"2022-05-02",69.32,70.739998,68.589996,70.07,1497600,70.049347
"2022-05-03",70.489998,71.650002,69.32,69.669998,1570200,69.64946
"2022-05-04",70,72.300003,69.660004,72.220001,1126700,72.198715
"2022-05-05",71.43,71.849998,68.940002,69.720001,972700,69.699455
"2022-05-06",69.230003,69.650002,67.650002,68.540001,941900,68.519798
"2022-05-09",67.309998,67.629997,63.919998,64.279999,1808700,64.261055
"2022-05-10",65.120003,65.610001,63.240002,64.230003,1408500,64.211075
"2022-05-11",64.330002,65.68,62.119999,62.25,1336200,62.231651
"2022-05-12",61.810001,62.970001,60.360001,61.950001,2183100,61.93174
"2022-05-13",62.779999,64.099998,62.419998,63.360001,1448100,63.341324
"2022-05-16",63.119999,63.900002,62.549999,63.09,1119600,63.071404
"2022-05-17",64.389999,65.739998,64.230003,65.669998,1009100,65.650642
"2022-05-18",64.93,65.410004,63.27,63.650002,1403800,63.631241
"2022-05-19",62.84,63.939999,62.279999,62.759998,1318600,62.741501
"2022-05-20",63.41,63.599998,60.709999,62.490002,1581400,62.471584
"2022-05-23",63.560001,64.519997,62.57,64.220001,1301400,64.201073
"2022-05-24",63.889999,64.089996,62.040001,63.400002,1144300,63.381313
"2022-05-25",62.959999,63.580002,61.709999,62.599998,1756800,62.581547
"2022-05-26",63.27,64.790001,62.82,64.339996,1269100,64.32103
"2022-05-27",65.010002,66.059998,64.639999,66.040001,916100,66.020538
"2022-05-31",65.029999,66.120003,64.330002,65.290001,1897600,65.27076
"2022-06-01",65.709999,66.300003,64.110001,65.309998,961200,65.290749
"2022-06-02",65.660004,66.800003,65.230003,66.739998,878000,66.720329
"2022-06-03",66.099998,66.860001,65.730003,66.580002,754400,66.560379
"2022-06-06",66.989998,67.769997,66.620003,67.339996,726200,67.320145
"2022-06-07",66.830002,68.790001,66.480003,68.709999,994900,68.689751
"2022-06-08",67.889999,68.580002,67.739998,67.849998,1090300,67.830002
"2022-06-09",67.620003,67.620003,66.720001,66.82,1166000,66.82
"2022-06-10",65.050003,65.57,62.91,62.939999,1538300,62.939999
"2022-06-13",61.200001,61.27,59.380001,60.009998,1478800,60.009998
"2022-06-14",60.220001,60.68,59.650002,60.189999,1360400,60.189999
"2022-06-15",61.139999,62.150002,60.470001,61.34,1369500,61.34
"2022-06-16",59.849998,60.080002,57.619999,57.93,1350200,57.93
"2022-06-17",58.040001,59.290001,57.110001,58.799999,2792100,58.799999
"2022-06-21",60,60.040001,58.970001,59.66,1057700,59.66
"2022-06-22",58.360001,59.84,58.32,58.990002,1192200,58.990002
"2022-06-23",58.880001,59.740002,57.25,58.23,1044100,58.23
"2022-06-24",58.91,60.68,58.509998,60.619999,1391800,60.619999
"2022-06-27",60.91,61.259998,59.950001,60.790001,897800,60.790001
"2022-06-28",61.299999,62.259998,59.98,60.049999,1490500,60.049999
"2022-06-29",60.130001,60.299999,58.560001,59.91,1210100,59.91
