"","APTV.Open","APTV.High","APTV.Low","APTV.Close","APTV.Volume","APTV.Adjusted"
"2020-11-27",119,121.889999,118.790001,121.860001,870100,121.860001
"2020-11-30",121.620003,121.970001,118.220001,118.699997,2505300,118.699997
"2020-12-01",122.370003,123.440002,121.290001,122.209999,2379500,122.209999
"2020-12-02",121.169998,122.099998,120.269997,121,1118200,121
"2020-12-03",121.580002,122.019997,120.400002,121.160004,1231300,121.160004
"2020-12-04",122.370003,124.239998,121.68,123.349998,1157500,123.349998
"2020-12-07",123.510002,123.639999,121.5,123.459999,886400,123.459999
"2020-12-08",123.410004,124.709999,122.519997,123.07,790900,123.07
"2020-12-09",124.790001,125.760002,122.790001,123.730003,1535200,123.730003
"2020-12-10",122.120003,124.5,122.050003,124.150002,1046000,124.150002
"2020-12-11",122.559998,123.620003,121.269997,122.239998,1599300,122.239998
"2020-12-14",123.989998,124.300003,121.57,121.650002,1810100,121.650002
"2020-12-15",123.419998,123.989998,119.809998,122.610001,2683800,122.610001
"2020-12-16",122.959999,123.599998,121.120003,122.839996,1240500,122.839996
"2020-12-17",124.059998,125.230003,123.209999,124.889999,1404000,124.889999
"2020-12-18",125,125.739998,122.370003,124.300003,3689100,124.300003
"2020-12-21",120,123.68,119.75,123.32,1281800,123.32
"2020-12-22",123.800003,126,122.720001,125.040001,1057700,125.040001
"2020-12-23",127.139999,130.039993,126.309998,128.350006,1440600,128.350006
"2020-12-24",128.899994,129.199997,127.059998,128.419998,350100,128.419998
"2020-12-28",128.940002,130.020004,128,128.139999,652900,128.139999
"2020-12-29",129.039993,130.350006,127.059998,128.070007,838500,128.070007
"2020-12-30",128.710007,131.029999,128.710007,130.789993,997400,130.789993
"2020-12-31",130.800003,131.229996,129.699997,130.289993,769900,130.289993
"2021-01-04",131.360001,131.970001,127.760002,129.509995,1934500,129.509995
"2021-01-05",129,133.800003,129,133.389999,1762800,133.389999
"2021-01-06",133.740005,138.960007,133.009995,138.110001,2078600,138.110001
"2021-01-07",141.020004,145.850006,140.610001,144.800003,2237100,144.800003
"2021-01-08",146.270004,151.190002,143.809998,145.559998,2471800,145.559998
"2021-01-11",142.949997,147.460007,141.710007,145.080002,2475200,145.080002
"2021-01-12",146.740005,152.779999,146.199997,151.089996,2221000,151.089996
"2021-01-13",150.020004,150.990005,145.100006,146.059998,2275100,146.059998
"2021-01-14",146.669998,147,143.110001,144.220001,1879800,144.220001
"2021-01-15",143.25,143.869995,137.529999,142.75,1783600,142.75
"2021-01-19",146.100006,147.619995,141.020004,142.570007,1789700,142.570007
"2021-01-20",145.600006,145.949997,143.029999,145.119995,2112600,145.119995
"2021-01-21",145.690002,146.570007,143.350006,143.850006,1854900,143.850006
"2021-01-22",141.279999,143.690002,139,139.490005,2251600,139.490005
"2021-01-25",139,139.809998,134.100006,139.009995,2196800,139.009995
"2021-01-26",139.289993,140.350006,135.300003,135.699997,1652000,135.699997
"2021-01-27",131.759995,133.380005,127.209999,127.959999,2274400,127.959999
"2021-01-28",130.360001,135.089996,129.270004,133.419998,3049100,133.419998
"2021-01-29",133.589996,137.059998,130.660004,133.600006,2596500,133.600006
"2021-02-01",135.240005,139.300003,135.240005,138.770004,1654400,138.770004
"2021-02-02",141,143.350006,140.309998,141.259995,2117400,141.259995
"2021-02-03",141.360001,146.5,141,143.149994,2346400,143.149994
"2021-02-04",150,151.229996,142.149994,142.149994,4000800,142.149994
"2021-02-05",144.860001,147.429993,144.039993,147.130005,1944300,147.130005
"2021-02-08",148,149.380005,146.070007,148.770004,1654000,148.770004
"2021-02-09",147.5,149.369995,145.729996,148.279999,1132100,148.279999
"2021-02-10",149.449997,149.990005,146.449997,149.889999,2010400,149.889999
"2021-02-11",151.070007,154.570007,148.610001,153.949997,1812000,153.949997
"2021-02-12",153.889999,156.520004,151.429993,156.289993,1404300,156.289993
"2021-02-16",157.009995,159.5,154.770004,155.089996,1875500,155.089996
"2021-02-17",154.080002,157.210007,152.919998,156.570007,1332500,156.570007
"2021-02-18",155.369995,155.600006,148.029999,149.350006,1531100,149.350006
"2021-02-19",151.369995,154.869995,150.740005,153.800003,1771100,153.800003
"2021-02-22",152.910004,159.320007,152.509995,156.990005,1777200,156.990005
"2021-02-23",153.809998,154.190002,146.880005,151.660004,2287900,151.660004
"2021-02-24",153.199997,155.509995,150.639999,155.220001,2041600,155.220001
"2021-02-25",154.360001,154.699997,145.800003,147.440002,2075900,147.440002
"2021-02-26",148.720001,150.580002,144.710007,149.839996,2581400,149.839996
"2021-03-01",151.059998,155.600006,151,154.759995,1764400,154.759995
"2021-03-02",155,156.240005,152.470001,154.210007,1098900,154.210007
"2021-03-03",154.759995,160.139999,154.720001,155.550003,1519600,155.550003
"2021-03-04",153.809998,154.220001,142.460007,146.399994,2345600,146.399994
"2021-03-05",148.25,148.25,135.789993,146.169998,2952500,146.169998
"2021-03-08",147.919998,149.899994,144.380005,144.600006,2435000,144.600006
"2021-03-09",146.320007,146.869995,142.139999,143.5,2701600,143.5
"2021-03-10",144.490005,150.410004,144.399994,148.690002,1782300,148.690002
"2021-03-11",150.050003,153.940002,149.550003,152.509995,1407000,152.509995
"2021-03-12",151.100006,151.800003,150.100006,150.899994,1477300,150.899994
"2021-03-15",150.570007,153.080002,148.630005,152.830002,1127200,152.830002
"2021-03-16",152.570007,152.570007,146.669998,147.350006,1593300,147.350006
"2021-03-17",147.800003,153.649994,146.240005,153.229996,1741100,153.229996
"2021-03-18",152.729996,155.580002,148.660004,148.899994,1413800,148.899994
"2021-03-19",143.570007,147.770004,143.570007,145.940002,3381300,145.940002
"2021-03-22",146.229996,146.360001,143.110001,145.039993,1795800,145.039993
"2021-03-23",143.419998,144.699997,138.229996,139.479996,1920400,139.479996
"2021-03-24",141.199997,143.360001,139.830002,139.850006,1438100,139.850006
"2021-03-25",138,143.360001,137.070007,142.679993,1274600,142.679993
"2021-03-26",142.75,143.559998,137.350006,140.639999,1656600,140.639999
"2021-03-29",139.850006,140.539993,134.860001,135.080002,1702800,135.080002
"2021-03-30",135.309998,137.5,133.630005,137.289993,2812000,137.289993
"2021-03-31",139.509995,139.779999,137.5,137.899994,1902000,137.899994
"2021-04-01",139.710007,141.710007,138.949997,140.740005,1894700,140.740005
"2021-04-05",142,144.020004,141.479996,142.009995,1203200,142.009995
"2021-04-06",142.610001,145.429993,142.100006,144.279999,1593200,144.279999
"2021-04-07",143.550003,144.770004,140.089996,140.710007,1189700,140.710007
"2021-04-08",139.979996,141.220001,138.089996,140.149994,1321000,140.149994
"2021-04-09",140.440002,142.509995,139.960007,142.429993,929200,142.429993
"2021-04-12",142.919998,143.600006,141.610001,143.149994,895100,143.149994
"2021-04-13",143.600006,144.139999,139.639999,141.199997,1249500,141.199997
"2021-04-14",141.820007,145.039993,141.300003,142.25,1044900,142.25
"2021-04-15",142.479996,142.820007,139.679993,141.839996,1272600,141.839996
"2021-04-16",143.869995,145.25,140.880005,141.050003,1572500,141.050003
"2021-04-19",141,141.169998,139.279999,140.320007,1346500,140.320007
"2021-04-20",140,140.160004,133.669998,135.039993,1628200,135.039993
"2021-04-21",134.759995,139.479996,133.550003,139.179993,1073600,139.179993
"2021-04-22",139.800003,140.630005,137.490005,138.929993,984700,138.929993
"2021-04-23",140.710007,145.770004,139.190002,144.889999,1597100,144.889999
"2021-04-26",145.75,147,144.429993,145.199997,941500,145.199997
"2021-04-27",145.779999,147.860001,145.020004,146.710007,1019800,146.710007
"2021-04-28",145.779999,147.5,145.110001,146.919998,1030300,146.919998
"2021-04-29",147.449997,148.080002,143.300003,144.539993,1351200,144.539993
"2021-04-30",143.550003,146.289993,142.690002,143.889999,1692300,143.889999
"2021-05-03",145.050003,145.940002,143.059998,143.440002,1612900,143.440002
"2021-05-04",141.330002,142.389999,138.149994,139.740005,2103400,139.740005
"2021-05-05",141.649994,143.880005,140.139999,142.919998,1356800,142.919998
"2021-05-06",140.5,143.919998,137.089996,141.460007,1676200,141.460007
"2021-05-07",142.110001,148.889999,141.820007,148.770004,1451300,148.770004
"2021-05-10",147.940002,148.190002,143.779999,143.779999,1308400,143.779999
"2021-05-11",140.660004,141.940002,137.570007,140.630005,1832700,140.630005
"2021-05-12",139.429993,141.399994,133.449997,134.369995,1362500,134.369995
"2021-05-13",135.490005,138.990005,134.179993,136.929993,1418700,136.929993
"2021-05-14",138.399994,139.880005,136.320007,139.179993,753300,139.179993
"2021-05-17",138.190002,139.660004,136.770004,139.039993,844800,139.039993
"2021-05-18",140,140.820007,137.160004,137.330002,1057400,137.330002
"2021-05-19",135,137.410004,134.070007,136.919998,1169300,136.919998
"2021-05-20",138.160004,138.660004,136.330002,137.309998,1066200,137.309998
"2021-05-21",138.559998,141.279999,138.160004,140.460007,1350900,140.460007
"2021-05-24",141.600006,142.529999,140.089996,141.460007,786300,141.460007
"2021-05-25",141.789993,143.789993,141.179993,141.860001,858300,141.860001
"2021-05-26",141.869995,143.850006,141.520004,143.380005,868300,143.380005
"2021-05-27",145.679993,151.949997,144.75,150.889999,2409300,150.889999
"2021-05-28",150.520004,151.559998,148.229996,150.419998,1279300,150.419998
"2021-06-01",152.220001,155.759995,151.210007,154.910004,1375700,154.910004
"2021-06-02",155,155.350006,152.110001,155,2014500,155
"2021-06-03",154.619995,158.309998,153.600006,155.990005,1856500,155.990005
"2021-06-04",157,159.889999,156.699997,159.75,1614200,159.75
"2021-06-07",160,160,156.029999,157.25,1093200,157.25
"2021-06-08",157.25,159.619995,155.880005,159.270004,912300,159.270004
"2021-06-09",159,159.309998,157.600006,158.330002,1327800,158.330002
"2021-06-10",159.610001,159.75,155.070007,155.539993,1170900,155.539993
"2021-06-11",156.139999,157.240005,155.320007,156.759995,889100,156.759995
"2021-06-14",156.460007,157.580002,155,157.470001,940400,157.470001
"2021-06-15",157.300003,157.559998,156.399994,157,1200600,157
"2021-06-16",156.5,157.470001,153.720001,154.369995,1839800,154.369995
"2021-06-17",154,155.710007,149.550003,151.360001,1989400,151.360001
"2021-06-18",148.729996,149.830002,146.630005,147.270004,1869600,147.270004
"2021-06-21",149,151.5,148.029999,150.440002,1662000,150.440002
"2021-06-22",150.919998,152,150.139999,151.639999,1252400,151.639999
"2021-06-23",151.740005,153.720001,151.339996,152.75,724400,152.75
"2021-06-24",155.610001,156.889999,154.509995,155.130005,1071500,155.130005
"2021-06-25",155,156,154.410004,155.770004,2789500,155.770004
"2021-06-28",155.179993,155.630005,152.410004,154.699997,1439100,154.699997
"2021-06-29",155.25,158.75,154.770004,158.300003,1326100,158.300003
"2021-06-30",157.559998,158.550003,156.789993,157.330002,1172900,157.330002
"2021-07-01",158.479996,159.160004,157.229996,158.729996,998500,158.729996
"2021-07-02",158.809998,160.529999,157.889999,159.869995,1236000,159.869995
"2021-07-06",160,160.080002,155.860001,157.600006,1152200,157.600006
"2021-07-07",157.25,157.330002,151.130005,154,1765000,154
"2021-07-08",150.490005,151.839996,147.869995,151.279999,1617400,151.279999
"2021-07-09",153.320007,156.679993,152.850006,155.610001,1044300,155.610001
"2021-07-12",155.190002,159.619995,154.470001,158.520004,1077600,158.520004
"2021-07-13",158.160004,158.509995,156.479996,157.529999,1073100,157.529999
"2021-07-14",158.479996,159.229996,154.449997,155.809998,787900,155.809998
"2021-07-15",154.479996,155.460007,152.229996,153.589996,722300,153.589996
"2021-07-16",154.770004,154.789993,149.539993,149.75,860100,149.75
"2021-07-19",144.580002,148.139999,143.460007,147.169998,1560100,147.169998
"2021-07-20",148.149994,153.830002,146.839996,153.149994,1060600,153.149994
"2021-07-21",154.660004,156.720001,154.149994,156.050003,905300,156.050003
"2021-07-22",155.639999,155.820007,153.289993,154.490005,651400,154.490005
"2021-07-23",156.410004,158.130005,155.669998,157.389999,680600,157.389999
"2021-07-26",157.619995,159.809998,156.550003,159.75,812200,159.75
"2021-07-27",157.679993,159.130005,156.080002,158.899994,900200,158.899994
"2021-07-28",159.149994,163.580002,159.009995,162.320007,1319400,162.320007
"2021-07-29",164.339996,167.919998,163.960007,167.649994,1309400,167.649994
"2021-07-30",165.600006,168.679993,165.089996,166.850006,1304000,166.850006
"2021-08-02",168.289993,169.940002,166.979996,167.660004,1360300,167.660004
"2021-08-03",168.410004,169.330002,165.520004,169.139999,781100,169.139999
"2021-08-04",168.020004,168.649994,165.619995,165.720001,1609600,165.720001
"2021-08-05",157.339996,161.75,155.320007,159.649994,2125000,159.649994
"2021-08-06",161.830002,164.130005,158.990005,163.149994,1053200,163.149994
"2021-08-09",161.880005,166.820007,161.880005,165.309998,973600,165.309998
"2021-08-10",166.330002,170.470001,166.330002,169.759995,1284700,169.759995
"2021-08-11",169.149994,170,165.770004,168.139999,1039500,168.139999
"2021-08-12",168.449997,168.839996,165.050003,166.520004,885400,166.520004
"2021-08-13",167.020004,167.25,164.460007,164.929993,710000,164.929993
"2021-08-16",163.070007,164.410004,161.669998,164.240005,915400,164.240005
"2021-08-17",161.679993,162.199997,155.759995,158.25,1018800,158.25
"2021-08-18",157.660004,158.820007,156.429993,156.580002,908900,156.580002
"2021-08-19",154.339996,154.369995,150.169998,152.919998,1435100,152.919998
"2021-08-20",152.720001,154.940002,151.5,154.649994,1114300,154.649994
"2021-08-23",155.809998,156.770004,154.919998,155.199997,1248000,155.199997
"2021-08-24",155.990005,158.029999,155.990005,157.639999,1253400,157.639999
"2021-08-25",158.729996,158.729996,156.820007,157.419998,1276400,157.419998
"2021-08-26",157.039993,157.5,153.960007,154.210007,798200,154.210007
"2021-08-27",155,157.229996,155,156.410004,1454800,156.410004
"2021-08-30",156.830002,157.169998,153.039993,153.110001,1202600,153.110001
"2021-08-31",153.729996,154.020004,151.75,152.190002,1977700,152.190002
"2021-09-01",151.759995,152.529999,149.210007,151.399994,1277600,151.399994
"2021-09-02",152.630005,152.639999,150.869995,151.070007,935000,151.070007
"2021-09-03",150.759995,150.759995,148.809998,149.929993,1260300,149.929993
"2021-09-07",149.350006,151.139999,149.289993,150.610001,1671000,150.610001
"2021-09-08",149.559998,149.960007,145.169998,148.039993,1697600,148.039993
"2021-09-09",147.679993,149.210007,146.789993,148.929993,991400,148.929993
"2021-09-10",150.559998,151.679993,146.389999,146.440002,1175800,146.440002
"2021-09-13",148.300003,148.960007,146.199997,148.25,1783800,148.25
"2021-09-14",149.470001,150.970001,148.940002,149.830002,1269400,149.830002
"2021-09-15",150.339996,154.970001,149.669998,154.270004,2428800,154.270004
"2021-09-16",152.800003,153.300003,147.490005,149.179993,1436200,149.179993
"2021-09-17",147.570007,148.699997,144.979996,146.429993,1995000,146.429993
"2021-09-20",141.460007,143.889999,140.600006,143.479996,1463000,143.479996
"2021-09-21",144.910004,145.779999,141.059998,142.300003,1183900,142.300003
"2021-09-22",144.220001,146.429993,143.720001,145.169998,1395600,145.169998
"2021-09-23",147.660004,153.539993,147.479996,152.759995,2000100,152.759995
"2021-09-24",152,153.25,150.800003,151.029999,823400,151.029999
"2021-09-27",150.259995,154.820007,149.529999,154.199997,1114300,154.199997
"2021-09-28",155,156.300003,151.919998,154.210007,1599300,154.210007
"2021-09-29",154.240005,155.119995,150.149994,150.639999,1159900,150.639999
"2021-09-30",151.369995,152.470001,148.850006,148.970001,1735800,148.970001
"2021-10-01",150.380005,152.899994,147.970001,152.699997,1388600,152.699997
"2021-10-04",153.339996,157.910004,152.960007,157.660004,2945500,157.660004
"2021-10-05",157.029999,159.440002,155.789993,158.100006,1977200,158.100006
"2021-10-06",154.990005,157.789993,152.169998,157.699997,1339500,157.699997
"2021-10-07",160.050003,165.619995,158.529999,164.800003,1433100,164.800003
"2021-10-08",165,166.910004,163.220001,165.119995,1471800,165.119995
"2021-10-11",165,166.899994,160.080002,160.149994,2535500,160.149994
"2021-10-12",161.279999,164.520004,160.009995,163.020004,1391100,163.020004
"2021-10-13",163,165.080002,160.949997,164.880005,1590900,164.880005
"2021-10-14",166.119995,168.029999,165.080002,167.320007,1078400,167.320007
"2021-10-15",169.309998,169.990005,167.990005,168.740005,1201400,168.740005
"2021-10-18",166.979996,169.029999,166.380005,167.800003,1224700,167.800003
"2021-10-19",168.940002,169.550003,166.139999,166.580002,962200,166.580002
"2021-10-20",164.550003,169,164.460007,168.979996,1270000,168.979996
"2021-10-21",169.220001,170.520004,168.369995,169.509995,1187000,169.509995
"2021-10-22",170,170.220001,167.199997,168.380005,1024300,168.380005
"2021-10-25",169.479996,170.639999,168,170.289993,1176100,170.289993
"2021-10-26",171.179993,171.570007,168.130005,169.179993,963700,169.179993
"2021-10-27",168.119995,172,167.850006,169.220001,949300,169.220001
"2021-10-28",170.380005,172.639999,169.699997,172.070007,968800,172.070007
"2021-10-29",171.559998,173.210007,171.300003,172.889999,972900,172.889999
"2021-11-01",174.270004,175.779999,173.240005,175.729996,1666700,175.729996
"2021-11-02",174.509995,175,172.289993,174.610001,1757600,174.610001
"2021-11-03",174.320007,180.289993,173.389999,178.119995,1590100,178.119995
"2021-11-04",179.5,180.809998,176.75,177.460007,1726700,177.460007
"2021-11-05",179.660004,179.660004,174.039993,175.029999,1557200,175.029999
"2021-11-08",171.580002,174.059998,171.5,173.229996,2083100,173.229996
"2021-11-09",174.289993,175.389999,171.199997,172.470001,1950100,172.470001
"2021-11-10",170.960007,173.619995,169.619995,171.419998,1973700,171.419998
"2021-11-11",172.710007,172.860001,167.559998,169.009995,1724400,169.009995
"2021-11-12",169.800003,171.619995,168.539993,170.5,2716300,170.5
"2021-11-15",172.119995,174.059998,170.130005,172.130005,1777800,172.130005
"2021-11-16",173.270004,175.570007,172.350006,174.630005,1524500,174.630005
"2021-11-17",175.539993,177.070007,174.779999,176.509995,1369100,176.509995
"2021-11-18",177.330002,179.399994,174.619995,176.259995,1206000,176.259995
"2021-11-19",176.669998,177.669998,175.139999,176.059998,1153100,176.059998
"2021-11-22",176.270004,177.529999,174,175.5,1000900,175.5
"2021-11-23",174.639999,176,170.149994,170.300003,1941400,170.300003
"2021-11-24",168.5,170.139999,166.139999,169.559998,1034300,169.559998
"2021-11-26",165.570007,166.520004,161.169998,163.410004,821900,163.410004
"2021-11-29",167.240005,168.139999,162.770004,165.490005,1520000,165.490005
"2021-11-30",165.520004,165.520004,159.649994,160.350006,2035500,160.350006
"2021-12-01",164.910004,167.910004,159.830002,160,1680900,160
"2021-12-02",162.559998,166.440002,161.160004,165.770004,1641600,165.770004
"2021-12-03",166.449997,166.679993,160.669998,162.350006,1335900,162.350006
"2021-12-06",166,166.169998,161.800003,164.410004,1300600,164.410004
"2021-12-07",166.559998,169.610001,166.559998,167.619995,1433300,167.619995
"2021-12-08",169.089996,170.759995,167.399994,170.380005,1011200,170.380005
"2021-12-09",169.380005,169.630005,166.149994,166.800003,912600,166.800003
"2021-12-10",168.660004,169.449997,166.389999,168.970001,601500,168.970001
"2021-12-13",168.020004,168.610001,162.850006,162.960007,1269900,162.960007
"2021-12-14",162.029999,163.610001,157.710007,160.820007,1713200,160.820007
"2021-12-15",159.529999,164.470001,158.490005,164.440002,1692600,164.440002
"2021-12-16",164.899994,168.990005,161.899994,162.160004,1310500,162.160004
"2021-12-17",160.880005,162.389999,157.259995,158.419998,2708400,158.419998
"2021-12-20",155.529999,156,151.229996,153.360001,1589500,153.360001
"2021-12-21",155.509995,158.229996,154.669998,158.020004,1960400,158.020004
"2021-12-22",158.419998,161.809998,158.029999,160.820007,1136900,160.820007
"2021-12-23",162.210007,163.789993,161.820007,162.399994,698600,162.399994
"2021-12-27",162.720001,164.300003,160.5,163.449997,746100,163.449997
"2021-12-28",162.970001,164.479996,162.25,162.630005,689300,162.630005
"2021-12-29",163.529999,164.619995,162.229996,163.210007,539200,163.210007
"2021-12-30",164.330002,166.020004,162.940002,163.139999,513300,163.139999
"2021-12-31",162.479996,165.720001,162.110001,164.949997,578400,164.949997
"2022-01-03",166.380005,168.229996,165,166.029999,1184400,166.029999
"2022-01-04",167.649994,174.380005,167.289993,172.210007,1713900,172.210007
"2022-01-05",172.5,173.940002,168.259995,168.279999,1205500,168.279999
"2022-01-06",168.880005,174.259995,165.5,174.119995,2041000,174.119995
"2022-01-07",173.770004,175.910004,169.360001,169.470001,1502400,169.470001
"2022-01-10",167.759995,169.550003,160.830002,165.070007,1021600,165.070007
"2022-01-11",158.399994,162.289993,157.710007,159.699997,2827800,159.699997
