"","MDT.Open","MDT.High","MDT.Low","MDT.Close","MDT.Volume","MDT.Adjusted"
"2021-12-30",103.879997,105.580002,103.839996,104.470001,3519200,103.058792
"2021-12-31",104.470001,104.879997,103.440002,103.449997,3608900,102.052574
"2022-01-03",103.139999,106.330002,102.769997,106.099998,7797800,104.666779
"2022-01-04",105.730003,107.489998,105.389999,106.389999,7680600,104.952858
"2022-01-05",107.139999,108.989998,106,106.010002,7206000,104.577995
"2022-01-06",106.290001,106.809998,104.620003,104.970001,5207000,103.552048
"2022-01-07",104,105.830002,103.860001,105.160004,5142200,103.739479
"2022-01-10",104.940002,105.650002,103.620003,105.620003,6500500,104.193268
"2022-01-11",106.080002,108.07,106,107.889999,7217100,106.432594
"2022-01-12",107.709999,109.230003,107.5,108.949997,8421600,107.478279
"2022-01-13",108.730003,110.599998,108.449997,108.779999,5165400,107.310577
"2022-01-14",108.089996,108.849998,107.239998,108.550003,6291500,107.083687
"2022-01-18",107.010002,108.209999,106.32,107.489998,8019400,106.037994
"2022-01-19",107.389999,109.089996,106.949997,107.760002,7278600,106.304352
"2022-01-20",106.660004,108.940002,105.970001,106.110001,6110400,104.676643
"2022-01-21",107.349998,107.419998,104.470001,105.599998,6406200,104.173531
"2022-01-24",103.610001,104.830002,100.68,104.209999,10286900,102.802307
"2022-01-25",102.650002,104.660004,101.269997,104.169998,8577400,102.762848
"2022-01-26",104.620003,105.839996,103.25,104.089996,6568200,102.683922
"2022-01-27",105.089996,105.959999,102.82,103.18,5979300,101.786224
"2022-01-28",103.449997,103.940002,101.209999,103.129997,8459400,101.736893
"2022-01-31",103,103.589996,101.809998,103.489998,9255000,102.092033
"2022-02-01",103.690002,104.190002,102.5,103.589996,8114900,102.190681
"2022-02-02",102.989998,103.489998,101.400002,103.370003,10230100,101.973656
"2022-02-03",102.120003,102.93,101.300003,102.169998,7134200,100.789864
"2022-02-04",101.620003,103.540001,101.57,102.730003,4526800,101.3423
"2022-02-07",102.650002,103.239998,101.809998,101.989998,5258400,100.612297
"2022-02-08",102.510002,104.599998,102.019997,104.209999,5775500,102.802307
"2022-02-09",104.800003,106.300003,104.800003,106.089996,7087600,104.656906
"2022-02-10",105.529999,106.769997,104.540001,104.879997,6516700,103.463257
"2022-02-11",104.690002,105.830002,102.629997,102.989998,5859000,101.598785
"2022-02-14",103.239998,103.389999,101.690002,102.309998,7079900,100.927971
"2022-02-15",103.370003,104.800003,103.010002,103.910004,5325500,102.506363
"2022-02-16",103.07,103.519997,101.610001,103.150002,7499400,101.75663
"2022-02-17",102.25,103,101.389999,101.699997,5551600,100.32621
"2022-02-18",101.5,102.019997,100.290001,100.580002,8364700,99.221344
"2022-02-22",100.449997,104.68,100.300003,103.720001,9609800,102.318932
"2022-02-23",104.239998,104.5,102.550003,103.029999,6454100,101.638252
"2022-02-24",100.970001,103.489998,100.07,103.330002,7617300,101.934196
"2022-02-25",103.629997,105.910004,103.040001,105.839996,6969200,104.410286
"2022-02-28",104.330002,105.440002,103.599998,104.989998,5780600,103.57177
"2022-03-01",104.599998,105.120003,102.82,103.660004,4543400,102.259743
"2022-03-02",105.089996,106.980003,104.830002,106.379997,5919300,104.942993
"2022-03-03",107.010002,108.489998,106.349998,107.650002,6480000,106.195839
"2022-03-04",106.040001,108.540001,105.919998,108.309998,5186200,106.846924
"2022-03-07",107.75,108.139999,106.440002,106.639999,6556600,105.199486
"2022-03-08",106.32,106.980003,104.040001,104.089996,7482700,102.683922
"2022-03-09",106.040001,106.669998,103.349998,103.580002,9962000,102.180824
"2022-03-10",102.82,104.639999,102.400002,104.459999,5146900,103.048927
"2022-03-11",105.410004,106.050003,103.599998,103.82,5149800,102.417572
"2022-03-14",104.470001,105.07,102.839996,103.220001,4175500,101.825684
"2022-03-15",103.970001,105.550003,103.739998,105.400002,5017900,103.976234
"2022-03-16",105.970001,107.379997,105.400002,107.300003,5255000,105.850571
"2022-03-17",107,109.790001,106.660004,109.739998,5693400,108.257607
"2022-03-18",109.730003,110.389999,108.480003,110.18,16292800,108.691666
"2022-03-21",109.040001,110.599998,108.089996,108.75,8206100,107.280975
"2022-03-22",109.019997,109.550003,108.769997,108.970001,5601800,107.498009
"2022-03-23",108.330002,108.900002,105.709999,106.160004,7002600,104.725967
"2022-03-24",106.199997,106.550003,105.18,106.349998,5660500,105.539719
"2022-03-25",106.870003,108.480003,106.779999,108.459999,5597200,107.633636
"2022-03-28",108.940002,110.010002,108.150002,109.93,5688000,109.092438
"2022-03-29",111,112.470001,110.690002,112.379997,8862200,111.523773
"2022-03-30",111.93,112.519997,111.260002,111.559998,4694900,110.710022
"2022-03-31",111.269997,112.489998,110.900002,110.949997,6899800,110.104668
"2022-04-01",111.349998,112.660004,110.839996,112.519997,4479100,111.662704
"2022-04-04",112,112.160004,110.410004,110.879997,5099200,110.035202
"2022-04-05",110.550003,111.849998,110.169998,110.5,5496100,109.658096
"2022-04-06",109.730003,112.029999,109,111.720001,5560700,110.868805
"2022-04-07",111.480003,113.120003,110.889999,112.330002,6668600,111.474159
"2022-04-08",112.059998,113.110001,111.269997,112.470001,5230500,111.613091
"2022-04-11",112.360001,112.739998,111.349998,111.519997,3407100,110.670326
"2022-04-12",111.669998,112.220001,110.150002,110.580002,4733900,109.737488
"2022-04-13",109.660004,110.68,109.620003,110.459999,4791500,109.618401
"2022-04-14",110.830002,111.110001,108.910004,109.019997,6665800,108.189369
"2022-04-18",108.529999,109.25,107.540001,108.080002,3418000,107.256538
"2022-04-19",108.650002,111.660004,108.489998,110.220001,9780300,109.380234
"2022-04-20",110.790001,113.489998,110.790001,113,5477700,112.139053
"2022-04-21",114,114.309998,113.029999,113.089996,5859300,112.228363
"2022-04-22",111.75,111.82,107.699997,107.800003,6351500,106.978676
"2022-04-25",107.440002,109.669998,106.879997,109.480003,5498200,108.645874
"2022-04-26",107.849998,109.419998,106.760002,106.779999,5251200,105.966438
"2022-04-27",106.779999,108.25,106.190002,106.629997,4757700,105.817581
"2022-04-28",107.279999,107.639999,105.349998,107.150002,5063200,106.333626
"2022-04-29",106.629997,106.629997,104.120003,104.360001,5206000,103.56488
"2022-05-02",105.169998,105.559998,101.260002,103.139999,6104000,102.354172
"2022-05-03",103.43,104.190002,102.660004,103.110001,3841500,102.324402
"2022-05-04",103.089996,106.199997,102.480003,105.830002,4258100,105.023682
"2022-05-05",104.5,105.669998,103.470001,104.550003,3945400,103.753433
"2022-05-06",103.970001,104.830002,102.720001,103.449997,5496400,102.661812
"2022-05-09",102.279999,102.32,99.209999,99.580002,6593300,98.821297
"2022-05-10",100.779999,101.330002,98.790001,100.309998,5638900,99.545731
"2022-05-11",100.459999,102.459999,100.239998,100.650002,4113400,99.883148
"2022-05-12",99.959999,101.400002,99.489998,101.110001,4434700,100.339638
"2022-05-13",102.360001,103.029999,101.800003,102.669998,3525900,101.887756
"2022-05-16",102,104.330002,102,103.809998,3751200,103.019066
"2022-05-17",105.269997,106.330002,104.989998,106.260002,3168200,105.450401
"2022-05-18",105.139999,105.900002,103.25,103.57,4133800,102.780899
"2022-05-19",102.230003,103.25,101.25,102.75,4230400,101.967148
"2022-05-20",103.529999,103.739998,100.419998,102.529999,5335800,101.748817
"2022-05-23",103.830002,104.440002,102.5,104.260002,4134300,103.465645
"2022-05-24",104.139999,105.730003,103.760002,105.589996,4381900,104.785507
"2022-05-25",105.260002,106.059998,104.339996,105.540001,5495100,104.735886
"2022-05-26",98.75,101.389999,98.18,99.440002,12674300,98.682365
"2022-05-27",99.129997,99.18,96.860001,99.080002,13358600,98.325111
"2022-05-31",98.339996,100.620003,98.220001,100.150002,11330500,99.386955
"2022-06-01",100.279999,100.32,96.379997,97.779999,6493700,97.035011
"2022-06-02",97.860001,98.900002,96.120003,98.5,6794700,97.749527
"2022-06-03",98.769997,98.769997,95.379997,95.480003,9097000,94.752541
"2022-06-06",96.25,96.860001,95.190002,95.489998,5432500,94.762459
"2022-06-07",95.110001,96.550003,94.57,96.470001,5929000,95.734993
"2022-06-08",96.279999,96.790001,95.809998,96.040001,5665500,95.308273
"2022-06-09",95,95.470001,93.169998,93.199997,5974800,92.489906
"2022-06-10",91.870003,93.779999,91.010002,92.739998,6723500,92.033409
"2022-06-13",90.5,91.800003,89.739998,90.169998,8502400,89.482994
"2022-06-14",90.040001,90.309998,87.690002,88.480003,7521900,87.80587
"2022-06-15",89.209999,90.339996,88.440002,89.349998,5236200,88.669235
"2022-06-16",87.5,88.059998,86.949997,87.400002,6729900,86.7341
"2022-06-17",88.269997,89.510002,87.709999,88.220001,8299300,87.547852
"2022-06-21",89.650002,89.75,88.110001,88.709999,6520400,88.034119
"2022-06-22",88.18,89.889999,88.050003,89.25,7458400,88.57
"2022-06-23",88.370003,89.610001,88.160004,88.669998,6823300,88.669998
"2022-06-24",89.349998,90.510002,88.25,90.220001,7131800,90.220001
"2022-06-27",90.360001,91.199997,89.879997,90.470001,7237200,90.470001
"2022-06-28",90.860001,91.959999,89.120003,89.199997,4166900,89.199997
"2022-06-29",89.889999,90.550003,89.07,90.419998,4072800,90.419998
