"","HCA.Open","HCA.High","HCA.Low","HCA.Close","HCA.Volume","HCA.Adjusted"
"2021-12-17",253.550003,256.220001,250.979996,253.789993,3894800,252.466965
"2021-12-20",250.919998,251.869995,240.979996,245.619995,1719200,244.339554
"2021-12-21",242.179993,248.740005,242.179993,247.029999,1604700,245.742203
"2021-12-22",247.539993,252.889999,246.789993,252.070007,1283000,250.755951
"2021-12-23",253.570007,255,251.460007,252.050003,822200,250.736053
"2021-12-27",252.520004,254.570007,251.740005,253.770004,819300,252.447067
"2021-12-28",254.679993,257.980011,252.970001,256.76001,708100,255.421509
"2021-12-29",257.089996,260.75,257.089996,258.48999,642100,257.142456
"2021-12-30",259.089996,260.670013,257.920013,258.109985,617400,256.764435
"2021-12-31",257.829987,259.640015,256.709991,256.920013,931500,255.580673
"2022-01-03",256.679993,256.679993,252,254.080002,1518500,252.755463
"2022-01-04",255.289993,260.970001,253.660004,260.269989,2366800,258.913177
"2022-01-05",261.279999,269.75,258.709991,258.970001,1384800,257.619965
"2022-01-06",258.950012,259.149994,253.100006,254.509995,1757400,253.183212
"2022-01-07",253.970001,256.160004,251.470001,252.210007,1660000,250.895218
"2022-01-10",253.649994,255.179993,246.160004,249.470001,1262000,248.169495
"2022-01-11",247.75,250.679993,240.289993,250.330002,1547800,249.025009
"2022-01-12",250.910004,253.699997,248.050003,249.300003,1099400,248.000381
"2022-01-13",249.919998,258.23999,249.419998,254.410004,1139400,253.08374
"2022-01-14",252.529999,257.329987,252.25,257,1212100,255.660233
"2022-01-18",254.050003,255.570007,247.660004,248.729996,1510100,247.43335
"2022-01-19",249.710007,251.080002,244.679993,245.330002,1368100,244.051071
"2022-01-20",246.550003,248.139999,239.550003,240.759995,1906500,239.504883
"2022-01-21",240.479996,241.380005,237.460007,237.929993,1634300,236.689636
"2022-01-24",234.300003,244.380005,231.759995,243.600006,1829600,242.330093
"2022-01-25",239.970001,241.889999,236.789993,239.110001,1764500,237.863495
"2022-01-26",240.110001,246.779999,236.889999,240,2454000,238.748856
"2022-01-27",220.5,232.009995,220.5,228.850006,3196900,227.656998
"2022-01-28",229.009995,236.660004,228.710007,236.610001,1944500,235.376541
"2022-01-31",235,242.279999,234.229996,240.050003,2497900,238.798599
"2022-02-01",241.190002,243,235.410004,237.330002,2018800,236.092789
"2022-02-02",236.669998,242.270004,236.350006,240.789993,1121500,239.534729
"2022-02-03",239.820007,243.970001,238.630005,240.860001,1045800,239.604385
"2022-02-04",238.800003,242.070007,234.899994,239.080002,1545300,237.833649
"2022-02-07",238.580002,239.490005,230.660004,232.410004,1436700,231.198425
"2022-02-08",232.720001,240.25,231.669998,239.479996,1762200,238.231567
"2022-02-09",240.869995,244.869995,240.860001,243.419998,939700,242.151031
"2022-02-10",240.460007,247.020004,238.350006,240.009995,1214700,238.758804
"2022-02-11",240.100006,242.559998,236.559998,237.570007,1095600,236.331543
"2022-02-14",239.029999,241.210007,234.070007,235.419998,1078300,234.192734
"2022-02-15",238.669998,242.600006,237.509995,242.389999,1094400,241.126404
"2022-02-16",242.270004,252.809998,241.009995,251.990005,1945500,250.676361
"2022-02-17",250.770004,255.929993,249.610001,250.800003,1385000,249.492554
"2022-02-18",250.050003,254.809998,243.059998,244.100006,1565500,242.827499
"2022-02-22",241.850006,246.039993,241,244.330002,1208100,243.05629
"2022-02-23",245.529999,245.529999,240.830002,241.779999,1034100,240.519577
"2022-02-24",236.009995,244.160004,234.679993,243.559998,1477000,242.290298
"2022-02-25",244.860001,254.199997,244.860001,253.289993,1162600,251.969559
"2022-02-28",246.460007,250.509995,241.460007,250.309998,1602200,249.005112
"2022-03-01",250.179993,253.270004,247.320007,252.419998,1206300,251.104111
"2022-03-02",254,263.809998,252.669998,261.130005,1676200,259.768707
"2022-03-03",263,266.209991,260.76001,264.109985,1682000,262.733154
"2022-03-04",260.170013,266.01001,258.429993,265.410004,1351000,264.026398
"2022-03-07",263.540009,264.390015,257.609985,259.820007,1454600,258.465546
"2022-03-08",259.820007,265.940002,257.98999,258.029999,1403500,256.684875
"2022-03-09",263.609985,268.480011,262.779999,264.359985,1197200,262.981873
"2022-03-10",261.410004,268.23999,261.410004,267.100006,1454000,265.707611
"2022-03-11",266.450012,272.26001,266.450012,267,1370000,265.608093
"2022-03-14",269.359985,270.890015,259.100006,261.429993,2315600,260.067139
"2022-03-15",264.480011,268.019989,263.070007,267.170013,2014500,265.777252
"2022-03-16",268,269.850006,263.089996,266.350006,2118100,265.518036
"2022-03-17",266.450012,268.429993,264.029999,266.970001,1509000,266.136108
"2022-03-18",268.589996,268.589996,256.98999,260.679993,2602700,259.865723
"2022-03-21",261.690002,266.329987,259.109985,261.559998,1527300,260.742981
"2022-03-22",262.899994,263.519989,259.170013,260.350006,1643200,259.536774
"2022-03-23",258.940002,262.160004,257.630005,260.609985,1391300,259.795959
"2022-03-24",261.829987,263.100006,259.450012,260.600006,1522400,259.786011
"2022-03-25",260.779999,261.720001,255.960007,260.079987,1562600,259.267609
"2022-03-28",259.799988,264.450012,258.76001,264.410004,1238700,263.584106
"2022-03-29",264.399994,265.549988,262.040009,263.649994,1077000,262.826447
"2022-03-30",263.209991,264.049988,253.350006,254.960007,1613300,254.16362
"2022-03-31",253.570007,255.449997,250.529999,250.619995,1643800,249.837158
"2022-04-01",251,254.350006,250.369995,250.75,1182800,249.966766
"2022-04-04",250.380005,251.179993,244.300003,245.589996,1435200,244.822876
"2022-04-05",242.440002,248.380005,242.440002,243.610001,1596800,242.84906
"2022-04-06",242.440002,250.710007,241.899994,250.479996,1669800,249.697601
"2022-04-07",249.710007,256.619995,249.710007,254.630005,1656900,253.834641
"2022-04-08",253.830002,260.170013,250.690002,258.690002,1630500,257.881958
"2022-04-11",258.890015,261,256.640015,258.179993,1454500,257.373535
"2022-04-12",259.579987,261.470001,257.829987,260.890015,1126400,260.075104
"2022-04-13",261.25,262.149994,257.200012,258.640015,1091600,257.832123
"2022-04-14",259.529999,263.350006,259.399994,260.940002,1045900,260.124939
"2022-04-18",259.160004,262.859985,258.850006,259.910004,932700,259.098145
"2022-04-19",261.019989,263.140015,259.399994,261.959991,1069700,261.141724
"2022-04-20",263.690002,275.959991,263.529999,275.160004,1688600,274.300507
"2022-04-21",273.980011,279.019989,269.109985,269.440002,2384800,268.598389
"2022-04-22",241.580002,242,209.179993,210.639999,8886800,209.982056
"2022-04-25",208.520004,216.289993,207.509995,210.5,4740100,209.842484
"2022-04-26",207.199997,219,204.729996,214.940002,5892900,214.268616
"2022-04-27",213.130005,218.539993,209.479996,212.229996,2675100,211.567078
"2022-04-28",212.979996,220.220001,211.470001,218.940002,2213400,218.256119
"2022-04-29",216.610001,221.779999,214.229996,214.550003,2061800,213.879837
"2022-05-02",214.479996,215.860001,208,210.820007,2105900,210.161499
"2022-05-03",210.589996,218.649994,209.940002,216.300003,1839100,215.624374
"2022-05-04",218.850006,226.110001,216.179993,224.800003,2091300,224.097824
"2022-05-05",226.300003,229.190002,219.289993,224.190002,2167800,223.489731
"2022-05-06",221.300003,229,219.509995,227.350006,1679200,226.639862
"2022-05-09",225,227.089996,221.880005,224.100006,1681900,223.400009
"2022-05-10",226.199997,229.259995,221.820007,224.490005,1687900,223.788788
"2022-05-11",223.990005,228.009995,208.440002,209.529999,2962700,208.875519
"2022-05-12",207.5,214.029999,206.860001,213.800003,2614400,213.132187
"2022-05-13",215.809998,220.199997,214.270004,214.919998,1618200,214.248672
"2022-05-16",213.910004,215.080002,210.830002,211.639999,1685100,210.978928
"2022-05-17",213.850006,216.779999,209.960007,215.970001,1543700,215.295395
"2022-05-18",212.779999,212.779999,205.160004,206.800003,2378500,206.154053
"2022-05-19",204.25,206.289993,199.539993,203.130005,2271800,202.495514
"2022-05-20",204.089996,206.940002,198.690002,204.779999,1481400,204.14035
"2022-05-23",206.100006,207.740005,202.619995,205.039993,1390400,204.399536
"2022-05-24",205,205.300003,200.899994,204.759995,1123400,204.120407
"2022-05-25",204.089996,212.029999,203.360001,206.160004,2151900,205.516052
"2022-05-26",208.729996,213.160004,207.860001,211.789993,1182900,211.128448
"2022-05-27",213.710007,216.559998,213.710007,215.550003,1640600,214.876709
"2022-05-31",212.949997,215.229996,209.889999,210.399994,3331000,209.742798
"2022-06-01",212.509995,212.520004,205.440002,206.949997,1844300,206.303574
"2022-06-02",207.710007,211.419998,203.600006,211.179993,2227200,210.520355
"2022-06-03",209.729996,212.020004,207.309998,207.589996,1150100,206.941574
"2022-06-06",207.410004,208.880005,203.949997,204.820007,1531800,204.180237
"2022-06-07",202.600006,208.839996,202.600006,207.520004,1321100,206.871796
"2022-06-08",206,208.339996,205.229996,205.729996,1171900,205.087387
"2022-06-09",204.539993,207.160004,201.020004,201.259995,1203100,200.631348
"2022-06-10",197.779999,199.679993,195.889999,196.720001,1863400,196.10553
"2022-06-13",191.190002,193.070007,185.059998,185.770004,2416800,185.189743
"2022-06-14",185.199997,185.389999,178.800003,179.279999,3828800,178.720001
"2022-06-15",179.25,183.830002,177.690002,181.690002,2534800,181.690002
"2022-06-16",176.800003,176.850006,169.130005,171.559998,2574800,171.559998
"2022-06-17",171.320007,176.660004,170.740005,173.100006,6001700,173.100006
"2022-06-21",176.820007,177.130005,170.279999,173.869995,2368000,173.869995
"2022-06-22",173.25,177.839996,172.860001,176.589996,1614600,176.589996
"2022-06-23",177.850006,178.789993,174.979996,177.440002,1629000,177.440002
"2022-06-24",177.720001,183.130005,177.720001,182.330002,4783800,182.330002
"2022-06-27",183,183.679993,178.910004,179.820007,1367300,179.820007
"2022-06-28",180.070007,181.970001,174.350006,175.820007,2543400,175.820007
"2022-06-29",177.029999,178.410004,173.720001,175.669998,1627400,175.669998
