"","META.Open","META.High","META.Low","META.Close","META.Volume","META.Adjusted"
"2022-01-07",332.73999,337,328.880005,331.790009,14722000,331.790009
"2022-01-10",325.309998,328.339996,315.429993,328.070007,24942400,328.070007
"2022-01-11",326.779999,334.630005,325.279999,334.369995,16226800,334.369995
"2022-01-12",335.179993,336.369995,330.029999,333.26001,14104900,333.26001
"2022-01-13",334.980011,335.630005,325.76001,326.480011,14797100,326.480011
"2022-01-14",321.790009,332.730011,321.209991,331.899994,16868500,331.899994
"2022-01-18",323.290009,324.209991,317.640015,318.149994,22645600,318.149994
"2022-01-19",319.579987,327.100006,319.329987,319.589996,20814700,319.589996
"2022-01-20",323.899994,327.820007,315.980011,316.559998,16925000,316.559998
"2022-01-21",314.809998,318.309998,303.040009,303.170013,28710700,303.170013
"2022-01-24",297.839996,309.529999,289.01001,308.709991,38878100,308.709991
"2022-01-25",299.950012,306.230011,297.579987,300.149994,25108500,300.149994
"2022-01-26",307.01001,307.51001,290.850006,294.630005,28348800,294.630005
"2022-01-27",297.75,301.709991,294.26001,294.640015,21629900,294.640015
"2022-01-28",295.619995,301.899994,293.029999,301.709991,21871600,301.709991
"2022-01-31",300.679993,313.790009,299.320007,313.26001,21579500,313.26001
"2022-02-01",314.559998,319.660004,312.119995,319,18023800,319
"2022-02-02",327.820007,328,316.869995,323,58458300,323
"2022-02-03",244.649994,248,235.75,237.759995,188119900,237.759995
"2022-02-04",234.970001,242.610001,230.110001,237.089996,89342200,237.089996
"2022-02-07",237.699997,238.300003,224.009995,224.910004,88613800,224.910004
"2022-02-08",220.850006,225.770004,216.149994,220.179993,94729700,220.179993
"2022-02-09",224.199997,233.369995,222.210007,232,86563300,232
"2022-02-10",228.270004,235,226.699997,228.070007,49310400,228.070007
"2022-02-11",228.460007,230.419998,218.770004,219.550003,46156900,219.550003
"2022-02-14",219.309998,221,214.779999,217.699997,38184000,217.699997
"2022-02-15",220.470001,221.149994,215.059998,221,42685500,221
"2022-02-16",212.410004,217.460007,212.360001,216.539993,45817500,216.539993
"2022-02-17",214.020004,217.5,207.160004,207.710007,38747500,207.710007
"2022-02-18",209.389999,210.75,205.179993,206.160004,37128400,206.160004
"2022-02-22",202.339996,207.479996,200.059998,202.080002,39852400,202.080002
"2022-02-23",204.160004,206.940002,198.050003,198.449997,44481400,198.449997
"2022-02-24",191.059998,208.350006,190.220001,207.600006,49957200,207.600006
"2022-02-25",204.940002,211.320007,203.179993,210.479996,37627600,210.479996
"2022-02-28",207.679993,213.149994,206.830002,211.029999,34239800,211.029999
"2022-03-01",209.869995,211.75,202.220001,203.490005,27094900,203.490005
"2022-03-02",204.779999,209.149994,202.020004,208.110001,29452100,208.110001
"2022-03-03",209.020004,209.080002,201.419998,202.970001,27263500,202.970001
"2022-03-04",202.369995,205.889999,198.789993,200.059998,32130900,200.059998
"2022-03-07",200.789993,200.889999,187.279999,187.470001,38560600,187.470001
"2022-03-08",187.850006,196.699997,186.110001,190.289993,37508100,190.289993
"2022-03-09",195.740005,199.100006,193.919998,198.5,31894700,198.5
"2022-03-10",194.839996,196.279999,191.070007,195.210007,24853000,195.210007
"2022-03-11",192.639999,193.559998,186.669998,187.610001,34694500,187.610001
"2022-03-14",187.029999,192.289993,185.820007,186.630005,31010500,186.630005
"2022-03-15",190.800003,192.279999,185.910004,192.029999,31721700,192.029999
"2022-03-16",194.699997,203.729996,194.520004,203.630005,40640300,203.630005
"2022-03-17",201.699997,208.039993,201.110001,207.839996,29499700,207.839996
"2022-03-18",206.699997,216.800003,206,216.490005,52128000,216.490005
"2022-03-21",214.5,214.710007,207.630005,211.490005,30142300,211.490005
"2022-03-22",211.369995,219.460007,210.179993,216.649994,31998800,216.649994
"2022-03-23",213.330002,216.800003,212.160004,213.460007,23717300,213.460007
"2022-03-24",215,220.669998,214.789993,219.570007,31502300,219.570007
"2022-03-25",220.509995,225.5,218.889999,221.820007,40039000,221.820007
"2022-03-28",222.130005,224.039993,219.539993,223.589996,26224100,223.589996
"2022-03-29",226.070007,230.889999,225.289993,229.860001,31417900,229.860001
"2022-03-30",228.910004,231.149994,226.710007,227.850006,25588000,227.850006
"2022-03-31",228.449997,228.490005,222.259995,222.360001,24192300,222.360001
"2022-04-01",224.550003,227.279999,222.699997,224.850006,19544800,224.850006
"2022-04-04",225.979996,234.350006,225.860001,233.889999,28054800,233.889999
"2022-04-05",234.080002,236.860001,231.020004,231.839996,29727200,231.839996
"2022-04-06",226.910004,228.990005,221.410004,223.300003,28995100,223.300003
"2022-04-07",223.929993,225.520004,218.559998,222.949997,21037200,222.949997
"2022-04-08",222.380005,225.130005,220.029999,222.330002,18375700,222.330002
"2022-04-11",218.419998,220.610001,215.220001,216.460007,20516600,216.460007
"2022-04-12",220.240005,222.029999,213.130005,214.139999,20128800,214.139999
"2022-04-13",211.820007,216.610001,211.330002,214.990005,19231800,214.990005
"2022-04-14",214.889999,214.990005,210,210.179993,18379500,210.179993
"2022-04-18",210,213.380005,208.300003,210.770004,16580800,210.770004
"2022-04-19",210.520004,218.429993,209,217.309998,20089900,217.309998
"2022-04-20",213.610001,214.160004,198.919998,200.419998,43036500,200.419998
"2022-04-21",201.600006,202.970001,185.580002,188.070007,49954100,188.070007
"2022-04-22",190.369995,192.720001,183.270004,184.110001,36426800,184.110001
"2022-04-25",182.729996,187.179993,181.660004,186.990005,29281100,186.990005
"2022-04-26",186.630005,187.190002,179.5,180.949997,31747400,180.949997
"2022-04-27",174.429993,181.210007,169,174.949997,71062900,174.949997
"2022-04-28",202.919998,208.529999,192.899994,205.729996,100890600,205.729996
"2022-04-29",204.460007,212.479996,199.899994,200.470001,49193400,200.470001
"2022-05-02",201.169998,211.880005,200.990005,211.130005,49915300,211.130005
"2022-05-03",210.449997,214.899994,208.089996,212.029999,41556300,212.029999
"2022-05-04",210.649994,224.300003,206.960007,223.410004,41375900,223.410004
"2022-05-05",218.740005,220.169998,206.160004,208.279999,41129200,208.279999
"2022-05-06",207.339996,209.380005,201.020004,203.770004,34747200,203.770004
"2022-05-09",199.839996,202.570007,195.580002,196.210007,36303200,196.210007
"2022-05-10",199.509995,202.960007,194.190002,197.649994,34452500,197.649994
"2022-05-11",196.330002,200.669998,188.270004,188.740005,31153400,188.740005
"2022-05-12",187.059998,198.050003,184.779999,191.240005,38262200,191.240005
"2022-05-13",192.580002,199.889999,191.279999,198.619995,24549800,198.619995
"2022-05-16",197.050003,205.369995,195.929993,200.039993,27112600,200.039993
"2022-05-17",202.119995,205.460007,198.360001,202.619995,24872700,202.619995
"2022-05-18",200,201,191.630005,192.240005,23960000,192.240005
"2022-05-19",191.199997,195.289993,189.600006,191.289993,24446900,191.289993
"2022-05-20",194.970001,197.910004,187.869995,193.539993,31465600,193.539993
"2022-05-23",195.190002,196.990005,191.240005,196.229996,25059200,196.229996
"2022-05-24",180.550003,183.679993,176.110001,181.279999,50406300,181.279999
"2022-05-25",180.399994,185.449997,179.320007,183.830002,28030200,183.830002
"2022-05-26",182.880005,192.830002,182.259995,191.630005,23056500,191.630005
"2022-05-27",191.360001,195.330002,189.800003,195.130005,22562700,195.130005
"2022-05-31",194.889999,197.600006,192.009995,193.639999,26131100,193.639999
"2022-06-01",196.509995,199.529999,185,188.639999,36623500,188.639999
"2022-06-02",188.449997,200.940002,187.729996,198.860001,31951600,198.860001
"2022-06-03",195.979996,196.610001,189.779999,190.779999,19447300,190.779999
"2022-06-06",193.990005,196.919998,188.399994,194.25,30574200,194.25
"2022-06-07",191.929993,196.529999,191.490005,195.649994,18828700,195.649994
"2022-06-08",194.669998,202.029999,194.410004,196.639999,22267200,196.639999
"2022-06-09",194.279999,199.449997,183.679993,184,23501600,184
"2022-06-10",183.039993,183.100006,175.020004,175.570007,27450800,175.570007
"2022-06-13",170.589996,172.580002,164.029999,164.259995,31749300,164.259995
"2022-06-14",166.029999,166.75,161.360001,163.729996,27244300,163.729996
"2022-06-15",167.199997,172.160004,163.979996,169.350006,30008300,169.350006
"2022-06-16",163.720001,165.080002,159.610001,160.869995,26944100,160.869995
"2022-06-17",161.679993,165.899994,159.899994,163.740005,31295300,163.740005
"2022-06-21",165.929993,167.759995,155.970001,157.050003,50724900,157.050003
"2022-06-22",158.380005,160.789993,155.440002,155.850006,47267800,155.850006
"2022-06-23",156.270004,159.75,154.25,158.75,40499200,158.75
"2022-06-24",161.729996,170.25,161.300003,170.160004,61991200,170.160004
"2022-06-27",171.320007,171.75,168.009995,169.490005,29174600,169.490005
"2022-06-28",169.899994,171.300003,160.610001,160.679993,27744500,160.679993
"2022-06-29",163.570007,166.330002,160.320007,163.940002,28595200,163.940002
