"","MSCI.Open","MSCI.High","MSCI.Low","MSCI.Close","MSCI.Volume","MSCI.Adjusted"
"2022-01-18",513.679993,522.880005,508.519989,516.690002,648900,514.317017
"2022-01-19",522.419983,532.049988,512.830017,513.400024,524600,511.042145
"2022-01-20",520.030029,532.690002,514.75,515.849976,573100,513.480835
"2022-01-21",513.72998,515.97998,499.579987,500.820007,648300,498.519928
"2022-01-24",490.200012,508.339996,475,507.070007,911400,504.741211
"2022-01-25",495.269989,503.170013,489.640015,492.920013,703600,490.656189
"2022-01-26",503.5,512.380005,485.630005,492.130005,863700,489.869843
"2022-01-27",491.279999,516.900024,488.670013,491.790009,1078100,489.531403
"2022-01-28",483.48999,509.540009,477.450012,508.130005,550700,505.796356
"2022-01-31",511.109985,537.200012,511.089996,536.119995,815400,533.657776
"2022-02-01",538.5,546.22998,527.099976,545.400024,890400,542.895203
"2022-02-02",561.22998,561.22998,539.419983,549.830017,634600,547.30481
"2022-02-03",540,546.200012,534.159973,540.309998,660700,537.828552
"2022-02-04",537.469971,563.22998,532.539978,554.710022,680900,552.162415
"2022-02-07",551.75,561,545.72998,550.450012,614400,547.921997
"2022-02-08",528.940002,547.01001,524.950012,546.140015,669900,543.631775
"2022-02-09",537.950012,564.27002,536,561.469971,490800,558.891296
"2022-02-10",549.580017,558.5,540.880005,545.109985,552500,542.606506
"2022-02-11",545.960022,550.22998,530,534.26001,470500,531.806335
"2022-02-14",533.109985,536.419983,521.919983,532.969971,481800,530.522217
"2022-02-15",545.140015,550.940002,539.26001,546.380005,382300,543.870667
"2022-02-16",543.5,547.140015,534.330017,543.599976,268400,541.103394
"2022-02-17",536.179993,538.840027,528.429993,531.47998,440200,530.053162
"2022-02-18",533.27002,538.390015,523.539978,527,312900,525.585205
"2022-02-22",521.469971,533.130005,516,521.309998,597100,519.910522
"2022-02-23",526.090027,530.880005,507.720001,509.399994,672100,508.032471
"2022-02-24",491.950012,509.980011,490.190002,508.470001,1485900,507.10498
"2022-02-25",510.959991,517.460022,500.829987,513.210022,911600,511.832275
"2022-02-28",504.869995,509.200012,496.640015,501.690002,897500,500.34317
"2022-03-01",502.269989,514,497.179993,500.380005,835600,499.036682
"2022-03-02",506.619995,514.789978,503.980011,511.089996,656000,509.717926
"2022-03-03",516.25,519.02002,504.98999,507.109985,358200,505.748596
"2022-03-04",505.200012,505.200012,491.190002,497.779999,582700,496.443665
"2022-03-07",497.200012,497.559998,466.910004,467.399994,716100,466.145203
"2022-03-08",468.01001,473.640015,450.850006,466,798500,464.748993
"2022-03-09",479.809998,495.25,475.160004,488.130005,595600,486.81958
"2022-03-10",477.190002,481.160004,458.450012,465.26001,769500,464.010986
"2022-03-11",469.119995,473.350006,454.480011,456.630005,662600,455.404144
"2022-03-14",460,461.920013,452.559998,457.329987,567000,456.102234
"2022-03-15",464.809998,474.279999,460,470.940002,471900,469.67572
"2022-03-16",479.679993,493.600006,476.630005,492.959991,549200,491.636597
"2022-03-17",487.01001,498.450012,485.809998,498.440002,415900,497.101898
"2022-03-18",500.480011,522.73999,498.820007,520.340027,858100,518.943115
"2022-03-21",513.890015,519.98999,502.029999,507,421900,505.638916
"2022-03-22",512.289978,514.919983,503.820007,509.76001,488100,508.39151
"2022-03-23",504,505.380005,490.76001,491.25,574800,489.931183
"2022-03-24",493.700012,499,490.700012,495.730011,477600,494.39917
"2022-03-25",498.769989,498.980011,486.559998,490.309998,360200,488.993713
"2022-03-28",493.399994,507.820007,492.230011,507.809998,952900,506.446747
"2022-03-29",517.27002,526.289978,510.799988,516.77002,720300,515.38269
"2022-03-30",510.940002,514.059998,506.329987,510.279999,558300,508.910095
"2022-03-31",513.349976,517.700012,502.880005,502.880005,917000,501.529968
"2022-04-01",505,516.27002,500.670013,516,725900,514.614746
"2022-04-04",518.200012,527.73999,515.690002,519.51001,611400,518.115356
"2022-04-05",516.780029,517.210022,510.5,513.22998,550700,511.852173
"2022-04-06",506.98999,509.690002,500.540009,506.649994,617600,505.289856
"2022-04-07",504.369995,512.909973,503.329987,510,772500,508.630859
"2022-04-08",510.850006,511.859985,505.309998,506.48999,588100,505.13028
"2022-04-11",502,502,485.869995,486.089996,579400,484.785034
"2022-04-12",488.670013,496.940002,478.470001,480.309998,508300,479.020569
"2022-04-13",477,494.670013,477,493.269989,476800,491.94577
"2022-04-14",494.470001,496.660004,482.309998,482.700012,440000,481.404144
"2022-04-18",481.410004,484.209991,475,478.01001,299600,476.726746
"2022-04-19",478.190002,491.700012,475.059998,490.519989,468000,489.203156
"2022-04-20",495.049988,498.390015,487.309998,493.540009,384100,492.215057
"2022-04-21",499.399994,499.98999,473.540009,474.779999,421600,473.505402
"2022-04-22",466.269989,472.410004,455.670013,456.040009,483200,454.815735
"2022-04-25",451.839996,463.929993,450.410004,462.299988,724700,461.058899
"2022-04-26",450,462,429.209991,429.809998,802900,428.656128
"2022-04-27",429.609985,435.619995,415.329987,417.779999,787200,416.658417
"2022-04-28",426.559998,438.880005,422.5,433.380005,616300,432.216553
"2022-04-29",428.76001,432.48999,420.559998,421.25,631900,420.11911
"2022-05-02",418.839996,426.160004,410.920013,423.75,744800,422.612396
"2022-05-03",425,433.98999,424.059998,431.910004,674500,430.750488
"2022-05-04",431.850006,434.369995,413.029999,432.73999,622900,431.578247
"2022-05-05",427.929993,428.540009,405.230011,416.049988,774400,414.933075
"2022-05-06",410.660004,412.450012,395.01001,405.609985,855900,404.521088
"2022-05-09",395.48999,400.140015,376.410004,379.079987,1276100,378.062317
"2022-05-10",388.980011,395.329987,380.339996,388.890015,824500,387.846008
"2022-05-11",387.089996,400.589996,384.720001,387.399994,785400,386.359985
"2022-05-12",379.829987,394.320007,379.529999,387.980011,655400,387.980011
"2022-05-13",395.619995,410.890015,394.700012,408.140015,675900,408.140015
"2022-05-16",401.910004,403.769989,395.950012,400,696900,400
"2022-05-17",413.950012,413.950012,397.410004,407.75,679600,407.75
"2022-05-18",400.269989,405.850006,398.160004,399.5,894700,399.5
"2022-05-19",395.589996,413.420013,395,410.019989,823300,410.019989
"2022-05-20",414.679993,417.619995,407.480011,417.040009,670400,417.040009
"2022-05-23",419.649994,420.160004,410.709991,417.679993,387800,417.679993
"2022-05-24",412.609985,416.690002,403.119995,414.609985,395000,414.609985
"2022-05-25",412.559998,419.549988,410.019989,416.799988,472300,416.799988
"2022-05-26",420.220001,434.570007,419.26001,432.779999,411100,432.779999
"2022-05-27",438.899994,448.339996,438.899994,448.170013,540500,448.170013
"2022-05-31",442.929993,448.720001,438.519989,442.350006,828800,442.350006
"2022-06-01",425.100006,449.779999,425.100006,431.450012,600500,431.450012
"2022-06-02",433.899994,451.920013,431.01001,451.619995,417300,451.619995
"2022-06-03",443.869995,444.75,435.690002,438.450012,298400,438.450012
"2022-06-06",443.279999,446.160004,435.609985,438.660004,355400,438.660004
"2022-06-07",433.660004,446.799988,433.660004,446.290009,233900,446.290009
"2022-06-08",441.73999,447.5,434.839996,435.529999,273200,435.529999
"2022-06-09",433.649994,437.179993,426.640015,427.079987,239500,427.079987
"2022-06-10",418.829987,418.829987,407.820007,410.049988,477900,410.049988
"2022-06-13",396.73999,398.350006,388.630005,393,955800,393
"2022-06-14",393.059998,397.959991,389.119995,391,525100,391
"2022-06-15",397.01001,404.459991,387.850006,397.390015,436300,397.390015
"2022-06-16",384.959991,388.089996,379.630005,385.76001,679400,385.76001
"2022-06-17",384.23999,396.320007,383.390015,386.709991,742600,386.709991
"2022-06-21",394.839996,402.130005,393.959991,400.25,590100,400.25
"2022-06-22",395.329987,407.619995,395.329987,400.869995,564900,400.869995
"2022-06-23",405.75,417.619995,404.130005,416.709991,341700,416.709991
"2022-06-24",420.329987,432.920013,417.829987,432.059998,630800,432.059998
"2022-06-27",435.48999,436.76001,428.660004,429.779999,371400,429.779999
"2022-06-28",429.029999,436.809998,412.440002,413.119995,321600,413.119995
"2022-06-29",413.26001,417.170013,404.440002,415.26001,373400,415.26001
