"","ODFL.Open","ODFL.High","ODFL.Low","ODFL.Close","ODFL.Volume","ODFL.Adjusted"
"2022-01-11",325.809998,327.019989,318.190002,325.470001,883000,324.789764
"2022-01-12",328,328.320007,318.390015,324.299988,1133900,323.622192
"2022-01-13",326.859985,327.26001,316.450012,317.829987,917800,317.16571
"2022-01-14",323.070007,325.730011,309.98999,316.119995,1513100,315.45929
"2022-01-18",310.410004,317.440002,310.410004,313.76001,968900,313.104248
"2022-01-19",314.630005,317.98999,311.059998,312.429993,768900,311.777008
"2022-01-20",314.359985,318.600006,306.5,306.98999,1345600,306.348389
"2022-01-21",306.399994,307.130005,296.079987,296.809998,6765500,296.189667
"2022-01-24",294.98999,310.220001,293.059998,309.049988,1431500,308.404053
"2022-01-25",303.119995,305.700012,296.98999,299.970001,856500,299.343048
"2022-01-26",302.390015,305.48999,290,292.070007,1009900,291.459564
"2022-01-27",295.950012,298.350006,285,285.980011,911200,285.382324
"2022-01-28",286.190002,293.51001,281.070007,293.48999,821100,292.876587
"2022-01-31",292.910004,302.049988,291.899994,301.929993,898900,301.29895
"2022-02-01",304.76001,311.799988,299.119995,306.190002,1227400,305.550079
"2022-02-02",310,324.869995,304.579987,324.220001,1526900,323.542389
"2022-02-03",323.019989,333.709991,321.529999,327.649994,1259800,326.96521
"2022-02-04",324.440002,327.040009,307.880005,309.579987,920900,308.932953
"2022-02-07",308.73999,312.690002,304.920013,305.890015,614500,305.250702
"2022-02-08",306.660004,313.899994,304.829987,310.570007,710900,309.920929
"2022-02-09",314.429993,317.440002,311.450012,315.899994,573800,315.239746
"2022-02-10",310.190002,316.459991,304.850006,307.170013,672500,306.528015
"2022-02-11",307.959991,308.23999,293.779999,295.649994,861400,295.032074
"2022-02-14",296.320007,298.079987,291.869995,293.950012,688800,293.335632
"2022-02-15",299.540009,302.390015,294.779999,297.609985,587100,296.987976
"2022-02-16",294.769989,297.820007,289.420013,297.269989,574000,296.648712
"2022-02-17",294.959991,295.649994,289.089996,289.73999,686000,289.13443
"2022-02-18",290.619995,293.23999,287.170013,287.959991,593300,287.358154
"2022-02-22",287.649994,293.089996,283.230011,286.600006,835500,286.001007
"2022-02-23",287.48999,289.390015,281.75,282.480011,796200,281.889618
"2022-02-24",280.049988,295.399994,277.579987,294.649994,837000,294.03418
"2022-02-25",292.73999,305.059998,292.25,303.809998,833400,303.175018
"2022-02-28",300.399994,315.519989,300.309998,314.029999,1447500,313.373688
"2022-03-01",311.779999,315.179993,305.709991,310.119995,1476200,309.767761
"2022-03-02",312.350006,320.339996,310.570007,317.970001,728700,317.608856
"2022-03-03",318.230011,327.170013,318.230011,324.450012,972800,324.081512
"2022-03-04",325.609985,328.359985,317.380005,318.309998,680300,317.948486
"2022-03-07",318.25,319.470001,301.299988,302.01001,929800,301.666992
"2022-03-08",300,307.890015,296.230011,299.350006,902300,299.01001
"2022-03-09",306.51001,309.130005,299.959991,306.869995,880700,306.521454
"2022-03-10",302.920013,311.420013,300.809998,309.73999,587500,309.388184
"2022-03-11",313.859985,317.529999,305.109985,306.380005,619700,306.032043
"2022-03-14",306.839996,307.459991,296.119995,298.559998,696300,298.220917
"2022-03-15",301.679993,310.320007,297.670013,308.970001,898800,308.61908
"2022-03-16",310.910004,323.420013,310.910004,323.399994,740300,323.032684
"2022-03-17",321.899994,323.230011,316.940002,322.779999,467600,322.413391
"2022-03-18",323.170013,329.029999,317.339996,328.299988,959700,327.927124
"2022-03-21",325.029999,326.98999,315.029999,319.790009,655000,319.426788
"2022-03-22",320.720001,325.230011,318.51001,322.920013,477900,322.553253
"2022-03-23",320.839996,320.950012,313.410004,314.690002,449400,314.332581
"2022-03-24",316.369995,318.190002,313.73999,316.670013,385600,316.310364
"2022-03-25",316.820007,318.130005,305.209991,313.76001,638200,313.403656
"2022-03-28",314.600006,319.209991,309.359985,315.929993,664800,315.571167
"2022-03-29",318.100006,320.579987,312,320.149994,755100,319.786377
"2022-03-30",317.880005,318.850006,308.910004,311.320007,619600,310.966431
"2022-03-31",313.269989,317.619995,298.279999,298.679993,1147700,298.340759
"2022-04-01",299.369995,300.329987,276.73999,278.5,1956400,278.183685
"2022-04-04",278.070007,280.859985,272.559998,277.709991,1436200,277.394592
"2022-04-05",276.980011,281.630005,266.959991,269.320007,2202800,269.01413
"2022-04-06",265.779999,268.980011,258.799988,262.559998,1376600,262.26178
"2022-04-07",261.779999,265.670013,257.200012,263.98999,983100,263.690155
"2022-04-08",262.630005,262.630005,257.329987,259.910004,1791200,259.614807
"2022-04-11",258.910004,262.700012,257.320007,258.100006,943900,257.806854
"2022-04-12",259.820007,265.01001,257.01001,260,1165800,259.704712
"2022-04-13",260.679993,268.059998,260.529999,266.579987,1220000,266.277222
"2022-04-14",265.450012,268.429993,262.459991,264.75,1588500,264.44931
"2022-04-18",263.350006,267.390015,261.299988,265.390015,940700,265.088593
"2022-04-19",266.130005,275.149994,265,273.820007,1323700,273.509003
"2022-04-20",276.119995,280.950012,274.609985,276.899994,1314600,276.58551
"2022-04-21",278.079987,284.579987,273.850006,275.079987,1097500,274.767548
"2022-04-22",274.230011,275.23999,268.559998,269.029999,772200,268.724457
"2022-04-25",267.98999,280.119995,267.98999,279.820007,1321700,279.502197
"2022-04-26",277.029999,281.230011,272.079987,272.109985,1392400,271.800934
"2022-04-27",275.23999,281.190002,263.540009,271.98999,2054500,271.681061
"2022-04-28",279.130005,294.440002,274.899994,292.26001,1486100,291.92807
"2022-04-29",288.190002,293.75,279.190002,280.119995,1094600,279.801849
"2022-05-02",280.540009,285.450012,273.369995,280.040009,929500,279.721954
"2022-05-03",280.890015,284.149994,277.079987,281.540009,690600,281.220245
"2022-05-04",281.130005,293.619995,281.130005,291.019989,832600,290.689453
"2022-05-05",285.149994,287.549988,277.290009,283.299988,1009000,282.97821
"2022-05-06",281.640015,284.040009,271.089996,280.339996,812300,280.021606
"2022-05-09",275.809998,277.899994,269.690002,271.200012,1052300,270.891998
"2022-05-10",276.230011,278.899994,266.350006,274.160004,1032700,273.848633
"2022-05-11",272.480011,278.730011,268.880005,270.829987,753800,270.5224
"2022-05-12",268.359985,273.339996,261.380005,269.649994,1134700,269.343719
"2022-05-13",271.619995,278.170013,270.480011,273.119995,834100,272.809784
"2022-05-16",271.399994,271.769989,261.820007,262.480011,763400,262.181885
"2022-05-17",266.829987,272.070007,264.380005,271.720001,626100,271.411377
"2022-05-18",265.98999,266.410004,234.809998,236.470001,1852200,236.201431
"2022-05-19",234.479996,245.259995,231.309998,238.470001,1504200,238.199158
"2022-05-20",241.160004,244.339996,233.919998,243.179993,1071200,242.903793
"2022-05-23",245.190002,251.119995,243.25,250.059998,1020700,249.775986
"2022-05-24",247.820007,248.089996,241.020004,246.479996,769400,246.200058
"2022-05-25",243.899994,253.309998,243.630005,251.360001,832400,251.074509
"2022-05-26",252.639999,263.130005,252.639999,260.959991,759000,260.663605
"2022-05-27",262.290009,266.339996,261.619995,264.140015,926200,263.840027
"2022-05-31",260.309998,262.040009,253.399994,258.23999,2090300,258.23999
"2022-06-01",258.190002,263.140015,255.389999,257.420013,1118000,257.420013
"2022-06-02",257.429993,268.440002,257.429993,267.480011,669600,267.480011
"2022-06-03",264.890015,270.809998,262.869995,268.190002,809300,268.190002
"2022-06-06",267.660004,270.369995,260.170013,269.049988,987100,269.049988
"2022-06-07",264.940002,272.100006,259.390015,267.040009,779900,267.040009
"2022-06-08",263.98999,264.649994,252.580002,253.880005,829900,253.880005
"2022-06-09",252.449997,258.730011,251.350006,252.270004,682000,252.270004
"2022-06-10",247.490005,250.990005,243.490005,247.179993,848600,247.179993
"2022-06-13",242.970001,245.580002,238.020004,239.699997,1068900,239.699997
"2022-06-14",242.820007,245.960007,236.580002,239.470001,776100,239.470001
"2022-06-15",241.220001,246.919998,238.300003,242.25,700400,242.25
"2022-06-16",236.789993,238.669998,232.5,234.949997,1022400,234.949997
"2022-06-17",235.300003,238.199997,231.699997,232.100006,1482200,232.100006
"2022-06-21",236.5,240.270004,235.039993,238.350006,745300,238.350006
"2022-06-22",235.309998,238.270004,233.820007,235.699997,623800,235.699997
"2022-06-23",237.860001,248.029999,235.550003,247.619995,848200,247.619995
"2022-06-24",250.259995,262.429993,250,257.720001,1305000,257.720001
"2022-06-27",263.559998,265.950012,258.5,260.059998,873400,260.059998
"2022-06-28",259.359985,264.690002,250.020004,250.720001,695900,250.720001
"2022-06-29",252.320007,256.829987,245.880005,255.289993,709400,255.289993
