"","CMS.Open","CMS.High","CMS.Low","CMS.Close","CMS.Volume","CMS.Adjusted"
"2022-01-10",65.050003,65.400002,64.580002,64.779999,1206700,63.890484
"2022-01-11",64.839996,64.93,63.470001,63.869999,1506200,62.992981
"2022-01-12",63.490002,64.169998,63.299999,64.120003,1516500,63.239552
"2022-01-13",64.099998,64.870003,63.98,64.370003,2117500,63.486118
"2022-01-14",64.309998,64.419998,63.450001,63.75,2300600,62.87463
"2022-01-18",63.459999,63.599998,62.200001,63.18,1764700,62.312454
"2022-01-19",63.259998,64.050003,62.93,63.439999,1086400,62.568882
"2022-01-20",63.59,64.18,63.27,63.529999,1208000,62.657646
"2022-01-21",64.080002,64.620003,63.599998,63.740002,1668000,62.864765
"2022-01-24",63.720001,64.099998,61.189999,62.599998,2453600,61.740417
"2022-01-25",61.990002,63.110001,61.790001,62.57,2139700,61.710831
"2022-01-26",62.66,63.25,61.919998,62.349998,1735400,61.493851
"2022-01-27",62.860001,63.68,62.549999,63.189999,1837700,62.322315
"2022-01-28",62.869999,63.919998,62.599998,63.84,2181100,62.96339
"2022-01-31",63.389999,64.43,63.150002,64.379997,1821500,63.495972
"2022-02-01",64.169998,64.589996,62.84,63.330002,1542700,62.4604
"2022-02-02",63.279999,64.139999,62.950001,63.970001,2289100,63.09161
"2022-02-03",64.519997,65.25,63.959999,64.650002,3139400,63.762272
"2022-02-04",64.230003,65.389999,63.98,64.68,1930600,63.791855
"2022-02-07",64.730003,65.120003,64.18,64.919998,1989300,64.028557
"2022-02-08",65.309998,65.449997,64.660004,64.940002,1987400,64.048294
"2022-02-09",65.330002,65.370003,64.480003,64.82,1939900,63.929935
"2022-02-10",64,64.010002,62.279999,62.48,1551700,62.0625
"2022-02-11",62.619999,63.459999,62.43,63.099998,2154400,62.678356
"2022-02-14",63.299999,63.490002,61.830002,62.389999,1284300,61.973099
"2022-02-15",62.529999,62.880001,61.689999,61.849998,1646900,61.436707
"2022-02-16",62.009998,62.310001,61.450001,61.919998,1671500,61.506241
"2022-02-17",61.939999,62.68,61.349998,62.400002,1200800,61.983036
"2022-02-18",62.200001,62.959999,61.900002,62.509998,1492200,62.092297
"2022-02-22",62.98,63.139999,62.16,62.689999,2425600,62.271095
"2022-02-23",62.830002,62.91,61.939999,62.009998,1949400,61.595638
"2022-02-24",61.73,62.150002,61.16,61.970001,2140300,61.555908
"2022-02-25",62.650002,64.43,62.389999,64.139999,2660000,63.711407
"2022-02-28",63.560001,64.230003,63.299999,64.010002,2817500,63.582275
"2022-03-01",64.239998,64.769997,63.139999,63.630001,1742100,63.204815
"2022-03-02",63.790001,64.669998,63.400002,64.480003,1829600,64.049141
"2022-03-03",64.540001,65.709999,64.540001,65.279999,1969400,64.843788
"2022-03-04",65.139999,67,64.959999,67,1656700,66.552292
"2022-03-07",67.019997,67.43,66.470001,66.980003,2196200,66.532433
"2022-03-08",67.279999,67.629997,65.889999,65.919998,2043700,65.479507
"2022-03-09",66.330002,66.519997,65.120003,65.220001,2225900,64.784187
"2022-03-10",65.080002,66.199997,64.809998,66.050003,2739600,65.60865
"2022-03-11",65.849998,66.730003,65.709999,65.959999,1525700,65.519241
"2022-03-14",66.290001,66.760002,65.629997,66.169998,2179800,65.727837
"2022-03-15",66.830002,67.57,66.269997,67.25,2657000,66.800629
"2022-03-16",67.080002,67.309998,65.360001,66.470001,2402600,66.025841
"2022-03-17",66.519997,67.230003,66.199997,66.82,2583900,66.373497
"2022-03-18",66.82,67,65.980003,66.199997,5173900,65.757637
"2022-03-21",66.370003,67.480003,66.25,66.989998,1771400,66.542358
"2022-03-22",67.190002,67.419998,66.790001,67.010002,2306600,66.562233
"2022-03-23",67.059998,68.120003,66.650002,67.639999,2072700,67.188019
"2022-03-24",67.639999,68.610001,67.620003,68.050003,2067100,67.595284
"2022-03-25",68.199997,69.050003,68.110001,68.919998,1706900,68.459465
"2022-03-28",69,69.120003,68.129997,69.120003,1402800,68.658134
"2022-03-29",69.139999,69.43,68.580002,69.410004,1736700,68.946198
"2022-03-30",69.580002,69.989998,69.18,69.989998,1980200,69.522316
"2022-03-31",70,70.620003,69.660004,69.940002,2226600,69.472649
"2022-04-01",69.720001,71.209999,69.519997,71.099998,1672100,70.624901
"2022-04-04",70.650002,70.82,69.660004,70.589996,1601700,70.118301
"2022-04-05",70.760002,71.889999,70.480003,71.110001,1933900,70.634834
"2022-04-06",71.470001,73.639999,71.169998,73.559998,3617600,73.068459
"2022-04-07",72.959999,73.139999,71.800003,72.360001,3050700,71.87648
"2022-04-08",72.709999,72.970001,72.110001,72.510002,1834100,72.025482
"2022-04-11",72.669998,73.18,72.029999,72.239998,1634300,71.757278
"2022-04-12",72.010002,73.040001,71.650002,72.830002,1473900,72.343338
"2022-04-13",72.779999,73.059998,71.839996,71.900002,1701400,71.419556
"2022-04-14",72.080002,72.370003,71.540001,71.550003,2472100,71.071892
"2022-04-18",71.800003,72.18,71.190002,71.440002,1017800,70.962631
"2022-04-19",71.559998,72.550003,71.550003,72.309998,1707300,71.826813
"2022-04-20",72.949997,73.25,72.440002,73.040001,1481500,72.551933
"2022-04-21",72.900002,73.760002,72.57,72.839996,1311100,72.353271
"2022-04-22",72.769997,72.790001,71.629997,71.760002,1360300,71.280487
"2022-04-25",72.029999,72.190002,69.910004,70.589996,2958600,70.118301
"2022-04-26",70.230003,71.459999,70.230003,70.379997,1593000,69.909706
"2022-04-27",70.400002,71.209999,69.889999,70.209999,1391300,69.740845
"2022-04-28",70.370003,71.089996,69.760002,70.870003,2037000,70.396439
"2022-04-29",70.519997,70.599998,68.550003,68.690002,2110700,68.231003
"2022-05-02",69.160004,69.559998,67.220001,67.800003,2015400,67.346954
"2022-05-03",67.980003,69.169998,67.389999,67.489998,2112100,67.039017
"2022-05-04",67.529999,69,67.480003,68.839996,2247400,68.379997
"2022-05-05",68.209999,68.519997,66.989998,67.480003,1370900,67.480003
"2022-05-06",67.199997,68.010002,66.919998,67.75,2060700,67.75
"2022-05-09",67.449997,69.690002,67.190002,69.18,2055600,69.18
"2022-05-10",69.150002,70.199997,67.660004,68.279999,1880100,68.279999
"2022-05-11",68.209999,69.720001,68.150002,68.580002,1345400,68.580002
"2022-05-12",68.599998,69.050003,67.709999,68.580002,2882600,68.580002
"2022-05-13",69.099998,69.669998,68.440002,69.449997,2445800,69.449997
"2022-05-16",69.720001,69.760002,68.82,69.080002,1953500,69.080002
"2022-05-17",69.279999,69.5,68.260002,69.309998,1409500,69.309998
"2022-05-18",69.550003,69.669998,68.739998,68.900002,1575200,68.900002
"2022-05-19",68.709999,69.419998,68.150002,69.209999,1679700,69.209999
"2022-05-20",69.339996,69.389999,68.199997,68.830002,2142000,68.830002
"2022-05-23",69.760002,69.919998,68.730003,69.629997,1548700,69.629997
"2022-05-24",69.879997,71.809998,69.589996,71.709999,1634000,71.709999
"2022-05-25",71.760002,71.790001,70.260002,70.540001,2113400,70.540001
"2022-05-26",71,71.309998,70.559998,70.809998,1535700,70.809998
"2022-05-27",70.610001,71.589996,70.459999,71.470001,1544700,71.470001
"2022-05-31",70.669998,71.349998,70.129997,71.040001,3033500,71.040001
"2022-06-01",71.339996,71.449997,70.440002,70.830002,1866200,70.830002
"2022-06-02",71.239998,71.349998,69.720001,71.279999,1573700,71.279999
"2022-06-03",71.080002,71.470001,70.93,71.139999,1954600,71.139999
"2022-06-06",71.400002,71.610001,71.059998,71.199997,1833900,71.199997
"2022-06-07",70.980003,71.970001,70.720001,71.82,1416200,71.82
"2022-06-08",71.519997,71.519997,70.18,70.260002,1760800,70.260002
"2022-06-09",70.32,70.489998,67.830002,67.870003,2002600,67.870003
"2022-06-10",67.32,68.32,66.989998,67.709999,2140800,67.709999
"2022-06-13",67.139999,67.410004,64.419998,64.699997,1706700,64.699997
"2022-06-14",64.910004,65.190002,61.84,62.52,2117600,62.52
"2022-06-15",62.830002,63.459999,61.77,62.66,2516200,62.66
"2022-06-16",61.889999,61.889999,60.700001,61.5,1663300,61.5
"2022-06-17",61.630001,61.900002,60.380001,61.16,2620700,61.16
"2022-06-21",61.23,62.209999,61.189999,61.93,2348300,61.93
"2022-06-22",61.669998,63.189999,61.669998,62.73,1920500,62.73
"2022-06-23",63.060001,64.199997,62.970001,64.120003,1717000,64.120003
"2022-06-24",64.410004,65.489998,64.160004,65.190002,2345900,65.190002
"2022-06-27",64.870003,66.220001,64.739998,66.190002,1092000,66.190002
"2022-06-28",66.379997,67.129997,66.199997,66.559998,1504700,66.559998
"2022-06-29",66.620003,66.839996,66.279999,66.5,1733800,66.5
