"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2020-09-03",399.5,401.880005,383.380005,386.290009,1500800,367.493011
"2020-09-04",388.51001,391.549988,379.579987,385.019989,933600,366.28476
"2020-09-08",383.98999,385.290009,378.359985,380.230011,1071600,361.727875
"2020-09-09",382.690002,389.420013,381.01001,385.23999,1218300,366.494049
"2020-09-10",386.019989,388.529999,378.329987,379.109985,716000,360.662323
"2020-09-11",381.470001,390.5,380.75,389.450012,933800,370.499207
"2020-09-14",393.369995,396.670013,391.619995,393.75,991000,374.589935
"2020-09-15",395.649994,396,386.890015,392.549988,955700,373.448364
"2020-09-16",391.109985,399.600006,390.929993,395.579987,1052200,376.330872
"2020-09-17",392,398.549988,389.540009,395.940002,959500,376.673431
"2020-09-18",394.149994,399,394.149994,395.140015,2636400,375.912292
"2020-09-21",388.5,389.869995,377.230011,379.609985,1447400,361.13797
"2020-09-22",381.880005,392.480011,381.339996,388.420013,1286300,369.519318
"2020-09-23",389.230011,394.429993,381.98999,383.23999,1223300,364.59137
"2020-09-24",383.25,384.48999,375.100006,378.76001,1295100,360.329407
"2020-09-25",377.450012,388.399994,376.450012,386.700012,1375400,367.883026
"2020-09-28",390,396.609985,389.649994,390.51001,980000,371.507629
"2020-09-29",389.609985,393.149994,387.51001,388.73999,1113100,369.8237
"2020-09-30",389.470001,389.76001,380.51001,383.279999,1410300,364.629425
"2020-10-01",384,390,379,380.890015,1103900,362.355743
"2020-10-02",376,383.480011,374.279999,380.579987,1217200,362.060791
"2020-10-05",383.23999,385.890015,378.859985,383.959991,825000,365.276337
"2020-10-06",386.029999,386.109985,376.019989,376.459991,954900,358.141296
"2020-10-07",378.600006,383.839996,378.559998,382.940002,826500,364.306
"2020-10-08",383.899994,389.190002,382.279999,388.589996,694900,369.68103
"2020-10-09",388.410004,390.100006,385.290009,385.929993,675000,367.150452
"2020-10-12",386,390.51001,383.26001,388.920013,807400,369.994995
"2020-10-13",386.140015,390.559998,385.119995,388.950012,973300,370.023529
"2020-10-14",387.140015,395.459991,387.140015,390.720001,1090300,371.707397
"2020-10-15",387.329987,388.869995,383.220001,386.119995,792000,367.331238
"2020-10-16",388.48999,389.779999,386.089996,386.5,952100,367.692749
"2020-10-19",387.23999,389.600006,381.670013,383.709991,1181000,365.038513
"2020-10-20",382.589996,385.790009,371.799988,372.209991,1779200,354.098145
"2020-10-21",372.209991,375,365,367.140015,1931200,349.274811
"2020-10-22",367.5,371.109985,365.149994,368.959991,1255100,351.006287
"2020-10-23",371.339996,376.190002,369.01001,374.329987,1178800,356.114899
"2020-10-26",369.429993,369.869995,362.5,368.549988,1387200,350.616241
"2020-10-27",367,367.980011,360.809998,362.429993,977400,344.794006
"2020-10-28",356.869995,360,350.450012,350.859985,1679900,333.786957
"2020-10-29",350,356.230011,348.290009,352.440002,1548000,335.2901
"2020-10-30",350.640015,353.730011,345.649994,350.130005,1309800,333.09256
"2020-11-02",356.119995,359.910004,350.720001,352.420013,1707700,335.271088
"2020-11-03",357.130005,366.200012,356.209991,363.440002,1484600,345.754883
"2020-11-04",371.070007,381.459991,369.51001,372.160004,2146400,354.050476
"2020-11-05",374.549988,376.5,363.769989,364.700012,1709300,346.953583
"2020-11-06",363.299988,363.730011,357.950012,361.269989,1401600,343.69043
"2020-11-09",379.600006,381.519989,363.730011,363.950012,1956900,346.240082
"2020-11-10",365,373.440002,363.940002,371.279999,1708000,353.213348
"2020-11-11",372.869995,373.329987,365.679993,369.279999,1115200,351.310669
"2020-11-12",367.5,370.570007,365.51001,367.890015,856100,349.988312
"2020-11-13",370.570007,376,369.230011,375.140015,921000,356.885559
"2020-11-16",378.049988,380.690002,376.079987,377.130005,1306700,358.778717
"2020-11-17",375.660004,380.480011,375.25,375.899994,1321100,357.608551
"2020-11-18",377.48999,383.470001,376.23999,377.559998,1066800,359.187744
"2020-11-19",375,377.75,372.170013,376.459991,1075400,358.141296
"2020-11-20",375.970001,377.23999,367.619995,368.019989,1117500,350.111969
"2020-11-23",371.540009,374.529999,369.859985,370.850006,929200,352.804291
"2020-11-24",375.279999,378.480011,373.059998,378.480011,959000,360.062988
"2020-11-25",377.089996,381.950012,376.230011,378.339996,854800,359.92981
"2020-11-27",378.809998,378.809998,373.450012,374.339996,612300,356.124451
"2020-11-30",370.790009,372.440002,363.390015,365,1608400,349.667572
"2020-12-01",368.470001,373.290009,364.869995,364.98999,1299700,349.65799
"2020-12-02",364.98999,365.98999,360.01001,361.359985,2520000,346.180481
"2020-12-03",362.119995,369.5,360.959991,362.029999,1758400,346.822357
"2020-12-04",363.119995,367.730011,362.109985,366.609985,1222600,351.209961
"2020-12-07",366.899994,366.899994,360.540009,362.130005,1390500,346.918121
"2020-12-08",360.980011,363.170013,358.839996,359.230011,1783600,344.139984
"2020-12-09",359.850006,362.589996,356.950012,361.350006,1522200,346.170929
"2020-12-10",359.519989,364.220001,355.200012,355.390015,1378700,340.461273
"2020-12-11",354.549988,363.119995,354.190002,361.709991,1409800,346.515778
"2020-12-14",363.5,365.619995,357.440002,357.660004,1370500,342.635895
"2020-12-15",358.730011,359.890015,355.450012,357.570007,1521000,342.549683
"2020-12-16",357.25,357.899994,353.649994,354.570007,1986200,339.67572
"2020-12-17",355.929993,357.660004,351.880005,352.600006,1658100,337.788483
"2020-12-18",352.040009,356.790009,350.01001,356.029999,4342000,341.074341
"2020-12-21",353.160004,353.940002,346.600006,349.350006,2128700,334.674957
"2020-12-22",349.350006,350.619995,347.390015,347.920013,1820800,333.305023
"2020-12-23",349.950012,355,349.399994,351.600006,1307500,336.830444
"2020-12-24",352.829987,354.059998,350.399994,351.970001,508800,337.184906
"2020-12-28",353.109985,357.820007,351.709991,354.179993,1023400,339.302094
"2020-12-29",356,357.350006,351.799988,353.899994,1055900,339.033813
"2020-12-30",353,356.609985,353,354.160004,840800,339.282959
"2020-12-31",353.820007,356.029999,352.230011,354.980011,1318500,340.068481
"2021-01-04",354.980011,354.980011,341.070007,344.640015,1887200,330.162872
"2021-01-05",344.640015,351.190002,343.299988,348.790009,1479100,334.138489
"2021-01-06",343,351.920013,342.779999,348.029999,1897500,333.410431
"2021-01-07",344.359985,347.850006,341.339996,342.549988,2048900,328.160614
"2021-01-08",341.880005,343.470001,335.01001,336.100006,3226300,321.981567
"2021-01-11",335,339,333.320007,337.679993,3196400,323.495178
"2021-01-12",336.519989,343.369995,335.630005,341.850006,3002200,327.490021
"2021-01-13",341.410004,347.200012,339.170013,345.48999,1648100,330.977112
"2021-01-14",348,354.790009,346.850006,347.440002,1965600,332.845215
"2021-01-15",347.089996,350.5,344.279999,347.269989,1853100,332.682343
"2021-01-19",350.73999,350.970001,341.480011,341.5,2017200,327.154724
"2021-01-20",342.540009,343.779999,339.220001,341.670013,1780000,327.317566
"2021-01-21",341.670013,343.609985,338.959991,339.670013,1661800,325.401581
"2021-01-22",338.73999,341.839996,337.209991,339.880005,1557600,325.602783
"2021-01-25",339.359985,346.890015,337.899994,343.51001,1976600,329.080292
"2021-01-26",339,343.980011,330.690002,330.690002,3542400,316.798828
"2021-01-27",332.279999,335.730011,329.670013,332.51001,2666300,318.542358
"2021-01-28",332.140015,334.679993,327.179993,327.929993,1837800,314.154785
"2021-01-29",327.100006,328.980011,321.720001,321.820007,2101100,308.301392
"2021-02-01",324.880005,325.649994,319.809998,324.029999,1615500,310.418579
"2021-02-02",327.429993,335.200012,326.690002,332.700012,2065400,318.724426
"2021-02-03",331.679993,333.399994,328.299988,332.390015,2683100,318.427429
"2021-02-04",333.98999,338.420013,332.179993,337.230011,2174100,323.064117
"2021-02-05",339.589996,341.420013,336.5,337.040009,1454700,322.88208
"2021-02-08",339.01001,339.5,335.200012,337.839996,1549900,323.648468
"2021-02-09",338.540009,344.51001,336.570007,342.339996,1677500,327.959442
"2021-02-10",343.220001,343.73999,339.149994,342.190002,1728900,327.815735
"2021-02-11",340.779999,344.609985,338.029999,339.140015,1181600,324.89386
"2021-02-12",338.399994,340.640015,336.559998,337.730011,1207300,323.543152
"2021-02-16",339.25,340,333.820007,335.029999,1668400,320.956482
"2021-02-17",334.700012,339.269989,332.790009,337,2010900,322.84375
"2021-02-18",336.880005,339.579987,335.279999,337.920013,1296200,323.725159
"2021-02-19",339.070007,339.089996,335.25,335.420013,1849200,321.33017
"2021-02-22",333.799988,343.559998,333.209991,340.470001,1657200,326.167969
"2021-02-23",345.130005,347.470001,338.329987,346.230011,2400000,331.686035
"2021-02-24",347.279999,350.299988,344.609985,346.529999,2068700,331.97345
"2021-02-25",345.799988,349.100006,340.670013,341.690002,1568000,327.336731
"2021-02-26",338,338.76001,330,330.25,2024000,318.803162
"2021-03-01",334,337.720001,332.820007,333.470001,1654500,321.91153
"2021-03-02",333.269989,340.01001,332.670013,338.589996,2076300,326.854065
"2021-03-03",339.609985,346.329987,338.589996,340.910004,4052300,329.093658
"2021-03-04",340.480011,344.350006,334.149994,338.25,2196700,326.525879
"2021-03-05",338.470001,341.170013,335.130005,340.429993,1451300,328.63031
"2021-03-08",343.5,346.059998,338.440002,341.450012,1599100,329.61499
"2021-03-09",341.410004,342.850006,337.269989,337.5,1448800,325.80188
"2021-03-10",339.410004,343.190002,335.690002,340.839996,1760100,329.026123
"2021-03-11",341,343.630005,338.459991,339.730011,1673500,327.954559
"2021-03-12",339.640015,343.649994,338.619995,340.190002,2151900,328.39859
"2021-03-15",344.380005,346.640015,342.600006,346.410004,2055800,334.403046
"2021-03-16",346.51001,349,342.299988,347.130005,1687700,335.098114
"2021-03-17",347.829987,355.549988,347.130005,351.019989,2083000,338.85321
"2021-03-18",353.869995,359,352.540009,358.450012,2272200,346.025726
"2021-03-19",359.429993,359.429993,350.100006,355.070007,5739100,342.762878
"2021-03-22",352,358.369995,352,357.660004,2190900,345.263092
"2021-03-23",357.109985,359.25,352.670013,353.609985,1474600,341.353485
"2021-03-24",354.98999,362.679993,354.98999,356.119995,1592300,343.776489
"2021-03-25",354.769989,361.790009,354.220001,361.220001,1598100,348.699707
"2021-03-26",362.309998,365.25,359.75,364.709991,2010500,352.068695
"2021-03-29",365,374.23999,365,372.790009,2245500,359.868652
"2021-03-30",373.25,374.130005,368.609985,370.540009,1518600,357.696655
"2021-03-31",370.75,372.609985,367.380005,369.5,1375500,356.692719
"2021-04-01",368.98999,372.98999,368.339996,371.019989,1261600,358.160034
"2021-04-05",372.059998,380.399994,372.059998,378.75,1489300,365.62207
"2021-04-06",376.51001,380.100006,376.320007,378.970001,1035700,365.834473
"2021-04-07",378.73999,380.399994,376.070007,380.190002,976900,367.012207
"2021-04-08",379.600006,387.420013,378.309998,386.019989,1863400,372.640106
"2021-04-09",386.880005,390.26001,383.660004,386.230011,1400900,372.842834
"2021-04-12",387.130005,388.709991,384.290009,387.850006,1067400,374.406708
"2021-04-13",386.559998,388.200012,384.339996,387.109985,1124300,373.692322
"2021-04-14",387.399994,391.23999,387,388.670013,1078800,375.198273
"2021-04-15",388.670013,392,387.700012,390.630005,1289400,377.090302
"2021-04-16",392.820007,394.339996,389.799988,391.809998,1499500,378.229431
"2021-04-19",392,392.390015,386.619995,391.730011,1317600,378.152191
"2021-04-20",388,391.5,384.619995,387.329987,1370100,373.904694
"2021-04-21",387.519989,390.890015,384.950012,387.23999,1358500,373.817841
"2021-04-22",386.769989,386.769989,378.399994,380.089996,1670500,366.915649
"2021-04-23",378.589996,378.589996,373.320007,377.290009,1298000,364.212677
"2021-04-26",374.279999,375.309998,370.720001,371.980011,1518100,359.086792
"2021-04-27",371.5,374.23999,370.140015,373.220001,1564900,360.283752
"2021-04-28",373.459991,373.880005,370.950012,372.940002,1110400,360.013489
"2021-04-29",375,381.980011,374.839996,380.350006,1385600,367.166626
"2021-04-30",378.859985,382,377.600006,380.559998,1103700,367.369354
"2021-05-03",379.769989,386.390015,379.059998,385.309998,1347400,371.954742
"2021-05-04",387.25,390.149994,384.540009,387.480011,1509600,374.0495
"2021-05-05",386.339996,387.480011,381.709991,386.369995,1079300,372.977966
"2021-05-06",387.98999,389.299988,386,387.339996,1079500,373.914368
"2021-05-07",387,392.600006,385.890015,390.339996,1203700,376.810364
"2021-05-10",391.359985,396.98999,391.290009,393.140015,1578600,379.513336
"2021-05-11",391.029999,391.679993,384.410004,387.820007,1353200,374.377747
"2021-05-12",387.970001,390.350006,380.200012,380.619995,1633700,367.427277
"2021-05-13",381.779999,390.380005,380.950012,387.769989,1105800,374.329437
"2021-05-14",390.170013,392.100006,388.589996,390.779999,799800,377.235168
"2021-05-17",389.630005,392.029999,388.720001,391.119995,979100,377.563324
"2021-05-18",391.269989,394.170013,387.079987,387.220001,1171800,373.798523
"2021-05-19",385,385.730011,381.350006,385.540009,995000,372.176758
"2021-05-20",386.790009,389.540009,386.070007,388.320007,1094700,374.860382
"2021-05-21",389.299988,392.190002,385.559998,387.220001,892500,373.798523
"2021-05-24",389.5,389.75,385.959991,387.709991,931400,374.271515
"2021-05-25",387.899994,389.5,385.179993,385.850006,978500,372.476013
"2021-05-26",385.570007,386.070007,382.209991,384.130005,999500,370.815643
"2021-05-27",387.399994,387.950012,384.279999,387.390015,3979300,373.962616
"2021-05-28",384.700012,386,381.519989,382.200012,935500,371.445557
"2021-06-01",384.230011,384.429993,381.130005,381.920013,962200,371.173401
"2021-06-02",382.01001,385.5,380.630005,385.089996,1007600,374.254181
"2021-06-03",383.76001,387.540009,383.100006,387.350006,1649700,376.450623
"2021-06-04",388,395.519989,387.609985,394.100006,1836100,383.010681
"2021-06-07",395.040009,395.720001,389.609985,391.51001,1087900,380.4935
"2021-06-08",391.51001,392.660004,387.070007,388.529999,1065000,377.597382
"2021-06-09",389.269989,389.269989,385.119995,386.799988,1046100,375.916077
"2021-06-10",389.140015,389.73999,386.089996,387.720001,913700,376.810181
"2021-06-11",388.779999,389.149994,385.170013,387.720001,751000,376.810181
"2021-06-14",387.609985,389.459991,385.880005,389.109985,868400,378.161072
"2021-06-15",390,392.049988,389.059998,389.799988,943900,378.831635
"2021-06-16",390.809998,391,383.200012,383.600006,1524200,372.806122
"2021-06-17",384.279999,385.519989,379.570007,382.899994,1246400,372.125793
"2021-06-18",380.170013,382.100006,379,379.190002,2416200,368.520233
"2021-06-21",381.230011,385.440002,380.609985,382.5,1186900,371.737061
"2021-06-22",381.540009,383.880005,379.649994,382.480011,636200,371.717621
"2021-06-23",382.209991,382.51001,377.26001,377.329987,1024000,366.712494
"2021-06-24",379.519989,379.98999,376.850006,377.730011,1032700,367.101288
"2021-06-25",376.890015,383.420013,376.890015,382.01001,1708100,371.260864
"2021-06-28",381.670013,382.730011,378.820007,380.070007,778200,369.375458
"2021-06-29",379.880005,380.399994,373.25,373.420013,1223900,362.912598
"2021-06-30",374.5,379.440002,373.619995,378.350006,1077600,367.703857
"2021-07-01",377.309998,381.119995,377.220001,380.220001,752800,369.52124
"2021-07-02",381.75,383.190002,378.950012,381.48999,778700,370.755463
"2021-07-06",380,380.339996,373.679993,378.670013,1142700,368.014862
"2021-07-07",378.410004,384.600006,377.410004,383.480011,952900,372.689514
"2021-07-08",379.529999,381.690002,377.929993,379.920013,894500,369.229675
"2021-07-09",382.700012,384.390015,380.769989,383.109985,542900,372.329895
"2021-07-12",381.899994,383.320007,376.230011,379.070007,1008200,368.403595
"2021-07-13",379,380.690002,377.540009,377.839996,709500,367.208191
"2021-07-14",377.839996,378.390015,375.209991,376.820007,698900,366.216858
"2021-07-15",375.119995,378.649994,375,378.25,713400,367.606659
"2021-07-16",378.619995,379.720001,375.279999,377.140015,890800,366.527893
"2021-07-19",375.149994,376.820007,367.559998,372.019989,1357600,361.551971
"2021-07-20",373.01001,380.640015,373,379.980011,1268000,369.287994
"2021-07-21",379.980011,384.700012,379.399994,380.890015,922800,370.172363
"2021-07-22",380.75,381.549988,377.829987,379.929993,688400,369.239349
"2021-07-23",381.970001,382.5,380.190002,380.769989,795900,370.055725
"2021-07-26",373,374.359985,366.399994,368.049988,2720700,357.693665
"2021-07-27",368.25,375.549988,368.25,374.730011,1460600,364.185699
"2021-07-28",376,376.23999,370.589996,372.809998,775200,362.319763
"2021-07-29",374.850006,375.859985,371.350006,372.600006,754800,362.115662
"2021-07-30",372.070007,373.640015,370.109985,371.670013,798600,361.211792
"2021-08-02",372.299988,375.040009,368.079987,368.299988,1176500,357.936615
"2021-08-03",369.380005,369.910004,366,369.450012,872900,359.054291
"2021-08-04",364.48999,365.359985,359.609985,361.640015,1608100,351.46405
"2021-08-05",362.440002,363.019989,359.880005,360.779999,912600,350.628235
"2021-08-06",362.299988,363.459991,360.559998,362.049988,704500,351.862488
"2021-08-09",360.700012,362.420013,359.779999,361.040009,945100,350.88089
"2021-08-10",360.190002,363.059998,360.100006,362.23999,842100,352.04715
"2021-08-11",362.450012,364.350006,361,363.299988,900100,353.077332
"2021-08-12",362.329987,364.299988,358.799988,359.75,1005400,349.627228
"2021-08-13",360.25,361.070007,357.51001,357.980011,1222200,347.907013
"2021-08-16",357.980011,360.51001,355.559998,360.25,1625700,350.113159
"2021-08-17",359.049988,362.529999,358.670013,361.600006,1571000,351.425171
"2021-08-18",359.5,360.5,356.559998,356.600006,961000,346.565857
"2021-08-19",355.230011,359.899994,353.570007,354.029999,1345700,344.068146
"2021-08-20",354.73999,358.809998,353.570007,357.170013,904300,347.119843
"2021-08-23",357.940002,359.070007,356.410004,357.350006,827800,347.294739
"2021-08-24",358.970001,360.48999,357.920013,359,822600,348.898315
"2021-08-25",359.690002,360.649994,357.98999,358.75,953500,348.655365
"2021-08-26",359.100006,361.980011,357.23999,361.619995,1172400,351.44458
"2021-08-27",363.290009,364.329987,361.179993,361.98999,1203900,351.804169
"2021-08-30",362.25,363.959991,361.75,362.049988,986000,351.862488
"2021-08-31",359.399994,360.850006,358.100006,359.799988,1083900,352.205109
"2021-09-01",358.299988,359.51001,356.540009,356.660004,1116000,349.131409
"2021-09-02",356.809998,358.73999,355.519989,358.049988,2071500,350.492035
"2021-09-03",358.049988,358.269989,355.630005,356,893200,348.485321
"2021-09-07",354.720001,354.720001,349.070007,349.200012,2033500,341.828888
"2021-09-08",350.390015,353.579987,349.459991,351.459991,1215300,344.041138
"2021-09-09",350.51001,351.700012,347.859985,348.929993,1098900,341.564545
"2021-09-10",349.440002,350.079987,345.820007,345.880005,1222600,338.578949
"2021-09-13",347.910004,349.279999,342.75,346.309998,1489200,338.999878
"2021-09-14",348,348.299988,342.480011,344.339996,1325600,337.071472
"2021-09-15",344.799988,346.929993,343.910004,345.070007,1149700,337.786041
"2021-09-16",345.480011,345.940002,340.75,341.5,1451400,334.291412
"2021-09-17",339.950012,342.809998,339.149994,340.980011,2108000,333.78241
"2021-09-20",338.700012,340.649994,335.890015,338.459991,1709800,331.315582
"2021-09-21",338.73999,340.070007,335.100006,336.049988,1317000,328.956421
"2021-09-22",338.140015,343.200012,338.019989,341.730011,1335900,334.516541
"2021-09-23",340.290009,344.779999,340.109985,344.200012,1366200,336.934418
"2021-09-24",348.970001,352.940002,347.51001,349.519989,1693000,342.14212
"2021-09-27",352.140015,357.23999,351.320007,353.359985,1866000,345.901031
"2021-09-28",353.359985,355.309998,349.920013,352.149994,1140100,344.716614
"2021-09-29",348.130005,352.579987,344.970001,350.290009,1547700,342.895874
"2021-09-30",351.529999,352.299988,344.899994,345.100006,1054300,337.81543
"2021-10-01",347.309998,349.679993,342.769989,347.799988,960400,340.458405
"2021-10-04",347.690002,350.269989,343.700012,345.98999,1127400,338.686615
"2021-10-05",346,350.450012,344.820007,347.75,889400,340.409485
"2021-10-06",347.029999,350.140015,344.200012,349.98999,995700,342.602173
"2021-10-07",350.170013,354.480011,350.170013,351.779999,1042600,344.354401
"2021-10-08",352.079987,355.160004,350.799988,353.75,768500,346.282806
"2021-10-11",354.899994,359.329987,354.119995,357.079987,996800,349.542511
"2021-10-12",356.980011,360.380005,356.01001,358.119995,840200,350.560547
"2021-10-13",359.619995,362.390015,353.450012,361.76001,1102100,354.123779
"2021-10-14",362.019989,364.160004,360.359985,362.070007,973300,354.427185
"2021-10-15",364.100006,366.23999,363.51001,365.619995,952700,357.902252
"2021-10-18",364.329987,367.880005,361.880005,365,1014600,357.295349
"2021-10-19",366.5,371.179993,363.649994,371.070007,1051300,363.237244
"2021-10-20",371.779999,372.570007,369.799988,371.130005,955200,363.295929
"2021-10-21",371.630005,373.26001,367.140015,373.140015,803600,365.263519
"2021-10-22",373.929993,377.019989,372.25,374.600006,1092000,366.692719
"2021-10-25",375.910004,378.100006,374.609985,376.329987,1350300,368.386169
"2021-10-26",348.329987,351.200012,326,331.910004,9439700,324.90387
"2021-10-27",333,336.429993,330.540009,330.940002,2822900,323.954315
"2021-10-28",330,334.859985,325.140015,331.390015,2874600,324.394836
"2021-10-29",330,334.359985,328.839996,332.320007,1821500,325.305206
"2021-11-01",330.470001,334.200012,330.070007,330.929993,1865000,323.944489
"2021-11-02",331.450012,332.040009,325.309998,326.309998,2745000,319.422028
"2021-11-03",325.5,333.100006,324.230011,331.350006,1902600,324.355652
"2021-11-04",331.299988,335.73999,331.299988,335.5,1847900,328.41803
"2021-11-05",336.950012,340.519989,336.350006,339.890015,2145300,332.715393
"2021-11-08",341.630005,343.019989,337.579987,341.779999,1733000,334.565491
"2021-11-09",341.380005,342,337.100006,338.170013,1769200,331.031708
"2021-11-10",338.769989,340.700012,337.5,337.630005,1268700,330.503082
"2021-11-11",337.140015,337.209991,333.299988,335.890015,1216500,328.799866
"2021-11-12",335.619995,340.390015,335.029999,339.059998,1097400,331.902893
"2021-11-15",339.549988,341.649994,339.429993,340.920013,1068600,333.723663
"2021-11-16",341.890015,343.640015,339.76001,340.369995,1307500,333.185242
"2021-11-17",339.480011,343.549988,339.480011,341.98999,1751000,334.771057
"2021-11-18",342.720001,343.109985,340.209991,342.079987,1431300,334.859161
"2021-11-19",340.880005,343,339.350006,341.440002,1426500,334.232666
"2021-11-22",341.730011,347.589996,341.480011,344.980011,1229400,337.697937
"2021-11-23",344.980011,348.089996,344.670013,345.179993,1212700,337.893707
"2021-11-24",344.859985,347,343.049988,343.579987,1134500,336.327484
"2021-11-26",339.290009,343.230011,338.079987,342.720001,1079900,335.485626
"2021-11-29",344,344.600006,339.200012,341.230011,1492300,334.0271
"2021-11-30",337.200012,338.359985,333.029999,333.320007,2763200,328.983582
"2021-12-01",335,335.950012,328.200012,328.420013,2248300,324.147339
"2021-12-02",330,333.910004,328.329987,330.529999,1804100,326.229889
"2021-12-03",331.350006,334.380005,330.339996,333.809998,1603200,329.467194
"2021-12-06",337.25,342.410004,337.25,339.959991,1946900,335.537201
"2021-12-07",340,342.109985,338.799988,339.170013,1540700,334.757507
"2021-12-08",339.709991,342.380005,339.019989,341.079987,1376900,336.642609
"2021-12-09",339.940002,345.109985,338.269989,343.600006,1591500,339.129822
"2021-12-10",345.839996,347.23999,344.600006,344.880005,1180700,340.393188
"2021-12-13",344.399994,346.799988,341.51001,345.549988,1740700,341.054443
"2021-12-14",343.75,348.399994,343.75,345.640015,1786000,341.143311
"2021-12-15",345.390015,345.640015,340,344.420013,1208900,339.939178
"2021-12-16",345.670013,347.959991,343.670013,344.839996,1185900,340.353699
"2021-12-17",345.549988,347.160004,342.920013,344.140015,2749500,339.662811
"2021-12-20",341,341.190002,333.420013,337.420013,2315400,333.030243
"2021-12-21",338.769989,343.380005,338.649994,340.769989,2352400,336.336639
"2021-12-22",341.160004,344.350006,341.029999,343.140015,1311400,338.675842
"2021-12-23",343.779999,348.320007,343.779999,347.019989,1061200,342.505341
"2021-12-27",347.100006,350.809998,347,350.279999,965900,345.722931
"2021-12-28",350.059998,355.170013,349.51001,353.75,827500,349.147797
"2021-12-29",353.440002,355.5,352.690002,354.269989,771700,349.661011
"2021-12-30",355,357.829987,353.51001,353.579987,778500,348.97998
"2021-12-31",353.170013,357.059998,351.559998,355.410004,887200,350.786194
"2022-01-03",354.679993,356.589996,353.029999,354.359985,1205700,349.749817
"2022-01-04",355.529999,363.540009,355.209991,361.98999,1361100,357.280579
"2022-01-05",363,364,357.869995,358.140015,1682200,353.480713
"2022-01-06",360,361.23999,357.549988,358,1368800,353.342499
"2022-01-07",359.079987,362.98999,358.149994,360.140015,1634600,355.454651
"2022-01-10",363,369.459991,361.410004,363.25,2389900,358.5242
"2022-01-11",364.01001,365.040009,361.269989,364.140015,1128000,359.402649
"2022-01-12",363.380005,366.160004,359.450012,361.299988,1477100,356.599548
