"","ES.Open","ES.High","ES.Low","ES.Close","ES.Volume","ES.Adjusted"
"2020-09-22",77.839996,79.559998,77.769997,78.980003,1464000,75.120941
"2020-09-23",78.93,79.360001,78.160004,78.290001,1258300,74.464645
"2020-09-24",78.330002,80.239998,78.199997,79.949997,1473100,76.043533
"2020-09-25",79.879997,82.57,79.620003,82.480003,1991100,78.449921
"2020-09-28",83,83.739998,81.919998,82.650002,1293200,78.611618
"2020-09-29",82.940002,83.669998,82.610001,83.010002,778700,78.954033
"2020-09-30",83.489998,84.169998,82.639999,83.550003,1561300,79.467636
"2020-10-01",83.839996,85.480003,83.599998,85.449997,1644900,81.274811
"2020-10-02",84.93,87.629997,84.639999,87.050003,1717300,82.796623
"2020-10-05",87.419998,89.559998,86.830002,89.489998,1842900,85.117393
"2020-10-06",89.489998,91.370003,88.739998,90.779999,1687000,86.344368
"2020-10-07",91.370003,91.790001,90.260002,91.400002,1264900,86.934082
"2020-10-08",91.540001,92.949997,91.239998,92.43,1161300,87.91375
"2020-10-09",92.75,92.989998,91.480003,92.190002,1271100,87.685478
"2020-10-12",92.169998,93.800003,92.169998,93.059998,906300,88.51297
"2020-10-13",91.900002,92.919998,91.18,92.660004,1016500,88.132523
"2020-10-14",91.989998,92.699997,91.239998,91.830002,1069700,87.343071
"2020-10-15",91.32,91.879997,90.400002,91.019997,1399800,86.572647
"2020-10-16",91.019997,92.18,90.459999,91.419998,1821300,86.953102
"2020-10-19",91.900002,92.410004,90.809998,91.080002,1048500,86.629715
"2020-10-20",91.599998,92.980003,91.209999,92.239998,1157400,87.733032
"2020-10-21",92.010002,92.919998,91.629997,92.080002,856000,87.580849
"2020-10-22",92.330002,93.209999,91.769997,92.919998,1043700,88.379814
"2020-10-23",93.279999,93.360001,91.650002,91.970001,1217400,87.476227
"2020-10-26",91.360001,91.970001,90.449997,91.730003,1677300,87.247963
"2020-10-27",92.230003,92.760002,91.050003,91.879997,1778400,87.390617
"2020-10-28",90.860001,91.68,88.68,88.910004,1347800,84.565742
"2020-10-29",88.349998,89.599998,87.129997,88.459999,1614800,84.137733
"2020-10-30",88.199997,88.849998,86.410004,87.269997,1437700,83.005882
"2020-11-02",88.080002,90.669998,87.68,90.589996,1343100,86.163658
"2020-11-03",91.32,92.660004,90.900002,91.980003,1389500,87.485741
"2020-11-04",92.900002,93.050003,90.989998,91.290001,1389900,86.829453
"2020-11-05",91.760002,93.57,91.760002,92.199997,1188600,87.694984
"2020-11-06",92.379997,94.089996,91.629997,92.779999,1166500,88.246651
"2020-11-09",95,96.660004,93.410004,93.529999,1757800,88.960007
"2020-11-10",94.190002,94.440002,92.800003,93.660004,1739800,89.083664
"2020-11-11",94.080002,95.010002,93.400002,94.419998,1140100,89.806511
"2020-11-12",94.160004,94.440002,91.709999,92.309998,1036900,87.799614
"2020-11-13",92.860001,93.959999,92.470001,93.290001,854200,88.731728
"2020-11-16",94.209999,94.540001,92.449997,94.43,1002800,89.816032
"2020-11-17",94.019997,94.239998,91.389999,91.75,961100,87.266975
"2020-11-18",92.349998,92.360001,89.589996,89.75,1059100,85.364716
"2020-11-19",89.510002,89.830002,87.349998,88.190002,1765700,83.880943
"2020-11-20",88.169998,89.410004,87.82,88.629997,1395200,84.299423
"2020-11-23",88.839996,89.110001,87.480003,87.790001,931000,83.500473
"2020-11-24",88.559998,88.760002,86.910004,87.470001,1375400,83.196114
"2020-11-25",87.75,88.489998,86.400002,88.43,1620200,84.109192
"2020-11-27",88.5,88.68,86.940002,87.93,633500,83.633629
"2020-11-30",87.860001,88.400002,86.540001,87.510002,2331300,83.234154
"2020-12-01",87.919998,89.160004,87.550003,88.220001,1777000,83.909454
"2020-12-02",87.949997,88.330002,87.099998,88.150002,1415100,83.842873
"2020-12-03",87.860001,88.099998,86.459999,86.809998,997000,82.568344
"2020-12-04",86.510002,87.129997,84.699997,85.540001,1743400,81.360405
"2020-12-07",85.190002,87.129997,85.010002,86.739998,1464600,82.50177
"2020-12-08",86.099998,86.870003,85.559998,86.379997,850100,82.159363
"2020-12-09",86.379997,86.559998,85.32,86.019997,945500,81.816956
"2020-12-10",86.190002,86.839996,85.099998,85.690002,1432400,81.503067
"2020-12-11",85.510002,86.129997,85.029999,85.790001,1221600,81.598198
"2020-12-14",86.480003,87.610001,85.389999,85.459999,1285400,81.284317
"2020-12-15",85.690002,87.089996,85.199997,86.629997,1292800,82.397141
"2020-12-16",87.029999,87.790001,85.300003,85.449997,1872200,81.274811
"2020-12-17",86.010002,86.629997,85.480003,85.779999,1824700,81.588676
"2020-12-18",85.349998,86.459999,84.099998,84.709999,3406200,80.570953
"2020-12-21",83.370003,83.879997,82.169998,83.709999,1898100,80.157295
"2020-12-22",83.919998,84.209999,83.18,83.57,1905700,80.023239
"2020-12-23",84.169998,84.400002,82.900002,82.919998,1609600,79.400818
"2020-12-24",83.190002,84.150002,82.82,84.150002,697700,80.578621
"2020-12-28",84.660004,85.099998,84.290001,85.040001,1255500,81.430847
"2020-12-29",85.519997,85.93,84.940002,85.190002,1221500,81.574493
"2020-12-30",84.800003,85.830002,84.800003,85.330002,838700,81.708542
"2020-12-31",85.480003,86.610001,84.989998,86.510002,1117000,82.838463
"2021-01-04",86.660004,86.93,83.949997,84.510002,1744300,80.92334
"2021-01-05",84.309998,85.279999,84.230003,85.120003,2209200,81.507454
"2021-01-06",85.360001,89.760002,85.209999,89.129997,2920400,85.347267
"2021-01-07",89.080002,89.459999,88.099998,88.550003,1757600,84.791893
"2021-01-08",88.529999,90.459999,88.419998,90.330002,1621400,86.496338
"2021-01-11",89.660004,90.330002,88.75,89.209999,1401500,85.423874
"2021-01-12",89.07,90,88.400002,89.489998,1197600,85.691978
"2021-01-13",89.699997,92.209999,89.220001,90.160004,2092000,86.333549
"2021-01-14",90.129997,90.690002,87.099998,89.57,2001600,85.768593
"2021-01-15",89.160004,90.139999,87.889999,88.57,2065100,84.811035
"2021-01-19",89,89.190002,87.019997,87.139999,1739500,83.441719
"2021-01-20",86.529999,87.860001,86.080002,87.620003,1577700,83.901344
"2021-01-21",87.239998,87.529999,86.5,87.129997,1086600,83.432137
"2021-01-22",86.550003,88.010002,86.120003,87.410004,1221000,83.700264
"2021-01-25",87.099998,90.300003,87,90.290001,1546300,86.458038
"2021-01-26",90.010002,90.459999,88.839996,89.889999,1079500,86.075005
"2021-01-27",89.120003,90.93,88.330002,88.529999,1981200,84.772728
"2021-01-28",88.720001,91.230003,88.550003,89.139999,1464800,85.356842
"2021-01-29",88.589996,89.239998,87.279999,87.5,2211800,83.786446
"2021-02-01",88.040001,88.699997,87.050003,87.800003,897100,84.073708
"2021-02-02",88.050003,89.18,87.220001,88.230003,1035100,84.485466
"2021-02-03",87.989998,88.470001,87.440002,88,770700,84.265228
"2021-02-04",87.849998,88.809998,87.040001,88.279999,942800,84.53334
"2021-02-05",88.410004,89.040001,87.730003,87.800003,1131500,84.073708
"2021-02-08",87.82,87.82,85.220001,85.510002,2119200,81.880913
"2021-02-09",85.839996,86.160004,84.25,85.739998,1084800,82.101135
"2021-02-10",86.68,87.550003,85.760002,87.269997,1508700,83.566208
"2021-02-11",87.029999,87.470001,86.029999,86.230003,942600,82.570343
"2021-02-12",86,86.129997,84.809998,85.169998,1019000,81.555328
"2021-02-16",85.440002,85.440002,83.449997,83.889999,1251600,80.329659
"2021-02-17",83.980003,84.580002,81.449997,82.339996,1684200,78.845428
"2021-02-18",81.620003,82.82,81,82.550003,1488800,79.046532
"2021-02-19",82.550003,82.599998,81.120003,81.459999,1490300,78.002777
"2021-02-22",81.690002,81.690002,77.739998,78.650002,2367500,75.312042
"2021-02-23",79.169998,80.75,78.760002,80.190002,1752100,76.78669
"2021-02-24",80.129997,80.75,79.080002,80.110001,1655500,76.710075
"2021-02-25",79.970001,80.849998,79.889999,80.559998,1462300,77.140976
"2021-02-26",80.970001,82.440002,79.43,79.480003,2347500,76.106812
"2021-03-01",80.040001,81.470001,80,80.730003,1300900,77.303772
"2021-03-02",80.699997,81.139999,79.519997,80.720001,1456200,77.294197
"2021-03-03",79.610001,80.260002,76.639999,77.779999,1751700,75.039528
"2021-03-04",77.919998,79.370003,77.029999,77.269997,1765100,74.547493
"2021-03-05",77.489998,81.080002,77.089996,80.660004,2149500,77.818054
"2021-03-08",80.5,81.809998,79.349998,80.620003,1182600,77.779472
"2021-03-09",81.169998,82.010002,80.919998,81.660004,1108800,78.782822
"2021-03-10",81.529999,82.480003,81.029999,81.690002,1163100,78.811775
"2021-03-11",81.290001,82.279999,80.699997,80.830002,1457900,77.982063
"2021-03-12",81.57,82.220001,80.980003,82.099998,1177700,79.207321
"2021-03-15",82.190002,83.25,81.959999,82.75,1395300,79.834412
"2021-03-16",82.599998,83.010002,82.220001,82.720001,955400,79.805481
"2021-03-17",82.779999,83.050003,81.839996,81.940002,996800,79.052956
"2021-03-18",81.800003,82.040001,80.900002,81.370003,1671800,78.503044
"2021-03-19",81.660004,83.080002,80.610001,82.139999,4682900,79.245911
"2021-03-22",82.07,82.68,81.040001,82.25,1644400,79.352036
"2021-03-23",82.519997,84.639999,81.910004,84.470001,1653300,81.49382
"2021-03-24",83.889999,86.129997,83.709999,85.629997,2341400,82.612946
"2021-03-25",86.120003,87.169998,85.5,86.029999,1318800,82.998848
"2021-03-26",85.559998,86,84.550003,85.790001,1386900,82.767311
"2021-03-29",86.019997,87.290001,85.589996,86.949997,932800,83.886436
"2021-03-30",86.290001,87.019997,85.379997,86.290001,1226300,83.249695
"2021-03-31",86.150002,86.839996,85.82,86.589996,1785600,83.539116
"2021-04-01",86.580002,86.660004,85.790001,86.470001,846400,83.423363
"2021-04-05",86.529999,88.110001,86.480003,87.589996,866800,84.503891
"2021-04-06",87.110001,87.959999,86.550003,87.68,693200,84.590714
"2021-04-07",87.809998,88.230003,87.089996,87.599998,912500,84.513535
"2021-04-08",88,88.190002,86.970001,87.239998,1337100,84.166222
"2021-04-09",87.349998,87.849998,86.129997,86.18,1132000,83.143578
"2021-04-12",86.209999,87.279999,85.870003,86.410004,1251200,83.365463
"2021-04-13",85.870003,87.779999,85.860001,87.440002,1623900,84.359177
"2021-04-14",87.029999,88.199997,86.830002,88.160004,1044500,85.05381
"2021-04-15",88.059998,88.93,87.790001,88.790001,1624800,85.661613
"2021-04-16",89,90.190002,88.669998,89.690002,1221900,86.5299
"2021-04-19",90.080002,90.150002,88.82,89.339996,1198800,86.19223
"2021-04-20",89.389999,91.139999,89.389999,90.580002,978500,87.388542
"2021-04-21",90.360001,91.199997,89.300003,89.529999,1153400,86.375542
"2021-04-22",89.32,89.389999,88.089996,88.220001,1711400,85.111694
"2021-04-23",88.400002,88.699997,87.82,88.169998,1044800,85.063454
"2021-04-26",88.129997,88.190002,87.230003,87.769997,846500,84.677544
"2021-04-27",87.660004,88.019997,86.879997,87.019997,904000,83.953972
"2021-04-28",87.169998,87.370003,85.209999,85.449997,1885900,82.439293
"2021-04-29",85.18,85.650002,83.449997,85.089996,2791600,82.091972
"2021-04-30",85.800003,86.230003,85.260002,86.220001,2935100,83.182159
"2021-05-03",86.260002,87.440002,85.800003,86.419998,1653500,83.375107
"2021-05-04",86.389999,86.790001,85.160004,86.120003,1103500,83.085686
"2021-05-05",85.860001,85.93,83.279999,83.589996,1242000,80.644821
"2021-05-06",83.970001,84.43,83.260002,84.330002,1378100,81.358749
"2021-05-07",84.07,85,83.900002,84.07,1302500,81.107918
"2021-05-10",84.230003,85.800003,84.230003,85.449997,1766700,82.439293
"2021-05-11",85.629997,85.720001,83.43,84.019997,1582200,81.059669
"2021-05-12",83.870003,84.010002,82.660004,82.68,1610900,79.766891
"2021-05-13",82.989998,85.290001,82.830002,84.709999,1643100,81.725357
"2021-05-14",85.099998,86.339996,85.099998,85.120003,1595400,82.120918
"2021-05-17",85.199997,85.760002,83.959999,84.059998,1436000,81.098267
"2021-05-18",83.949997,84.709999,83.650002,84.269997,1369500,81.300865
"2021-05-19",83.459999,83.57,82.43,83.25,1705700,80.895653
"2021-05-20",83.419998,84.529999,83.419998,83.760002,1413900,81.391243
"2021-05-21",84,84.75,83.559998,84.089996,3146500,81.711899
"2021-05-24",84.339996,84.599998,83.25,83.300003,1528200,80.944252
"2021-05-25",83.32,83.57,81.919998,82.330002,1447100,80.001686
"2021-05-26",82.139999,82.339996,81.279999,81.5,1234400,79.195145
"2021-05-27",81.580002,81.68,81.040001,81.150002,1871900,78.855057
"2021-05-28",81.379997,81.879997,80.989998,81.190002,1447000,78.893921
"2021-06-01",81.300003,81.489998,79.790001,79.910004,1686000,77.650116
"2021-06-02",79.879997,81.239998,79.800003,80.739998,1572900,78.456635
"2021-06-03",80.669998,82.489998,80.269997,82.199997,2471000,79.875359
"2021-06-04",82.449997,82.660004,81.849998,82.040001,1478200,79.719879
"2021-06-07",82.330002,82.330002,81.790001,82.110001,891600,79.787903
"2021-06-08",82.400002,82.400002,80.5,81.150002,1380000,78.855057
"2021-06-09",81.580002,82.809998,81.25,82.559998,1930400,80.225182
"2021-06-10",82.800003,83.400002,82.449997,83.120003,1536700,80.769341
"2021-06-11",82.870003,83.18,82.169998,82.809998,1583100,80.468102
"2021-06-14",83.010002,83.010002,82.110001,82.550003,1307000,80.215462
"2021-06-15",82.599998,84.449997,82.489998,83.769997,2171100,81.400948
"2021-06-16",84.239998,84.339996,81.889999,81.970001,1652500,79.651871
"2021-06-17",82,83.220001,81.610001,82.690002,1601100,80.351501
"2021-06-18",82.190002,82.389999,79.709999,79.919998,4128900,77.659836
"2021-06-21",79.959999,80.940002,79.239998,80.690002,1968400,78.408058
"2021-06-22",80.629997,80.940002,80.199997,80.220001,1406600,77.951355
"2021-06-23",79.900002,80.099998,78.68,78.739998,1310900,76.513206
"2021-06-24",78.800003,79.5,78.440002,79.279999,1240300,77.037933
"2021-06-25",79.239998,80.389999,79.160004,80.290001,1427900,78.019371
"2021-06-28",80.5,81.809998,80.5,81.459999,1490300,79.156281
"2021-06-29",81.050003,81.739998,79.879997,80.129997,987900,77.863892
"2021-06-30",80.199997,80.809998,79.849998,80.239998,1311000,77.970772
"2021-07-01",80,80.690002,79.57,79.860001,1840400,77.601532
"2021-07-02",80.339996,80.889999,79.790001,80.699997,1071900,78.41777
"2021-07-06",80.68,81.080002,79.57,81.040001,1130600,78.748169
"2021-07-07",81.209999,82.760002,80.660004,82.699997,1441800,80.361206
"2021-07-08",82.470001,83.440002,82.260002,82.610001,1779600,80.273758
"2021-07-09",82.599998,82.839996,82.080002,82.629997,1343600,80.293198
"2021-07-12",82.330002,82.68,81.889999,82.5,950400,80.166878
"2021-07-13",82.379997,83.43,82.230003,82.93,2198500,80.584709
"2021-07-14",82.769997,84.459999,82.360001,84.040001,1661200,81.663315
"2021-07-15",83.940002,86.360001,83.889999,86.110001,2875900,83.674782
"2021-07-16",86.360001,87.669998,86.110001,87.360001,2194000,84.889427
"2021-07-19",87.260002,88.199997,85.339996,86.230003,2312600,83.791382
"2021-07-20",86.540001,87.790001,85.410004,85.940002,1777400,83.50959
"2021-07-21",85.620003,85.769997,83.349998,83.779999,2331000,81.410667
"2021-07-22",83.989998,85.050003,83.75,84.809998,1329500,82.411545
"2021-07-23",84.93,86.260002,84.739998,86.220001,834500,83.78167
"2021-07-26",85.989998,86.410004,85.040001,85.82,1145000,83.392982
"2021-07-27",86.029999,87.809998,85.349998,87.599998,1339400,85.122643
"2021-07-28",87.279999,87.879997,85.75,86.379997,1465600,83.937141
"2021-07-29",86.589996,86.690002,85.610001,86.389999,1456100,83.946861
"2021-07-30",86.860001,88.110001,85.980003,86.269997,2082900,83.830254
"2021-08-02",86.279999,87.349998,85.940002,87.300003,1267400,84.831123
"2021-08-03",87.230003,88.959999,86.940002,87.800003,1671400,85.316986
"2021-08-04",87.309998,88.220001,86.709999,88.169998,1209600,85.676514
"2021-08-05",88.480003,89.150002,87.889999,89.029999,1045200,86.512199
"2021-08-06",88.970001,89.860001,88.519997,88.959999,1072200,86.444176
"2021-08-09",89.269997,89.410004,88.330002,88.949997,872900,86.434464
"2021-08-10",89.059998,89.260002,88.389999,88.919998,863200,86.405312
"2021-08-11",89.25,89.980003,88.970001,89.919998,1061700,87.377037
"2021-08-12",89.93,90.419998,89.559998,89.599998,1197800,87.066078
"2021-08-13",89.790001,90.459999,89.580002,90.440002,1401400,87.882332
"2021-08-16",90.599998,91.489998,90.470001,90.809998,1272900,88.241859
"2021-08-17",90.589996,90.879997,89.790001,90.839996,1348500,88.271011
"2021-08-18",90.989998,91.059998,89.699997,90.220001,1151400,87.668549
"2021-08-19",90.290001,91.830002,90.120003,91.18,1567300,88.601402
"2021-08-20",91.089996,92.660004,90.559998,92.110001,2316000,89.505104
"2021-08-23",91.779999,92.099998,90.790001,91.120003,1656200,88.543098
"2021-08-24",90.93,91.25,89.75,90.879997,1213900,88.309875
"2021-08-25",90.629997,90.769997,90.110001,90.349998,1516800,87.794868
"2021-08-26",90.209999,90.639999,89.980003,90.290001,1646200,87.736572
"2021-08-27",90.449997,90.510002,89.900002,90.18,1119200,87.629684
"2021-08-30",90.050003,91.150002,90.040001,91.050003,683000,88.475082
"2021-08-31",91.050003,91.32,90.300003,90.730003,1662900,88.164131
"2021-09-01",90.970001,92.059998,90.849998,91.660004,1542800,89.067833
"2021-09-02",91.769997,92.650002,91.699997,92.620003,943900,90.000679
"2021-09-03",92.360001,92.599998,91.650002,91.989998,926800,89.388489
"2021-09-07",91.879997,91.879997,89.720001,89.730003,1463000,87.192406
"2021-09-08",89.809998,92.610001,89.389999,91.889999,2738700,89.291328
"2021-09-09",90.050003,90.650002,88.889999,89.809998,2580700,87.270142
"2021-09-10",89.75,90.010002,88.209999,88.330002,1534700,85.832001
"2021-09-13",89.040001,89.480003,87.879997,88.349998,1550500,85.851433
"2021-09-14",88.68,88.879997,86.419998,86.970001,2134400,84.51046
"2021-09-15",86.220001,86.290001,85.18,85.309998,1905700,83.476181
"2021-09-16",84.959999,85.540001,84.129997,84.860001,986200,83.035858
"2021-09-17",84.389999,85.019997,83.120003,83.300003,3092300,81.509392
"2021-09-20",83.43,84.32,82.410004,83.370003,1286400,81.577881
"2021-09-21",83.370003,84.449997,83.290001,83.540001,1066000,81.744232
"2021-09-22",83.809998,83.809998,82.529999,82.949997,886000,81.166908
"2021-09-23",83.080002,83.43,82.360001,82.489998,1147000,80.716797
"2021-09-24",82.239998,83.019997,82.239998,82.669998,1359100,80.892929
"2021-09-27",82.730003,83.610001,81.370003,81.5,1027800,79.748077
"2021-09-28",81.019997,81.470001,80.349998,81.07,1466800,79.327324
"2021-09-29",81.300003,82.5,81.019997,82.139999,1076800,80.374329
"2021-09-30",82.510002,82.669998,81.529999,81.760002,1979700,80.002487
"2021-10-01",82.260002,82.699997,81.599998,81.839996,1600600,80.080772
"2021-10-04",82.370003,85.400002,82.150002,84.919998,2506000,83.094566
"2021-10-05",84.790001,85.410004,84.389999,84.690002,1442600,82.869514
"2021-10-06",84.690002,86.32,84.18,86.260002,1650100,84.405762
"2021-10-07",86.300003,87.050003,85.269997,86.089996,1551400,84.23941
"2021-10-08",86.089996,86.660004,85.290001,85.410004,824800,83.574043
"2021-10-11",85.279999,85.410004,84.160004,84.330002,1163200,82.51725
"2021-10-12",84.489998,85.650002,84.330002,85.510002,1462100,83.67189
"2021-10-13",84.889999,86.529999,84.790001,86.239998,1523300,84.386192
"2021-10-14",86.690002,87.809998,86.370003,87.690002,1203500,85.805031
"2021-10-15",87.730003,87.93,86.160004,86.410004,1164500,84.552536
"2021-10-18",85.709999,85.879997,84.980003,85.410004,1168700,83.574043
"2021-10-19",86.809998,86.809998,85.589996,86.160004,1449900,84.307915
"2021-10-20",86.379997,87.129997,85.790001,86.300003,1552800,84.444908
"2021-10-21",86.410004,86.620003,85.790001,86.089996,985400,84.23941
"2021-10-22",86.389999,86.839996,86.209999,86.5,931300,84.640602
"2021-10-25",86.5,86.519997,85.720001,86.010002,862200,84.161133
"2021-10-26",86.040001,86.529999,85.610001,86.029999,1143700,84.180702
"2021-10-27",86.57,86.690002,85.110001,85.580002,1145500,83.740379
"2021-10-28",85.879997,86.370003,85.260002,85.660004,1017100,83.818657
"2021-10-29",85.349998,86.099998,84.559998,84.900002,1552600,83.074997
"2021-11-01",84.900002,85.059998,84.349998,84.75,1014200,82.928223
"2021-11-02",85.25,85.519997,83.830002,84.550003,1440900,82.732521
"2021-11-03",85.199997,86.349998,83.470001,84.519997,1215500,82.703163
"2021-11-04",84.419998,84.739998,82.730003,83.82,1060200,82.018211
"2021-11-05",84.010002,85.059998,83.860001,84.410004,1322700,82.595528
"2021-11-08",84.419998,84.419998,82.239998,82.620003,1222400,80.844002
"2021-11-09",82.790001,83.660004,82.68,83.32,1421500,81.528961
"2021-11-10",83.730003,84.449997,83.190002,83.739998,1063700,81.939926
"2021-11-11",83.300003,83.540001,82.150002,82.510002,816400,80.736374
"2021-11-12",82.309998,82.5,81.93,81.949997,836300,80.1884
"2021-11-15",82.540001,83.589996,82.099998,83.5,973600,81.705086
"2021-11-16",83.690002,83.989998,83.220001,83.370003,974000,81.577881
"2021-11-17",82.82,84.029999,82.5,83.769997,893100,81.969276
"2021-11-18",83.769997,83.849998,82.910004,83.209999,888100,81.421318
"2021-11-19",83.690002,84.220001,83.43,83.860001,1065200,82.05735
"2021-11-22",83.790001,85.709999,83.769997,84.68,1161400,82.859726
"2021-11-23",84.739998,85.540001,84.190002,85.199997,860800,83.368538
"2021-11-24",85.370003,85.370003,84.589996,84.93,783900,83.104347
"2021-11-26",84.559998,85.379997,84.410004,84.720001,964100,82.898865
"2021-11-29",84.720001,85.550003,83.970001,85.269997,1121000,83.437035
"2021-11-30",84.779999,85.07,82.25,82.269997,3065200,80.501526
"2021-12-01",82.639999,84.459999,82.040001,82.400002,1254400,80.628738
"2021-12-02",82.739998,83.800003,82.230003,83.080002,1285200,81.294121
"2021-12-03",83.739998,85.389999,82.720001,85.300003,1554600,83.466393
"2021-12-06",85.650002,87.230003,85.510002,86.139999,1672300,84.288338
"2021-12-07",85.779999,87.480003,85.550003,87.300003,1541200,85.423409
"2021-12-08",87.410004,87.82,86.650002,87.349998,1416200,85.472321
"2021-12-09",87.410004,88.18,86.209999,87.529999,1314100,85.64846
"2021-12-10",87.75,88.160004,87.169998,87.879997,973200,85.990929
"2021-12-13",87.699997,89.800003,87.43,89.260002,1901600,87.341278
"2021-12-14",89.459999,89.889999,88.699997,89.260002,1078200,87.341278
"2021-12-15",89.519997,90.980003,89.379997,90.870003,1620100,88.916672
"2021-12-16",90.269997,91.169998,89.779999,90.910004,1203500,89.550049
"2021-12-17",90.760002,91.410004,89.059998,89.400002,2971200,88.062637
"2021-12-20",88.809998,89.760002,88.029999,89.669998,1011500,88.32859
"2021-12-21",90.18,90.650002,88.57,88.959999,874000,87.629211
"2021-12-22",88.809998,89.589996,88.589996,89.349998,1091800,88.013382
"2021-12-23",89.370003,90.089996,89.209999,89.440002,779700,88.102036
"2021-12-27",89.800003,89.879997,88.839996,89.220001,819700,87.88533
"2021-12-28",89.25,90.139999,89.080002,90.059998,550200,88.712761
"2021-12-29",90.150002,90.639999,89.75,90.610001,577500,89.254532
"2021-12-30",90.93,91.419998,90.059998,91.139999,820300,89.776604
"2021-12-31",91.059998,91.459999,90.220001,90.980003,980200,89.619003
"2022-01-03",90.68,90.849998,88.379997,89.129997,1484600,87.796669
"2022-01-04",88.900002,90.330002,88.349998,88.389999,1861700,87.067741
"2022-01-05",88.160004,90.389999,88.160004,89.230003,1180200,87.89518
