"","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"2020-12-10",66.959999,67.099998,66.339996,66.57,3239400,64.556267
"2020-12-11",65.980003,66.529999,65.279999,66.400002,3173800,64.391426
"2020-12-14",67.169998,67.220001,65.75,65.760002,5356500,63.770775
"2020-12-15",66.379997,68.040001,66.019997,68.029999,5027400,65.972107
"2020-12-16",67.849998,68.830002,67.57,68.379997,4283700,66.311516
"2020-12-17",68.860001,69.610001,68.480003,69.489998,4159100,67.387932
"2020-12-18",71.260002,71.480003,69.919998,71.330002,17438100,69.172295
"2020-12-21",69.989998,70.940002,69.300003,70.449997,6392000,68.318901
"2020-12-22",70.580002,71.080002,70.089996,70.419998,6129500,68.289803
"2020-12-23",70.419998,71.040001,69.160004,69.18,7201800,67.087318
"2020-12-24",69.400002,69.629997,68.879997,69.550003,2409700,67.446129
"2020-12-28",69.93,70.050003,68.639999,68.650002,4712300,66.573357
"2020-12-29",68.75,69.620003,68.650002,69.309998,5159500,67.213387
"2020-12-30",69.339996,70.400002,69.269997,70.300003,4683000,68.173447
"2020-12-31",70.330002,71.550003,70,71.110001,9596100,68.958931
"2021-01-04",71.68,72.32,70.139999,70.32,12044800,68.192833
"2021-01-05",69.980003,74.190002,69.980003,73.779999,13269700,71.548164
"2021-01-06",74.449997,78.080002,74.410004,77.75,21014200,75.398079
"2021-01-07",77.970001,80.940002,77.970001,80.879997,19333900,78.433388
"2021-01-08",80.459999,82.919998,80.459999,81.790001,14651700,79.315872
"2021-01-11",80.169998,85.470001,80.050003,83.980003,15477100,81.439629
"2021-01-12",83.559998,87.269997,83.470001,86.360001,16403600,83.74762
"2021-01-13",84.559998,85.550003,81.760002,83.489998,15219200,80.964439
"2021-01-14",82.120003,83.230003,81.580002,82.610001,13975100,80.111069
"2021-01-15",81.919998,82.57,80.480003,82.339996,13375800,79.849228
"2021-01-19",83.199997,84.559998,82.010002,84.459999,13628200,81.90509
"2021-01-20",84.910004,85.489998,83.300003,84.290001,14360400,81.740242
"2021-01-21",83.040001,83.309998,80.769997,80.980003,19681800,78.530373
"2021-01-22",80,81.269997,79.550003,81.089996,16853000,78.637039
"2021-01-25",80.419998,81.809998,80.419998,81.349998,23606100,78.889175
"2021-01-26",81.660004,82.209999,79.550003,79.830002,26750000,77.415154
"2021-01-27",78.339996,79.900002,76.879997,77.900002,38646100,75.543541
"2021-01-28",78.239998,81.410004,78.010002,81.120003,38708500,78.66613
"2021-01-29",80.519997,81.470001,78.360001,79.449997,36614700,77.046646
"2021-02-01",74.230003,77.480003,71.879997,73.139999,64983700,70.927528
"2021-02-02",73.980003,76.760002,72.440002,76.449997,47660500,74.137405
"2021-02-03",75.699997,76.400002,74.440002,74.940002,35336900,72.67308
"2021-02-04",74.510002,77.199997,73.099998,76.980003,18721700,74.651367
"2021-02-05",76.949997,77.129997,75.559998,75.839996,19036600,73.545845
"2021-02-08",77.050003,77.269997,75.510002,75.760002,11786100,73.468277
"2021-02-09",75,75.360001,73.150002,73.470001,9967300,71.247551
"2021-02-10",74.349998,74.800003,70.230003,70.32,10209900,68.192833
"2021-02-11",71.690002,72.110001,70.919998,70.959999,8973400,68.813484
"2021-02-12",70.959999,71.830002,70.419998,71.470001,4205700,69.308052
"2021-02-16",72.059998,72.269997,70.980003,70.989998,6325200,68.842567
"2021-02-17",71,71.699997,69.839996,69.989998,6065100,67.87281
"2021-02-18",69.639999,69.980003,68.120003,68.839996,11030300,66.757614
"2021-02-19",69.260002,70.540001,69,69.790001,8471200,67.678871
"2021-02-22",69.419998,70.760002,69.120003,69.400002,5788600,67.300659
"2021-02-23",69.209999,69.809998,67.150002,68.690002,6746900,66.612144
"2021-02-24",68.940002,71.870003,68.849998,71.68,6801800,69.511696
"2021-02-25",72.059998,72.139999,69.550003,69.75,4557200,67.640068
"2021-02-26",69.879997,71.029999,68.68,70.32,7084600,68.487404
"2021-03-01",71.230003,73.940002,71.110001,73.529999,6869200,71.613747
"2021-03-02",73.830002,74.449997,72.93,72.980003,6964500,71.078079
"2021-03-03",73.5,75.870003,73.139999,74.580002,5943400,72.636383
"2021-03-04",74.620003,75.089996,71,72.660004,4442700,70.766418
"2021-03-05",73.800003,74.25,71.25,74.029999,4740600,72.100716
"2021-03-08",74.529999,76.5,74.32,75.199997,4657100,73.240211
"2021-03-09",75.529999,77.160004,74.650002,75.639999,3715500,73.668762
"2021-03-10",76.300003,77.239998,76,76.690002,3516100,74.691399
"2021-03-11",77.349998,78.019997,76.629997,76.889999,3286600,74.886185
"2021-03-12",76.779999,77.75,76.599998,77.059998,2799800,75.051743
"2021-03-15",77.050003,77.5,75.910004,76.709999,2698000,74.710869
"2021-03-16",77.150002,77.239998,76.199997,76.690002,4455600,74.691399
"2021-03-17",76.559998,78.540001,76.529999,78.379997,3913000,76.337357
"2021-03-18",78.300003,79.669998,78.269997,78.370003,4442300,76.327621
"2021-03-19",78.279999,78.349998,76.300003,77.099998,5176000,75.090706
"2021-03-22",77,78.040001,76.209999,77.559998,3207300,75.538727
"2021-03-23",76.699997,76.989998,75.080002,75.32,3813600,73.357094
"2021-03-24",76.209999,77.650002,76.209999,76.68,5008200,74.681648
"2021-03-25",76.529999,77.410004,75.449997,77.18,3467800,75.168625
"2021-03-26",78,78.589996,77.230003,78.470001,2859400,76.425003
"2021-03-29",78.379997,78.849998,77.879997,78.099998,2258700,76.064659
"2021-03-30",78.089996,78.830002,77.900002,78.32,2197100,76.278915
"2021-03-31",78.239998,78.489998,77.040001,77.279999,2523700,75.266014
"2021-04-01",77.669998,78.169998,76.790001,78.129997,2263300,76.093872
"2021-04-05",79.07,79.339996,77.370003,77.629997,3566400,75.606903
"2021-04-06",77.629997,78.370003,76.610001,77.050003,2390400,75.042015
"2021-04-07",76.550003,76.709999,75.169998,75.599998,2193600,73.629791
"2021-04-08",75.550003,75.629997,74.660004,75.360001,2480000,73.396049
"2021-04-09",75.629997,75.889999,75.040001,75.860001,2911700,73.883034
"2021-04-12",76.370003,76.639999,75.57,76.199997,2554200,74.214165
"2021-04-13",75.949997,76.529999,75.07,76.190002,2216700,74.204422
"2021-04-14",76.050003,77.190002,76.010002,76.57,1760700,74.574524
"2021-04-15",77.089996,77.309998,76.230003,77.099998,1667800,75.090706
"2021-04-16",77.839996,78.400002,76.709999,77.019997,2403600,75.012794
"2021-04-19",77.25,77.550003,76.050003,76.970001,1817400,74.964088
"2021-04-20",76.699997,76.709999,74.510002,75.129997,1844100,73.172043
"2021-04-21",75.419998,77.599998,75.169998,77.489998,2134600,75.470551
"2021-04-22",77.639999,77.870003,75.519997,75.550003,2973200,73.581116
"2021-04-23",76.269997,77.339996,75.529999,76.809998,2073100,74.808266
"2021-04-26",76.980003,78,76.769997,76.93,1870800,74.92514
"2021-04-27",76.510002,77.190002,76.120003,77.080002,1930900,75.071236
"2021-04-28",77.400002,77.5,76.669998,77.050003,3111400,75.042015
"2021-04-29",77.739998,78.279999,77.110001,77.919998,2758700,75.889336
"2021-04-30",77.800003,78.389999,76.860001,77.110001,2671400,75.100456
"2021-05-03",77.910004,79.040001,77.739998,78.279999,3509100,76.239952
"2021-05-04",77.260002,79.660004,75.900002,79.5,4860100,77.428154
"2021-05-05",79.959999,81.690002,79.650002,80.919998,3817500,78.81115
"2021-05-06",80.970001,81.5,79.510002,81.400002,2963400,79.278648
"2021-05-07",81.040001,83.110001,80.650002,82.849998,2827900,80.690857
"2021-05-10",83.489998,83.779999,81.650002,81.68,4197900,79.551353
"2021-05-11",81.779999,83.199997,81.419998,82.830002,4781700,80.671379
"2021-05-12",82.57,82.779999,80.239998,80.309998,2651400,78.217056
"2021-05-13",80.650002,83.150002,80.650002,81.620003,4270600,79.492912
"2021-05-14",82.220001,83.669998,81.860001,83.239998,3003100,81.070694
"2021-05-17",83.620003,85.57,83.5,85.300003,4592000,83.077011
"2021-05-18",85.699997,86.230003,85.029999,85.110001,5135600,82.891968
"2021-05-19",84.110001,84.889999,83.529999,84.239998,3129800,82.044632
"2021-05-20",84.190002,84.849998,83.510002,84.080002,3353100,81.888802
"2021-05-21",84.660004,85.620003,84.059998,84.120003,2536400,81.927757
"2021-05-24",84.529999,85.610001,84.089996,85.260002,2403600,83.038063
"2021-05-25",85.269997,85.940002,83.260002,83.400002,3147200,81.226524
"2021-05-26",82.57,83.68,82.199997,83.550003,2943300,81.372612
"2021-05-27",84.099998,85.07,83.870003,84.720001,6255400,82.809464
"2021-05-28",84.699997,85.099998,84.050003,84.589996,2248500,82.682388
"2021-06-01",85.510002,85.879997,84.550003,85.43,2216300,83.503456
"2021-06-02",85.550003,85.559998,84.32,84.629997,1779600,82.721497
"2021-06-03",84.349998,85.599998,83.949997,85.370003,2483400,83.444817
"2021-06-04",85.790001,86.279999,84.760002,85.57,1693100,83.640297
"2021-06-07",86,86.129997,84.440002,84.970001,1730400,83.053833
"2021-06-08",84.470001,85.330002,83.620003,84.849998,2379500,82.936539
"2021-06-09",84.529999,84.870003,83.870003,84.169998,1492900,82.271873
"2021-06-10",84.889999,85.050003,82.779999,82.809998,2024600,80.942528
"2021-06-11",83.349998,84.199997,82.25,82.529999,3202900,80.668854
"2021-06-14",82.400002,82.779999,80.980003,81.550003,2700300,79.710953
"2021-06-15",81.889999,82.25,81.169998,81.559998,2399300,79.720726
"2021-06-16",81.370003,81.389999,79.629997,80.190002,2139300,78.381622
"2021-06-17",80.199997,80.25,76.580002,77.779999,4855400,76.02597
"2021-06-18",76.639999,77.160004,76.160004,76.43,6310800,74.706406
"2021-06-21",76.849998,78.129997,76.730003,77.32,2181600,75.576347
"2021-06-22",77.559998,77.650002,76.610001,76.839996,2111300,75.107162
"2021-06-23",77,77.269997,76.190002,76.230003,2166000,74.510933
"2021-06-24",76.800003,77.290001,76.260002,76.400002,3549600,74.677086
"2021-06-25",76.839996,78.129997,76.330002,76.540001,3460700,74.813927
"2021-06-28",76.589996,77.169998,75.550003,77.120003,2092300,75.380859
"2021-06-29",77.669998,78.18,76.860001,77.129997,2165100,75.390617
"2021-06-30",77,77.580002,76.879997,77.410004,1860600,75.664314
"2021-07-01",78.029999,78.790001,77.610001,78.599998,2285200,76.827477
"2021-07-02",78.610001,78.970001,77.839996,78.790001,2032000,77.013191
"2021-07-06",78.239998,78.489998,76.410004,77.080002,3148700,75.341751
"2021-07-07",76.650002,77.760002,76.330002,77.75,1884700,75.996651
"2021-07-08",76.510002,77.400002,75.830002,76.620003,3422900,74.892128
"2021-07-09",77.860001,78.849998,77.360001,78.480003,2273900,76.710197
"2021-07-12",77.82,79.690002,77.389999,79.419998,2678500,77.62899
"2021-07-13",79.699997,79.879997,78.599998,79.080002,1841000,77.296654
"2021-07-14",79.57,80.5,79,79.510002,2811300,77.716949
"2021-07-15",79.059998,79.650002,78.699997,79.550003,2511500,77.75605
"2021-07-16",79.599998,79.669998,75.610001,76.209999,3569000,74.491371
"2021-07-19",74.309998,74.489998,72.349998,72.809998,6030800,71.168045
"2021-07-20",72.769997,74.360001,72.559998,73.709999,4789200,72.04776
"2021-07-21",74.379997,75.830002,74.32,74.870003,3596000,73.181595
"2021-07-22",74.980003,75,73.550003,74.440002,1660400,72.761292
"2021-07-23",74.919998,75.050003,73.709999,74.220001,1846300,72.546249
"2021-07-26",74.349998,74.849998,73.989998,74.650002,2080500,72.96656
"2021-07-27",73.779999,74.620003,72.839996,74,2355900,72.331215
"2021-07-28",74.010002,74.800003,73.089996,74.25,3575800,72.575577
"2021-07-29",74.760002,75.629997,74.330002,75.089996,4056900,73.694382
"2021-07-30",74.589996,75.589996,74.309998,75.050003,2356000,73.655144
"2021-08-02",75.400002,76.050003,74.400002,74.650002,2642600,73.262573
"2021-08-03",74.699997,75.449997,72.510002,74.389999,4088700,73.007401
"2021-08-04",74.449997,75.300003,73.900002,74.260002,2649900,72.879814
"2021-08-05",75.029999,75.940002,74.110001,74.209999,3465200,72.830742
"2021-08-06",74.760002,76.370003,74.68,76.07,2214500,74.656174
"2021-08-09",76.269997,76.580002,75.5,75.540001,2178200,74.136024
"2021-08-10",75.470001,77.440002,75.389999,77.230003,2062900,75.794617
"2021-08-11",77.529999,78.389999,76.769997,78.300003,2203000,76.844727
"2021-08-12",78.129997,78.290001,77.07,78,1593500,76.550301
"2021-08-13",77.82,78.110001,76.779999,77.080002,1640300,75.647408
"2021-08-16",76.410004,76.830002,75.599998,76.720001,1711800,75.29409
"2021-08-17",76,76.339996,74.089996,75.290001,2036700,73.890678
"2021-08-18",74.980003,75.419998,73.809998,73.910004,2026000,72.536324
"2021-08-19",73.010002,73.739998,72.559998,72.919998,1907500,71.56472
"2021-08-20",72.739998,73.459999,72.550003,72.849998,1948000,71.496017
"2021-08-23",73.419998,74.099998,73.150002,73.720001,1522500,72.349854
"2021-08-24",74.150002,74.980003,74.040001,74.75,2105900,73.360718
"2021-08-25",74.75,75.43,74.519997,75.029999,1862400,73.635506
"2021-08-26",74.830002,74.860001,74.059998,74.300003,1985400,72.919067
"2021-08-27",74.75,75.529999,74.459999,75.150002,1890800,73.753273
"2021-08-30",75.330002,75.5,73.849998,73.910004,1789100,72.536324
"2021-08-31",73.839996,74.190002,73.309998,74.019997,2948300,72.644264
"2021-09-01",74.019997,74.129997,73.110001,73.440002,1893400,72.075058
"2021-09-02",73.489998,74.580002,73.459999,73.910004,1506200,72.536324
"2021-09-03",73.93,73.940002,71.790001,72.080002,3181400,70.740334
"2021-09-07",71.580002,71.849998,71.019997,71.419998,2291400,70.092598
"2021-09-08",71.239998,71.239998,70.139999,70.620003,1688800,69.307472
"2021-09-09",70.440002,71.050003,70.25,70.300003,1677000,68.993423
"2021-09-10",70.980003,71.379997,70.379997,70.489998,2658600,69.179886
"2021-09-13",71.379997,71.379997,70.019997,70.669998,2917800,69.356537
"2021-09-14",70.839996,70.870003,68.239998,68.470001,2801200,67.197426
"2021-09-15",68.769997,70.18,68.769997,70.010002,2466500,68.708817
"2021-09-16",70.150002,71.330002,69.790001,70.639999,2568500,69.327103
"2021-09-17",70.599998,71.199997,68.43,68.910004,5710500,67.62925
"2021-09-20",67.050003,68.040001,66.370003,67.93,4188100,66.667465
"2021-09-21",68.339996,68.339996,67.010002,67.349998,2595900,66.098244
"2021-09-22",68.330002,69,68.220001,68.269997,1982500,67.001144
"2021-09-23",68.800003,69.790001,68.800003,68.900002,4008700,67.619431
"2021-09-24",68.459999,68.800003,68.010002,68.25,2092100,66.981522
"2021-09-27",68.75,70.5,68.75,70.110001,2371100,68.806946
"2021-09-28",70.260002,71.120003,68.900002,69.050003,2718500,67.766647
"2021-09-29",69.099998,69.720001,68.790001,69.150002,2515200,67.864792
"2021-09-30",69.540001,69.709999,67.970001,67.989998,4658500,66.726349
"2021-10-01",68.309998,69.550003,67.739998,69.129997,2071900,67.845154
"2021-10-04",71.510002,71.559998,69.690002,70.18,3941800,68.875641
"2021-10-05",70.300003,71.419998,69.910004,70.970001,3323200,69.650963
"2021-10-06",70.139999,70.809998,68.779999,69.800003,3087100,68.502708
"2021-10-07",70.739998,71.410004,70.269997,70.540001,2546000,69.228958
"2021-10-08",70.5,70.949997,70.139999,70.419998,1928300,69.111183
"2021-10-11",70.779999,71.529999,69.699997,69.760002,3279600,68.463455
"2021-10-12",69.790001,70.18,68.690002,69.220001,1881600,67.933495
"2021-10-13",69.790001,70.339996,68.559998,69.660004,1775700,68.365311
"2021-10-14",70.440002,71.980003,70,71.709999,2353200,70.377213
"2021-10-15",72.349998,72.889999,71.970001,72.07,1644300,70.730515
"2021-10-18",71.660004,72.519997,70.959999,71.849998,3452400,70.514595
"2021-10-19",72.32,72.43,71.580002,72.239998,1723900,70.897354
"2021-10-20",72.260002,73.290001,72.040001,73.260002,2538700,71.898399
"2021-10-21",73.300003,73.300003,71.699997,72.239998,1459200,70.897354
"2021-10-22",72.349998,72.830002,72.019997,72.110001,1208000,70.769783
"2021-10-25",72.519997,72.75,71.690002,71.93,1796700,70.593117
"2021-10-26",72,72.650002,71.769997,71.93,1052000,70.593117
"2021-10-27",71.599998,71.879997,69.120003,69.150002,2273300,67.864792
"2021-10-28",69.260002,70.120003,69.139999,69.760002,2017300,68.463455
"2021-10-29",69.690002,69.910004,68.940002,69.599998,3398900,68.306419
"2021-11-01",69.889999,71.839996,69.660004,71.230003,2830500,69.906136
"2021-11-02",72.559998,78.190002,72.349998,77.489998,9980200,76.049774
"2021-11-03",79.360001,81.57,78.839996,80.150002,8885600,78.660347
"2021-11-04",80.209999,80.209999,78.68,79.510002,3822100,78.032242
"2021-11-05",79.599998,80.93,79.370003,80.400002,3129900,78.905701
"2021-11-08",81.120003,81.480003,79.050003,79.519997,3872600,78.042046
"2021-11-09",79.239998,81.269997,78.910004,81.019997,3837500,79.514175
"2021-11-10",80.980003,81.470001,79.900002,79.970001,2507500,78.483696
"2021-11-11",80.160004,81.059998,79.860001,80.980003,2709500,79.474922
"2021-11-12",81,81.25,80.32,80.720001,2611200,79.219757
"2021-11-15",80.669998,80.75,78.449997,78.769997,2464500,77.305992
"2021-11-16",78.790001,79.330002,77.269997,77.589996,5478800,76.147919
"2021-11-17",77.18,79.68,77.18,79.290001,3176400,77.81633
"2021-11-18",79.589996,80,78.75,79.519997,2896900,78.042046
"2021-11-19",79.339996,81.07,79.07,80.019997,3449500,78.532761
"2021-11-22",80,80.870003,79.150002,79.220001,1876700,77.747627
"2021-11-23",79.279999,79.830002,79.120003,79.510002,1684200,78.032242
"2021-11-24",79.07,79.43,78.68,78.699997,1300000,77.237297
"2021-11-26",76.650002,77.389999,75.790001,76.959999,2129600,75.529633
"2021-11-29",77.32,77.779999,75.970001,77.040001,2886900,75.904037
"2021-11-30",75.900002,76.239998,73.019997,73.959999,6205300,72.869453
"2021-12-01",75.089996,77.07,73.790001,73.790001,2934300,72.70195
"2021-12-02",74.18,76.199997,74.059998,75.279999,2275400,74.169983
"2021-12-03",75.379997,76.639999,74.830002,75.480003,3776500,74.367043
"2021-12-06",76.610001,77.220001,75.010002,76.389999,3522600,75.263611
"2021-12-07",77,78.209999,76.599998,77.540001,2395500,76.39666
"2021-12-08",77.82,78.779999,77.040001,78.260002,3564400,77.106049
"2021-12-09",77.449997,79.57,77.230003,78.639999,4622800,77.480438
"2021-12-10",79.489998,80.260002,79.050003,80.040001,2929200,78.859795
"2021-12-13",79.68,79.879997,77.620003,77.629997,3179700,76.485329
"2021-12-14",77.239998,78.849998,77.040001,77.639999,2421500,76.495178
"2021-12-15",77.529999,78.540001,76.919998,78.339996,1994000,77.18486
"2021-12-16",78.900002,80.190002,78.449997,78.709999,3015100,77.5494
"2021-12-17",78.440002,78.440002,76.32,76.510002,4948700,75.381851
"2021-12-20",75.760002,75.760002,74.010002,75.209999,2375400,74.101013
"2021-12-21",76.050003,77.010002,76.050003,76.489998,1970100,75.362137
"2021-12-22",76.349998,77.050003,75.989998,77,1444400,75.864616
"2021-12-23",77.470001,79,77,78.540001,2456500,77.381912
"2021-12-27",78.599998,79.860001,78.440002,79.809998,1937400,78.633179
"2021-12-28",79.57,80.849998,79.519997,80.449997,2105400,79.263748
"2021-12-29",80.300003,81.18,80.300003,80.589996,1126100,79.401688
"2021-12-30",80.889999,81.389999,80.050003,80.129997,1331300,78.948463
"2021-12-31",79.970001,81.080002,79.790001,80.779999,1608200,79.588882
"2022-01-03",81.040001,82.25,80.559998,80.660004,2420000,79.470657
"2022-01-04",81.07,82.889999,80.93,82.540001,2702900,81.322937
"2022-01-05",82.589996,83.709999,81.730003,81.790001,2346300,80.583992
"2022-01-06",82.760002,82.970001,81.239998,81.989998,1666900,80.781044
"2022-01-07",82.410004,83.629997,81.980003,83.190002,3086100,81.963356
"2022-01-10",82.190002,83.459999,81.129997,81.970001,2269300,80.761345
